x^2-x+347 -19*73 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[-18987],[18988]] 2 [2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[437,19,1]>,[[-9,-1],[10,1]]>,<73,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1679,73,1]>,[[-36,-1],[37,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[19,73],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,19*73,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[19,73],[3,3],1,[1.000000000,0.3374206312,0.6756674360],<"1.19_73.2t1.1",1>,[2,1]>]
x^3-x^2-47*x-63 2^2*7*1019 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[13498],[-52135],[38638]] 1 [2,2,2,1,1,3,2,2,3,1,2,2,3,3,3,2,3,3,2,2,2,3,3,2,2,2,3,2,3,3,1,3,3,3,3,3,3,2,2,1,2,2,2,3,3,2,3,3,2,2,2,3,1,3,2,1,2,3,3,2,2,2,2,2,3,2,2,3,2,3,1,2,2,1,3,2,2,2,2,1,2,2,2,2,1,2,3,2,2,3,2,1,3,2,2,1,2,1,3,3,2,2,2,3,1,3,1,3,3,2,2,2,2,1,2,2,1,1,2,1,3,2,2,3,3,2,1,3,3,1,2,2,3,2,2,2,1,2,3,2,2,3,2,2,2,3,3,2,2,1,2,2,3,1,1,2,2,2,1,3,1,1,1,3,2,1,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-110,0],[-46,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-453297,141982],[262182,77],[139777,279554]],[[453297,-141982],[262105,524211],[384511,244734]]]>,<3,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[2,2,1]>,[[900183141,0],[504338015,-207831882],[-242259688,207831882]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[38179443447435402,8536184491587326,1]>,[[-14261605879158967,22797790370746286],[-8536184491587322,-1],[4,1]]>,<1019,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-21830276270744501070315687250415453037316005144407503879528,81047655679357761553342245149315301127647728658508435830437,1]>,[[81047655679357761553342245149315301127647728658508435829940,0],[-81047655679357761553342245149315301127647728658508435830188,-1],[249,1]]>*] [x,x^2-x-1783,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,1019],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,7*1019,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,1019],[2,2,4,4],1,[1.000000000,0.4944792625,0.6998785016],<"notfaithful",0>,[3,2]>,<2,2^2*7*1019,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,7,1019],[4,2,5,5],1,[1.000000000,1.331886335,1.043889854],<"2.2e2_7_1019.3t2.1",1>,[3,2]>]
x^4-x^3+1189*x^2-1191*x+349329 3^2*37^3*43^2 0 2 4 "C4" [[4,3,1,2],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<4,1,[4,3,1,2]>,<4,1,[3,4,2,1]>] [[1,1,1,1],[2,2],[4]] 41 x-1 5 [[-44098389],[34565737],[46185016],[-36652363]] 2 [3,1,4,2,1,4,3,3,3,3,3,1,1,3,2,2,3,4,2,1,1,4,2,3,4,1,3,2,4,3,1,3,1,2,1,1,2,4,3,1,3,1,4,4,2,4,2,2,4,1,2,3,3,4,4,2,2,1,4,3,3,2,2,4,3,1,3,2,3,2,4,2,1,1,1,4,4,2,4,4,1,4,4,2,3,1,4,3,3,3,4,3,4,1,4,4,1,2,3,4,3,4,3,4,2,3,3,1,2,2,4,2,1,2,4,1,3,3,3,1,3,2,2,3,1,3,4,2,4,1,1,2,1,3,2,3,1,1,4,4,2,2,1,3,4,2,3,3,3,1,1,1,3,2,4,4,3,2,2,2,3,2,4,2,4,2,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x+8355,3>,<x-5964,4>]*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[-1535393058,-810715140,1]>,[[810715140,-1],[0,1],[-270238378,117182109],[-540476761,270238380]]>,<11,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-144142880303510196443,-46293924939123319322,-4000531907890415512,10960065805280292405]>,<37,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[1840861,150849,5809,111,1]>,[[5897009257269288802779044589899,-81214468627851966571313623282,-106760803830040143849614152669,-136882602053515755864326717172],[-5172815137955516493665828587238,-121122673869081258438907485085,168402458422384750715165181294,301472174624827644299148535870],[-724194119313772309113216002688,202337142496933225010221108366,-61641654592344606865551028625,-164589572571311888434821818698],[28,1,0,0]]>,<43,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,3,4],[1],[[[2,1,4,3]]],20,<<[],[3,42,1]>,[[-77255182337325252325939516581815,-87767581294537226051328909619789],[181642746007192095617314871058823,-202637659422766099598701119434950],[1,0]]>,[[[-181642746007192095617314871058794,202637659422766099598701119434957],[-1,0]],[[29,7],[1,0]],[[-34502098410501747723340153825607,40756559901679657924889687814578],[-4623046059565134483678144429187,-2375258412292866843450605029546]],[[216144844417693843340655024884373,223661948452952156917465864244459],[4623046059565134483678144429187,2375258412292866843450605029546]]]>,<149,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-5173512558596027224427680954522272884594547,6702604405154106776278194610427044543265301,-8317940267218369008130726551269607876639,41039285738454965046072158141336281448678]>*] [x,0,x^2-x-9,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,11,37,43,149],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,3*37*43,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[3,11,37,43,149],[5,1,5,5,1],0,[-0.6463748961-0.7630199825*i,0.7478570964+0.3200084816*i,0.9368316947+0.1990836123*i],<"1.3_37_43.4t1.1",1>,[4,1]>,<1,37,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,11,37,43,149],[1,1,5,3,1],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[4,1]>,<1,3*37*43,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[3,11,37,43,149],[5,1,5,5,1],0,[-0.6463748961+0.7630199825*i,0.7478570964-0.3200084816*i,0.9368316947-0.1990836123*i],<"1.3_37_43.4t1.1",2>,[4,1]>]
x^5-x^4-17*x^3+17*x^2-89*x+476 3^2*37^3*43^2 1 2 20 "F5" [[3,4,1,2,5],[3,5,2,1,4],[4,1,2,3,5]] [<1,1,[1,2,3,4,5]>,<2,5,[3,4,1,2,5]>,<4,5,[4,1,2,3,5]>,<4,5,[2,3,4,1,5]>,<5,4,[3,5,2,1,4]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 7 x^2+6*x+3 18 [[126609450689113,0],[-615255758320654,412070399421585],[-356242357631430,-171996996987278],[675739624292238,171996996987278],[169149040970734,-412070399421585]] 2 [4,1,3,2,5,3,4,4,4,4,4,1,1,4,2,2,4,3,2,5,5,3,2,4,3,5,4,2,3,4,5,4,5,2,5,5,2,3,4,5,4,1,3,3,2,3,2,2,3,5,2,4,4,3,3,2,2,5,3,4,4,2,2,3,4,5,4,2,4,2,3,2,5,5,5,3,3,2,3,3,5,3,3,2,4,5,3,4,4,4,3,4,3,5,3,3,5,2,4,3,4,3,4,3,2,4,4,1,2,2,3,2,5,2,3,1,4,4,4,5,4,2,2,4,5,4,3,2,3,1,5,2,5,4,2,4,5,5,3,3,2,2,5,4,3,2,4,4,4,5,5,5,4,2,3,3,4,2,2,2,4,2,3,2,3,2,3,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-35*x^4-31223*x^3+567539*x^2+296391725*x+127732673234,3>,<x^5-35*x^4-31223*x^3+768005*x^2+175711193*x+17502849065,4>]*],[*[5],"CYC",0,5*]] [*<3,2,2,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[2,1,3,5,4]]],20,<[],[330963366,-665925585,1]>,[[665925587,-1],[2,1],[225791116,0],[-281461289,231833138],[552006052,-231833138]]>,<37,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,3,4],[1],[[[1,3,5,2,4]]],20,<[],[8557288863672409136403423870810,-1460469367515707762816574415686,1461486171416349325048541679778,4169151355405573465741985494209,1]>,[[4169151355405573465741985494154,0,0,0],[-10430934877203966986327035071993,-311672659512302199561235131970,-7667171131327753918852007717,186477014522650475902757544134],[-4413349905399306130566701440768,-252596122843016116543388336938,142735344099443807194211218861,-108646046432036732187805963071],[10675133427197699651151751018594,-60663208635523811643653660466,-135068172968116053275359211144,-77830968090613743714951581063],[14,1,0,0]]>,<41,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[57442871934951930674437188926650,28263248002589684415836240166096,-31385905654876139357618140281306,-1383995209518384152562882460645,-204185037121453676766597746462]>,<43,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[1],[[[1,3,2,5,4]]],20,<<[],[3,42,1]>,[[-22468077051163549932985767262606,112933707494053238853608184209706],[129672013042311082021201227344542,80014412125099401221665029565665],[1,0]]>,[[[168131891272232713819867913389506,0],[0,0]],[[-129672013042311082021201227344502,-80014412125099401221665029565659],[-1,0]],[[40,6],[1,0]],[[113798503354656367616240762216909,49722788331380806109093678916122],[-2723531747543246274919732849429,1912925163664771728557464244935]],[[-152258381584577999414907448261952,30291623793718595112571350649531],[2723531747543246274919732849429,-1912925163664771728557464244935]]]>*] [x,x^2-x-9,x^4-x^3+1189*x^2-1191*x+349329,x^4-x^3+1189*x^2-1191*x+349329,0] [1,2,2,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,37,41,43,1277],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,37,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,37,41,43,1277],[1,6,1,3,3],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[5,3]>,<1,3*37*43,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[3,37,41,43,1277],[6,6,1,6,3],0,[-0.6463748961-0.7630199825*i,0.7478570964+0.3200084816*i,0.9368316947+0.1990836123*i],<"notfaithful",0>,[5,3]>,<1,3*37*43,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[3,37,41,43,1277],[6,6,1,6,3],0,[-0.6463748961+0.7630199825*i,0.7478570964-0.3200084816*i,0.9368316947-0.1990836123*i],<"notfaithful",0>,[5,3]>,<4,3^2*37^3*43^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[-1]],[[1],[0],[-1]]],[3,37,41,43,1277],[6,7,1,8,3],1,[0,0,0],<"4.3e2_37e3_43e2.5t3.1",1>,[5,3]>]
x^5-2*x^4-2*x^3+20*x-22 2^4*5*331^2 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 13 x^2+12*x+2 5 [[102540,78466],[124635,0],[-96466,-78466],[53979,0],[-184686,0]] 3 [5,7,2,7,4,2,5,6,5,6,4,7,4,5,7,5,4,6,7,6,5,3,7,4,5,6,2,5,3,7,5,4,5,3,3,4,5,5,7,5,3,4,6,5,5,6,4,5,7,6,5,4,6,3,5,5,6,4,5,6,5,7,5,6,5,7,3,5,5,6,7,6,7,2,4,5,3,7,3,3,6,3,4,2,3,2,3,5,6,2,2,4,5,6,4,5,3,4,5,6,5,7,5,3,3,5,7,7,4,6,5,5,5,3,6,4,5,7,7,4,4,5,7,5,6,3,4,3,5,7,4,5,3,7,6,4,2,5,2,6,6,6,5,7,4,6,7,5,4,7,2,4,2,7,7,4,3,4,2,3,5,7,5,6,5,7,3,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,20,5,[[2,3,4,5,1],[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3],[2,3,4,5,1]],[1,3,5,2,4],[1,3,5,5,6],[1],[[[2,3,4,5,1]]],20,<<[],[1,1,0,0,1]>,[[-22,0,0,0],[20,0,0,0],[0,0,0,0],[-2,0,0,0],[-2,0,0,0],[1,0,0,0]]>,[[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-353978,-508260,-348472,-122446],[188662,292394,210640,76787],[257032,93820,397324,517472],[53600,401350,488768,420992],[116011,327901,91487,329444]],[[-300822,420528,362938,297954],[224552,148228,211823,299403],[19252,243036,94340,200432],[239924,444500,222042,145136],[468230,158175,3911,449544]],[[407798,166062,342424,-504846],[28174,180697,363068,387091],[480412,440388,410332,291024],[75698,247736,28282,450456],[4690,140753,349321,181016]],[[247004,-78330,-356890,329338],[82899,427257,263045,285295],[291880,271332,146580,39648],[155066,479278,309484,31992],[459645,421747,79569,88572]]]>,<5,4,2,[[1,2,3,5,4],[3,2,1,4,5]],[[1,2,3,4,5],[3,2,1,4,5],[1,2,3,5,4],[3,2,1,5,4]],[3,2,1,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[2,4,1]>,[[22321363833060,0],[-37831981506090,0],[1,0]]>,[[[-38474904069503,18878077271936],[0,0]],[[19262704080031,0],[0,0]],[[-18619781516622,-18878077271936],[0,0]],[[37831981506093,0],[-1,0]],[[3,0],[1,0]]]>,<331,4,2,[[1,3,2,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,5,4,3,2]],[1,4,5,2,3],[1,3,3,3],[1],[[[1,3,2,5,4]]],20,<<[],[3,326,1]>,[[36618119173385843967291742472570168866948257357518,-40069328927184968818976203466056173869829706647074],[11856070151964091404356658604666275614574740053666,70754408029947606061362073812854071809975524635900],[1,0]]>,[[[-115199966034661533298748318279572037928734766456398,0],[0,0]],[[-11856070151964091404356658604666275614574740053393,-70754408029947606061362073812854071809975524635591],[-1,0]],[[273,309],[1,0]],[[34788738030821537009084484580150993845703565161861,7161361876559032197299426408117953090867441856170],[-357605706464934692344602218691719331464174014428,347172410652378076764621507806692766794958642133]],[[92267298155804087694020492304087319697605941347659,63593046153388573864062647404736118719108082779112],[357605706464934692344602218691719331464174014428,-347172410652378076764621507806692766794958642133]]]>*] [x,x^2-x-1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,331],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,5,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,331],[2,8,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,5]>,<4,2^4*5^3*331^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[1]],[[1],[0],[-1]]],[2,5,331],[8,9,10],1,[0,0,0],<"4.2e4_5e3_331e2.10t12.1",1>,[5,5]>,<4,2^4*5*331^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1]],[[1],[-1],[-1],[1]],[[1],[0],[-1]]],[2,5,331],[8,9,10],1,[0,0,0],<"4.2e4_5_331e2.5t5.1",1>,[5,5]>,<5,2^4*5^2*331^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1],[-1],[1]]],[2,5,331],[8,9,9],1,[0,0,0],<"5.2e4_5e2_331e2.10t13.1",1>,[5,5]>,<5,2^4*5^3*331^2,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[2,5,331],[8,9,10],1,[0,0,0],<"5.2e4_5e3_331e2.6t14.1",1>,[5,5]>,<6,2^4*5^3*331^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[1]],[[1],[1],[-1],[-1]],[[1],[2],[1]]],[2,5,331],[8,9,10],1,[0,0,0],<"6.2e4_5e3_331e4.20t35.1",1>,[5,5]>]
