x^2-371 2^2*7*53 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1114],[1114]] 1 [1,2,1,1,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-370,2,1]>,[[1,1],[-1,-1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-371,0,1]>,[[0,-1],[0,1]]>,<53,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-371,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,7,53],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*7*53,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,7,53],[3,3,3],1,[1.000000000,0.8440302236,0.9226040218],<"1.2e2_7_53.2t1.1",1>,[2,1]>]
x^4-x^3+17*x^2-2*x+76 3^2*19*67 0 2 8 "D8" [[2,1,4,3],[1,4,3,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[3,2,1,4]>,<4,2,[4,1,2,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 79 x-1 5 [[-736922075],[48232485],[-208035690],[896725281]] 3 [3,2,5,4,5,1,3,1,3,5,2,4,3,4,3,3,5,4,4,5,2,1,3,5,1,5,4,5,1,3,4,3,5,4,3,4,2,2,5,5,3,4,5,4,5,2,4,4,5,4,5,5,4,5,5,3,5,4,1,3,1,5,4,5,4,5,1,2,5,2,5,3,4,2,2,3,3,2,3,2,3,4,5,2,4,5,5,1,3,4,3,3,2,3,4,5,5,3,4,4,2,3,3,5,1,4,5,5,3,4,4,2,3,2,4,3,2,5,5,5,1,1,3,3,2,5,2,3,4,4,4,5,4,4,3,4,5,2,5,5,1,3,1,5,4,5,1,3,2,5,4,3,4,5,4,5,4,5,4,3,3,5,1,5,5,3,1,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-14,2>,<x^2+3*x-316,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-62306,-508075],[445769,508075],[78520,16214],[62306,-16214]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[156849861,-885750639],[237036003,-1506356193],[1,0]]>,[[[-237036003,1506356195],[-1,0]],[[0,2],[1,0]],[[-1107736693,1562339782],[-381091576,186407963]],[[1344772697,418088422],[381091576,-186407963]]]>,<13,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[6693402599901179879673,-1168158046806198141875,597133222677638752114,-274696614270836047203]>,<19,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[2502550202906279495911660,-9084674589023204611349938,1]>,[[-12376662336745673118636916,11870517933961881534743874],[13184086026024036452906866,0],[9084674589023204611349942,-1],[4,1]]>,<67,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,63,1]>,[[1642408740711467443049610304259864374,0],[785966283553884743814921950456325427,0],[1,0]]>,[[[-467854119217073801234873420715260412,1502185994720657970668431034564888289],[0,0]],[[1253820402770958545049795371171585810,-1502185994720657970668431034564888289],[0,0]],[[-785966283553884743814921950456325412,0],[-1,0]],[[15,0],[1,0]]]>*] [x,x^2-x+1,x^2-x-318,x^2-x+955,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,19,67],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,19,67],[3,6,1,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,19*67,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,19,67],[1,1,1,6,6],1,[1.000000000,2.267088223,1.416787562],<"notfaithful",0>,[4,3]>,<1,3*19*67,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,19,67],[3,6,1,6,6],1,[1.000000000,0.8133828781,0.8241986037],<"notfaithful",0>,[4,3]>,<2,3*19*67,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,13,19,67],[3,6,1,7,6],1,[1.000000000,1.103964548,0.9708006241],<"2.3_19_67.4t3.1",1>,[4,3]>]
x^4-2*x^3+19*x^2-18*x+84 3^2*19*67 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 5 [[-9666728],[-10743601],[10743602],[9666729]] 3 [3,1,5,4,5,2,3,1,3,5,1,4,3,4,3,3,5,4,1,5,2,2,3,5,2,5,4,5,2,3,4,3,5,4,3,4,2,2,5,5,3,4,5,4,5,2,4,4,5,4,5,5,4,5,5,3,5,4,1,3,1,5,4,5,4,5,2,1,5,2,5,3,4,1,1,3,3,2,3,1,3,4,5,1,4,5,5,1,3,4,3,3,1,3,4,5,5,3,4,4,1,3,3,5,1,4,5,5,3,4,4,2,3,2,4,3,2,5,5,5,2,2,3,3,2,5,2,3,4,4,4,5,4,4,3,4,5,1,5,5,2,3,1,5,4,5,1,3,2,5,4,3,4,5,4,5,4,5,4,3,3,5,1,5,5,3,2,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-18,2>,<x^2+34*x-984,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-127052,-155606],[28554,155606],[127053,155606],[-28553,-155606]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1613504715,193664418,1]>,[[-193664418,-1],[0,1],[1,-1],[193664419,1]]>,<19,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[18169349178046409222699990,19,1]>,[[18320544922474342160110414,0],[-18320544922474342160110413,0],[-9,-1],[10,1]]>,<67,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[1571932567107769487629843900912651926,67,1]>,[[765388121887548606015481442438301176,0],[-765388121887548606015481442438301175,0],[-33,-1],[34,1]]>*] [x,x^2-x+1,x^2-x-318,x^2-x+955,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,67],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,67],[3,6,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,19*67,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,19,67],[1,1,6,6],1,[1.000000000,2.267088223,1.416787562],<"notfaithful",0>,[4,3]>,<1,3*19*67,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,19,67],[3,6,6,6],1,[1.000000000,0.8133828781,0.8241986037],<"notfaithful",0>,[4,3]>,<2,3*19*67,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,19,67],[3,6,6,6],1,[1.000000000,1.740528455,1.189056470],<"2.3_19_67.4t3.2",1>,[4,3]>]
x^3-x^2+15*x+90 -5*11^2*47 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 73 x-1 5 [[-307692409],[446034054],[-138341644]] 2 [2,2,1,2,2,3,2,2,3,2,2,2,2,3,1,2,3,3,3,3,1,1,2,1,2,1,2,1,2,3,1,3,3,2,3,2,2,1,3,2,2,2,3,3,2,2,2,3,3,2,1,1,3,3,1,2,3,3,2,2,2,1,2,2,3,3,1,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,3,3,3,3,2,2,2,3,3,3,2,3,2,3,2,3,2,3,3,3,3,2,3,3,3,3,2,1,1,2,2,3,2,2,2,2,2,3,3,3,3,2,2,2,3,1,1,2,3,3,2,3,1,3,2,3,3,2,1,2,2,2,2,2,2,3,2,2,1,2,2,3,2,3,2,3,1,3,2,3,2,2,2,3,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[2,2,1]>,[[-709663388,0],[134653860,360952899],[575009529,-360952899]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[9703730617335,31984850205295,1]>,[[31984850205296,0],[-31984850205295,-1],[0,1]]>,<11,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,7,1]>,[[198,0],[55,0],[11,0],[1,0]]>,[[[-141276378589864195509,55742462536118802598],[-6727284933431714011,24288957354054315836],[-29356453948246934254,9086467571476460582]],[[4,0],[1,0],[0,0]],[[141276378589864195506,-55742462536118802598],[6727284933431714010,-24288957354054315836],[29356453948246934254,-9086467571476460582]]]>,<47,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-319733670662128525154130920966949,-766732369212491010334383433699701,1]>,[[-766732369212491010334383433699740,0],[766732369212491010334383433699721,-1],[20,1]]>*] [x,x^2-x+59,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,47],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*47,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,47],[2,4,2,4],1,[1.000000000,0.4098698164,0.6995723037],<"notfaithful",0>,[3,2]>,<2,5*11^2*47,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[3,5,11,47],[2,4,5,4],1,[1.000000000,1.693384670,1.116775769],<"2.5_11e2_47.3t2.1",1>,[3,2]>]
x^4-2*x^3+46*x^2-45*x+49 5*31^2*59^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 7 [[-89874897],[424228738],[-424228737],[89874898]] 2 [5,5,4,4,1,4,5,1,4,3,1,4,2,4,5,5,1,2,5,1,4,3,4,2,5,3,5,4,3,5,5,3,5,3,3,2,5,4,5,5,1,3,3,4,5,3,3,5,5,1,5,3,3,3,4,5,1,3,5,2,5,4,4,1,4,4,3,4,4,3,4,2,4,4,1,5,3,5,2,1,3,3,3,5,1,5,3,4,3,4,5,2,5,3,3,5,2,1,5,3,4,5,5,2,1,4,4,4,1,2,4,4,4,3,3,3,5,5,4,3,1,4,5,5,3,3,3,2,4,4,1,5,3,5,3,3,4,5,4,1,3,1,4,5,3,3,4,5,2,4,4,2,5,5,4,3,3,1,5,1,5,5,4,1,5,4,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-45,2>,<x^2+88*x+1331,3>]*],[*[4],"CYC",0,5*]] [*<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[21391740864565,0],[5,0],[1,0]]>,[[[26652943959534,37168329889923],[0,0]],[[-26652943959533,-37168329889923],[0,0]],[[-2,0],[-1,0]],[[3,0],[1,0]]]>,<11,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-60175663474355050766,60175663474355050767,5206525418708034229,-5206525418708034228]>,<31,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[143559269118346570768870842797,-261822311275961570558970415769,1]>,[[261822311275961570558970415786,-1],[17,1],[-16,-1],[-261822311275961570558970415785,1]]>,<59,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-87124065833785878680117088741883644,-93318891541144627890312579514133496,1]>,[[93318891541144627890312579514133535,-1],[39,1],[-38,-1],[-93318891541144627890312579514133534,1]]>*] [x,x^2-x-457,x^2-x-1,x^2-x-2286,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,11,31,59],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,31*59,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,11,31,59],[1,1,6,6],1,[1.000000000,0.8518561220,0.7772485121],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,11,31,59],[6,1,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*31*59,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,11,31,59],[6,1,6,6],1,[1.000000000,2.815463929,1.478863414],<"notfaithful",0>,[4,3]>,<2,5*31*59,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[5,11,31,59],[6,1,7,7],1,[1.000000000,0.8256535974,0.9141768860],<"2.5_31_59.4t3.3",1>,[4,3]>]
x^4-43*x^2+5 5*31^2*59^2 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 8 [[-4069394534],[-8342327028],[8342327028],[4069394534]] 1 [5,5,4,4,2,4,5,1,4,3,3,4,2,4,5,5,1,1,5,1,4,3,4,1,5,3,5,4,3,5,5,3,5,3,3,1,5,4,5,5,2,3,3,4,5,3,3,5,5,2,5,3,3,3,4,5,2,3,5,2,5,4,4,1,4,4,3,4,4,3,4,2,4,4,1,5,3,5,1,2,3,3,3,5,1,5,3,4,3,4,5,2,5,3,3,5,1,1,5,3,4,5,5,1,2,4,4,4,1,1,4,4,4,3,3,3,5,5,4,3,1,4,5,5,3,3,3,1,4,4,2,5,3,5,3,3,4,5,4,2,3,2,4,5,3,3,4,5,1,4,4,1,5,5,4,3,3,2,5,2,5,5,4,1,5,4,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-258,2>,<x^2-720,3>]*],[*[4],"CYC",0,5*]] [*<2,4,1,[[4,3,1,2]],[[1,2,3,4],[2,1,4,3],[4,3,1,2],[3,4,2,1]],[4,3,1,2],[1,2,5,5],[1],[[]],20,<[],[1,1,0,0,1]>,[[-204590,99813,124437,-98024],[204590,-99813,-124437,98024],[-208359,55031,-146603,246476],[208359,-55031,146603,-246476]]>,<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[21391740864515,0],[0,0],[1,0]]>,[[[-26109113421671,34629159109477],[0,0]],[[26109113421671,-34629159109477],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<31,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,29,1]>,[[316768128327608722382643357268,-260858887534210200820878057726],[-275384980605891849220194912225,-157983211521595772091629152860],[1,0]]>,[[[275384980605891849220194912236,157983211521595772091629152880],[-1,0]],[[11,20],[1,0]],[[-11,-20],[-1,0]],[[-275384980605891849220194912236,-157983211521595772091629152880],[1,0]]]>,<59,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-51288616267775813946410888382260961,-118994735883870404176546224183111240,1]>,[[118994735883870404176546224183111286,-1],[46,1],[-46,-1],[-118994735883870404176546224183111286,1]]>*] [x,x^2-x-457,x^2-x-1,x^2-x-2286,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,31,59],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,31*59,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,31,59],[3,1,6,6],1,[1.000000000,0.8518561220,0.7772485121],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,31,59],[4,6,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*31*59,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,31,59],[1,6,6,6],1,[1.000000000,2.815463929,1.478863414],<"notfaithful",0>,[4,3]>,<2,5*31*59,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,5,31,59],[5,6,6,7],1,[1.000000000,0.5826302149,0.8839456953],<"2.5_31_59.4t3.4",1>,[4,3]>]
