x^2-x+44515 -3*7*61*139 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1010],[1011]] 2 [2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[44517,3,1]>,[[-1,-1],[2,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[44527,7,1]>,[[-3,-1],[4,1]]>,<61,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[45445,61,1]>,[[-30,-1],[31,1]]>,<139,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[49345,139,1]>,[[-69,-1],[70,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,7,61,139],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*7*61*139,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,7,61,139],[3,3,3,3],1,[1.000000000,1.072087913,0.8418453033],<"1.3_7_61_139.2t1.1",1>,[2,1]>]
x^3-x^2+14*x+44 -11*41^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[-1079952],[1840038],[-760085]] 2 [2,3,3,2,1,2,2,2,1,2,3,1,2,2,3,3,3,2,3,1,2,2,2,3,3,2,1,2,2,3,2,2,3,2,2,2,3,3,2,2,1,3,3,2,2,1,2,1,2,1,2,2,2,3,3,2,1,2,2,2,2,2,2,1,1,3,3,2,2,2,3,2,3,2,3,3,3,1,3,2,3,3,2,3,2,1,1,2,2,3,1,2,1,2,1,2,1,3,2,2,2,2,2,2,2,3,1,2,3,2,2,2,3,3,3,1,1,3,3,2,3,2,2,3,3,2,1,3,1,2,2,2,1,3,2,2,1,2,3,2,2,2,3,2,1,3,2,2,1,3,2,3,3,2,3,3,2,1,2,2,3,2,2,3,1,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-367733,0],[-20020,116514],[-136534,-116514]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-277110558802227844254,157572862448864697868,1]>,[[-25904408896378941016,183477271345243638873],[-157572862448864697862,-1],[6,1]]>,<41,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[6,38,1]>,[[2788,0],[574,0],[41,0],[1,0]]>,[[[-13725881953250030295619572630893,22983872391463278603260791712164],[-257867711681864002025088038881,-1748178367589362510084406232452],[2085575548629116780153863385905,-1277917972072826430079423206119]],[[14,0],[1,0],[0,0]],[[13725881953250030295619572630880,-22983872391463278603260791712164],[257867711681864002025088038880,1748178367589362510084406232452],[-2085575548629116780153863385905,1277917972072826430079423206119]]]>*] [x,x^2-x+3,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,41],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,11,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,41],[2,4,2],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[3,2]>,<2,11*41^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,11,41],[2,4,5],1,[1.000000000,0.8961425149,0.9224802061],<"2.11_41e2.3t2.1",1>,[3,2]>]
x^4-x^3+10*x^2+32*x-251 -5^2*3931 2 1 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 59 x-1 5 [[-189593863],[-79773207],[170255460],[99111611]] 4 [5,5,3,5,4,5,3,4,3,2,4,3,2,3,3,3,1,1,3,2,5,2,5,4,5,4,5,5,2,5,5,4,5,1,4,4,5,3,3,5,4,4,2,5,3,1,1,3,3,4,3,2,2,1,5,5,4,1,5,4,5,5,3,1,5,5,4,3,5,1,5,1,3,5,4,5,2,5,4,2,1,1,1,3,1,3,1,5,4,3,3,4,5,4,4,5,2,1,3,1,3,5,3,1,2,3,5,3,4,2,5,3,3,4,4,4,3,5,3,1,4,5,5,3,2,4,4,4,3,3,4,5,2,5,4,1,3,3,3,4,4,2,5,5,2,4,5,3,2,3,5,1,3,3,5,1,1,4,3,4,5,3,3,4,5,3,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-43,2>,<x^2-63*x+1975,3>]*],[*[4],"CYC",0,5*]] [*<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-26914751256745,37249960952810],[5952089761560,-20865813029370],[1,0]]>,[[[-5952089761560,20865813029373],[-1,0]],[[0,3],[1,0]],[[-44260313785332,5878796656217],[5748770443568,6712465367643]],[[-45155028093732,-26744609685593],[-5748770443568,-6712465367643]]]>,<223,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[3,221,1]>,[[36458556095546558288460384070142819367378438886,24840163517103038502150578844845827542905855882],[3723599165554781563945244717692660703796637823,-24840163517103038502150578844845827542905855882],[64856553128477454663971613548949957070685177,-102855217480993870792585106485995664004062522],[-15705703875737043459051630405305634622185246,102855217480993870792585106485995664004062522]]>,<3931,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,3927,1]>,[[336026891255536348166964223339737867799993563451026383668047764746122794,0],[316835431522067253982259333934460104838043298151634115412246714306267507,0],[1,0]]>,[[[-87405761536698235711230780577588355082443500437335215880729547380496663,373324347056443292383874783860204991453574861113224539273757491302308213],[0,0]],[[-372114740157353236043344717205322973776279432163100054771194926324482426,-373324347056443292383874783860204991453574861113224539273757491302308213],[0,0]],[[-316835431522067253982259333934460104838043298151634115412246714306264009,0],[-1,0]],[[3498,0],[1,0]]]>*] [x,x^2-x-1,x^2-x+983,x^2-x+4914,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,223,3931],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,223,3931],[6,3,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,3931,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,223,3931],[1,1,6],1,[1.000000000,0.5511769357,0.7287259679],<"notfaithful",0>,[4,3]>,<1,5*3931,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,223,3931],[6,3,6],1,[1.000000000,3.137194062,1.515415448],<"notfaithful",0>,[4,3]>,<2,5*3931,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[5,223,3931],[6,3,6],1,[1.000000000,0.5566899142,0.8908288312],<"2.5_3931.4t3.1",1>,[4,3]>]
x^6-x^5-2*x^4-45*x^3+28*x^2-211*x+571 2^4*5^3*11^2*83^2 2 2 12 "D12" [[2,1,4,3,6,5],[1,2,6,5,4,3],[6,4,3,2,5,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,5,6,3,4]>,<2,3,[2,1,4,3,6,5]>,<2,3,[6,4,3,2,5,1]>,<3,2,[3,5,6,2,4,1]>,<6,2,[4,6,2,3,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 8 [[5374380224,-7667404253],[-6602962887,-7667404253],[5072481993,0],[-4458190661,7667404253],[-6904861118,0],[7519152450,7667404253]] 4 [2,3,4,6,1,6,3,4,3,4,4,6,4,3,2,3,4,4,6,5,6,4,2,4,3,5,6,3,4,6,2,5,3,4,5,5,3,6,6,3,1,4,4,3,3,4,4,6,6,5,6,4,4,5,3,3,4,4,3,5,3,3,3,1,6,6,5,6,3,4,6,5,6,3,1,3,4,6,5,4,4,4,1,3,4,3,4,2,1,3,6,1,2,4,4,3,5,5,6,1,6,3,6,1,4,3,6,3,5,1,2,6,6,4,5,4,2,6,3,5,4,3,2,6,4,4,4,5,3,3,5,3,4,6,5,1,6,2,3,5,5,1,6,3,4,4,3,3,4,3,2,5,6,3,3,4,4,1,2,4,6,3,3,1,2,3,4,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-137,2>,<x^3+5*x^2+195*x-4041,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[1,3,2,4,6,5],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[1,3,2,4,6,5],[4,5,6,1,2,3]],[4,6,5,1,3,2],[1,2,4,3],[2],[[[1,3,2,4,6,5]]],20,<<[],[1,1,1]>,[[459986,21320],[491310,-250392],[1,0]]>,[[[23746,-136947],[0,0]],[[0,1],[1,0]],[[32978,250393],[262143,0]],[[160693,136947],[0,0]],[[169925,-1],[262143,0]],[[136947,-250393],[1,0]]]>,<3,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-1708020408,-609720706],[-488578996,609720706],[1652809503,-1511428649],[1188882400,1511428649],[-30559012,291987237],[547727981,-291987237]]>,<5,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[-41249061441070,0],[3976167888990,0],[1,0]]>,[[[-3976167888986,0],[-1,0]],[[4,0],[1,0]],[[-32413943882172,20052835910273],[-1,0]],[[-28437775993182,20052835910273],[1,0]],[[-17257855882639,-20052835910273],[-1,0]],[[-13281687993649,-20052835910273],[1,0]]]>,<11,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-271079492189567226847,-324024315938095664056,1]>,[[-50078021126997332394,0],[-174935426437360678252,0],[324024315938095664061,-1],[5,1],[-223868273684100999282,-1],[124857405310363345863,1]]>,<83,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,82,1]>,[[-75007434954298148796066613344660570372,-90795034928817576592693364385777090519],[27778605448200248321367089769919678463,-100015344944482112687918997449125874010],[1,0]]>,[[[31739136764001902102956277145045934761,-50007672472241056343959498724562937048],[0,0]],[[39660199395605209666134651895298447480,50007672472241056343959498724562937048],[0,0]],[[-27778605448200248321367089769919678432,100015344944482112687918997449125874053],[-1,0]],[[31,43],[1,0]],[[-35699668079803555884545464520172191151,-43],[-1,0]],[[-7921062631603307563178374750252512688,-100015344944482112687918997449125874053],[1,0]]]>,<4951,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[38348757681408202464328747499758589442944203790469733946282889358588484408,16110110652883717931576332185599890250075577828255565327042658952879768306,34913908758825907019313033837251185478780798413493603092696399533463283918,-13582719942097961052812406664164009450037916420880125692538937413883490468,4634435349634117306553579387151857723511506017853527647772378005930465,7613029621722822991209237867520235595052410350605619485743064598295764]>*] [x,x^2+913,x^2-x-1,x^2+4565,x^3-x^2+x+23,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,11,23,83,4951],[1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2*11*83,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,11,23,83,4951],[7,3,3,7,3,7,1],1,[1.000000000,0.6238292504,0.8790536390],<"notfaithful",0>,[6,3]>,<1,5,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,23,83,4951],[2,2,7,1,2,2,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,3]>,<1,2^2*5*11*83,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,23,83,4951],[7,1,7,7,1,7,1],1,[1.000000000,1.115939688,1.094399923],<"notfaithful",0>,[6,3]>,<2,2^2*11*83,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,5,11,23,83,4951],[7,3,3,7,3,7,1],1,[1.000000000,1.929716332,1.326824502],<"notfaithful",0>,[6,3]>,<2,2^2*5^2*11*83,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1]],[[1],[-1]]],[2,3,5,11,23,83,4951],[7,3,8,9,3,7,1],1,[1.000000000,1.015330575,0.8382919021],<"2.2e2_5e2_11_83.6t3.2",1>,[6,3]>]
x^6-3*x^5+20*x^4+7*x^3-338*x^2+1251*x-1189 2^4*5^3*11^2*83^2 2 2 12 "D12" [[5,6,4,3,1,2],[2,1,4,3,6,5],[1,4,6,2,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,6,4,3,1,2]>,<2,3,[2,1,4,3,6,5]>,<2,3,[6,5,3,4,2,1]>,<3,2,[6,4,1,5,2,3]>,<6,2,[4,1,2,6,3,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 9 [[-74558159665,0],[5882149428,-110744087195],[144735285847,-33682626972],[63149532264,110744087195],[77831714123,0],[105647175785,33682626972]] 4 [2,6,4,3,1,3,2,4,6,4,4,3,4,6,3,6,4,4,3,5,3,4,3,4,6,5,3,6,4,3,3,5,6,4,1,5,6,3,3,6,1,4,4,6,6,4,4,3,3,5,3,4,4,1,2,6,4,4,2,1,6,6,6,5,3,3,5,3,6,4,3,5,3,6,5,2,4,3,1,4,4,4,5,6,4,2,4,3,5,6,3,1,3,4,4,6,5,5,3,1,3,6,3,5,4,6,3,6,5,1,3,3,3,4,5,4,3,3,2,1,4,6,3,3,4,4,4,1,2,6,5,6,4,3,5,5,3,3,6,5,1,5,3,2,4,4,6,6,4,2,3,5,3,6,6,4,4,5,3,4,3,6,2,5,3,2,4,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-3,2>,<x^3-31*x^2-31675*x+2666285,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[1,3,2,4,6,5],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,3,2,4,6,5],[4,6,5,1,3,2]],[4,5,6,1,2,3],[1,2,4,3],[2],[[[1,3,2,4,6,5]]],20,<<[],[1,1,1]>,[[-61448,-100706],[510062,-468034],[1,0]]>,[[[123194,-193199],[0,0]],[[0,1],[1,0]],[[14226,-56253],[262143,0]],[[-207895,193199],[0,0]],[[7047,-120165],[207595,227075]],[[63431,176417],[54549,35069]]]>,<5,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[-10897541566830,0],[10897541566840,0],[1,0]]>,[[[-10897541566838,0],[-1,0]],[[2,0],[1,0]],[[-7941716235740,-35318515382818],[-1511477852359,2526350752541]],[[-32652486372680,-11544829223258],[1511477852359,-2526350752541]],[[37964913654907,35318515382818],[7456605465602,-2526350752541]],[[13526830520352,11544829223258],[-7456605465602,2526350752541]]]>,<11,2,2,[[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,6,5,4,3]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,6,5,4,3]]],20,<[],[179107421813655495798,-46890561167783376824,1]>,[[-130063455539278511526,0],[-900876209866535878,0],[3,101126204259265107],[2411222659845524979,-1],[3,1],[675010878978198359,-101126204259265107]]>,<83,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,82,1]>,[[9649030529380768672526825435291400637,34607265846537562297511205671081493874],[-4770581935780523444155036832596093474,-2358715920468024347525179352820220227],[1,0]]>,[[[-8731113251582177225744224207722349866,-52366388392709080691484678077383157297],[0,0]],[[-48142879264669303320883526094676972330,52366388392709080691484678077383157297],[0,0]],[[4770581935780523444155036832596093491,2358715920468024347525179352820220238],[-1,0]],[[17,11],[1,0]],[[-111992806848815586664230145642628868033,-108714473063208639984467467356000410347],[51207371446439631404472265941009193,-1078368404024042703051216239099080506]],[[-76651316693781886388679524456033098877,106355757142740615636942288003180190098],[-51207371446439631404472265941009193,1078368404024042703051216239099080506]]]>*] [x,x^2+4565,x^2-x-1,x^2+913,x^3+2*x-52,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,11,83],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2*5*11*83,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,11,83],[7,7,7,7],1,[1.000000000,1.115939688,1.094399923],<"notfaithful",0>,[6,3]>,<1,5,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,11,83],[2,7,1,2],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,3]>,<1,2^2*11*83,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,11,83],[7,2,7,7],1,[1.000000000,0.6238292504,0.8790536390],<"notfaithful",0>,[6,3]>,<2,2^2*5*11*83,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,5,11,83],[7,7,7,7],1,[1.000000000,1.918023620,1.251727033],<"notfaithful",0>,[6,3]>,<2,2^2*5*11*83,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]]],[2,5,11,83],[7,7,8,7],1,[1.000000000,0.7997744168,0.8574890413],<"2.2e2_5_11_83.6t3.2",1>,[6,3]>]
