x^2-x+1475 -17*347 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1025],[1026]] 2 [2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1547,17,1]>,[[-8,-1],[9,1]]>,<347,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[31577,347,1]>,[[-173,-1],[174,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[17,347],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,17*347,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[17,347],[3,3],1,[1.000000000,0.7362633452,0.7629017085],<"1.17_347.2t1.1",1>,[2,1]>]
x^3-14*x-25 -17*347 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 5 x-1 5 [[-225],[342],[-117]] 2 [2,2,1,3,2,3,1,2,3,2,2,3,3,3,2,3,1,2,3,2,2,3,1,3,3,2,2,2,2,2,3,2,3,3,3,2,1,3,2,2,2,2,2,1,2,2,3,2,3,3,3,2,2,3,2,1,2,3,2,1,3,3,2,3,1,1,2,1,1,2,2,3,3,2,1,3,3,3,3,2,3,3,1,2,3,2,2,3,3,1,1,2,2,3,2,2,2,3,3,2,1,2,2,3,2,2,2,3,2,1,1,2,2,1,3,3,2,3,2,2,2,2,2,3,1,2,1,2,3,3,2,2,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,2,1,2,1,1,2,3,3,3,1,2,3,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<17,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-521348269525091399554710,-1991924462842286691590247,1]>,[[-1991924462842286691590255,0],[1991924462842286691590251,-1],[4,1]]>,<347,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[101340114540919318044757915470833236340478327809632,-252175045653089766776281366992113494503817186520264,1]>,[[-252175045653089766776281366992113494503817186520680,0],[252175045653089766776281366992113494503817186520472,-1],[208,1]]>*] [x,x^2-x+1475,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[17,347],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,17*347,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[17,347],[4,4],1,[1.000000000,0.7362633452,0.7629017085],<"notfaithful",0>,[3,2]>,<2,17*347,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[17,347],[4,4],1,[1.000000000,1.719305408,1.140618489],<"2.17_347.3t2.1",1>,[3,2]>]
x^3-32*x-36 2^2*5*1201 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[-2022687],[2158675],[-135988]] 1 [2,2,1,2,2,3,3,3,1,2,2,3,2,2,3,1,3,3,2,2,1,1,1,3,3,2,2,3,2,1,3,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,2,2,1,1,2,3,3,3,2,2,3,2,3,2,3,3,2,3,3,2,2,2,2,2,3,2,2,3,3,1,2,2,3,2,1,2,2,2,2,2,2,3,2,3,2,3,3,2,2,3,3,2,3,2,3,3,2,3,3,3,2,2,1,3,3,2,3,2,3,1,1,3,2,2,3,3,1,3,2,1,2,1,2,3,2,2,3,1,2,3,1,3,1,3,2,1,2,2,2,2,1,2,3,2,2,1,3,1,2,2,2,2,1,2,3,1,3,2,2,3,3,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130910,0],[256,0],[524256,0],[1,0]]>,[[[0,0],[-58256,0],[101945,0]],[[90624,181248],[253648,-75248],[153600,147001]],[[-90624,-181248],[-195392,75248],[6599,115143]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-29583919752895,16781760885485,1]>,[[16781760885479,0],[-16781760885482,-1],[3,1]]>,<1201,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-14203590986075630180474840460157280800124274736551946742454700,17493467343560347853526422625192954083004849513235049921293119,1]>,[[17493467343560347853526422625192954083004849513235049921291471,0],[-17493467343560347853526422625192954083004849513235049921292295,-1],[824,1]]>*] [x,x^2-x-1501,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,1201],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*1201,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,1201],[2,4,4],1,[1.000000000,0.5091421505,0.7089059972],<"notfaithful",0>,[3,2]>,<2,2^2*5*1201,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,1201],[4,5,5],1,[1.000000000,1.246960422,1.045809067],<"2.2e2_5_1201.3t2.1",1>,[3,2]>]
x^6-2*x^5-85*x^4-370*x^3-500*x^2+92*x+457 2^9*3^4*17^3*109^2 6 0 18 "C3*S3" [[5,6,2,1,4,3],[3,4,5,6,2,1],[1,3,6,4,5,2]] [<1,1,[1,2,3,4,5,6]>,<2,3,[2,1,4,3,6,5]>,<3,1,[5,6,2,1,4,3]>,<3,1,[4,3,6,5,1,2]>,<3,2,[1,3,6,4,5,2]>,<3,2,[1,6,2,4,5,3]>,<3,2,[4,6,2,5,1,3]>,<6,3,[3,4,5,6,2,1]>,<6,3,[6,5,1,2,3,4]>] [[1,1,1,1,1,1],[1,1,1,3],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 14 [[-60693172864,45450192994],[-333394330828,-45450192994],[-231902262858,-29627327696],[-54138296682,29627327696],[-62179762127,91993093035],[64084752512,-91993093035]] 1 [8,6,4,2,5,8,1,2,9,7,2,6,9,8,3,9,2,7,2,2,8,9,2,5,2,8,6,7,1,9,4,7,7,1,8,5,8,7,8,4,8,4,6,2,4,2,6,1,5,2,8,7,8,2,7,4,5,5,5,4,7,9,9,9,2,7,8,8,4,9,7,7,2,9,5,4,9,6,2,5,5,9,9,5,2,2,9,5,9,5,8,8,9,9,5,8,2,9,8,7,6,9,2,1,6,7,9,3,3,2,2,2,2,5,1,2,7,5,5,2,8,8,4,3,5,8,6,8,3,2,9,8,8,9,5,6,9,6,9,2,5,7,2,1,2,8,6,9,8,6,6,8,8,2,3,9,4,2,4,6,6,3,6,9,3,8,9,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,3],"RES",<[1],x^2>,[<x^2-1422*x-408943,5>,<x^2-1196*x-756270,6>]*],[*[2,2,2],"CYC",0,2*],[*[3,3],"RES",<[1],x^2>,[<x+432,3>,<x+206,4>,<x^2+638*x+91935,7>]*],[*[6],"RES",<[1],x^2>,[<x^3+642*x^2+33402*x-12374180,8>,<x^3+642*x^2+12801*x-32445440,9>]*]] [*<2,6,2,[[5,6,2,1,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[3,4,6,5,2,1],[6,5,1,2,4,3],[5,6,2,1,3,4],[4,3,5,6,1,2]],[5,6,2,1,3,4],[1,2,3,4,8,9],[3],[[[2,1,4,3,6,5]]],20,<<[],[1,1,0,1]>,[[-372530,-496506,-146728],[-207100,-206272,213636],[1,0,0]]>,[[[1,1,0],[1,0,0]],[[207101,206273,-213636],[262143,0,0]],[[-152553,-89275,119803],[145520,57059,122934]],[[-51485,68381,98427],[116624,205085,139210]],[[16101,111956,11521],[97005,96717,109773]],[[-19163,226952,-16115],[165139,165427,152371]]]>,<3,9,3,[[1,2,3,6,4,5],[3,1,2,4,5,6]],[[1,2,3,4,5,6],[3,1,2,4,5,6],[2,3,1,4,5,6],[1,2,3,6,4,5],[1,2,3,5,6,4],[3,1,2,6,4,5],[2,3,1,5,6,4],[2,3,1,6,4,5],[3,1,2,5,6,4]],[3,1,2,4,5,6],[1,6,5,5,6,7,7,4,3],[2],[[[1,2,3,6,4,5]]],20,<<[],[1,2,0,1]>,[[16407042,0,0],[68129613,0,0],[-522032892,0,0],[1,0,0]]>,[[[400514572,1690891989,676212547],[0,0,0],[0,0,0]],[[854602436,-25666645,1016778445],[0,0,0],[0,0,0]],[[728360921,-1665225344,-1692990992],[0,0,0],[0,0,0]],[[180881498,0,0],[123305178,0,0],[51296708,0,0]],[[143495603,0,0],[-173182626,0,0],[49886684,0,0]],[[16667906,0,0],[49877448,0,0],[-101183392,0,0]]]>,<17,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,2],[1],[[[2,1,4,3,6,5]]],20,<[],[1439631672509088022712927,-805601832172062746147004,1]>,[[805601832172062746147020,-1],[16,1],[-1011440416503710661254364,63345083592369514576112],[1056659066310885976872369,-63345083592369514576112],[770890700830959874057458,-103388176445635365099200],[-1621711182810197935822497,103388176445635365099200]]>,<109,3,3,[[1,2,3,6,4,5]],[[1,2,3,4,5,6],[1,2,3,6,4,5],[1,2,3,5,6,4]],[1,2,3,4,5,6],[1,6,5],[1],[[[1,2,3,6,4,5]]],20,<[],[15857085340134718190210589957949064522990,-22614000939429388514999071728491675517379,8373664907137708601391012106289447896528,1]>,[[14508984673801313532912717411776512428749,0,0],[-17600564849799936421838908418787558295779,0,0],[11465245083136331490317203113300493763431,0,0],[-15493832923283548558195041917390561707946,147006899389757133589374639439314904658,1],[7120168016145839956804029811101113811504,-147006899389757133589374639439314904659,-1],[43,1,0]]>*] [x,x^2-34,x^3-327*x-1853,x^6-756*x^4-3706*x^3+110397*x^2+833850*x+514743,x^6-756*x^4-3706*x^3+110397*x^2+833850*x+514743,x^3-327*x-1853,x^3-981*x-9810,0,0] [1,2,3,6,4,2,3,8,9] <[1],[2],[3,6],[4,5],[7],[8,9]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,109,16879],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,5]>,<1,2^3*17,1,[[1],[-1],[1],[1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,17,109,16879],[10,1,10,1,1],1,[1.000000000,1.457151825,1.145009805],<"notfaithful",0>,[6,5]>,<1,3^2*109,3,[[1,0],[1,0],[-1,-1],[0,1],[-1,-1],[0,1],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,17,109,16879],[4,10,1,10,3],0,[0.3118022792+0.9501470090*i,0.7637594963+0.3709695017*i,0.8520031353+0.1909969593*i],<"notfaithful",0>,[6,5]>,<1,2^3*3^2*17*109,3,[[1,0],[-1,0],[0,1],[-1,-1],[0,1],[-1,-1],[1,0],[1,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[-1,0]],[[1,0],[-1,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,17,109,16879],[10,10,10,10,3],0,[0.3118022792-0.9501470090*i,0.7475235783-0.05210959142*i,0.9570271936-0.02279847327*i],<"notfaithful",0>,[6,5]>,<1,2^3*3^2*17*109,3,[[1,0],[-1,0],[-1,-1],[0,1],[-1,-1],[0,1],[1,0],[0,-1],[1,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0],[0,1]],[[1,0],[-1,-1]],[[1,0]]],[2,3,17,109,16879],[10,10,10,10,3],0,[0.3118022792+0.9501470090*i,0.7475235783+0.05210959142*i,0.9570271936+0.02279847327*i],<"notfaithful",0>,[6,5]>,<1,3^2*109,3,[[1,0],[1,0],[0,1],[-1,-1],[0,1],[-1,-1],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,17,109,16879],[4,10,1,10,3],0,[0.3118022792-0.9501470090*i,0.7637594963-0.3709695017*i,0.8520031353-0.1909969593*i],<"notfaithful",0>,[6,5]>,<2,2^3*3^4*17*109^2,1,[[2],[0],[2],[2],[-1],[-1],[-1],[0],[0]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1]],[[1]]],[2,3,17,109,16879],[10,11,10,11,5],1,[0,0,0],<"notfaithful",0>,[6,5]>,<2,2^3*3^2*17*109,3,[[2,0],[0,0],[0,2],[-2,-2],[0,-1],[1,1],[-1,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,-1]],[[1,0],[2,2],[0,1]],[[1,0],[0,1],[-1,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[1,0],[1,0]],[[1,0],[0,0],[0,-1]],[[1,0],[0,0],[1,1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,0]]],[2,3,17,109,16879],[10,11,12,12,5],0,[-0.9787525867-0.2050448098*i,0.4698860260-0.2552576365*i,0.7838027942-0.1371484434*i],<"2.2e3_3e2_17_109.6t5.1",1>,[6,5]>,<2,2^3*3^2*17*109,3,[[2,0],[0,0],[-2,-2],[0,2],[1,1],[0,-1],[-1,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[2,2],[0,1]],[[1,0],[0,-2],[-1,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[0,1],[-1,-1]],[[1,0],[1,0],[1,0]],[[1,0],[0,0],[1,1]],[[1,0],[0,0],[0,-1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[-1,0]]],[2,3,17,109,16879],[10,11,12,12,5],0,[-0.9787525867+0.2050448098*i,0.4698860260+0.2552576365*i,0.7838027942+0.1371484434*i],<"2.2e3_3e2_17_109.6t5.1",2>,[6,5]>]
x^3-45*x-92 3^3*1259 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[1338410],[-5010959],[3672549]] 1 [1,1,2,3,3,2,2,2,2,1,2,3,3,3,3,2,3,1,3,2,1,3,2,3,3,2,2,2,3,2,1,3,1,3,2,3,3,2,2,3,2,2,2,3,3,2,2,2,2,2,3,3,3,1,2,1,3,2,2,3,2,2,3,1,2,2,2,2,2,2,2,3,3,2,3,3,3,2,2,1,2,1,3,2,3,3,2,3,1,3,3,2,2,3,2,3,2,3,3,2,2,1,3,2,2,3,2,2,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,3,1,1,2,1,3,2,2,3,2,2,2,3,2,2,3,2,2,2,2,1,3,3,2,2,2,2,1,2,2,2,2,2,2,3,3,2,3,2,2,2,3,1,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[382708,116645,24935]>,<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-1239653436,-232175907,-57007473,-889316568,54934497,-120233937,1]>,[[48788183,176174103,-474372823,465227919,57148630,181005964],[-538264540,-373934418,181014080,397759910,57170734,-142899256],[489476357,197760315,293358743,299273638,-114319364,-38106708]]>,<1259,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[8411957038998663630320985999309260769056369148954487859026716,412041377819311146639213230009830923160174774630780592346144,1]>,[[412041377819311146639213230009830923160174774630780592343800,0],[-412041377819311146639213230009830923160174774630780592344972,-1],[1172,1]]>*] [x,x^2-x-944,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1259],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*1259,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,1259],[1,4,4],1,[1.000000000,1.907435095,1.305151883],<"notfaithful",0>,[3,2]>,<2,3^3*1259,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,1259],[1,4,5],1,[1.000000000,3.094802943,1.729795669],<"2.3e3_1259.3t2.1",1>,[3,2]>]
x^4-x^3+x^2-6 -2^2*3^2*1549 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 11 x^2+7*x+2 5 [[55319,60587],[-46688,-60587],[-34179,0],[25549,0]] 3 [3,3,4,5,3,5,2,4,5,5,4,3,4,3,2,3,5,5,2,5,4,4,4,4,2,3,5,4,5,3,5,5,3,3,3,5,5,4,4,3,3,4,4,5,5,4,2,5,4,3,5,4,5,4,3,5,4,4,4,4,5,4,4,2,4,4,3,3,3,4,3,4,3,5,3,5,4,3,4,3,3,2,3,3,3,5,2,5,4,4,4,3,4,4,2,4,5,5,5,4,3,4,3,4,5,4,4,5,3,5,3,1,5,3,4,5,2,1,3,4,2,4,4,5,5,5,3,3,3,4,4,4,3,5,5,3,3,2,5,5,4,1,4,1,2,4,4,3,2,4,5,5,3,2,3,3,2,3,4,2,4,5,2,4,3,4,5,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-397254,0],[171574,0],[1,0]]>,[[[-161616,-494807],[0,0]],[[333191,494807],[0,0]],[[0,0],[1,0]],[[-171574,0],[-1,0]]]>,<3,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[11401905,0],[-1100944842,0],[1,0]]>,[[[1100944842,0],[-1,0]],[[0,0],[1,0]],[[1545186092,352266312],[53283743,53283743]],[[840653468,-352266312],[-53283743,-53283743]]]>,<1549,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[-1184092592871177067817436030448158196868684123154825708936460388,1482252771383692263387261791309980252220389235440865471293785922,1]>,[[1535223089810956779296031104204881113428616674327095555698599291,0],[-52970318427264515908769312894900861208227438886230084404815288,0],[-1482252771383692263387261791309980252220389235440865471293784962,-1],[960,1]]>*] [x,x^2+1549,x^3-x^2-19*x+51,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1549],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^2*1549,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,1549],[6,3,6],1,[1.000000000,0.7184005783,0.9088183737],<"notfaithful",0>,[4,5]>,<2,2^2*1549,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,3,1549],[6,3,6],1,[1.000000000,1.866216396,1.300813175],<"notfaithful",0>,[4,5]>,<3,2^4*3^2*1549^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,3,1549],[6,6,7],1,[0,0,0],<"3.2e4_3e2_1549e2.6t8.1",1>,[4,5]>,<3,2^2*3^2*1549,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]],[[1],[-2],[1]]],[2,3,1549],[6,7,8],1,[1.000000000,1.499064338,1.170805944],<"3.2e2_3e2_1549.4t5.1",1>,[4,5]>]
