x^2-x-93264 59*6323 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-105],[106]] 1 [1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<59,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-92394,59,1]>,[[-29,-1],[30,1]]>,<6323,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[9901818,6323,1]>,[[-3161,-1],[3162,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[59,6323],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,59*6323,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[59,6323],[3,3],1,[1.000000000,2.863266698,1.440726878],<"1.59_6323.2t1.1",1>,[2,1]>]
x^5-7*x^3-5*x^2+3*x+1 59*6323 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 13 x^2+12*x+2 5 [[-36645,28909],[-12260,-28909],[44280,-103960],[177921,103960],[-173296,0]] 1 [6,6,7,5,6,3,4,3,5,4,5,5,4,7,4,6,1,6,4,5,3,3,5,7,5,6,7,5,5,3,7,4,7,6,6,7,3,4,7,7,5,3,6,3,3,6,6,3,7,3,5,5,5,5,5,2,2,5,4,3,3,6,7,4,3,5,4,3,5,7,6,5,5,7,6,7,6,2,7,4,6,6,6,5,7,6,5,5,5,5,6,7,6,4,7,7,5,6,3,5,5,6,4,7,2,6,6,4,5,5,4,6,2,6,4,6,5,6,3,2,7,6,5,7,4,4,2,7,6,6,4,4,2,4,6,7,5,3,4,5,4,2,4,5,7,6,6,5,5,2,7,6,4,6,5,3,5,7,6,6,6,5,5,1,4,5,6,7] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<59,2,2,[[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,2,3,5,4]]],20,<[],[106433662489971433879093001377137425,44111466491152121063451226142201144,1]>,[[-82815469466169070806483814682272382,0],[90786861029085577929723506999299531,0],[36140074928235613940211533825173923,0],[-44111466491152121063451226142201108,-1],[36,1]]>,<6323,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[6321,8,0,1]>,[[-604510542243602201565541432975224046234707794310104742983713013960390781952,0,0],[-47480549075651810786680901747339492404978991566322250092632396874076856098,0,0],[1,0,0]]>,[[[55586252252710257385080325141761495074092972452331455902688437803950945289,-1671959690866188625083065399482080419952176258878137595240856058202852887766,1969822635349060606396291697550758468496234979890521961535672188702739198290],[0,0,0]],[[-433399787437471829448424329218479377017816487932353183355566458470103711252,-2542107376253050063992244162931803169609087240957749764836672852705264019580,-3991160283296196119772255165824195104704592125680050427094636349778251825737],[0,0,0]],[[330332986109109761276663102329378389538744523913699477360245623792075900793,4214067067119238689075309562413883589561263499835887360077528910908116907346,2021337647947135513375963468273436636208357145789528465558964161075512627447],[0,0,0]],[[47480549075651810786680901747339492404978991566322250092632396874076860634,0,0],[-1,0,0]],[[4536,0,0],[1,0,0]]]>*] [x,x^2-x-93264,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[59,6323],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,59*6323,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[59,6323],[8,8],1,[1.000000000,2.863266698,1.440726878],<"notfaithful",0>,[5,5]>,<4,59^3*6323^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]]],[59,6323],[8,8],1,[0,0,0],<"4.59e3_6323e3.10t12.1",1>,[5,5]>,<4,59*6323,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-3],[3],[-1]],[[1],[0],[0],[-1]]],[59,6323],[8,9],1,[1.000000000,0.2836117259,0.6396279118],<"4.59_6323.5t5.1",1>,[5,5]>,<5,59^2*6323^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-3],[3],[-1]],[[1],[0],[0],[-1]]],[59,6323],[8,9],1,[0,0,0],<"5.59e2_6323e2.10t13.1",1>,[5,5]>,<5,59^3*6323^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[1],[1]]],[59,6323],[8,9],1,[0,0,0],<"5.59e3_6323e3.6t14.1",1>,[5,5]>,<6,59^3*6323^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[-3],[3],[-1]],[[1],[0],[0],[-1]]],[59,6323],[8,9],1,[0,0,0],<"6.59e3_6323e3.20t35.1",1>,[5,5]>]
x^6-3*x^5-18*x^4+35*x^3+63*x^2-48*x-61 3^10*5^3*11^2 6 0 12 "D12" [[2,1,4,3,6,5],[1,2,6,5,4,3],[6,4,3,2,5,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,5,6,3,4]>,<2,3,[2,1,4,3,6,5]>,<2,3,[6,4,3,2,5,1]>,<3,2,[3,5,6,2,4,1]>,<6,2,[4,6,2,3,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 8 [[-5081264806,0],[-75044876,0],[-340547617,4342944641],[-5573079061,-4342944641],[4665672313,4342944641],[6404264050,-4342944641]] 1 [6,2,4,3,1,3,6,4,3,5,1,6,5,3,3,3,4,4,2,4,3,4,2,4,6,5,6,6,4,3,3,5,3,4,5,4,6,6,6,2,4,5,4,3,6,1,4,6,6,5,6,5,4,4,3,6,4,4,3,5,3,6,3,4,6,3,5,3,6,4,3,1,6,3,5,3,4,6,4,4,4,5,5,2,4,3,4,3,1,2,3,5,6,1,5,2,4,4,3,4,3,2,6,5,4,6,3,6,4,4,3,3,3,5,5,4,2,3,3,5,5,3,6,3,1,5,1,4,6,3,4,2,1,2,5,4,3,3,3,1,4,5,6,6,5,4,3,2,5,3,3,4,6,2,2,4,4,4,3,5,3,2,3,4,3,3,5,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-69,2>,<x^3-45*x^2-4185*x-60723,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,12,6,[[3,1,2,6,4,5],[1,3,2,4,6,5],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,3,2,4,6,5],[4,6,5,1,3,2],[3,1,2,6,4,5],[6,4,5,3,1,2]],[4,5,6,1,2,3],[1,2,4,3,5,6],[1,4],[[[3,1,2,6,4,5],[1,3,2,4,6,5]],[[3,1,2,6,4,5]]],20,<<[],[2,2,1]>,[[-1554890208,-3416985],[-1162328427,-790288083],[921954123,746119836],[1594613061,-1525942314],[328577382,-783732213],[1324250037,-1713813633],[1,0]]>,[[[-152179506,225708949],[-294835722,-189052947],[141750743,13786677],[368789073,238914675],[165851092,140152536],[83637297,101682648]],[[50490144,448996195],[143896497,73019475],[143810462,188982711],[363967641,172251819],[6981298,358124994],[386615672,32557788]],[[187459281,-7804493],[150939225,116033472],[101859284,184651101],[42084264,363674484],[214588099,276563448],[304588009,253180053]],[[-209359451,168529004],[-294835722,-189052947],[141750743,13786677],[368789073,238914675],[165851092,140152536],[83637297,101682648]],[[-6689801,391816250],[143896497,73019475],[143810462,188982711],[363967641,172251819],[6981298,358124994],[386615672,32557788]],[[130279336,-64984438],[150939225,116033472],[101859284,184651101],[42084264,363674484],[214588099,276563448],[304588009,253180053]]]>,<5,4,2,[[2,1,4,3,6,5],[5,6,3,4,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,3,4,1,2],[6,5,4,3,2,1]],[5,6,3,4,1,2],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[-17992564378620,0],[-41677599409555,0],[1,0]]>,[[[2553138027663,-27774988822519],[-1,0]],[[-39124461381892,-27774988822519],[1,0]],[[41677599409557,0],[-1,0]],[[2,0],[1,0]],[[18285661677114,27774988822519],[-1,0]],[[-23391937732441,27774988822519],[1,0]]]>,<11,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[27335994630613892498,287090127612476258851,1]>,[[-111713572508985418681,0],[8065383974309420625,0],[21244549043130725882,-1],[2539224413534253278,1],[-287090127612476258849,-1],[2,1]]>,<23,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[5,21,1]>,[[-628205488083531701676598744,126465250847457522763322886],[148335906789033006141411052,-126465250847457522763322886],[-491946552997700714261930981,-834633728301010525431831439],[-126196572022343109432422772,834633728301010525431831439],[-24942101223342527496498,15220540814630204590082229],[-21194415498094796671589359,-15220540814630204590082229]]>*] [x,x^2-x-8,x^2-x-1,x^2-x-41,x^3-9*x-3,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*11,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,5,11,23],[7,3,7,3],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[6,3]>,<1,5,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,23],[2,7,1,2],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,3]>,<1,3*5*11,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,23],[7,7,7,1],1,[1.000000000,0.7968649727,0.8195708379],<"notfaithful",0>,[6,3]>,<2,3^5*11,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,5,11,23],[7,3,8,3],1,[1.000000000,0.6003824397,0.7668844787],<"notfaithful",0>,[6,3]>,<2,3^5*5^2*11,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[3,5,11,23],[7,7,8,3],1,[1.000000000,1.581451025,1.246503054],<"2.3e5_5e2_11.6t3.2",1>,[6,3]>]
x^6-2*x^5-7*x^4-8*x^3+55*x^2+202*x+271 -2^4*5^2*13^2*23^3 0 3 12 "D12" [[3,6,1,5,4,2],[1,2,4,3,6,5],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,6,5,4,3]>,<2,3,[3,6,1,5,4,2]>,<2,3,[6,3,2,4,5,1]>,<3,2,[6,3,4,2,1,5]>,<6,2,[4,5,1,6,3,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 41 x^2+38*x+6 7 [[19312460474,57146504455],[43509167932,-67461280147],[76012852885,0],[75232253065,67461280147],[-9957696125,-57146504455],[-9354764348,0]] 2 [1,5,2,6,3,1,6,3,1,5,5,3,4,3,4,2,5,3,6,1,5,6,6,6,3,5,3,3,6,6,1,4,3,4,6,5,6,4,4,4,4,3,6,5,5,2,4,4,6,6,4,5,6,6,4,3,1,1,4,2,3,3,4,4,6,5,5,6,5,4,1,3,3,6,3,2,3,5,6,4,6,2,3,6,4,1,4,3,4,4,3,3,4,4,5,3,4,3,3,4,5,3,3,3,6,5,4,1,4,5,5,3,3,3,3,3,6,5,4,6,2,4,6,4,1,3,2,4,3,3,5,2,6,2,4,6,3,2,2,1,5,4,1,2,5,3,5,4,4,4,1,3,5,1,3,2,2,4,6,6,4,2,4,6,3,2,4,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-78,2>,<x^3-18*x^2-12100*x-253240,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[2],[[[1,2,4,3,6,5]]],20,<[],[35378,154910,1]>,[[29815,0],[-1075,0],[1,4],[2953,-4],[32769,-14551],[-48077,14551]]>,<5,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,4,1]>,[[723521737560,16370396643910],[32319134295480,20645413652765],[1,0]]>,[[[32319134295473,20645413652761],[0,0]],[[45104911325054,-20645413652761],[0,0]],[[-32319134295476,-20645413652763],[-1,0]],[[4,2],[1,0]],[[47209579327251,-35943684208322],[-2960082774441,-9254085330612]],[[3052940988321,-38778333779542],[2960082774441,9254085330612]]]>,<13,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[6596305370909097211719,8664590682685797119676,1]>,[[1367249057359405711408,0],[8664590682685797119667,0],[-8664590682685797119671,-1],[5,1],[-3176102608961306793298,302414565541257884683],[1808853551601901081891,-302414565541257884683]]>,<23,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[-105302318698408667775594380,-643793515438268585293956516,1]>,[[643793515438268585293956534,-1],[18,1],[-610989847768891809021934357,16729164903658630454174558],[-109692406909763423461188462,-16729164903658630454174558],[-534101108528505161832768071,16729164903658630454174559],[610989847768891809021934340,-16729164903658630454174559]]>*] [x,x^2-1495,x^2-x+6,x^2+65,x^3-x^2-16*x+26,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,13,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2*5*13*23,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,13,23],[7,7,7,7],1,[1.000000000,1.690423819,1.141233201],<"notfaithful",0>,[6,3]>,<1,23,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,13,23],[1,2,1,7],1,[1.000000000,1.965202054,1.403216905],<"notfaithful",0>,[6,3]>,<1,2^2*5*13,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,13,23],[7,7,7,1],1,[1.000000000,1.558666444,1.115666829],<"notfaithful",0>,[6,3]>,<2,2^2*5*13*23,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,5,13,23],[7,7,7,7],1,[1.000000000,1.423729239,1.213305589],<"notfaithful",0>,[6,3]>,<2,2^2*5*13*23,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]]],[2,5,13,23],[7,8,7,7],1,[1.000000000,1.531547249,1.175224066],<"2.2e2_5_13_23.6t3.9",1>,[6,3]>]
