x^2-x-13482 199*271 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-36],[37]] 1 [1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<199,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-3582,199,1]>,[[-99,-1],[100,1]]>,<271,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4878,271,1]>,[[-135,-1],[136,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[199,271],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,199*271,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[199,271],[3,3],1,[1.000000000,3.575313625,1.567482585],<"1.199_271.2t1.1",1>,[2,1]>]
x^4-526354*x^2+23058516032 2^6*17^3*113^3*137^3 4 0 4 "C4" [[4,3,2,1],[2,4,1,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[2,4,1,3]>,<4,1,[3,1,4,2]>] [[1,1,1,1],[2,2],[4]] 43 x-1 10 [[7141757035852289],[2698489367284956],[-2698489367284956],[-7141757035852289]] 1 [1,3,3,3,3,4,1,4,3,4,2,2,2,1,2,3,3,3,2,4,2,3,4,2,1,4,3,1,4,1,3,2,1,4,4,4,3,1,1,3,1,2,1,1,1,4,3,2,2,2,2,3,2,4,2,3,3,2,1,4,4,4,4,4,4,2,3,3,3,2,4,2,3,3,2,2,2,1,1,4,1,4,4,4,3,2,2,1,2,3,1,1,2,2,2,1,1,2,4,1,3,1,1,4,4,1,1,3,1,2,1,3,3,3,2,1,4,2,3,1,1,4,3,2,1,3,2,4,4,2,3,4,3,4,2,4,2,2,3,1,2,4,4,1,3,1,1,4,3,4,3,1,4,1,4,2,4,4,4,2,4,3,2,2,4,3,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-130561056992,3>,<x+130561056992,4>]*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[3],[[[2,1,4,3]]],20,<[],[31790,0,1]>,[[0,4],[0,32764],[0,123241],[0,7831]]>,<17,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[23058516032,0,-526354,0,1]>,[[0,-1,0,0],[0,29612258570883818069902,0,55035776230784005319221],[0,-29612258570883818069902,0,-55035776230784005319221],[0,1,0,0]]>,<37,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,33,1]>,[[-7927175095840109532342694273015,7227059701260379603904951609357],[7927175095840109532342694273015,-7227059701260379603904951609357],[236669490786512532628439339956,-193967058161401161817399083127],[-236669490786512532628439339956,193967058161401161817399083127]]>,<113,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[23058516032,0,-526354,0,1]>,[[0,-1,0,0],[0,506796060912289429772035762765991466561,0,186025842469589349891176046149786770026],[0,-506796060912289429772035762765991466561,0,-186025842469589349891176046149786770026],[0,1,0,0]]>,<137,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[23058516032,0,-526354,0,1]>,[[0,-1,0,0],[0,-12095336123209601856667069054357710482477,0,18751570539569629571833596391251094950784],[0,12095336123209601856667069054357710482477,0,-18751570539569629571833596391251094950784],[0,1,0,0]]>,<419,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[7997678420797770416385418300807419469933477583903,-32686268864499600098363842322040612577453094126101,32686268864499600098363842322040612577453094126101,-7997678420797770416385418300807419469933477583903]>*] [x,0,x^2-x-65794,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,17,37,113,137,419],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,2^3*17*113*137,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,17,37,113,137,419],[5,5,2,5,5,1],0,[-0.9530875402-0.3026947980*i,0.6518546368+0.4897776726*i,0.9755936165+0.1694023890*i],<"1.2e3_17_113_137.4t1.1",1>,[4,1]>,<1,17*113*137,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,17,37,113,137,419],[1,5,1,5,5,1],1,[1.000000000,0.8758768585,1.111041522],<"notfaithful",0>,[4,1]>,<1,2^3*17*113*137,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,17,37,113,137,419],[5,5,2,5,5,1],0,[-0.9530875402+0.3026947980*i,0.6518546368-0.4897776726*i,0.9755936165-0.1694023890*i],<"1.2e3_17_113_137.4t1.1",2>,[4,1]>]
x^4-2*x^3-98*x^2+99*x+1718 3*5*11*29^2*101^2 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 7 [[1467842824],[-746580659],[746580660],[-1467842823]] 1 [4,4,4,3,4,2,5,5,1,1,3,5,2,3,3,3,5,4,5,4,2,5,5,4,5,3,5,4,5,1,1,3,3,5,3,5,5,4,5,5,4,2,4,3,4,3,5,4,4,1,4,2,5,5,3,4,4,4,3,2,1,4,3,4,5,3,1,1,5,5,3,3,5,2,3,1,4,5,5,5,5,3,3,4,5,2,5,3,1,5,2,1,5,3,2,4,4,4,3,5,3,4,5,3,5,4,1,4,4,5,3,3,2,3,1,4,4,3,3,2,3,3,5,1,2,1,3,5,5,1,4,5,2,4,2,4,1,1,2,3,5,2,4,5,3,5,3,4,1,3,3,4,5,5,4,4,5,4,3,3,1,5,3,4,1,2,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+99,2>,<x^2-200*x-17885,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-1386905181,0],[3,0],[1,0]]>,[[[-99519708,1643872492],[0,0]],[[99519709,-1643872492],[0,0]],[[-1,0],[-1,0]],[[2,0],[1,0]]]>,<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[35324730958995,0],[5,0],[1,0]]>,[[[42007249940130,44845482880221],[0,0]],[[-42007249940129,-44845482880221],[0,0]],[[-2,0],[-1,0]],[[3,0],[1,0]]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[-328503326763384202034,0],[11,0],[1,0]]>,[[[284602444276729392601,81314984079065540743],[0,0]],[[-284602444276729392600,-81314984079065540743],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<13,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,12,1]>,[[2562747573334970281017,-7491610310644504719331],[-2562747573334970281016,7491610310644504719331],[445289999548091891603,439695072518543509603],[-445289999548091891602,-439695072518543509603]]>,<29,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-22559632136414326935884805486,-9805025397378456255725773297,1]>,[[9805025397378456255725773324,-1],[27,1],[-26,-1],[-9805025397378456255725773323,1]]>,<101,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,97,1]>,[[5539253142873334927801289294147390830604,927998017175559822534985061044297264355],[1152159240079160449539929133665200773574,-3498442192837859690268967911003995584536],[1,0]]>,[[[-1152159240079160449539929133665200773516,3498442192837859690268967911003995584583],[-1,0]],[[58,47],[1,0]],[[-57,-47],[-1,0]],[[1152159240079160449539929133665200773517,-3498442192837859690268967911003995584583],[1,0]]]>*] [x,x^2-x-732,x^2-x-41,x^2-x-120821,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,13,29,101],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,29*101,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,13,29,101],[1,1,1,1,6,6],1,[1.000000000,3.209327635,1.542096768],<"notfaithful",0>,[4,3]>,<1,3*5*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,13,29,101],[6,6,6,1,1,1],1,[1.000000000,0.7968649727,0.8195708379],<"notfaithful",0>,[4,3]>,<1,3*5*11*29*101,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,13,29,101],[6,6,6,1,6,6],1,[1.000000000,0.7530024679,0.7947858806],<"notfaithful",0>,[4,3]>,<2,3*5*11*29*101,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[3,5,11,13,29,101],[6,6,6,2,7,6],1,[1.000000000,0.7272143279,0.9083697735],<"2.3_5_11_29_101.4t3.1",1>,[4,3]>]
x^3-x^2-4*x+220 -2^2*13^2*53 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[22908677],[31194427],[15240854]] 2 [1,1,2,2,2,1,3,3,3,3,3,1,2,2,2,1,2,2,3,3,2,3,1,3,3,2,3,2,2,1,1,2,2,3,3,3,2,2,3,2,3,2,3,2,1,2,2,2,2,3,2,3,3,3,2,3,3,2,2,3,3,3,2,2,2,3,2,2,2,2,2,3,2,2,1,3,2,2,2,3,3,2,2,3,2,3,3,2,1,1,2,3,2,3,1,1,2,3,2,3,2,2,3,2,3,1,2,3,2,2,2,2,2,2,1,2,2,2,3,1,3,3,2,2,1,2,2,3,2,1,3,2,2,3,2,2,2,1,2,2,2,2,2,1,2,2,2,3,2,2,3,2,1,3,2,2,1,1,3,3,2,3,2,2,2,2,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[19942,446950,1]>,[[-154679,0],[-131070,2],[23606,-2]]>,<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1088466203,163529245,-89733980]>,<13,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[832,221,26,1]>,[[-6341498060693857351216,234119823283933027320,513403540435332598111],[6341498060693857351208,-234119823283933027321,-513403540435332598111],[9,1,0]]>,<53,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[6554241359093931310473402114884165,-2583402162237345692707339128565506,1]>,[[-2583402162237345692707339128565551,0],[2583402162237345692707339128565529,-1],[23,1]]>*] [x,x^2+53,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*53,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,53],[4,1,1,4],1,[1.000000000,1.294592816,1.067836839],<"notfaithful",0>,[3,2]>,<2,2^2*13^2*53,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,13,53],[4,1,5,4],1,[1.000000000,3.872209000,1.675536201],<"2.2e2_13e2_53.3t2.2",1>,[3,2]>]
x^3-x^2-4*x+38 -2^2*13^2*53 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[-589644],[283936],[305709]] 2 [1,3,2,2,2,1,1,1,1,3,3,3,2,2,2,1,2,2,3,3,2,3,3,3,1,2,1,2,2,3,3,2,2,3,3,3,2,2,3,2,3,2,3,2,1,2,2,2,2,3,2,3,3,3,2,3,3,2,2,1,3,3,2,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,3,3,2,2,3,2,1,1,2,3,3,2,1,2,1,3,1,2,3,2,3,2,2,3,2,3,1,2,3,2,2,2,2,2,2,3,2,2,2,3,1,3,3,2,2,3,2,2,3,2,1,3,2,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,3,2,1,3,2,2,3,1,3,3,2,3,2,2,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[-8778,70358,1]>,[[70359,0],[0,1],[-70358,-1]]>,<13,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[650,221,26,1]>,[[-9492716683840013411987,419301160480960368009,-156580661861103367312],[9492716683840013411979,-419301160480960368010,156580661861103367312],[9,1,0]]>,<53,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[4728412279864375617323264785803102,-1209846351306849953963371594130773,1]>,[[-1209846351306849953963371594130798,0],[1209846351306849953963371594130786,-1],[13,1]]>*] [x,x^2+53,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,53],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*53,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,53],[4,1,4],1,[1.000000000,1.294592816,1.067836839],<"notfaithful",0>,[3,2]>,<2,2^2*13^2*53,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,13,53],[4,5,4],1,[1.000000000,1.727959209,1.204616097],<"2.2e2_13e2_53.3t2.3",1>,[3,2]>]
x^3+26*x-52 -2^2*13^2*53 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[1977398],[-8361652],[6384254]] 2 [1,3,2,2,2,1,3,3,3,1,3,3,2,2,2,1,2,2,3,1,2,1,3,3,3,2,3,2,2,3,3,2,2,3,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,2,3,1,3,2,3,1,2,2,3,1,3,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,2,2,1,3,2,2,1,2,3,3,2,3,3,2,3,2,3,3,1,2,1,2,3,2,2,1,2,3,1,2,1,2,2,2,2,2,2,3,2,2,2,3,1,1,3,2,2,3,2,2,3,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,2,3,2,1,1,2,2,3,1,1,3,2,3,2,2,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[364990,307494,1]>,[[-216794,0],[0,1],[216794,262143]]>,<13,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[-52,26,0,1]>,[[8142194416777375100224,678265811562207250469,469741985583310101936],[-8142194416777375100224,-678265811562207250470,-469741985583310101936],[0,1,0]]>,<53,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1636289642706122189750821794410699,-4574134927351913350335701071244665,1]>,[[-4574134927351913350335701071244671,0],[4574134927351913350335701071244668,-1],[3,1]]>*] [x,x^2+53,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,53],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*53,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,53],[4,1,4],1,[1.000000000,1.294592816,1.067836839],<"notfaithful",0>,[3,2]>,<2,2^2*13^2*53,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,13,53],[4,5,4],1,[1.000000000,1.360036236,1.181132014],<"2.2e2_13e2_53.3t2.4",1>,[3,2]>]
x^3-36*x-20 2^2*3^3*11*37 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 5 x-1 5 [[-1195],[-484],[-1446]] 1 [2,1,1,2,1,3,2,3,3,2,2,1,3,3,2,2,1,1,3,2,2,3,3,3,2,1,2,3,3,1,2,2,2,2,1,2,3,2,2,1,3,3,1,3,3,2,2,3,2,3,3,2,3,3,3,1,2,2,1,2,3,3,2,1,2,2,2,2,2,2,3,3,1,2,3,3,3,3,3,3,2,2,2,3,3,2,3,3,2,2,3,2,2,3,2,2,2,2,3,3,3,2,2,2,2,2,1,3,2,2,3,2,2,3,2,2,2,1,3,3,2,2,3,3,3,2,2,2,2,2,2,3,3,2,3,3,2,2,1,2,2,3,1,2,2,2,1,2,2,2,2,2,2,3,2,3,3,2,2,3,3,1,3,2,1,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[131022,0],[324,0],[524252,0],[1,0]]>,[[[0,0],[235926,0],[183501,0]],[[-105368,-210736],[-8630,218666],[195148,49509]],[[105368,210736],[-227296,-218666],[145639,212635]]]>,<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[853906359,-925065324,-498112125,1707812757,-71158851,-498112050,1]>,[[-265658848,-298865040,-398488498,564526692,-464904926,-464904647],[-464905171,-1392,-464905321,464904776,217,464904626],[-431697448,298866432,-298867648,132829999,464904709,21]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[300842761793066346480,164173257629063358929,1]>,[[164173257629063358927,0],[-164173257629063358928,-1],[1,1]]>,<37,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-9165901142146794219747693077991,2531775138611604879284621890363,1]>,[[2531775138611604879284621890303,0],[-2531775138611604879284621890333,-1],[30,1]]>*] [x,x^2-x-305,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*11*37,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,37],[2,4,4,4],1,[1.000000000,0.8137938972,0.8216733598],<"notfaithful",0>,[3,2]>,<2,2^2*3^3*11*37,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,11,37],[4,4,5,5],1,[1.000000000,1.448448041,1.083206757],<"2.2e2_3e3_11_37.3t2.1",1>,[3,2]>]
