x^4-x^3-8043*x^2+290902*x-2112140 89^3*241^3 4 0 4 "C4" [[4,3,1,2],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<4,1,[4,3,1,2]>,<4,1,[3,4,2,1]>] [[1,1,1,1],[2,2],[4]] 19 x-1 7 [[186592812],[-397502812],[-294669735],[-388292003]] 1 [2,4,1,2,3,2,3,1,2,3,2,1,4,1,1,1,3,4,2,3,3,1,3,1,1,1,2,2,3,4,1,4,2,4,1,4,3,2,4,3,3,3,3,3,1,4,4,2,3,3,1,4,1,1,2,4,3,2,2,3,3,2,4,3,4,3,1,4,2,4,2,3,4,3,2,1,2,2,1,4,1,4,2,4,1,3,4,3,4,4,1,1,1,3,2,2,2,1,2,4,1,4,4,4,2,1,4,2,1,1,2,4,3,3,3,2,1,2,1,2,1,2,2,4,1,4,1,3,4,2,4,3,3,3,3,4,4,3,4,3,3,2,1,1,3,3,2,3,1,2,4,2,3,4,3,1,3,4,1,1,4,1,4,3,4,3,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x-824446,3>,<x+248004,4>]*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-440534,-501851],[61317,501851],[139236,-100746],[239982,100746]]>,<5,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-37353236696955,-26877633748,-61206602448,57287730027]>,<89,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[1123625,402725,18690,267,1]>,[[-311135890493072095339098521410829224648,3670704326041861798944420758217648172,2569493028229303259261094530752353710,1503240819236191022424858024793894007],[252797911025621077463017548646298744931,2097545329166778170825383290410084649,-3688183870451584950367965618971065529,4710737218420389308645339973045981801],[58337979467451017876080972764530479651,5156465600868329669945733922258124787,1118690842222281691106871088218711819,4710737218420389308645339973045981801],[67,1,0,0]]>,<241,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[854397779,21000017,187980,723,1]>,[[121621423554281076330501624922496000565356995990,-693173086981284333547715179960808511830979949,-156616513376524493772287111790308199325828141,-191420183015752159055017581077043354731567729],[210041596425640594467331829248333610171780310138,-197220794622290103268805992624832547299191066,-501752903965532174492697598883765157099412381,-810635472013677703876930513803539661325351216],[105195541637467252803106290522043954511989802493,890393881603574436816521172585641059130171014,658369417342056668264984710674073356425240522,-810635472013677703876930513803539661325351216],[181,1,0,0]]>*] [x,0,x^2-x-5362,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,89,241],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,89*241,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,5,89,241],[2,1,5,5],0,[0.3670143155+0.9302152935*i,0.6760585760-0.07426085381*i,0.8045225015-0.07893831492*i],<"1.89_241.4t1.1",1>,[4,1]>,<1,89*241,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,89,241],[1,1,5,5],1,[1.000000000,2.240334166,1.275451230],<"notfaithful",0>,[4,1]>,<1,89*241,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,89,241],[2,1,5,5],0,[0.3670143155-0.9302152935*i,0.6760585760+0.07426085381*i,0.8045225015+0.07893831492*i],<"1.89_241.4t1.1",2>,[4,1]>]
x^5+40*x^3-120*x^2+110*x-64 2^11*3^2*5^8 1 2 20 "F5" [[5,2,4,3,1],[3,2,5,1,4],[3,4,2,5,1]] [<1,1,[1,2,3,4,5]>,<2,5,[5,2,4,3,1]>,<4,5,[3,2,5,1,4]>,<4,5,[4,2,1,5,3]>,<5,4,[3,4,2,5,1]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 7 x^2+6*x+3 21 [[48246614409313853,-84645546467340998],[116452167159644577,0],[-175401493430803374,-31421696027095414],[13128682731769110,31421696027095414],[-2425970869924166,84645546467340998]] 2 [1,3,4,2,4,4,2,4,5,3,1,3,5,3,2,4,4,4,4,5,2,5,3,5,5,4,2,4,4,2,5,3,5,3,4,2,4,4,1,3,3,3,2,5,4,2,4,1,3,3,5,2,5,4,2,5,3,5,3,5,3,4,4,5,2,3,3,5,4,4,2,5,5,3,3,2,4,4,2,2,3,3,2,5,2,4,2,2,3,5,3,2,2,4,4,5,3,1,3,4,4,3,3,5,3,5,4,2,5,2,1,3,1,3,2,2,4,5,3,3,3,5,4,4,4,3,3,2,2,4,4,5,1,3,5,5,4,4,3,5,3,4,2,4,4,5,3,1,3,2,4,2,4,5,3,2,2,2,2,3,3,5,2,4,2,5,5,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5+154000*x^3-9480000*x^2+6355475000*x+536121400000,3>,<x^5+154000*x^3-7080000*x^2+13435475000*x-50378600000,4>]*],[*[5],"CYC",0,5*]] [*<2,4,4,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,2,3,4,5],[1,2,3,4],[3,5],[[[1,4,5,3,2]],[[1,3,2,5,4]]],20,<[],[14190,369288,50216,-114464,1]>,[[147680,262144,0,0],[0,1,0,0],[12560,-49825,61678,-3652],[-46334,-48719,-53254,65391],[17166,-32529,-8424,-61739]]>,<3,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[1],[[[1,3,2,5,4]]],20,<<[],[2,2,1]>,[[687490026,-1530873429],[358413336,-245717673],[1,0]]>,[[[1208262022,0],[0,0]],[[-358413336,245717674],[-1,0]],[[0,1],[1,0]],[[863188513,-1302841048],[219869717,-499359311]],[[-1713037199,1057123373],[-219869717,499359311]]]>,<5,20,5,[[4,1,2,5,3],[1,3,4,5,2]],[[1,2,3,4,5],[1,4,5,2,3],[1,3,4,5,2],[1,5,2,3,4],[4,1,2,5,3]],[1,3,4,5,2],[1,2,4,3,5],[2],[[[4,1,2,5,3]]],20,<<[],[2,4,4,0,1]>,[[2040,0,0,0],[2350,0,0,0],[1000,0,0,0],[200,0,0,0],[20,0,0,0],[1,0,0,0]]>,[[[4,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[6634070339904,-7458075653935,-611369596215,8976765286820],[-4313440369914,4754216790355,-6863310039365,1548269375595],[926395574075,128608475527,212563035173,-1104475920632],[1100149184455,-1130238422738,-756212386214,-1672273524789],[1103708700112,-550284875966,4847764689,-906894698297]],[[7714481160514,2115300090200,-5214341035220,6047721076985],[3663692213071,1424512370995,-3047407807080,1663378748400],[1503583835695,576567124849,944526021556,1143076352736],[-764556879580,985231815152,1029747656675,1601780779440],[259918548696,-1398623597301,-1875254520630,1336809196652]],[[1321002020844,3883869702690,2692987110470,-1354990733365],[-4491336847399,9435252047065,7650052835035,4529052852250],[1217300204675,684632562248,-933765691773,-1514854314343],[-703423424255,644543973866,-744643764608,1533520456862],[-1687849014862,801324279026,534957539996,1623876812132]],[[3403932806859,1458905861045,3132723520965,5403990697685],[5141085004241,3459505119710,2260665011410,-7740700976245],[167417651180,-1389808162624,-223323364956,1476253882239],[367831119380,-499537366280,471108494147,-1463027711513],[324221766054,1147584194241,1335449215945,1760905955138]]]>,<31,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[84656505884854924986732084782,-48977278295028446435106265242,250138512183188146955473875009,-3033787798087866489100441247,-1065343115311608486713646179]>*] [x,x^2-2,x^4+12*x^2+18,x^4+12*x^2+18,0] [1,2,4,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,31],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,31],[6,3,3,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[5,3]>,<1,2^4*3,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,31],[6,6,4,1],0,[-0.3826834324+0.9238795325*i,0.8378660543+0.3470554832*i,0.9776434191+0.05444629029*i],<"notfaithful",0>,[5,3]>,<1,2^4*3,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,31],[6,6,4,1],0,[-0.3826834324-0.9238795325*i,0.8378660543-0.3470554832*i,0.9776434191-0.05444629029*i],<"notfaithful",0>,[5,3]>,<4,2^11*3^2*5^8,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]],[[1]]],[2,3,5,31],[6,7,8,1],1,[0,0,0],<"4.2e11_3e2_5e8.5t3.1",1>,[5,3]>]
x^5-10*x^3-180*x^2+1585*x-1956 2^11*3^2*5^8 1 2 20 "F5" [[2,1,5,4,3],[5,3,1,4,2],[3,4,5,1,2]] [<1,1,[1,2,3,4,5]>,<2,5,[2,1,5,4,3]>,<4,5,[5,3,1,4,2]>,<4,5,[3,5,2,4,1]>,<5,4,[3,4,5,1,2]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 7 x^2+6*x+3 21 [[-27654588500907171,0],[-56923850265823132,-15055689385848276],[-150197635983504227,220679027927563298],[201365788700968006,-220679027927563298],[33410286049266524,15055689385848276]] 2 [1,3,3,2,3,3,2,3,5,4,5,4,5,4,2,3,3,3,3,5,2,5,4,5,5,3,2,3,3,2,1,4,1,4,3,2,3,3,5,4,4,4,2,5,3,2,3,1,4,4,5,2,5,3,2,1,4,1,4,5,4,3,3,5,2,4,4,5,3,3,2,5,5,4,4,2,3,3,2,2,4,4,2,5,2,3,2,2,4,5,4,2,2,3,3,1,4,5,4,3,3,4,4,5,4,5,3,2,5,2,5,4,1,4,2,2,3,5,4,4,4,5,3,3,3,4,4,2,2,3,3,5,5,4,1,5,3,3,4,5,4,3,2,3,3,5,4,5,4,2,3,2,3,5,4,2,2,2,2,4,4,5,2,3,2,5,5,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5+77750*x^3-24607500*x^2+62010240625*x-32676465337500,3>,<x^5+77750*x^3+23392500*x^2+27642240625*x+127941374662500,4>]*],[*[5],"CYC",0,5*]] [*<2,4,4,[[1,5,4,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,2,3],[1,4,5,3,2]],[1,2,3,4,5],[1,2,4,3],[3,5],[[[1,5,4,2,3]],[[1,3,2,5,4]]],20,<[],[1038,3464,63168,260312,1]>,[[391844,0,0,0],[1891,-3008,-3552,610],[-277,-2336,776,1454],[651,-2820,3812,2498],[-893,-28,-1036,3630]]>,<3,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[1],[[[1,3,2,5,4]]],20,<<[],[2,2,1]>,[[-518295321,1727788449],[122793876,-981369645],[1,0]]>,[[[1046065575,0],[-1162261467,0]],[[-122793874,981369647],[-1,0]],[[2,2],[1,0]],[[1592690764,1738966066],[-120348660,474995777]],[[-191439533,766448686],[120348660,-474995777]]]>,<5,20,5,[[4,1,2,5,3],[1,5,2,3,4]],[[1,2,3,4,5],[1,4,5,2,3],[1,3,4,5,2],[1,5,2,3,4],[4,1,2,5,3]],[1,5,2,3,4],[1,2,4,3,5],[2],[[[4,1,2,5,3]]],20,<<[],[2,4,4,0,1]>,[[-560,0,0,0],[1200,0,0,0],[-200,0,0,0],[0,0,0,0],[5,0,0,0],[1,0,0,0]]>,[[[1,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-5228166761599,8600421729610,-8520394723715,-4009745074775],[-6816491725299,-1946402292510,2925131456750,546120035765],[-1683557611448,270062814431,-1149983354543,1477035454421],[-1201707483828,805331009424,-1491651772130,-677700401731],[-1357232519970,1862259305718,-1532074116003,568971904012]],[[-755563776554,-4815100019985,-1883647626695,5772282074310],[2494973835721,-7920025254460,3736298011485,-3248664589760],[-657491106061,378071753122,1595496970074,-11262593528],[817094853229,-1601817391861,-1694867857259,-1140854654501],[1513361036855,-323331556446,77949472596,1724053119096]],[[749828917286,2522108163655,-6044720614645,2690299521515],[-5561687201014,6171856519795,4803073629035,-6645402013705],[-1476204952552,-1710125974266,-1087982318792,233253228344],[1463681364478,-618416820233,-929413403454,-164063031413],[49394349845,-824999119348,1849216989998,1326784967033]],[[5233901620866,-6307429873280,-2624723363070,-4452836521050],[-9190281237534,3694571027175,7608983230855,9347946567700],[2556404436,1061991406713,642468703261,-1699026089237],[-1079068733879,1414903202670,301235767218,-1832079177980],[-205522866730,-713928629924,-395092346591,194887275484]]]>,<17,2,1,[[3,2,1,5,4]],[[1,2,3,4,5],[3,2,1,5,4]],[3,2,1,5,4],[1,2],[1],[[]],20,<[],[3,16,1]>,[[789473001687847695053332,107022712766576391084313],[427085878855860191000121,0],[-922890402577374562295676,-107022712766576391084313],[-11084724923851280083210,61794770948380296133301],[-43511317357330718827414,-61794770948380296133301]]>*] [x,x^2-2,x^4+12*x^2+18,x^4+12*x^2+18,0] [1,2,4,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,17],[6,3,3,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[5,3]>,<1,2^4*3,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,17],[6,6,3,2],0,[-0.3826834324-0.9238795325*i,0.8378660543-0.3470554832*i,0.9776434191-0.05444629029*i],<"notfaithful",0>,[5,3]>,<1,2^4*3,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,17],[6,6,3,2],0,[-0.3826834324+0.9238795325*i,0.8378660543+0.3470554832*i,0.9776434191+0.05444629029*i],<"notfaithful",0>,[5,3]>,<4,2^11*3^2*5^8,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]],[[1]]],[2,3,5,17],[6,7,8,2],1,[0,0,0],<"4.2e11_3e2_5e8.5t3.2",1>,[5,3]>]
