x^5-2*x^4-x^3+x^2+4*x-1 2^2*3^4*193 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 23 x^2+21*x+5 5 [[-453049,0],[1468879,423939],[-997497,-423939],[-2113702,412553],[2095371,-412553]] 3 [3,3,7,6,5,5,7,7,3,5,6,5,5,3,2,7,6,5,6,7,7,7,6,2,6,4,7,4,6,7,5,6,4,4,7,3,6,2,5,5,3,3,4,2,3,4,4,5,5,4,5,6,4,5,4,5,5,5,6,5,5,6,7,3,5,4,3,6,5,5,5,4,5,5,6,6,6,5,7,4,5,7,5,5,5,5,4,5,6,7,3,4,4,2,7,7,5,5,4,5,4,2,4,5,3,4,6,3,7,5,4,5,5,7,7,4,6,5,5,2,5,7,4,7,3,7,6,7,2,5,5,5,4,2,5,3,4,2,4,5,5,4,7,4,7,1,6,3,5,7,5,6,5,2,5,6,6,6,6,6,3,6,3,3,6,3,7,6] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,6,3,[[1,2,4,5,3],[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4],[1,2,4,5,3]],[2,1,3,5,4],[1,3,4],[1],[[[1,2,4,5,3]]],20,<<[],[1,1,1]>,[[-521298,0],[-92262,0],[-89216,0],[1,0]]>,[[[-99652,-110087],[0,0],[0,0]],[[10435,110087],[0,0],[0,0]],[[1,0],[1,0],[0,0]],[[353365,-431064],[402958,281629],[249435,498870]],[[-264147,431064],[121329,242659],[274853,25418]]]>,<3,6,3,[[1,2,5,3,4],[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4],[1,2,5,3,4]],[2,1,3,5,4],[1,3,4],[2],[[[1,2,5,3,4]]],20,<<[],[2,2,1]>,[[1618065681,0],[-791847423,0],[1432065948,0],[1,0]]>,[[[-853705656,-1569738628],[0,0],[0,0]],[[-1201012801,1569738628],[0,0],[0,0]],[[2,0],[1,0],[0,0]],[[497539199,51310704],[500015629,-81115104],[132034175,132034175]],[[394917791,-51310704],[-500015630,81115104],[255386314,255386314]]]>,<193,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[5,192,1]>,[[-1464659610621153851398006294149819535531210672,0],[927705104753881338672716160360426424632166995,0],[1,0]]>,[[[804934585275789039464446694167483655146619734,0],[0,0]],[[-1383995902796500944601023985672024857185027119,1083010865823190526252686912917477025414684576],[0,0]],[[1506766422274593243809293451864967626670574330,-1083010865823190526252686912917477025414684576],[0,0]],[[-927705104753881338672716160360426424632166969,0],[-1,0]],[[26,0],[1,0]]]>*] [x,x^2-x-48,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,193],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,193,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,193],[1,1,8],1,[1.000000000,2.170434019,1.442945237],<"notfaithful",0>,[5,5]>,<4,2^2*3^4*193^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[-1]],[[1],[1]]],[2,3,193],[8,8,9],1,[0,0,0],<"4.2e2_3e4_193e3.10t12.1",1>,[5,5]>,<4,2^2*3^4*193,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[2,3,193],[8,8,9],1,[1.000000000,0.9055138805,1.009530396],<"4.2e2_3e4_193.5t5.1",1>,[5,5]>,<5,2^4*3^8*193^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[2,3,193],[8,8,9],1,[0,0,0],<"5.2e4_3e8_193e2.10t13.1",1>,[5,5]>,<5,2^4*3^8*193^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[2,3,193],[8,8,9],1,[0,0,0],<"5.2e4_3e8_193e3.6t14.1",1>,[5,5]>,<6,2^4*3^8*193^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[2],[1]],[[1],[1],[-1],[-1]]],[2,3,193],[8,8,9],1,[0,0,0],<"6.2e4_3e8_193e3.20t35.1",1>,[5,5]>]
x^2-x+1820 -29*251 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[220],[-219]] 2 [1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<29,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2030,29,1]>,[[-14,-1],[15,1]]>,<251,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[17570,251,1]>,[[-125,-1],[126,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[29,251],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,29*251,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[29,251],[3,3],1,[1.000000000,2.577579405,1.295050356],<"1.29_251.2t1.1",1>,[2,1]>]
x^2+4313 -2^2*19*227 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[121],[-121]] 2 [1,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[4314,2,1]>,[[1,1],[-1,-1]]>,<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4313,0,1]>,[[0,-1],[0,1]]>,<227,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4313,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,19,227],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*19*227,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,19,227],[3,3,3],1,[1.000000000,0.8610584811,1.049413206],<"1.2e2_19_227.2t1.1",1>,[2,1]>]
x^3-10*x-52 -2^2*19*227 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[54041],[36133],[-90174]] 2 [1,3,2,2,2,1,2,1,2,2,2,3,3,2,2,2,3,2,2,3,3,3,1,2,2,3,3,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,2,1,2,2,1,2,2,2,3,3,2,2,3,2,2,3,3,3,2,2,2,2,1,2,2,1,2,2,3,3,2,2,2,2,1,2,2,3,2,3,3,3,2,1,3,2,3,2,1,1,3,2,1,3,3,3,2,3,3,3,3,2,2,3,2,2,2,3,2,3,2,3,2,1,2,3,2,2,3,2,2,2,3,3,3,2,3,1,1,3,2,2,2,2,2,2,2,2,3,2,3,2,3,2,3,3,2,2,1,2,2,1,2,3,3,2,3,3,2,1,2,3,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[-11142,-478174,1]>,[[46114,262144],[0,1],[-46114,262143]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[4645707613345162149239099,17821797163253729921974320,1]>,[[17821797163253729921974290,0],[-17821797163253729921974305,-1],[15,1]]>,<227,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-26240417976284980242970201285480703157650372716,3819113947953524876002415223835130030020907048,1]>,[[3819113947953524876002415223835130030020906882,0],[-3819113947953524876002415223835130030020906965,-1],[83,1]]>*] [x,x^2+4313,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,227],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*19*227,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,19,227],[4,4,4],1,[1.000000000,0.8610584811,1.049413206],<"notfaithful",0>,[3,2]>,<2,2^2*19*227,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,19,227],[4,4,4],1,[1.000000000,1.653281375,1.204453386],<"2.2e2_19_227.3t2.1",1>,[3,2]>]
x^2-x-8153 3*7*1553 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[59831],[-59830]] 1 [2,1,2,1,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-8151,3,1]>,[[-1,-1],[2,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-8141,7,1]>,[[-3,-1],[4,1]]>,<1553,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[594799,1553,1]>,[[-776,-1],[777,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,7,1553],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*7*1553,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,7,1553],[3,3,3],1,[1.000000000,0.7021538524,0.7796740321],<"1.3_7_1553.2t1.1",1>,[2,1]>]
x^3-x^2-43*x-20 3*7*1553 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[25182256],[-16065115],[-9117140]] 1 [2,1,2,1,3,3,2,3,2,2,3,1,3,2,3,2,3,3,2,1,1,3,3,3,2,2,2,1,3,3,2,1,3,2,2,3,2,2,3,3,2,3,2,3,2,2,3,3,2,3,3,1,2,2,1,3,3,2,2,1,2,3,1,2,2,3,2,2,3,2,2,3,2,2,3,1,3,2,2,2,2,3,3,2,1,2,1,2,2,2,3,2,2,2,1,3,3,3,3,2,1,3,3,3,3,3,3,3,2,2,2,2,3,2,2,2,3,2,2,1,1,3,3,2,3,2,3,2,3,3,2,3,3,3,2,2,2,2,1,2,3,2,3,3,1,2,1,2,3,2,1,1,3,3,3,2,2,1,2,2,2,1,1,2,2,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[314822496,-568429977,1]>,[[-1705289944,0],[7,3],[543028471,387420486]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[11071983926216570,-10993759236191627,1]>,[[-10993759236191628,0],[10993759236191628,-1],[1,1]]>,<1553,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[2549339944899437160915272092095114657615902851525593807639405183,-1566307724838285644700272800298139838266192071681229669573496581,1]>,[[-1566307724838285644700272800298139838266192071681229669573498860,0],[1566307724838285644700272800298139838266192071681229669573497721,-1],[1140,1]]>*] [x,x^2-x-8153,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,1553],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*7*1553,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,1553],[4,4,4],1,[1.000000000,0.7021538524,0.7796740321],<"notfaithful",0>,[3,2]>,<2,3*7*1553,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,7,1553],[4,4,4],1,[1.000000000,1.821574892,1.205109123],<"2.3_7_1553.3t2.1",1>,[3,2]>]
x^2-x+11793 -43*1097 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-24],[25]] 2 [2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<43,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[12255,43,1]>,[[-21,-1],[22,1]]>,<1097,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[312645,1097,1]>,[[-548,-1],[549,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[43,1097],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,43*1097,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[43,1097],[3,3],1,[1.000000000,1.475409253,0.9510125672],<"1.43_1097.2t1.1",1>,[2,1]>]
x^3-x^2-19*x+136 -43*1097 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[459000],[102869],[-561868]] 2 [2,1,3,3,2,2,1,3,3,2,2,3,1,1,1,3,3,2,3,2,2,2,2,1,2,1,2,3,3,3,3,2,2,3,2,2,1,2,2,2,3,1,3,2,3,2,3,3,2,3,1,2,2,3,3,3,3,2,3,2,1,2,3,2,2,2,2,1,2,1,3,3,2,2,1,2,1,2,2,1,2,2,2,3,2,2,2,3,2,1,2,3,2,3,3,2,2,2,3,3,2,3,3,3,3,2,2,3,3,3,1,1,3,2,3,2,1,2,2,2,1,2,1,3,1,2,2,3,2,2,3,3,1,3,2,3,2,3,2,3,2,2,3,3,2,2,3,3,3,1,3,2,3,3,3,2,2,2,3,3,2,2,3,2,3,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1458904346,363573250,502045339]>,<43,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-71861337198784224021756261876076,-126498280820254556112565213153231,1]>,[[-126498280820254556112565213153296,0],[126498280820254556112565213153264,-1],[33,1]]>,<1097,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[833072186805176636895208656094818809680973677840007325244314,-2479939223198505329071945568461795941392398935076445091516797,1]>,[[-2479939223198505329071945568461795941392398935076445091518084,0],[2479939223198505329071945568461795941392398935076445091517441,-1],[644,1]]>*] [x,x^2-x+11793,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,43,1097],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,43*1097,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,43,1097],[1,4,4],1,[1.000000000,1.475409253,0.9510125672],<"notfaithful",0>,[3,2]>,<2,43*1097,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,43,1097],[1,4,4],1,[1.000000000,2.195678029,1.274070389],<"2.43_1097.3t2.1",1>,[3,2]>]
