x^2-x-161 3*5*43 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[5866],[-5865]] 1 [2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-159,3,1]>,[[-1,-1],[2,1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-155,5,1]>,[[-2,-1],[3,1]]>,<43,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[301,43,1]>,[[-21,-1],[22,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,5,43],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*5*43,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,5,43],[3,3,3],1,[1.000000000,0.7629489551,0.8097658215],<"1.3_5_43.2t1.1",1>,[2,1]>]
x^4-x^3+2170*x^2+x+1111937 7^2*17^3*73^2 0 2 4 "C4" [[2,1,4,3],[3,4,2,1]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<4,1,[3,4,2,1]>,<4,1,[4,3,1,2]>] [[1,1,1,1],[2,2],[4]] 19 x-1 6 [[-17078967],[7036923],[15048528],[-5006483]] 2 [2,3,4,3,4,1,1,1,3,3,4,4,4,1,1,1,2,4,1,4,3,3,2,2,3,1,1,3,3,4,2,4,1,4,1,1,1,4,4,3,1,4,2,4,4,4,3,1,4,2,3,2,4,2,1,1,3,1,3,1,4,2,1,3,3,3,1,3,3,1,2,2,4,1,3,1,2,4,3,1,4,2,4,2,3,2,4,2,1,1,2,3,3,1,3,4,2,3,2,3,4,1,2,1,4,1,1,1,2,3,3,2,3,4,1,4,4,1,3,1,1,3,4,3,3,2,3,4,2,1,2,3,3,2,1,1,2,3,1,3,3,4,4,3,1,4,3,4,2,2,3,4,2,4,4,3,2,3,1,4,4,1,2,2,1,4,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x+8688,3>,<x-8686,4>]*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-184358,52287],[-236645,-52287],[140457,-140090],[-243741,140090]]>,<7,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,3,4],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[-14729585766451437,6076325518593148],[15828246284123973,-8022628954894001],[1,0]]>,[[[-15828246284123973,8022628954894005],[-1,0]],[[0,4],[1,0]],[[-23742369426185959,4228326103111050],[-3484772043311156,1688133115239567]],[[39570615710309933,-12250955058005059],[3484772043311156,-1688133115239567]]]>,<13,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[7172442406055065768522,1857951670738337182926,34119543026076792113,44374343289069099889]>,<17,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[1505044,64702,3145,51,1]>,[[487978608599610879061237,-26095112759337480163705,18513795789256275400354,-40213942189126390483855],[1039230998505678479761595,-109908494661367465794752,-118313867823848801510645,83538696504563275313541],[-1527209607105289358822844,-103068828264446378888697,99800072034592526110291,-43324754315436884829686],[13,1,0,0]]>,<73,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,3,4],[1],[[[2,1,4,3]]],20,<<[],[5,70,1]>,[[3830770905719693796235144349785819442,-4633629326377412932969937737575305236],[-5189746690596570192677354781740615717,-5689154808514745406959029187432511113],[1,0]]>,[[[5189746690596570192677354781740615721,5689154808514745406959029187432511147],[-1,0]],[[4,34],[1,0]],[[8864097693882126845803458790751731051,-9110338255753535549406256012589643032],[-64792828567436837357742403546142492,65015189983102794348560641706534585]],[[4415743387656495252080011834974060426,3421183447238790142447226825157131851],[64792828567436837357742403546142492,-65015189983102794348560641706534585]]]>,<103,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-1668940965444966638980175836149568347463,-3925072464721532596941041030030933402024,-41003622627925605558687174997211432218,23797682947702319515435512768467723562]>*] [x,0,x^2-x-4,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,13,17,73,103],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,7*17*73,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,7,13,17,73,103],[2,5,1,5,5,1],0,[0.6154122094-0.7882054380*i,0.7686274280+0.001434001404*i,0.8008971117+0.05038427876*i],<"1.7_17_73.4t1.1",1>,[4,1]>,<1,17,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,13,17,73,103],[1,3,1,5,3,1],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[4,1]>,<1,7*17*73,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,7,13,17,73,103],[2,5,1,5,5,1],0,[0.6154122094+0.7882054380*i,0.7686274280-0.001434001404*i,0.8008971117-0.05038427876*i],<"1.7_17_73.4t1.1",2>,[4,1]>]
x^5-2*x^4+8*x^3-69*x^2-308*x-848 7^2*17^3*73^2 1 2 20 "F5" [[2,1,4,3,5],[5,3,4,1,2],[3,4,2,1,5]] [<1,1,[1,2,3,4,5]>,<2,5,[2,1,4,3,5]>,<4,5,[3,4,2,1,5]>,<4,5,[4,3,1,2,5]>,<5,4,[5,3,4,1,2]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 59 x^2+58*x+2 10 [[177193085029778899,0],[-254112082617296088,-34546950897005812],[216260809507116805,34546950897005812],[125559100782299656,130105078615399630],[246215840598742131,-130105078615399630]] 2 [2,4,3,3,3,5,1,5,4,4,3,3,3,5,5,1,2,3,5,3,3,4,2,2,4,5,5,4,4,3,2,3,5,3,1,5,5,3,3,4,5,3,2,3,3,3,4,5,3,2,4,2,3,2,5,5,4,5,4,5,3,2,5,4,4,4,5,4,4,5,2,2,3,5,4,1,2,3,4,5,3,2,3,2,4,2,3,2,5,5,2,4,4,5,4,3,2,4,2,4,3,5,2,1,3,1,5,5,2,4,4,2,4,3,5,3,3,1,4,5,5,4,3,4,4,2,4,3,2,1,2,4,4,2,1,5,2,4,1,4,4,3,3,4,5,3,4,3,2,2,4,3,2,3,3,4,2,4,5,3,3,5,2,2,5,3,4,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5+24*x^4+36330*x^3-2819445*x^2-4117763940*x-3595621687952,3>,<x^5+24*x^4+36330*x^3-1377403*x^2-318365498*x-360658742836,4>]*],[*[5],"CYC",0,5*]] [*<2,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[458003,0],[476158,-105495],[-466923,105495],[13312,-30428],[43740,30428]]>,<7,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[1],[[[1,3,2,5,4]]],20,<<[],[3,6,1]>,[[21817766421407453,-31569264266887900],[28363785926186060,-29325410413192649],[1,0]]>,[[[-6696764561307939,0],[0,0]],[[-28363785926186060,29325410413192653],[-1,0]],[[0,4],[1,0]],[[-15539132892851025,-20758215775097091],[-336465986432174,-4182183355082213]],[[-29192582917266975,-8567194638095566],[336465986432174,4182183355082213]]]>,<17,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,4,3],[1],[[[1,3,5,2,4]]],20,<[],[-279663555036016748114625,1109048057127196232101955,-1097009612898700474252671,-1222826001824259886380194,1]>,[[-1222826001824259886380220,0,0,0],[-20958743022451997900123,23571702813042295030843,-29685360530112951041483,84930366732109671425799],[-443908888650828597889324,-118578032471124575204703,-91141319304508424168426,43033791774234002345059],[1687693633497540482169662,95006329658082280173859,-118245755850529949637244,111108277178807651076295],[7,1,0,0]]>,<73,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[1],[[[1,3,2,5,4]]],20,<<[],[5,70,1]>,[[-6489635221163196268847905154234590982,-4887687933949618730820641903615281481],[188401301251009814159469216786526230,5066214978641370117362463907835063100],[1,0]]>,[[[-3336078231825235066397852373019621231,0],[0,0]],[[-188401301251009814159469216786526207,-5066214978641370117362463907835063053],[-1,0]],[[23,47],[1,0]],[[-8683073955863275310984259485387711020,-4617938063820707625574666992459653245],[-9777627026114784531497123819504226,16680903133871421886191487389746958]],[[-6262034283195672099019244332272548764,-8785434729673114547623694507171690950],[9777627026114784531497123819504226,-16680903133871421886191487389746958]]]>,<421,2,1,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[2,1,3,5,4],[1,2],[1],[[]],20,<[],[2,417,1]>,[[10199594276639465513719278212384160695266135846243356,11351449538640625415211123708489366298260284657161824],[-11817521167612955723098523030729876242436106322199498,-11351449538640625415211123708489366298260284657161824],[13444768764346752089342991785120721285511985944959574,0],[-16361814449959522457743245959735909167339249647102,15735784397475994448181628917525627081650968578882],[34857060081059635209454032633586151301684069357775,-15735784397475994448181628917525627081650968578882]]>*] [x,x^2-x-4,x^4-x^3+2170*x^2+x+1111937,x^4-x^3+2170*x^2+x+1111937,0] [1,2,4,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,17,73,421],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,17,73,421],[1,3,3,6,3,1],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[5,3]>,<1,7*17*73,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,5,7,17,73,421],[2,3,6,6,6,2],0,[0.6154122094-0.7882054380*i,0.7686274280+0.001434001404*i,0.8008971117+0.05038427876*i],<"notfaithful",0>,[5,3]>,<1,7*17*73,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,5,7,17,73,421],[2,3,6,6,6,2],0,[0.6154122094+0.7882054380*i,0.7686274280-0.001434001404*i,0.8008971117-0.05038427876*i],<"notfaithful",0>,[5,3]>,<4,7^2*17^3*73^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,5,7,17,73,421],[2,3,6,7,6,2],1,[0,0,0],<"4.7e2_17e3_73e2.5t3.1",1>,[5,3]>]
x^6-3*x^5-x^4+7*x^3-21*x^2+17*x-17 7^2*17^3*73^2 2 2 12 "D12" [[1,5,4,3,2,6],[6,4,5,2,3,1],[2,1,6,4,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,3,2,5,4,1]>,<2,3,[6,4,5,2,3,1]>,<2,3,[2,1,6,4,5,3]>,<3,2,[5,1,6,3,2,4]>,<6,2,[3,4,5,1,6,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 7 [[-170341829,-252902571],[32608716,0],[-32608715,0],[87454247,-252902571],[-87454246,252902571],[170341830,252902571]] 4 [5,6,3,3,2,5,1,4,3,2,3,3,6,4,1,4,1,6,5,3,3,3,5,4,6,5,1,6,3,6,5,3,5,3,5,4,1,6,3,6,4,6,4,6,6,3,3,4,6,5,6,4,3,4,4,4,2,5,2,4,6,4,5,2,3,3,4,6,3,4,4,5,2,1,2,4,1,6,3,5,2,4,6,1,6,4,6,1,4,5,5,6,3,4,3,6,4,3,4,6,3,5,5,4,6,5,4,4,4,3,6,4,2,6,4,3,3,5,3,5,4,3,3,6,3,4,6,3,4,4,1,6,6,5,1,1,5,6,4,3,6,3,6,3,1,2,6,2,1,4,3,3,4,3,2,3,4,3,4,6,3,5,5,5,4,3,6,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+4,2>,<x^3-8*x^2-12*x+4232,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<7,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,6,1]>,[[-3629971886057580,-9469691879764032],[-8693268934012012,23699665787866670],[1,0]]>,[[[-1723724847389702,-2474390813358758],[0,0]],[[1723724847389703,2474390813358758],[0,0]],[[8693268934012014,-23699665787866666],[-1,0]],[[2,4],[1,0]],[[-1,-4],[-1,0]],[[-8693268934012013,23699665787866666],[1,0]]]>,<17,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[-11190123541858776096931,1605759766431002540896985,1]>,[[-1605759766431002540896985,-1],[0,1],[-1453556693205054771864513,42642483776422758720952],[1453556693205054771864514,-42642483776422758720952],[1,-1],[1605759766431002540896986,1]]>,<73,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[5,70,1]>,[[4534187773098382151189019340213483966,8765379274143173203932677139726588643],[2968817581886197372862063963712431610,3778740913909501240193938337599351042],[1,0]]>,[[[-2220929108710372819815290818028184211,-1910413894605244166765090849833160269],[0,0]],[[2220929108710372819815290818028184212,1910413894605244166765090849833160269],[0,0]],[[-2968817581886197372862063963712431561,-3778740913909501240193938337599350977],[-1,0]],[[49,65],[1,0]],[[-48,-65],[-1,0]],[[2968817581886197372862063963712431562,3778740913909501240193938337599350977],[1,0]]]>*] [x,x^2-x+2172,x^2-x-4,x^2-x+128,x^3-x^2-22*x-37,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,17,73],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,7*17*73,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[7,17,73],[7,7,7],1,[1.000000000,2.831354496,1.456847362],<"notfaithful",0>,[6,3]>,<1,17,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[7,17,73],[2,7,2],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[6,3]>,<1,7*73,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[7,17,73],[7,1,7],1,[1.000000000,1.945662275,1.250544461],<"notfaithful",0>,[6,3]>,<2,7*17*73,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[7,17,73],[7,7,7],1,[1.000000000,0.5893649170,0.7049709080],<"notfaithful",0>,[6,3]>,<2,7*17*73,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]]],[7,17,73],[7,8,7],1,[1.000000000,0.5893218552,0.8141179690],<"2.7_17_73.6t3.4",1>,[6,3]>]
