x^2-x-150 601 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-33],[34]] 1 [1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<601,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[90150,601,1]>,[[-300,-1],[301,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[601],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,601,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[601],[3],1,[1.000000000,2.713571022,1.516576981],<"1.601.2t1.1",1>,[2,1]>]
x^4-84*x^2+1666 2^11*7^2*17 4 0 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 89 x-1 6 [[238032239883],[1910596229],[-1910596229],[-238032239883]] 1 [1,3,3,4,3,5,1,5,4,3,4,3,4,5,2,5,5,3,5,4,4,4,5,1,4,5,2,3,3,4,2,3,1,3,5,1,5,3,4,3,5,3,1,4,3,4,3,2,3,5,4,1,4,5,1,1,3,2,3,1,3,5,5,4,4,3,5,4,3,5,1,2,4,5,3,1,5,3,4,2,3,5,4,2,4,5,4,2,5,2,5,4,4,5,3,4,5,4,5,3,3,5,5,2,3,1,5,2,1,4,4,5,4,3,2,4,3,1,3,5,5,4,3,3,3,5,3,4,1,5,5,4,4,5,2,1,5,3,5,4,3,3,4,3,5,4,3,4,5,2,3,4,5,4,3,4,2,4,2,3,3,2,2,5,1,4,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-504,2>,<x^2-239904,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[1,2,3,4],[1,2,5,5],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<[],[1666,0,-84,0,1]>,[[0,1,0,0],[0,131071,0,0],[0,46693,0,58077],[0,84379,0,72995]]>,<7,4,2,[[3,4,1,2],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[3,2,1,4]],[1,4,3,2],[1,2,4,4],[1],[[[3,4,1,2]]],20,<<[],[3,6,1]>,[[-32268359055578163,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[120677906158475,583030501356308]],[[0,0],[1,0]],[[0,0],[-120677906158475,-583030501356308]]]>,<17,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-283741667469984480615647,0,1]>,[[1756982981402158725514637,0],[-1756982981402158725514637,0],[0,-1],[0,1]]>*] [x,x^2-2,x^2-34,x^2-x-4,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,17],[6,3,1,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^3*17,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,17],[6,1,4,6],1,[1.000000000,1.457151825,1.145009805],<"notfaithful",0>,[4,3]>,<1,17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,17],[1,3,3,6],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[4,3]>,<2,2^8*7^2*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,7,17],[6,3,6,7],1,[1.000000000,1.216311573,1.016964306],<"2.2e8_7e2_17.4t3.1",1>,[4,3]>]
x^4-x^3+13*x^2+2*x+4 67^2*89 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[1377461],[808441],[-4640275],[2454374]] 3 [3,5,3,5,3,5,1,4,4,4,5,4,5,5,2,3,4,5,1,2,1,3,4,1,3,5,4,1,3,5,4,1,5,3,4,4,2,4,2,1,3,4,5,4,5,1,4,1,2,5,3,5,4,3,2,2,2,3,2,5,2,4,2,3,5,2,3,5,3,4,5,4,3,3,5,5,4,4,3,3,4,4,4,5,4,3,2,4,1,3,2,2,3,4,5,5,2,5,2,5,5,4,5,4,4,5,3,5,5,2,1,1,4,1,3,3,2,5,5,2,5,3,5,5,2,3,4,4,5,3,5,4,1,3,2,3,4,5,1,3,3,2,2,4,4,4,4,5,4,4,4,1,5,4,1,1,5,3,3,5,1,4,4,2,1,3,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+2,2>,<x^2-21*x+88,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-27834,-137055],[109221,137055],[9996,101378],[-91382,-101378]]>,<67,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1592240106903128197768029018412871016,134985261140736800165725167798258231,1]>,[[-134985261140736800165725167798258178,-1],[53,1],[-329536355066590326538341461713221879,20918179780323270239461263315879736],[464521616207327126704066629511480005,-20918179780323270239461263315879736]]>,<89,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-450070210261474635633811798582366850776,-326670708875817946991606895288241389461,1]>,[[-347775174340036537975754360844505944705,0],[21104465464218590984147465556264555147,0],[326670708875817946991606895288241389510,-1],[49,1]]>*] [x,x^2-x+17,x^2-x-22,x^2-x+1491,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,67,89],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,67,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,67,89],[3,6,1],1,[1.000000000,0.3838066289,0.6747182041],<"notfaithful",0>,[4,3]>,<1,89,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,67,89],[1,1,6],1,[1.000000000,1.464441402,1.222497768],<"notfaithful",0>,[4,3]>,<1,67*89,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,67,89],[3,6,6],1,[1.000000000,0.9764021111,0.8807163737],<"notfaithful",0>,[4,3]>,<2,67*89,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,67,89],[3,6,6],1,[1.000000000,1.334276198,1.061735041],<"2.67_89.4t3.1",1>,[4,3]>]
x^5-x^4-9*x^3+21*x^2-21*x+12 -3^3*947^2 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 13 x^2+12*x+2 5 [[128464,-79148],[50802,-5660],[-35639,79148],[108945,0],[118722,5660]] 2 [5,2,7,6,7,3,5,4,5,7,4,6,5,4,5,5,2,4,4,5,6,3,7,5,6,5,6,2,4,7,4,7,5,4,7,6,6,6,5,7,5,6,5,4,5,4,3,6,7,4,7,7,6,5,5,7,7,6,3,2,6,2,4,7,6,5,6,4,5,6,7,7,6,6,6,7,5,4,5,6,5,4,5,3,6,2,5,4,5,6,2,2,3,7,6,5,7,7,3,4,3,7,7,2,1,4,5,5,2,3,4,4,5,3,6,5,4,5,5,5,4,6,5,2,6,5,6,2,4,6,3,7,4,4,2,3,5,4,7,2,6,5,6,7,6,5,6,7,3,5,4,7,4,5,6,5,4,5,4,7,2,7,3,7,5,5,4,6] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<3,8,4,[[1,3,4,5,2],[1,2,5,4,3]],[[1,2,3,4,5],[1,4,5,2,3],[1,2,5,4,3],[1,5,4,3,2],[1,3,4,5,2]],[1,2,5,4,3],[1,3,2,3,5],[1],[[[1,3,4,5,2]]],20,<<[],[2,2,1]>,[[1196626047,0],[1741842576,0],[-1514610174,0],[-338974716,0],[1,0]]>,[[[-338974715,0],[0,0],[0,0],[0,0]],[[-358884786,0],[362065418,0],[-429428022,0],[-82477179,0]],[[824823474,475893723],[477395711,77297687],[-37661373,-252375384],[242036531,-380332792]],[[0,0],[1,0],[0,0],[0,0]],[[-126963972,-475893723],[322800337,-77297687],[467089395,252375384],[-159559352,380332792]]]>,<947,4,2,[[1,3,2,5,4],[1,2,3,5,4]],[[1,2,3,4,5],[1,3,2,5,4],[1,2,3,5,4],[1,3,2,4,5]],[1,2,3,5,4],[1,3,2,2],[1],[[[1,3,2,5,4]]],20,<<[],[2,943,1]>,[[166012686766879405950266288075551343108138140506898429420456,0],[54727884482587106466326188062939124335781298293090201091480,0],[1,0]]>,[[[-16257164454025743072169073078361136497655435914652543360682,0],[0,0]],[[-54727884482587106466326188062939124335781298293090201091082,0],[-1,0]],[[398,0],[1,0]],[[56318590348556132603121511945921821640333833806001500689911,140286925790200559813364995321801156637235276713136709680736],[116581911648333182421867167209572604667196308564525106415,38306424802704975283676890348727485542737079066506669691]],[[14666458588056716935373749195378439193102900401741243761456,-140286925790200559813364995321801156637235276713136709680736],[-116581911648333182421867167209572604667196308564525106415,-38306424802704975283676890348727485542737079066506669691]]]>*] [x,x^2-x+1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,947],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,3,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,947],[8,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[5,5]>,<4,3^3*947^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[2],[1]]],[3,947],[8,9],1,[0,0,0],<"4.3e3_947e2.10t12.1",1>,[5,5]>,<4,3^3*947^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[-2],[1]]],[3,947],[8,9],1,[0,0,0],<"4.3e3_947e2.5t5.1",1>,[5,5]>,<5,3^4*947^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[3,947],[8,9],1,[0,0,0],<"5.3e4_947e2.10t13.1",1>,[5,5]>,<5,3^3*947^2,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[1],[-1],[-1]]],[3,947],[8,9],1,[0,0,0],<"5.3e3_947e2.6t14.1",1>,[5,5]>,<6,3^5*947^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1]],[[1],[0],[-1]]],[3,947],[8,9],1,[0,0,0],<"6.3e5_947e4.20t35.1",1>,[5,5]>]
x^6+62*x^4+992*x^2+3968 -2^9*31^5 0 3 6 "C6" [[5,3,4,2,6,1],[4,5,6,1,2,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<3,1,[5,3,4,2,6,1]>,<3,1,[6,4,2,3,1,5]>,<6,1,[2,6,1,5,3,4]>,<6,1,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[2,2,2],[3,3],[6]] 23 x^2+21*x+5 6 [[72852504,49234302],[-37548772,73966535],[14241682,50701647],[-72852504,-49234302],[37548772,-73966535],[-14241682,-50701647]] 2 [1,4,5,4,3,3,6,6,2,1,1,4,3,4,1,3,6,1,5,3,5,6,3,2,1,2,3,6,2,3,6,6,5,1,6,2,2,2,6,5,4,3,3,4,3,5,6,6,5,4,1,5,6,4,3,2,3,2,1,1,2,6,6,1,6,6,3,2,4,2,6,3,5,2,6,5,4,6,2,6,2,5,4,2,3,5,2,2,1,2,2,4,5,3,4,4,3,4,1,6,5,1,5,5,3,4,1,1,3,6,3,4,4,1,5,5,1,2,2,2,5,5,3,2,5,6,1,6,4,5,3,2,4,3,6,4,1,4,3,6,5,1,6,3,1,1,2,3,3,5,5,5,1,4,2,6,3,2,4,3,4,2,6,5,1,5,2,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[2,2,2],"CYC",0,2*],[*[3,3],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-1488,3>,<x+496,4>]*],[*[6],"RES",<[1],x^3-7*x^2+11*x-5>,[<x+1488,5>,<x-496,6>]*]] [*<2,2,2,[[2,1,6,5,4,3]],[[1,2,3,4,5,6],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,2],[3],[[[2,1,6,5,4,3]]],20,<[],[289870,0,1]>,[[0,30513],[0,35023],[0,514],[0,490],[0,534],[0,510]]>,<31,6,6,[[3,6,2,5,1,4]],[[1,2,3,4,5,6],[6,5,4,3,2,1],[2,4,6,1,3,5],[4,1,5,2,6,3],[3,6,2,5,1,4],[5,3,1,6,4,2]],[1,2,3,4,5,6],[1,2,4,3,5,6],[1],[[[3,6,2,5,1,4]]],20,<[],[3968,0,992,0,62,0,1]>,[[0,-1,0,0,0,0],[0,-6772081943740748810848211705,0,6941383992334267531119417003,0,2962785850386577604746092623],[0,-1354416388748149762169642346,0,10327424964204641936543522857,0,-8211149356785657933153456698],[0,1354416388748149762169642346,0,-10327424964204641936543522857,0,8211149356785657933153456698],[0,6772081943740748810848211705,0,-6941383992334267531119417003,0,-2962785850386577604746092623],[0,1,0,0,0,0]]>*] [x,x^2+62,x^3-x^2-10*x+8,0,x^3-x^2-10*x+8,0] [1,2,2,4,3,6] <[1],[2],[3,5],[4,6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,31],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,1]>,<1,2^3*31,1,[[1],[-1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,31],[7,7],1,[1.000000000,1.595930664,1.114566845],<"notfaithful",0>,[6,1]>,<1,31,3,[[1,0],[1,0],[0,1],[-1,-1],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,31],[1,7],0,[0.9206223908-0.3904541120*i,1.240671186-0.1854300077*i,1.207540277-0.08181693071*i],<"notfaithful",0>,[6,1]>,<1,2^3*31,3,[[1,0],[-1,0],[0,1],[-1,-1],[0,-1],[1,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,1]],[[1,0],[-1,-1]],[[1,0]]],[2,31],[7,7],0,[0.6950911729+0.7189215961*i,0.7741460285-0.1935112337*i,0.9399708241-0.1187626481*i],<"1.2e3_31.6t1.3",1>,[6,1]>,<1,31,3,[[1,0],[1,0],[-1,-1],[0,1],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,31],[1,7],0,[0.9206223908+0.3904541120*i,1.240671186+0.1854300077*i,1.207540277+0.08181693071*i],<"notfaithful",0>,[6,1]>,<1,2^3*31,3,[[1,0],[-1,0],[-1,-1],[0,1],[1,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,-1]],[[1,0],[0,1]],[[1,0]]],[2,31],[7,7],0,[0.6950911729-0.7189215961*i,0.7741460285+0.1935112337*i,0.9399708241+0.1187626481*i],<"1.2e3_31.6t1.3",2>,[6,1]>]
x^6-2*x^5-102*x^4-4*x^3+3753*x^2-4374*x+39366 -2^10*13^2*53^3 0 3 12 "D12" [[2,1,3,5,4,6],[1,3,2,4,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[2,1,3,5,4,6]>,<3,2,[3,1,2,6,4,5]>,<6,2,[5,6,4,2,3,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 10 [[2489478086075,-139503490619],[-1130525340584,139503490619],[1910419197924,0],[101683251064,-1787494521013],[1621253340293,1787494521013],[1138757723031,0]] 3 [1,5,6,6,3,1,5,4,4,4,1,5,3,6,6,4,3,3,4,5,3,4,4,4,4,3,4,2,6,1,4,6,3,5,1,5,3,3,1,3,5,3,4,3,5,3,6,6,3,5,6,5,4,1,6,4,4,6,3,4,1,5,3,3,6,1,3,6,6,6,3,1,3,3,4,5,3,2,3,4,5,6,6,5,3,5,4,3,5,1,2,5,2,5,4,4,2,5,2,5,6,6,5,6,5,4,3,4,3,6,3,2,3,3,5,2,3,3,4,1,1,5,3,3,4,3,2,4,3,5,4,6,3,4,3,3,6,4,3,6,3,6,3,4,3,2,6,1,2,6,5,6,5,4,6,3,4,4,1,5,3,5,6,6,3,6,3,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+216,2>,<x^3+216*x^2+18954*x-4094064,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,2,4,3],[2,4],[[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,4,3,6,5]]],20,<[],[395262,-462052,57046,22608,1]>,[[49868,96194,-173831,-88174],[-27262,-96194,173831,88174],[1,1,0,0],[34695,29099,-29466,124300],[93557,18711,46533,-26791],[111287,-47811,-17067,-97509]]>,<3,3,1,[[3,1,2,6,4,5]],[[1,2,3,4,5,6],[3,1,2,6,4,5],[2,3,1,5,6,4]],[3,1,2,6,4,5],[1,5,5],[1],[[]],20,<[],[1,2,0,1]>,[[104612439,625799759,1026021190],[78684192,676409977,-1608513296],[-486759673,-1302209736,582492106],[99063,2290464,-459702],[2300481,-478089,-1200123],[-263547,-1812375,1659825]]>,<13,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-8063064921228304636103,4731646335805790165661,1]>,[[8171913879703732104621,0],[-6327011006041083877488,0],[-4731646335805790165651,-1],[10,1],[-5497498447713489482328,35018271378829496038],[8384241909856631420838,-35018271378829496038]]>,<53,4,2,[[2,1,4,3,6,5],[6,5,3,4,2,1]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[6,5,3,4,2,1],[5,6,4,3,1,2]],[6,5,3,4,2,1],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,49,1]>,[[10769944713345826386323230139743142,0],[2090392231551357372776415762248429,0],[1,0]]>,[[[-7086229126020618833607267854320091,-13420620481866255415091843783213721],[184687129242608351516495898038892,20451185481981474396349196075747]],[[-14086422454684941713375145165266870,-7460517654870582050297552328179486],[-184687129242608351516495898038892,-20451185481981474396349196075747]],[[-2090392231551357372776415762248408,0],[-1,0]],[[21,0],[1,0]],[[15037042434643324666494580033487533,7460517654870582050297552328179486],[240333651999989461512315672139194,20451185481981474396349196075747]],[[8226001377613593253264248748347817,13420620481866255415091843783213721],[-240333651999989461512315672139194,-20451185481981474396349196075747]]]>,<56773,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-10374754642124147313117840737008388472235101694167106420589353217990192062178612880868416191182,41083120006739811173174374805933776550846745913572335048642943597946143451915411094151906633883,56876706812867412077031214043618822200715106159484199622861853647157849900366755226746760374488,8270819351921794718100399185542519387489859272866669594529659183293351000258523204180918855405,39645574660553642046400665154222189885151035773116979413277620256456033121379103780590429,-236186877292347191343550656918277994318028299213493240155982993620612277526092246258705131]>*] [x,x^2+26,x^2+53,x^2-1378,x^3-x-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,53,56773],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*13,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,13,53,56773],[7,1,7,3,1],1,[1.000000000,1.848351028,1.184397141],<"notfaithful",0>,[6,3]>,<1,2^2*53,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,53,56773],[7,1,1,7,1],1,[1.000000000,1.294592816,1.067836839],<"notfaithful",0>,[6,3]>,<1,2^3*13*53,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,53,56773],[7,1,7,7,1],1,[1.000000000,1.223817752,1.068317746],<"notfaithful",0>,[6,3]>,<2,2^3*13,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,13,53,56773],[7,5,7,3,1],1,[1.000000000,0.9710515157,1.119319646],<"notfaithful",0>,[6,3]>,<2,2^5*13*53^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,3,13,53,56773],[7,5,8,7,1],1,[1.000000000,1.082186025,0.9492116108],<"2.2e5_13_53e2.6t3.2",1>,[6,3]>]
