x^4-2*x^3+6*x^2-4*x+2 2^6*3^4 0 2 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 71 x-1 5 [[241845670],[100752441],[-271624371],[-70973738]] 2 [3,1,4,3,3,4,2,2,4,3,4,2,4,3,3,2,4,3,4,1,2,3,3,2,3,3,4,2,2,4,2,4,3,4,4,3,4,2,4,3,2,2,3,4,1,1,4,3,3,4,1,4,3,2,4,3,2,2,3,3,4,4,2,4,3,3,3,4,4,3,3,2,3,4,1,4,3,2,4,4,4,3,2,2,3,3,2,3,3,4,2,3,2,4,4,1,4,1,1,1,3,2,4,3,4,2,3,2,4,3,4,2,4,3,2,3,4,2,4,3,4,3,3,2,3,2,3,2,3,4,1,4,4,1,4,4,2,4,4,2,2,3,4,2,2,3,3,3,4,2,4,2,2,4,3,3,2,3,2,4,3,2,4,1,4,3,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x+72,4>,<x-72,3>]*],[*[2,2],"CYC",0,2*]] [*<2,12,4,[[3,4,1,2],[1,3,4,2]],[[1,2,3,4],[2,1,4,3],[2,3,1,4],[3,1,2,4]],[1,3,4,2],[1,2,4,3],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,0,1]>,[[2,0,0],[-4,0,0],[6,0,0],[-2,0,0],[1,0,0]]>,[[[0,0,0],[1,0,0],[0,0,0],[0,0,0]],[[188434,-171976,-241638],[127437,-119668,191156],[227128,105335,209620],[80546,85988,120819]],[[116314,-220698,174470],[-70491,218780,156408],[200538,247936,169735],[116606,110349,174909]],[[219542,-131614,67168],[-56947,-99112,176724],[96622,171017,144933],[64992,65807,228560]]]>,<3,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,4,3],[2],[[[1,4,2,3]]],20,<[],[-439201659,-883376667,1412836005,1]>,[[1412836004,0,0],[1,1,0],[84868732,-442517228,244139453],[-335443268,442517227,143281036]]>*] [x,x^3-3*x-1,x^3-3*x-1,0] [1,3,2,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,3^2,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3],[3,5],0,[0.7660444431+0.6427876097*i,0.5894898174+0.1730977885*i,0.8313555572+0.1465904153*i],<"notfaithful",0>,[4,4]>,<1,3^2,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3],[3,5],0,[0.7660444431-0.6427876097*i,0.5894898174-0.1730977885*i,0.8313555572-0.1465904153*i],<"notfaithful",0>,[4,4]>,<3,2^6*3^4,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,3],[5,6],1,[1.000000000,1.301153925,1.117021607],<"3.2e6_3e4.4t4.1",1>,[4,4]>]
x^2-x+1901054 -5*59*149*173 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-5604],[5605]] 2 [1,2,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1901060,5,1]>,[[-2,-1],[3,1]]>,<59,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1901924,59,1]>,[[-29,-1],[30,1]]>,<149,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1906604,149,1]>,[[-74,-1],[75,1]]>,<173,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1908536,173,1]>,[[-86,-1],[87,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,59,149,173],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*59*149*173,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,59,149,173],[3,3,3,3],1,[0,0,0],<"1.5_59_149_173.2t1.1",1>,[2,1]>]
