x^2-499 2^2*499 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[16],[-16]] 1 [1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-498,2,1]>,[[1,1],[-1,-1]]>,<499,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-499,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,499],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*499,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,499],[3,3],1,[1.000000000,2.037476426,1.197529445],<"1.2e2_499.2t1.1",1>,[2,1]>]
x^5-4*x^3-4*x^2+2 -2^4*5*1471 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 509 x-1 5 [[15749310073276],[-17063682775969],[6836394904912],[-15291576972854],[9769554770635]] 2 [5,6,4,4,6,3,5,3,7,7,5,5,6,6,3,5,4,5,3,3,3,7,5,6,2,2,3,7,5,5,6,6,7,7,6,3,5,4,5,4,5,5,7,4,7,4,6,6,4,6,6,4,6,6,4,6,3,6,2,6,5,5,2,4,6,4,6,7,4,4,3,6,5,7,6,3,4,6,7,5,4,7,6,4,5,5,7,7,3,7,4,6,2,7,6,3,1,5,4,5,4,3,5,2,5,2,7,2,3,5,7,6,6,3,5,7,4,7,7,5,7,4,5,6,5,3,5,4,6,6,5,4,2,4,7,7,4,6,4,5,4,3,6,2,4,4,4,3,7,6,2,5,5,7,4,4,6,7,5,7,4,5,5,7,5,7,6,6] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,20,5,[[2,3,4,5,1],[1,3,5,2,4]],[[1,2,3,4,5],[3,2,1,5,4],[4,2,5,3,1],[5,2,4,1,3],[2,3,4,5,1]],[1,3,5,2,4],[1,3,5,5,6],[1],[[[2,3,4,5,1]]],20,<<[],[1,1,0,0,1]>,[[2,0,0,0],[0,0,0,0],[-4,0,0,0],[-4,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[245664,-369400,449792,327552],[433502,413910,145576,53715],[267440,164992,8984,181824],[256760,149794,220512,167584],[388294,189674,369070,168200]],[[153360,-315792,-390920,204480],[369856,117588,312035,318379],[366456,198184,375680,488608],[47860,354492,44446,238576],[95852,325614,245406,477328]],[[-194632,408096,-301832,90016],[108666,454417,387712,319651],[492912,109224,111664,132928],[326174,208936,277790,260136],[276388,518706,504898,18992]],[[-204392,277096,242960,426528],[136551,62661,203253,356831],[446056,51888,27960,245216],[417782,335354,505828,382280],[288042,14582,453490,384056]]]>,<5,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[3,3,0,1]>,[[21207517540880,0,0],[28876106082770,0,0],[1,0,0]]>,[[[17596982101172,26453065768548,3985806703458],[0,0,0]],[[-21066585400717,10751988826219,32337738772826],[0,0,0]],[[32345709382313,-37205054594767,-36323545476284],[0,0,0]],[[-28876106082769,0,0],[-1,0,0]],[[1,0,0],[1,0,0]]]>,<1471,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[1465,1,0,1]>,[[277546399651210062697478963770894340389950414790465890679698087,0,0],[404940070349235856204417672364062576646278304617276845414292476,0,0],[1,0,0]]>,[[[-246707234076740601133712663484559818585428188682709247599591793,-168941002305613141862992109436414489808933293692893907503771487,552652883054032929571598932814174194106919964626085067705501390],[0,0,0]],[[-106824113943968418055026386838291319023411351749906890762985023,457904785022611764810266558810112001992775524841037547348966077,762477563253191204189628347783576943449945220025288602960411545],[0,0,0]],[[758471418369944875393156722686913714255117845049892983776869058,-288963782716998622947274449373697512183842231148143639845194590,935237092380299384987526247848339283059537615266201052958157466],[0,0,0]],[[-404940070349235856204417672364062576646278304617276845414292359,0,0],[-1,0,0]],[[117,0,0],[1,0,0]]]>*] [x,x^2-x+1839,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,1471],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,5*1471,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,1471],[2,8,8],1,[1.000000000,1.318745634,0.9282421884],<"notfaithful",0>,[5,5]>,<4,2^4*5^3*1471^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[-1]]],[2,5,1471],[8,9,9],1,[0,0,0],<"4.2e4_5e3_1471e3.10t12.1",1>,[5,5]>,<4,2^4*5*1471,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1]],[[1],[0],[0],[-1]]],[2,5,1471],[8,9,9],1,[1.000000000,0.6341546808,0.8963346124],<"4.2e4_5_1471.5t5.1",1>,[5,5]>,<5,2^4*5^2*1471^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1]],[[1],[0],[0],[-1]]],[2,5,1471],[8,9,9],1,[0,0,0],<"5.2e4_5e2_1471e2.10t13.1",1>,[5,5]>,<5,2^4*5^3*1471^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[1],[1]]],[2,5,1471],[8,9,9],1,[0,0,0],<"5.2e4_5e3_1471e3.6t14.1",1>,[5,5]>,<6,2^4*5^3*1471^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[1]],[[1],[0],[0],[-1]]],[2,5,1471],[8,9,9],1,[0,0,0],<"6.2e4_5e3_1471e3.20t35.1",1>,[5,5]>]
x^6-2*x^5+3*x^4-4*x^3+x^2-1 2^6*5641 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 41 x^2+38*x+6 5 [[12006293,44766746],[-41245458,30783752],[48712960,-44766746],[-14412205,50203652],[-52466024,-30783752],[47404436,-50203652]] 4 [4,7,9,10,9,5,10,9,9,10,11,8,2,10,9,11,7,11,11,4,8,9,8,9,2,10,9,11,9,7,11,8,11,9,10,11,7,8,7,10,8,11,9,3,2,10,11,9,8,11,9,9,7,9,9,10,3,8,8,11,6,11,9,8,11,9,9,10,7,9,8,9,11,6,9,7,11,5,11,7,2,10,4,9,9,9,6,6,7,3,11,10,9,9,4,5,11,9,11,10,7,5,9,9,9,11,8,9,6,10,5,11,4,11,7,5,3,10,4,10,10,4,7,7,9,7,10,11,10,5,10,10,10,10,11,9,3,3,4,10,8,4,10,9,10,7,10,9,5,10,9,9,11,10,10,10,10,10,9,4,10,10,8,10,11,7,8,10] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<2,24,12,[[2,1,4,3,5,6],[5,6,1,2,3,4],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,5,6,3,4],[5,6,1,2,3,4],[2,1,5,6,4,3]],[1,2,5,6,3,4],[1,4,4,5,7],[1,2],[[[2,1,4,3,5,6],[5,6,1,2,3,4]],[[1,2,4,3,6,5],[2,1,4,3,5,6]]],20,<<[],[1,1,1]>,[[304638,0],[344480,194168],[221860,313484],[205978,439316],[226072,-269072],[-426104,138192],[286152,-275176],[-85590,483098],[42008,-299696],[-103094,55696],[364528,515162],[-351302,-246596],[1,0]]>,[[[-104327,200910],[-39350,-170822],[-208583,-40422],[-128517,-220306],[36948,27440],[-96659,-198420],[-171989,127378],[-13892,-237657],[104011,195674],[-234228,-170979],[-151305,-207878],[162196,-216237]],[[-38935,-44214],[198868,64714],[-96651,3100],[194191,-75178],[-152067,142496],[1005,159042],[-103343,225612],[-68661,239767],[-117450,210624],[-32272,242085],[95981,92714],[-34113,10568]],[[-114465,-182610],[-119070,93356],[173064,-79877],[-29703,-255014],[-230876,-254438],[101264,-4147],[165991,122308],[48550,-235076],[-168696,-255503],[84206,-56248],[-114586,6037],[106347,194803]],[[-229661,-214382],[-121872,162714],[35650,55683],[3237,-207148],[174343,112569],[14846,87089],[-55065,-189260],[19953,131505],[-144128,145636],[255562,-255454],[125166,54553],[-50311,232014]],[[-179945,81104],[-34532,9138],[-43591,203471],[-19779,-11782],[-130250,-161280],[26491,-153079],[158397,-68230],[-231261,-98546],[-252049,-111251],[-59277,208391],[-174175,-114950],[9820,-78462]],[[143047,159192],[115956,-159100],[140111,-141955],[-19429,245140],[-222386,133213],[-46947,109515],[6009,-217808],[245311,200007],[54024,-185180],[-13991,32205],[218919,169524],[-193939,-142686]]]>,<5641,8,2,[[1,2,3,4,6,5],[2,4,1,3,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[2,4,1,3,5,6],[3,1,4,2,5,6],[2,4,1,3,6,5],[3,1,4,2,6,5]],[2,4,1,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[14,3065,0,0,1]>,[[-517225926448204260338564409360406036139138069800950718882458930487079868609,0,0,0],[265538620147918661310118058190600066942283357817296687649020015620360365995,0,0,0],[1,0,0,0]]>,[[[285710358592707414807210529345349147408577345665933596440433871405031128454,-284842254337438441543017714872254662824458231503978544957360894872584196336,-454773057239024896713139852241591240367055517622930455650403338132068230984,-522922410753297341720921132606206036780009941243478375353770084748334706209],[0,0,0,0]],[[-96529226487866665018250109518936888164616713036396067633982206816432994158,-183880029892724451661638787930920042020234414565328615420511335099391263313,-240001744118823503342258756455556198878525176595789370267917390895226249605,31763990127293394685447273047535887511550962614047729836543579255062365882],[0,0,0,0]],[[-304336140670517485762263004519329832845573217834552873830008907551125165809,237259945108894598927733108928743776842992930138181646742170283985835114867,-206489794824051003076718974479989257034584411481675721128401185825976697101,299549473122179507863123442317823853497019180357315676946306586061062021620],[0,0,0,0]],[[380693628713595397283420642883517640543895943022312032672577258582887390166,231462339121268294276923393874430928001699715931125513635701945986140344782,-163177384714690231246321668344168152040968899558265386790380485485581719111,191608947503824439172350417240846295771439798272114968570919919432210318707],[0,0,0,0]],[[-265538620147918661310118058190600066942283357817296687649020015620360362323,0,0,0],[-1,0,0,0]],[[3672,0,0,0],[1,0,0,0]]]>*] [x,x^2-x-1410,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5641],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,5641,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5641],[1,12],1,[1.000000000,3.394080186,1.548289151],<"notfaithful",0>,[6,16]>,<5,2^6*5641,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1]],[[1],[0],[0],[0],[-1]]],[2,5641],[12,13],1,[1.000000000,0.5388085453,0.8721548613],<"5.2e6_5641.6t16.1",1>,[6,16]>,<5,2^4*5641^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1]],[[1],[1],[1],[1]]],[2,5641],[12,13],1,[0,0,0],<"5.2e4_5641e2.12t183.1",1>,[6,16]>,<5,2^6*5641^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1]],[[1],[1]]],[2,5641],[12,13],1,[0,0,0],<"5.2e6_5641e4.12t183.1",1>,[6,16]>,<5,2^4*5641^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[2,5641],[12,12],1,[0,0,0],<"5.2e4_5641e3.6t16.1",1>,[6,16]>,<9,2^10*5641^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[2,5641],[12,13],1,[0,0,0],<"9.2e10_5641e3.10t32.1",1>,[6,16]>,<9,2^10*5641^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1]],[[1],[-1],[1],[-1]]],[2,5641],[12,13],1,[0,0,0],<"9.2e10_5641e6.20t145.1",1>,[6,16]>,<10,2^12*5641^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1]],[[1],[0],[0],[0],[-1]]],[2,5641],[12,13],1,[0,0,0],<"10.2e12_5641e6.30t176.1",1>,[6,16]>,<10,2^12*5641^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[2,5641],[12,13],1,[0,0,0],<"10.2e12_5641e4.30t176.1",1>,[6,16]>,<16,2^20*5641^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[2,5641],[12,13],1,[0,0,0],<"16.2e20_5641e8.36t1252.1",1>,[6,16]>]
