x^2-x-10470 7*31*193 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[42],[-41]] 1 [1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-10458,7,1]>,[[-3,-1],[4,1]]>,<31,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-10230,31,1]>,[[-15,-1],[16,1]]>,<193,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1158,193,1]>,[[-96,-1],[97,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,31,193],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*31*193,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,31,193],[3,3,3],1,[1.000000000,3.766514404,1.565413641],<"1.7_31_193.2t1.1",1>,[2,1]>]
x^5-x^4+3*x^3+3*x+1 7*31*193 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 41 x^2+38*x+6 5 [[-40928657,-57507205],[-21111923,9927957],[-56922686,57507205],[53912752,0],[-50805686,-9927957]] 3 [6,6,6,1,4,5,7,6,5,4,2,6,3,7,4,6,2,7,3,7,5,4,4,7,7,5,6,4,6,5,6,7,7,4,7,7,5,5,2,6,5,6,4,4,5,3,6,7,4,6,7,7,4,7,5,6,7,7,5,2,4,5,4,7,5,6,5,5,6,3,7,6,5,7,6,4,5,4,4,6,6,2,5,5,6,7,5,3,4,6,5,2,7,4,3,6,5,4,3,5,6,4,5,4,5,7,6,7,5,2,2,4,5,2,6,5,4,7,5,5,3,6,4,5,7,5,5,2,6,3,4,3,4,4,5,5,6,5,6,3,6,2,3,7,5,5,2,5,5,6,5,6,4,6,5,5,3,4,5,4,7,5,7,5,6,3,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<7,2,2,[[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,2,3,5,4]]],20,<[],[-12260749449321373,-3867433754382009,1]>,[[-4226781339725380,0],[29270707003741683,0],[-28911359418398323,0],[3867433754382015,-1],[6,1]]>,<31,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,29,1]>,[[328102104090736998797327868562,0],[215037360083543796139906860470,0],[1,0]]>,[[[52202162836086966794681338091,0],[0,0]],[[265811769133973805017771343043,128542792590203523823138971439],[0,0]],[[-102976571886516975672545820683,-128542792590203523823138971439],[0,0]],[[-215037360083543796139906860460,0],[-1,0]],[[10,0],[1,0]]]>,<193,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[188,1,0,1]>,[[1867727580532468781043292372500948089595033909,0,0],[2562442524105775165518558107324519908158900735,0,0],[1,0,0]]>,[[[620192800009297753888328987844025715958279364,-1387788352504148372583089567175149166346779595,-350932062038940951926785571896221380142031215],[0,0,0]],[[-320186017005760800455617837526251534447416022,-1352230602104979563099386327340686076567542921,-1761500287561528783442705809951637255750574294],[0,0,0]],[[2262435741102238212085846957006745726648037180,-2402148083515839752827919342501056985463117485,2112432349600469735369491381847858635892605509],[0,0,0]],[[-2562442524105775165518558107324519908158900628,0,0],[-1,0,0]],[[107,0,0],[1,0,0]]]>*] [x,x^2-x-10470,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,31,193],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,7*31*193,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[7,31,193],[8,8,8],1,[1.000000000,3.766514404,1.565413641],<"notfaithful",0>,[5,5]>,<4,7^3*31^3*193^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]],[[1],[1]]],[7,31,193],[8,9,8],1,[0,0,0],<"4.7e3_31e3_193e3.10t12.1",1>,[5,5]>,<4,7*31*193,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-3],[3],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]]],[7,31,193],[8,9,10],1,[1.000000000,0.4232018995,0.6835279673],<"4.7_31_193.5t5.1",1>,[5,5]>,<5,7^2*31^2*193^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-3],[3],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]]],[7,31,193],[8,9,10],1,[0,0,0],<"5.7e2_31e2_193e2.10t13.1",1>,[5,5]>,<5,7^3*31^3*193^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]]],[7,31,193],[8,9,10],1,[0,0,0],<"5.7e3_31e3_193e3.6t14.1",1>,[5,5]>,<6,7^3*31^3*193^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]]],[7,31,193],[8,9,10],1,[0,0,0],<"6.7e3_31e3_193e3.20t35.1",1>,[5,5]>]
x^5-11*x^3-3*x^2+29*x+13 3^2*233*857 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 461 x-1 5 [[-656618726207],[-3806960486039],[-4223526105258],[5525198168546],[3161907148958]] 1 [6,3,6,7,6,4,6,2,6,4,6,5,5,5,4,5,4,5,6,6,5,5,7,7,5,6,2,4,6,5,6,5,3,3,5,3,2,4,3,2,5,4,3,2,7,2,7,7,5,5,2,3,6,5,6,6,2,3,6,5,5,3,5,7,3,5,4,5,6,7,7,7,6,5,6,6,7,6,2,6,6,5,6,6,7,4,7,4,1,6,3,6,2,7,3,4,4,3,7,7,5,5,3,7,5,7,6,5,5,3,5,7,7,5,4,5,6,2,6,4,6,3,6,5,4,7,6,6,2,5,6,5,3,6,2,6,6,5,3,5,4,5,5,4,6,7,5,2,5,3,7,5,6,7,3,6,3,7,6,3,2,6,7,7,5,7,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<3,4,2,[[1,3,2,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,5,4,3,2]],[1,4,5,2,3],[1,3,3,3],[1],[[[1,3,2,5,4]]],20,<<[],[2,2,1]>,[[80424498,-1716105399],[1495859577,-1447377861],[1,0]]>,[[[-1087093918,0],[0,0]],[[-1495859577,1447377863],[-1,0]],[[0,2],[1,0]],[[-761584921,-1317976937],[208905215,40307372]],[[-142245985,-129400928],[-208905215,-40307372]]]>,<233,4,2,[[1,2,3,5,4],[2,1,3,4,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,3,5,4],[2,1,3,5,4]],[2,1,3,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,232,1]>,[[-73525737155041817973611644004291071685948064642,0],[94711392892381370703467924026656547275609966904,0],[1,0]]>,[[[-19156367473361042197784792216564199606601594920,-9393407851887472631645513303194686038768987820],[0,0]],[[-63801956446987941450486221409868517257069036690,9393407851887472631645513303194686038768987820],[0,0]],[[-44721904248421700627707113900357883725206663281,0],[0,0]],[[-94711392892381370703467924026656547275609966807,0],[-1,0]],[[97,0],[1,0]]]>,<857,4,2,[[1,2,3,5,4],[2,1,3,4,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,3,5,4],[2,1,3,5,4]],[2,1,3,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,850,1]>,[[-21136805997656412014854823757807980147945603850785127623906,0],[-20345832840467515364794308924163766846048068353563745264083,0],[1,0]]>,[[[16970738494246107459447441737603147091249871949991309319962,7450559506290831260177811083749726396393767897523722083216],[0,0]],[[-13756323034307972913099221875080884524130693076835836429500,-7450559506290831260177811083749726396393767897523722083216],[0,0]],[[22108219227265744949571911485593560480451029207109308113034,0],[0,0]],[[20345832840467515364794308924163766846048068353563745264294,0],[-1,0]],[[211,0],[1,0]]]>*] [x,x^2-x-49920,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,233,857],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,233*857,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,233,857],[1,8,8],1,[1.000000000,3.973244259,1.557671048],<"notfaithful",0>,[5,5]>,<4,3^2*233^3*857^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[-1]],[[1],[1]]],[3,233,857],[8,9,9],1,[0,0,0],<"4.3e2_233e3_857e3.10t12.1",1>,[5,5]>,<4,3^2*233*857,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[3,233,857],[8,9,9],1,[1.000000000,0.3994711323,0.7138440204],<"4.3e2_233_857.5t5.1",1>,[5,5]>,<5,3^2*233^2*857^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1],[-1],[1]]],[3,233,857],[8,8,8],1,[0,0,0],<"5.3e2_233e2_857e2.10t13.1",1>,[5,5]>,<5,3^2*233^3*857^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[-1]]],[3,233,857],[8,9,9],1,[0,0,0],<"5.3e2_233e3_857e3.6t14.1",1>,[5,5]>,<6,3^4*233^3*857^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[2],[1]],[[1],[1],[-1],[-1]]],[3,233,857],[8,9,9],1,[0,0,0],<"6.3e4_233e3_857e3.20t35.1",1>,[5,5]>]
x^6+3*x^4+x^2-3 2^10*3*19^2 2 2 48 "C2*S4" [[1,3,2,4,6,5],[3,1,2,6,4,5],[1,2,6,4,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,2,3,1,5,6]>,<2,3,[4,2,6,1,5,3]>,<2,6,[1,3,2,4,6,5]>,<2,6,[4,3,2,1,6,5]>,<3,8,[3,1,2,6,4,5]>,<4,6,[6,2,1,3,5,4]>,<4,6,[6,5,1,3,2,4]>,<6,8,[6,1,2,3,4,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 23 x^2+21*x+5 9 [[-815079012696,-592241618770],[-232861783539,0],[-319281227041,569976484579],[815079012696,592241618770],[232861783539,0],[319281227041,-569976484579]] 5 [5,5,10,10,7,9,10,3,4,8,6,5,6,10,7,6,9,7,8,9,7,8,4,6,9,3,6,5,9,8,8,7,10,10,10,8,4,3,9,6,9,5,7,9,3,10,8,6,9,7,10,7,5,7,6,7,6,3,7,6,10,6,8,7,4,8,8,9,7,7,2,7,3,5,6,5,10,7,8,5,1,5,9,9,8,7,6,7,10,10,7,1,8,4,10,1,8,8,6,7,8,10,5,8,2,7,7,3,9,9,8,7,10,3,10,8,10,7,10,5,5,9,8,9,10,2,4,7,10,1,10,9,6,7,10,7,8,6,8,10,8,10,10,9,5,5,4,8,10,5,5,10,10,9,6,5,3,3,7,6,4,8,3,5,6,5,6,7] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3+18*x^2-180*x+1944,4>,<x^6-36*x^5+252*x^4+20736*x^3-685584*x^2+9004608*x-56873664,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+18,2>,<x^6+36*x^5+252*x^4-20736*x^3-685584*x^2-9004608*x-56873664,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,48,24,[[2,1,3,4,6,5],[2,1,4,3,6,5],[4,3,5,6,2,1],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[2,1,3,4,6,5],[1,2,4,3,5,6],[1,2,5,6,3,4],[2,1,5,6,3,4],[4,3,5,6,2,1],[2,1,6,5,3,4],[1,2,6,5,3,4],[4,3,6,5,2,1]],[1,2,5,6,3,4],[1,2,4,3,5,6,7,9,8,10],[1,4,8],[[[2,1,3,4,6,5],[2,1,4,3,6,5],[4,3,5,6,2,1]],[[1,2,4,3,6,5],[2,1,3,4,6,5],[2,1,4,3,6,5]],[[1,2,4,3,6,5],[2,1,3,4,6,5]]],20,<<[],[1,1,1]>,[[-523602,-207840],[212624,-131608],[362872,-31600],[-9464,223368],[-28440,-383040],[58488,-212496],[379976,498792],[464528,-255104],[218846,-468408],[212236,-253944],[80628,-478440],[274848,-106664],[226590,-491552],[-67408,-376696],[394884,-324112],[351840,-254240],[-291586,9256],[356832,487836],[-73480,507356],[-215076,-181472],[467572,444460],[-16604,-276568],[-349856,357760],[490504,-163992],[1,0]]>,[[[99909,41980],[68582,183914],[154650,105648],[23988,-123156],[-109147,-231978],[-127304,-204526],[43016,66480],[87900,124016],[190630,116528],[133158,52570],[75875,162344],[94514,147528],[27798,6574],[43750,242340],[255893,46690],[260632,36304],[260417,242698],[249179,104100],[103322,4802],[75458,103382],[226735,108624],[227367,230622],[197452,191746],[205040,120092]],[[-99909,-41980],[-68582,-183914],[-154650,-105648],[-23988,123156],[109147,231978],[127304,204526],[-43016,-66480],[-87900,-124016],[71514,145616],[128986,209574],[186269,99800],[167630,114616],[234346,255570],[218394,19804],[6251,215454],[1512,225840],[1727,19446],[12965,158044],[158822,257342],[186686,158762],[35409,153520],[34777,31522],[64692,70398],[57104,142052]],[[-213823,-2936],[-31868,143392],[-157572,247202],[-198880,-187322],[54338,-3895],[-147148,162572],[-133214,-187088],[223862,76126],[198783,14034],[113176,48268],[162480,60013],[60880,198514],[242149,33611],[210768,227102],[17765,160779],[10170,85916],[98649,124852],[195299,26965],[110467,3109],[51716,188134],[233568,38679],[59177,247694],[181860,147863],[11848,216228]],[[213823,2936],[31868,-143392],[157572,-247202],[198880,187322],[-54338,3895],[147148,-162572],[133214,187088],[-223862,-76126],[63361,248110],[148968,213876],[99664,202131],[201264,63630],[19995,228533],[51376,35042],[244379,101365],[251974,176228],[163495,137292],[66845,235179],[151677,259035],[210428,74010],[28576,223465],[202967,14450],[80284,114281],[250296,45916]],[[259569,89356],[-141632,244210],[-15244,-172202],[-218418,-20250],[-39637,-230847],[-201762,157560],[23756,226022],[43268,-33262],[108661,159706],[19790,203952],[37271,36659],[52792,203640],[239374,4597],[146148,109556],[220464,261039],[196638,64638],[123719,211988],[107226,141873],[170618,208735],[180854,72554],[188125,222949],[257487,210596],[86979,55303],[246248,92472]],[[-259569,-89356],[141632,-244210],[15244,172202],[218418,20250],[39637,230847],[201762,-157560],[-23756,-226022],[-43268,33262],[153483,102438],[242354,58192],[224873,225485],[209352,58504],[22770,257547],[115996,152588],[41680,1105],[65506,197506],[138425,50156],[154918,120271],[91526,53409],[81290,189590],[74019,39195],[4657,51548],[175165,206841],[15896,169672]]]>,<3,4,2,[[1,2,3,4,6,5],[2,1,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5]],[2,1,4,3,5,6],[1,5,3,6],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,2,1]>,[[-1320547971,0],[0,0],[1,0]]>,[[[-1049538525,-1516915099],[0,0]],[[-1502492728,1516915099],[0,0]],[[1049538525,1516915099],[0,0]],[[1502492728,-1516915099],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<19,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,18,1]>,[[-5076982368902445049384697,0],[14701223610158723608695332,0],[1,0]]>,[[[-2781831821533516451776580,-4485756142119941627236909],[0,0]],[[2781831821533516451776580,4485756142119941627236909],[0,0]],[[-14701223610158723608695321,0],[-1,0]],[[11,0],[1,0]],[[-11,0],[-1,0]],[[14701223610158723608695321,0],[1,0]]]>*] [x,x^2+57,x^2-x+5,x^2-3,x^6-2*x^5-5*x^4-14*x^3+29*x^2+60*x+157,x^3-2*x-2,x^4-2*x^2-12*x-5,0,0,x^4-2*x^2-12*x-5] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^2*3*19,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,19],[11,11,11],1,[1.000000000,0.8322282245,0.9457734789],<"notfaithful",0>,[6,11]>,<1,19,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,19],[5,5,11],1,[1.000000000,0.7207307842,0.7688512744],<"notfaithful",0>,[6,11]>,<1,2^2*3,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19],[11,11,2],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[6,11]>,<2,2^4*3^2*19,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,19],[11,11,12],1,[1.000000000,1.320921153,1.056802153],<"notfaithful",0>,[6,11]>,<2,2^2*19,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,19],[11,5,12],1,[1.000000000,0.7341304810,0.9462840683],<"notfaithful",0>,[6,11]>,<3,2^8*3^2*19,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]],[[1],[0],[-1]]],[2,3,19],[11,12,13],1,[1.000000000,1.304973588,1.116622335],<"notfaithful",0>,[6,11]>,<3,2^8*3*19,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]]],[2,3,19],[11,12,12],1,[1.000000000,0.9578774783,1.004125904],<"3.2e8_3_19.6t11.3",1>,[6,11]>,<3,2^8*3*19^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]],[[1],[-1]]],[2,3,19],[11,12,13],1,[1.000000000,1.258427510,1.019727463],<"3.2e8_3_19e2.6t11.3",1>,[6,11]>,<3,2^8*3^2*19^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,3,19],[11,12,12],1,[1.000000000,0.7435874015,0.9003979060],<"notfaithful",0>,[6,11]>]
