x^2-x-498 1993 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-3],[4]] 1 [1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<1993,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[992514,1993,1]>,[[-996,-1],[997,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[1993],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,1993,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[1993],[3],1,[1.000000000,2.283922059,1.416320924],<"1.1993.2t1.1",1>,[2,1]>]
x^3-12*x-54 -2^2*3*5*7*19 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 179 x-1 5 [[-52001540881],[-77513724022],[-54250731996]] 2 [2,1,1,1,2,2,2,1,3,3,3,3,2,2,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,3,3,2,2,2,3,2,3,3,1,1,2,1,1,2,2,2,3,2,3,2,3,3,3,1,2,2,2,3,3,3,2,3,1,2,2,3,3,2,2,2,3,1,2,3,2,1,1,1,1,2,1,2,1,3,3,2,3,2,2,1,3,2,3,2,2,2,2,3,1,3,3,1,3,3,2,2,3,3,2,2,1,2,3,3,3,2,1,3,3,1,1,2,2,2,3,1,3,1,3,2,2,2,3,2,1,2,3,2,3,2,2,2,3,2,3,1,2,2,3,3,2,3,1,3,3,3,3,2,1,2,2,2,2,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-54,0],[-12,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[284464,-479648],[240016,480033],[488730,453172]],[[-284464,479648],[284271,44255],[35558,71116]]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[977860743,-1268745894,1]>,[[280936062,0],[106484427,-1],[0,1]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[37398529819505,5674443882920,1]>,[[5674443882916,0],[-5674443882918,-1],[2,1]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-14949318059514713,-28208006875819820,1]>,[[-28208006875819824,0],[28208006875819822,-1],[2,1]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[9110640437754995109070910,9384129122096144172199210,1]>,[[9384129122096144172199176,0],[-9384129122096144172199193,-1],[17,1]]>*] [x,x^2-x+499,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,19],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*5*7*19,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,19],[2,4,4,4,4],1,[1.000000000,0.5626889798,0.7879489862],<"notfaithful",0>,[3,2]>,<2,2^2*3*5*7*19,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,7,19],[4,5,5,5,5],1,[1.000000000,1.923275237,1.192968052],<"2.2e2_3_5_7_19.3t2.1",1>,[3,2]>]
x^4-2*x^3+5*x^2+26*x+19 2^6*3^2*5^2*41 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 5 [[-1759632],[1008010],[1720528],[-968904]] 3 [2,5,2,4,4,4,5,4,1,5,3,2,4,3,4,4,1,3,5,5,3,5,3,4,5,5,2,3,5,3,1,2,5,2,5,5,4,3,4,1,4,5,5,5,1,5,4,1,5,5,5,5,2,1,5,4,3,3,1,4,3,4,3,5,5,4,4,3,5,3,3,3,1,1,1,4,3,4,2,1,2,5,3,3,5,3,1,5,3,4,3,5,1,2,4,4,5,4,3,3,5,4,5,1,4,5,5,5,3,4,2,2,3,1,3,4,5,1,4,4,3,5,1,5,4,3,5,5,4,1,2,2,5,4,1,2,4,3,1,4,2,3,4,5,3,5,1,3,1,2,2,1,5,4,3,3,5,4,5,3,3,3,4,4,5,2,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-14,2>,<x^2-74*x+1000,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[3],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[292272,-393994],[80196,160396],[1,0]]>,[[[0,1],[1,0]],[[-80196,-160395],[262143,0]],[[-71617,-41521],[60229,212045]],[[151815,201915],[201915,50099]]]>,<3,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-428033535,-3],[428033529,428033532],[1,0]]>,[[[-428033529,-428033531],[-1,0]],[[0,1],[1,0]],[[1230342343,257646272],[512481434,-520377350]],[[-802308812,170387258],[-512481434,520377350]]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[16663718465605,-41874451982215],[7168036800595,3584018400300],[1,0]]>,[[[-7168036800595,-3584018400299],[-1,0]],[[0,1],[1,0]],[[2122846011191,40413279593104],[1835924159868,-143460925662]],[[5045190789406,-36829261192806],[-1835924159868,143460925662]]]>,<41,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[6,38,1]>,[[-3118823812980857172496725853459,0],[-78920868287589808444216080336239,0],[1,0]]>,[[[64266523915767165363574695518720,76578175275406265308337188482783],[0,0]],[[36980390753063955695239070209782,-76578175275406265308337188482783],[0,0]],[[78920868287589808444216080336270,0],[-1,0]],[[31,0],[1,0]]]>*] [x,x^2+10,x^2-x-10,x^2+410,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,41],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,41],[6,3,6,1],1,[1.000000000,0.9934588266,0.9314284986],<"notfaithful",0>,[4,3]>,<1,41,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,41],[1,4,1,6],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[4,3]>,<1,2^3*5*41,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,41],[6,1,6,6],1,[1.000000000,1.241217618,1.090144567],<"notfaithful",0>,[4,3]>,<2,2^3*3^2*5*41,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]]],[2,3,5,41],[6,7,6,6],1,[1.000000000,0.6096824792,0.7713588084],<"2.2e3_3e2_5_41.4t3.1",1>,[4,3]>]
x^4+8*x^2-60*x+91 2^6*3^2*5^2*41 0 2 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 6 [[728124131],[-1201423535],[-175748674],[649048078]] 3 [1,5,1,4,4,4,5,4,2,5,3,1,4,3,4,4,1,3,5,5,3,5,3,4,5,5,1,3,5,3,2,2,5,2,5,5,4,3,4,2,4,5,5,5,2,5,4,2,5,5,5,5,2,1,5,4,3,3,2,4,3,4,3,5,5,4,4,3,5,3,3,3,2,2,1,4,3,4,2,1,2,5,3,3,5,3,1,5,3,4,3,5,2,2,4,4,5,4,3,3,5,4,5,1,4,5,5,5,3,4,1,1,3,1,3,4,5,2,4,4,3,5,2,5,4,3,5,5,4,2,2,1,5,4,1,2,4,3,2,4,2,3,4,5,3,5,2,3,1,1,1,1,5,4,3,3,5,4,5,3,3,3,4,4,5,1,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+48,2>,<x^2+180*x-5184,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[3],[[[2,1,4,3]]],20,<[],[31450,252480,1]>,[[-5,4],[-26885,32764],[42917,73905],[-81563,57167]]>,<3,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-1346616756,1284100590],[-428033526,-428033526],[1,0]]>,[[[428033528,428033528],[-1,0]],[[2,2],[1,0]],[[-647828300,134711704],[390974667,520377350]],[[219794770,-562745234],[-390974667,-520377350]]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-745507042585,-27755863927145,1]>,[[27755863927149,-1],[4,1],[-14235800560044,4837685768078],[-13520063367109,-4837685768078]]>,<41,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[6,38,1]>,[[-11942729143865870600423024159598,0],[-78920868287589808444216080336280,0],[1,0]]>,[[[56339185437535780744348865064491,-89783063683309400529675871337651],[0,0]],[[44907729231295340314464900664010,89783063683309400529675871337651],[0,0]],[[78920868287589808444216080336290,0],[-1,0]],[[10,0],[1,0]]]>*] [x,x^2+10,x^2-x-10,x^2+410,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,41],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,41],[6,3,6,1],1,[1.000000000,0.9934588266,0.9314284986],<"notfaithful",0>,[4,3]>,<1,41,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,41],[1,4,1,6],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[4,3]>,<1,2^3*5*41,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,41],[6,1,6,6],1,[1.000000000,1.241217618,1.090144567],<"notfaithful",0>,[4,3]>,<2,2^3*3^2*5*41,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]],[[1],[1]]],[2,3,5,41],[6,7,6,8],1,[1.000000000,2.370325733,1.385860336],<"2.2e3_3e2_5_41.4t3.2",1>,[4,3]>]
x^4-32*x^2-60*x+31 2^6*3^2*5^2*41 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 6 [[333215683],[101384295],[32319711],[420583992]] 1 [3,4,1,5,5,4,5,5,3,5,1,1,4,2,5,4,3,3,4,4,3,4,2,4,5,5,3,1,5,3,3,3,5,3,5,4,4,2,5,1,5,5,4,5,1,4,5,3,4,5,5,4,2,3,5,5,3,2,2,4,1,4,1,4,5,4,5,3,4,3,3,2,3,1,3,5,3,4,1,2,3,5,2,3,4,2,1,5,3,5,2,4,3,3,5,5,5,4,2,3,4,4,4,2,5,5,4,5,1,4,3,1,3,3,2,4,4,3,4,5,3,5,2,4,5,3,5,4,5,1,3,3,4,4,2,2,4,2,1,4,3,3,5,4,3,4,1,3,3,3,2,1,4,5,1,1,4,4,5,3,2,3,5,5,5,3,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-72,2>,<x^2+60*x-12384,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[3],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[-515696,358282],[-445068,158436],[1,0]]>,[[[1,0],[1,0]],[[-79219,103708],[131071,0]],[[65617,-26636],[16405,124413]],[[13601,-77072],[114667,6659]]]>,<3,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,4,4],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[1346616744,0],[-428033526,0],[1,0]]>,[[[428033528,0],[-1,0]],[[2,0],[1,0]],[[-493454000,-279437235],[163752965,163752965]],[[65420470,279437235],[-163752965,-163752965]]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-8829607608660,37512860464000,1]>,[[-37512860463996,-1],[4,1],[15843380392371,-3095640010232],[21669480071621,3095640010232]]>,<41,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[6,38,1]>,[[-18980086166541037695544022810438,0],[-34483241098125717881963974085447,0],[1,0]]>,[[[-54113081245511803257814321945508,-63576949995430788741396122859157],[0,0]],[[19629840147386085375850347860045,63576949995430788741396122859157],[0,0]],[[34483241098125717881963974085455,0],[-1,0]],[[8,0],[1,0]]]>*] [x,x^2-10,x^2-x-10,x^2-410,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,41],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,41],[6,1,6,1],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[4,3]>,<1,41,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,41],[1,4,1,6],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[4,3]>,<1,2^3*5*41,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,41],[6,3,6,6],1,[1.000000000,1.005026367,0.9272963771],<"notfaithful",0>,[4,3]>,<2,2^3*3^2*5*41,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]],[[1],[-1]]],[2,3,5,41],[6,7,8,6],1,[1.000000000,0.8331733876,0.8343747833],<"2.2e3_3e2_5_41.4t3.5",1>,[4,3]>]
x^4-2*x^3-17*x^2-12*x+6 2^6*3^2*5^2*41 4 0 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 5 [[-11827488],[10958382],[2385740],[-1516632]] 1 [1,4,3,5,5,4,5,5,3,5,1,2,4,1,5,4,3,3,4,4,3,4,1,4,5,5,3,2,5,3,3,3,5,3,5,4,4,1,5,2,5,5,4,5,2,4,5,3,4,5,5,4,2,3,5,5,3,2,1,4,2,4,2,4,5,4,5,3,4,3,3,2,3,2,3,5,3,4,1,2,3,5,2,3,4,1,1,5,3,5,1,4,3,3,5,5,5,4,1,3,4,4,4,2,5,5,4,5,1,4,3,2,3,3,2,4,4,3,4,5,3,5,1,4,5,3,5,4,5,2,3,3,4,4,2,2,4,1,2,4,3,3,5,4,3,4,2,3,3,3,1,1,4,5,2,1,4,4,5,3,1,3,5,5,5,3,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+28,2>,<x^2+42*x+72,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[3],[[[2,1,4,3]]],20,<[],[-45898,-38112,1]>,[[0,1],[38112,262143],[-89167,41906],[51057,89166]]>,<3,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,4,4],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[428033526,0],[428033529,0],[1,0]]>,[[[-428033529,0],[-1,0]],[[0,0],[1,0]],[[774615070,-1182793896],[95052401,95052401]],[[-346581539,1182793896],[-95052401,-95052401]]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[3442009805290,-14596701137445],[-37512860463985,-18756430231990],[1,0]]>,[[[37512860463989,18756430231993],[-1,0]],[[4,3],[1,0]],[[10658659392697,-8406868989758],[-8500789863257,-2396920643412]],[[47195911783937,-10349561242238],[8500789863257,2396920643412]]]>,<41,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[6,38,1]>,[[46509464794754040559259853825724,0],[-34483241098125717881963974085406,0],[1,0]]>,[[[-18496186953239309582156627583993,-28513574488075749428961272565035],[0,0]],[[-15987054144886408299807346501469,28513574488075749428961272565035],[0,0]],[[34483241098125717881963974085435,0],[-1,0]],[[29,0],[1,0]]]>*] [x,x^2-10,x^2-x-10,x^2-410,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,41],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,41],[6,1,6,1],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[4,3]>,<1,41,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,41],[1,4,1,6],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[4,3]>,<1,2^3*5*41,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,41],[6,3,6,6],1,[1.000000000,1.005026367,0.9272963771],<"notfaithful",0>,[4,3]>,<2,2^3*3^2*5*41,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]],[[1],[1]]],[2,3,5,41],[6,7,8,8],1,[1.000000000,1.639670983,1.282851229],<"2.2e3_3e2_5_41.4t3.6",1>,[4,3]>]
x^4-x^3+19*x^2-3*x+128 17^2*421 0 2 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 103 x-1 5 [[3903598547],[-2009712607],[5786750957],[3912103847]] 2 [4,3,3,3,3,4,1,4,5,5,3,5,5,4,4,4,4,5,2,5,5,3,4,4,3,2,1,3,3,3,4,3,4,3,2,4,4,3,3,5,4,3,1,5,5,3,5,4,5,2,5,1,3,4,4,4,3,4,3,1,3,4,2,5,3,3,4,3,3,4,2,4,5,1,5,2,4,5,3,1,5,4,5,2,5,4,3,2,4,4,1,3,5,4,3,3,4,3,4,5,5,4,1,4,5,4,1,4,2,3,5,1,3,5,4,3,3,4,3,4,1,3,3,5,5,4,5,5,4,2,2,3,5,2,1,4,4,3,2,3,3,3,5,3,4,3,3,3,2,1,3,5,4,3,5,5,2,5,4,3,3,4,1,4,2,5,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-20,2>,<x^2+10*x-396,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[1,1,1]>,[[-27264,0],[130549,0],[381,104046],[-103665,-104046]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-295962033,1517688524],[155445320,-1517688524],[-158207294,-228465651],[298724008,228465651]]>,<17,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[388621187098400155941586,-136750912495986511642522,1]>,[[136750912495986511642527,-1],[5,1],[658776542543198154444557,-99958680846642989537169],[-795527455039184666087088,99958680846642989537169]]>,<421,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,417,1]>,[[14162264103592516497079240031872772822505163807912444,0],[6663852620234947475810314192748407732064106045350940,0],[1,0]]>,[[[11572339540776341855370785717188775978260250590980771,-11919439090262634682729679752902492142820362797151142],[0,0]],[[-4908486920541394379560471524440368246196144545630378,11919439090262634682729679752902492142820362797151142],[0,0]],[[-6663852620234947475810314192748407732064106045350666,0],[-1,0]],[[274,0],[1,0]]]>*] [x,x^2-x-4,x^2-x-105,x^2-x-1789,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,421],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,17,421],[1,3,6,1],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[4,3]>,<1,421,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,17,421],[4,1,1,6],1,[1.000000000,1.267717333,0.9551748505],<"notfaithful",0>,[4,3]>,<1,17*421,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,17,421],[3,3,6,6],1,[1.000000000,0.2859306944,0.6681936246],<"notfaithful",0>,[4,3]>,<2,17*421,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,17,421],[3,3,6,7],1,[1.000000000,1.633286124,1.085495876],<"2.17_421.4t3.1",1>,[4,3]>]
