x^2-20707 2^2*20707 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-32],[32]] 1 [1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-20706,2,1]>,[[1,1],[-1,-1]]>,<20707,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-20707,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,20707],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*20707,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,20707],[3,3],1,[1.000000000,1.725379324,1.113787675],<"1.2e2_20707.2t1.1",1>,[2,1]>]
x^4-2*x^3-6*x^2-14*x-7 -2^4*7^2*47 2 1 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 5 [[-30263923],[-3328351],[-17652602],[-18099079]] 4 [2,2,5,1,5,5,3,4,5,4,4,1,5,5,1,2,1,3,5,3,5,3,1,3,3,3,1,5,4,4,5,2,4,4,1,5,3,5,4,3,5,5,3,4,1,4,5,4,4,5,4,3,3,1,5,3,3,2,2,4,1,5,2,4,5,4,3,1,3,5,3,5,4,4,3,2,4,3,2,5,4,4,3,5,2,5,4,2,5,5,4,2,3,3,5,4,5,3,1,2,5,4,4,4,3,5,4,5,5,3,4,2,1,2,5,4,2,2,1,3,3,4,5,3,4,4,2,2,4,3,3,5,5,4,3,3,3,4,5,4,2,4,3,3,5,4,3,5,4,3,4,5,3,4,3,3,5,3,5,3,3,4,3,4,1,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+14,2>,<x^2+40*x+588,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[-231520,-408198],[440298,-167982],[1,0]]>,[[[1,0],[1,0]],[[83991,-94162],[-1,0]],[[-92687,21928],[-4349,-36117]],[[8697,72234],[4349,36117]]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[38327090969614755,-10702747532392853,1]>,[[10702747532392853,-1],[0,1],[-28106999584897064,5393538318242072],[17404252052504213,-5393538318242072]]>,<47,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-724161036250159836221066875123055,1157730176677738723111041232942484,1]>,[[1144324451853691458980504258429144,0],[13405724824047264130536974513264,0],[-1157730176677738723111041232942445,-1],[39,1]]>*] [x,x^2-7,x^2-x+12,x^2+329,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,47],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,47],[6,6,1],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<1,47,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,47],[1,1,6],1,[1.000000000,2.291241928,1.447558489],<"notfaithful",0>,[4,3]>,<1,2^2*7*47,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,47],[6,6,6],1,[1.000000000,2.078419315,1.183409199],<"notfaithful",0>,[4,3]>,<2,2^2*7*47,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,7,47],[6,7,7],1,[1.000000000,0.4554123452,0.6618451418],<"2.2e2_7_47.4t3.3",1>,[4,3]>]
x^4-2*x^3-x^2+2*x-27 -2^4*7^2*47 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 5 [[13670802],[25292209],[-25292208],[-13670801]] 4 [3,1,5,3,5,5,3,4,5,4,4,1,5,5,4,2,2,3,5,3,5,3,2,3,3,3,2,5,4,4,5,1,4,4,1,5,3,5,4,3,5,5,3,4,1,4,5,4,4,5,4,3,3,2,5,3,3,1,2,4,2,5,1,4,5,4,3,1,3,5,3,5,4,4,3,1,4,3,2,5,4,4,3,5,1,5,4,2,5,5,4,1,3,3,5,4,5,3,2,2,5,4,4,4,3,5,4,5,5,3,4,2,1,1,5,4,1,1,1,3,3,4,5,3,4,4,2,1,4,3,3,5,5,4,3,3,3,4,5,4,1,4,3,3,5,4,3,5,4,3,4,5,3,4,3,3,5,3,5,3,3,4,3,4,1,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+2,2>,<x^2-6*x+432,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[3,4,1,2]],[4,3,2,1],[1,3,3,2],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[69054,177320],[304554,84824],[1,0]]>,[[[-84820,92499],[-2,0]],[[0,3],[2,0]],[[84821,-92499],[2,0]],[[1,-3],[-2,0]]]>,<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-1329761232,1329761233,-236732038,236732039]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[-36149096295409496,-28259874549005477],[1424959242686973,-26122435684975007],[1,0]]>,[[[-1424959242686970,26122435684975009],[-1,0]],[[3,2],[1,0]],[[-2,-2],[-1,0]],[[1424959242686971,-26122435684975009],[1,0]]]>,<47,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,45,1]>,[[451208358606858363228665545458138,0],[47,0],[1,0]]>,[[[-220577119519044497252623178378737,-9803427534179755433449919039055],[0,0]],[[220577119519044497252623178378738,9803427534179755433449919039055],[0,0]],[[-23,0],[-1,0]],[[24,0],[1,0]]]>*] [x,x^2-7,x^2-x+12,x^2+329,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,47],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,47],[6,1,6,1],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<1,47,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,47],[1,1,1,6],1,[1.000000000,2.291241928,1.447558489],<"notfaithful",0>,[4,3]>,<1,2^2*7*47,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,47],[6,1,6,6],1,[1.000000000,2.078419315,1.183409199],<"notfaithful",0>,[4,3]>,<2,2^2*7*47,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,3,7,47],[6,1,6,6],1,[1.000000000,1.196788342,0.9900807680],<"2.2e2_7_47.4t3.4",1>,[4,3]>]
x^5-2*x^4+25*x^3+28*x^2+116*x-128 2^4*19^2*443^2 1 2 10 "D10" [[3,5,1,4,2],[4,2,5,1,3]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[5,3,4,1,2]>,<5,2,[2,4,1,5,3]>] [[1,1,1,1,1],[1,2,2],[5]] 13 x^2+12*x+2 8 [[-2399928,0],[-150823075,98772286],[295370935,-98772286],[-306102563,-39171433],[163954633,39171433]] 2 [1,3,2,4,3,2,4,1,3,3,2,2,2,4,2,3,1,1,3,1,2,4,4,2,3,2,4,4,2,2,2,2,1,2,3,1,2,2,3,3,2,2,2,1,1,4,2,2,3,3,4,4,3,1,1,2,4,2,2,2,3,2,1,2,2,4,3,4,2,4,2,2,2,2,2,3,4,2,3,2,2,1,2,4,2,1,4,3,2,4,4,2,2,2,2,4,2,4,2,2,2,3,3,2,1,2,2,2,3,4,4,4,1,3,2,2,1,2,2,2,4,4,4,2,2,3,2,4,2,2,1,4,4,3,3,2,3,4,4,2,2,3,2,2,2,2,4,2,1,4,4,1,3,4,2,3,4,2,4,2,2,2,2,2,4,2,1,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-8619008,4>,<x+8619008,3>]*]] [*<2,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[2],[[[1,3,2,5,4]]],20,<[],[50,2242,1]>,[[-83296,0],[-2098,-32],[-4082,32],[-101507,-82182],[125449,82182]]>,<19,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[10973726544213573572905767,805605900952562713902535,1]>,[[-16933350010952724522786286,0],[-805605900952562713902526,-1],[9,1],[-10282185269946929465329782,-748813147749916437343527],[-9568832275693741491337014,748813147749916437343527]]>,<443,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[16636726982292881984326591477397067836301139957922090,40627481518610884350686427179520657794453427764981361,1]>,[[-7355357658649453502882585700652328238411977072194803,0],[-40627481518610884350686427179520657794453427764981014,-1],[347,1],[-7645151887531822955393848007060984477418287606290607,57099781705257044086605518925073221255970832284714],[-29109289927125821604881105789964623046115189124883922,-57099781705257044086605518925073221255970832284714]]>*] [x,x^2+8417,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,443],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^2*19*443,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,19,443],[5,5,5],1,[1.000000000,1.712147647,1.113133774],<"notfaithful",0>,[5,2]>,<2,2^2*19*443,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,19,443],[5,5,5],1,[1.000000000,1.239482002,1.120308183],<"2.2e2_19_443.5t2.1",1>,[5,2]>,<2,2^2*19*443,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,19,443],[5,5,5],1,[1.000000000,2.035689427,1.375886189],<"2.2e2_19_443.5t2.1",2>,[5,2]>]
x^6-x^5+14*x^4+37*x^3+157*x^2+156*x+144 -3^3*2213^2 0 3 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 31 x^2+29*x+3 8 [[219903410550,0],[198230146133,-419207240636],[414765600403,419207240636],[-115065808402,0],[-272526390559,123598093701],[407584079317,-123598093701]] 2 [3,4,3,5,3,5,3,5,3,6,4,5,6,4,2,6,3,4,4,6,5,5,3,3,1,6,5,3,4,3,4,6,3,4,2,5,4,4,6,2,6,4,3,4,3,4,1,4,3,4,6,6,4,6,6,6,6,5,1,2,4,3,5,6,1,2,4,4,6,4,3,3,4,5,4,6,6,1,3,4,3,1,6,5,1,2,2,5,6,1,3,6,4,2,4,2,6,6,1,1,1,2,3,2,1,4,6,3,6,4,5,1,3,5,5,3,4,6,3,6,5,5,6,3,5,6,4,6,5,5,4,3,4,5,3,1,6,4,3,3,4,3,4,6,4,3,1,6,4,6,4,6,5,3,5,3,4,2,4,6,2,3,5,3,3,3,4,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-76,2>,<x^3-27*x^2-3677*x-58897,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[1,1,1]>,[[105738,207555],[-101817,-207555],[0,51148],[-51148,-51148],[101817,-105738],[207555,105738]]>,<3,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,2,1]>,[[261352515,0],[324663108,0],[1,0]]>,[[[-199148343,0],[387420486,0]],[[-387420486,0],[3,0]],[[-19344510,-602571928],[-19344510,43128887]],[[355145355,-1292014087],[19344510,-43128887]],[[1185799346,602571928],[-105602284,-43128887]],[[-547610872,1292014087],[105602284,43128887]]]>,<11,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,3],[1],[[]],20,<[],[2,7,1]>,[[-61528671122834077194,-229297739404933019389],[194923037844157603989,16006927616782629045],[198055514846577040127,229297739404933019389],[82874544526679200674,-16006927616782629045],[-10217900361726409739,12584739018436316666],[24007107406048466181,-12584739018436316666]]>,<107,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,3],[1],[[]],20,<[],[2,103,1]>,[[15938426065301914199117868348983775950700,3461293011794521265799048702416340585422],[-4499447413125107875089109827444886847133,11712207967230864426670261381952699684029],[7696847474222341313104480246487088634243,-3461293011794521265799048702416340585422],[-11254684667188628018798534875464267364089,-11712207967230864426670261381952699684029],[115461318013418466842873936231081995428,120892205216290594415622282598621094364],[-40242200149551185065065033963612051802,-120892205216290594415622282598621094364]]>,<2213,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,2209,1]>,[[1884181493074283149290704245203306983026334956586684210045395310221,368808124739482958716125509129877900833369198452094907320042161780],[-2576813853949144763524695799395065523379297446631007656623586466533,3831075835270730051110568863834356750648485879997161812976139379657],[1,0]]>,[[[2384905601528324727877103468070490229769999055029763949719943175792,-436266372854570975919429065585253021980585571105712195322676675401],[0,0]],[[-2154022391394598665794940951824331151834662997958781915087911333121,436266372854570975919429065585253021980585571105712195322676675401],[0,0]],[[2576813853949144763524695799395065523379297446631007656623586468460,-3831075835270730051110568863834356750648485879997161812976139378152],[-1,0]],[[1927,1505],[1,0]],[[-1575478834105369294105495720916287442520506080512003172522753920867,3708551332429013845488555095519036846473113069452717999977017767838],[-1722583554478718995673700807031513451260464469699569570478015589,357232949856755031413076537311359780366980757863491222621171582]],[[-1232218229977501531501362594724937158794127423189986518732864392190,122524502841716205622013768315319904175372810544443812999121608809],[1722583554478718995673700807031513451260464469699569570478015589,-357232949856755031413076537311359780366980757863491222621171582]]]>*] [x,x^2-x-553,x^2-x+1,x^2-x+1660,x^3-x^2-13*x-12,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,11,107,2213],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2213,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,11,107,2213],[3,3,3,3,3,7],1,[1.000000000,0.4911215020,0.7042056733],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,107,2213],[2,7,2,2,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,3*2213,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,107,2213],[1,7,1,1,1,7],1,[1.000000000,3.470092469,1.444845164],<"notfaithful",0>,[6,3]>,<2,2213,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,5,11,107,2213],[3,3,3,3,3,7],1,[1.000000000,1.078242957,1.047961656],<"notfaithful",0>,[6,3]>,<2,3^2*2213,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,5,11,107,2213],[3,7,3,3,3,8],1,[1.000000000,1.118942491,1.038295004],<"2.3e2_2213.6t3.2",1>,[6,3]>]
x^6-x^5+3*x^4+32*x^3-11*x^2+30*x+225 -3^3*2213^2 0 3 12 "D12" [[6,2,4,3,5,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[6,2,4,3,5,1]>,<3,2,[2,6,4,5,3,1]>,<6,2,[3,4,2,6,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 31 x^2+29*x+3 7 [[1697640725,0],[4801553594,-8055513619],[-5230124647,-11018969567],[-3748228792,0],[11681237575,11018969567],[-9202078454,8055513619]] 3 [6,4,2,5,6,5,2,5,2,3,4,5,3,4,3,3,6,4,4,3,1,5,6,2,5,3,1,2,4,6,4,3,6,4,3,5,4,4,3,3,3,4,6,4,6,4,5,4,2,4,3,3,4,3,3,3,3,5,5,3,4,2,5,3,1,3,4,4,3,4,6,6,4,5,4,3,3,5,6,4,2,5,3,5,5,3,3,5,3,5,6,3,4,3,4,3,3,3,5,5,5,3,6,3,5,4,3,6,3,4,5,5,6,1,1,2,4,3,6,3,5,1,3,6,5,3,4,3,5,1,4,2,4,5,6,1,3,4,6,6,4,6,4,3,4,6,1,3,4,3,4,3,5,6,5,6,4,3,4,3,3,6,5,6,6,6,4,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-52,2>,<x^3-5*x^2-232*x-2161,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,4,2,[[2,1,5,6,3,4],[1,2,4,3,6,5]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[1,2,4,3,6,5],[1,3,4,2],[1],[[[2,1,5,6,3,4]]],20,<<[],[2,2,1]>,[[156410859,0],[342407202,0],[1,0]]>,[[[-252380625,0],[387420486,0]],[[-387420486,0],[3,0]],[[-111797348,534007935],[374233929,245198234]],[[-17551751,-534007935],[271257950,142222255]],[[-103638767,480337350],[13186560,142222255]],[[97948000,-480337350],[116162539,245198234]]]>,<5,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,2],[1],[[]],20,<[],[2,4,1]>,[[-3611004173172,41854266301238],[27945631154398,-11861767557224],[19706793903126,-41854266301238],[-19974730257331,11861767557224],[6872234885370,9452790099440],[7208047143860,-9452790099440]]>,<2213,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,2209,1]>,[[-1670704888758823074804887131415032161408860289127629505679435180436,134546159787845945284399847022790083276201936775565528712348971221],[1779130482972746306709204230967182396753348310659747548858799147490,177789810121010533713821579123533532641508055070807810411319137013],[1,0]]>,[[[-1195636501129048211722528061384628628267176405921339740966528835984,3846934041574973516517355209521290538182257822209792698281360709008],[0,0]],[[904042449146208333152114670484391947003819069677467552354183269215,-3846934041574973516517355209521290538182257822209792698281360709008],[0,0]],[[-1779130482972746306709204230967182396753348310659747548858799146064,-177789810121010533713821579123533532641508055070807810411319135634],[-1,0]],[[1426,1379],[1,0]],[[-2342815945344709881657792199212422173432814167524433129557771941329,1273081994632389364678495334249095809344507508156568687641320893174],[-1722583554478718995673700807031513451260464469699569570478015589,357232949856755031413076537311359780366980757863491222621171582]],[[-3522945959278967942896121738737525526720301403813806029139940974064,-1095292184511378830964673755125562276702999453085760877230001758919],[1722583554478718995673700807031513451260464469699569570478015589,-357232949856755031413076537311359780366980757863491222621171582]]]>*] [x,x^2-x+1660,x^2-x+1,x^2-x-553,x^3-x^2-2*x-15,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,17,2213],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*2213,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,5,17,2213],[7,1,1,7],1,[1.000000000,3.470092469,1.444845164],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,17,2213],[7,2,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2213,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,17,2213],[2,2,2,7],1,[1.000000000,0.4911215020,0.7042056733],<"notfaithful",0>,[6,3]>,<2,3*2213,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,5,17,2213],[7,1,1,7],1,[1.000000000,1.078961159,0.9047238490],<"notfaithful",0>,[6,3]>,<2,3*2213,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]]],[3,5,17,2213],[7,2,2,7],1,[1.000000000,0.4602920102,0.9917005014],<"2.3_2213.6t3.2",1>,[6,3]>]
