x^2-4706 2^3*13*181 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1134],[1134]] 1 [1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-4706,0,1]>,[[0,1],[0,262143]]>,<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-4706,0,1]>,[[0,-1],[0,1]]>,<181,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-4706,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,13,181],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*13*181,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,13,181],[3,3,3],1,[1.000000000,1.142423090,0.9592532490],<"1.2e3_13_181.2t1.1",1>,[2,1]>]
x^3-29*x-54 2^3*13*181 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[-27469276],[-2471844],[29941120]] 1 [1,2,3,3,3,1,2,2,2,2,3,1,1,2,3,1,1,3,3,3,2,3,2,3,1,2,2,3,2,2,2,1,2,2,2,3,3,2,2,3,3,1,2,2,3,2,3,2,3,3,3,1,2,2,2,3,3,3,3,2,2,2,3,2,3,1,2,3,2,1,2,2,3,2,2,3,2,2,2,3,3,3,1,2,2,2,2,3,3,2,3,2,2,2,1,2,3,2,2,2,2,3,2,2,1,2,3,3,1,2,3,3,3,2,3,2,3,2,3,2,2,2,3,2,1,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,1,2,3,2,3,3,3,3,2,2,2,2,1,2,1,2,1,3,2,3,3,3,2,1,3,3,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[-398814,-198244,1]>,[[-198246,0],[1,1],[198245,262143]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-6860917223478511171628,-4268956808166562189678,1]>,[[-4268956808166562189702,0],[4268956808166562189690,-1],[12,1]]>,<181,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-575414079122588400558718026149392843180889271,-232913019465290899472373481070442180469047306,1]>,[[-232913019465290899472373481070442180469047600,0],[232913019465290899472373481070442180469047453,-1],[147,1]]>*] [x,x^2-4706,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,181],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*13*181,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,181],[4,4,4],1,[1.000000000,1.142423090,0.9592532490],<"notfaithful",0>,[3,2]>,<2,2^3*13*181,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,13,181],[4,4,4],1,[1.000000000,1.573656551,1.268482015],<"2.2e3_13_181.3t2.1",1>,[3,2]>]
x^3+20*x-44 -2^2*23*229 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 137 x-1 5 [[2866785839],[-9872870311],[7006084472]] 2 [2,3,2,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3,2,2,2,3,3,3,2,2,1,2,2,3,1,2,3,1,2,2,1,1,2,3,2,2,3,1,1,2,2,1,2,3,2,1,3,3,3,2,3,1,3,2,2,2,3,2,2,2,2,2,1,2,1,3,2,1,1,2,2,2,1,3,1,2,3,3,2,3,2,1,2,2,3,3,3,1,2,2,3,2,1,2,3,3,2,2,3,3,2,2,2,2,2,2,2,3,2,3,3,1,3,2,3,2,3,2,2,2,2,2,2,2,3,2,3,2,2,1,2,3,2,3,2,2,1,3,2,3,1,2,2,2,2,2,3,2,2,2,1,2,2,1,3,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130830,0],[100,0],[20,0],[1,0]]>,[[[0,0],[226398,0],[35747,0]],[[84056,168112],[-147214,-68030],[39068,113883]],[[-84056,-168112],[-79184,68030],[187329,148261]]]>,<23,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-529330381313724457458376104,180222273993858661720115358,1]>,[[180222273993858661720115356,0],[-180222273993858661720115357,-1],[1,1]]>,<229,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[78365257618181260228881854671816563496179318414,2383574495093189950202948645949784527443547332,1]>,[[2383574495093189950202948645949784527443547188,0],[-2383574495093189950202948645949784527443547260,-1],[72,1]]>*] [x,x^2-x+1317,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,23,229],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,23*229,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,23,229],[2,4,4],1,[1.000000000,0.6060329665,0.8611171176],<"notfaithful",0>,[3,2]>,<2,2^2*23*229,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,23,229],[4,5,5],1,[1.000000000,0.6539364551,0.8745705816],<"2.2e2_23_229.3t2.1",1>,[3,2]>]
x^4-6*x^2-10*x-8 -2^2*23*229 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 233 x-1 5 [[-62151798500],[-287020931007],[-269200294123],[-68346832763]] 3 [3,4,5,4,3,5,5,5,1,5,5,5,5,3,3,5,5,5,4,4,3,4,5,4,5,3,5,4,4,4,5,3,2,3,5,4,2,3,4,2,3,3,2,2,5,4,5,5,4,1,1,5,3,2,3,4,3,1,4,4,4,5,4,2,4,5,3,5,4,3,5,3,3,5,2,3,1,4,3,1,2,5,3,3,2,4,2,5,4,4,5,4,3,2,5,3,4,4,4,2,5,3,4,5,1,5,4,4,5,5,4,4,3,3,3,3,3,3,5,4,3,4,4,2,4,5,4,5,4,3,5,5,3,5,3,5,4,3,4,5,3,2,5,4,5,4,5,5,1,4,3,4,1,5,5,3,3,5,4,5,5,3,2,3,5,2,4,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,3,4,2]],[1,2,4,3],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[1,1,1]>,[[-70002,0],[79114,0],[264668,0],[1,0]]>,[[[-259620,0],[0,0],[0,0]],[[0,0],[1,0],[0,0]],[[236696,213772],[91574,183149],[40335,80670]],[[22924,-213772],[-91575,-183149],[-40335,-80670]]]>,<23,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[24283712611998230136672992,-710916854921704409859736879,1]>,[[248328225220400214362863831,0],[756910751192481718701294479,0],[710916854921704409859736885,-1],[6,1]]>,<229,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[76473185269389246823270249464887039095750740891,-65265501461948835799168110660702784987317306527,1]>,[[62274597628420227589187525103783541418363111340,0],[29752991861549408756086831301595376492808498352,0],[65265501461948835799168110660702784987317306618,-1],[91,1]]>*] [x,x^2-x+1317,x^3+20*x-44,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,23,229],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,23*229,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,23,229],[3,6,6],1,[1.000000000,0.6060329665,0.8611171176],<"notfaithful",0>,[4,5]>,<2,2^2*23*229,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,23,229],[6,7,7],1,[1.000000000,0.6539364551,0.8745705816],<"notfaithful",0>,[4,5]>,<3,2^2*23^2*229^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,23,229],[6,7,7],1,[0,0,0],<"3.2e2_23e2_229e2.6t8.1",1>,[4,5]>,<3,2^2*23*229,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]]],[2,23,229],[6,7,7],1,[1.000000000,1.460637828,1.277213864],<"3.2e2_23_229.4t5.1",1>,[4,5]>]
x^4-x^3-3*x^2+2*x+6 2^3*13*181 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 239 x-1 5 [[-228163112596],[232784101492],[111300118807],[-115921107702]] 2 [3,3,4,4,4,3,5,5,5,5,4,2,2,5,4,2,2,4,4,4,3,4,3,4,2,3,5,4,3,3,5,2,3,5,3,4,4,3,3,4,4,3,3,3,4,3,4,5,4,4,4,1,3,3,3,4,4,4,4,5,5,5,4,3,4,2,3,4,5,2,5,5,4,3,5,4,5,3,3,4,4,4,2,5,5,3,5,4,4,5,4,5,3,5,2,3,4,5,5,3,3,4,5,3,1,5,4,4,2,3,4,4,4,5,4,3,4,5,4,5,3,5,4,5,2,4,4,4,4,4,4,4,4,5,5,3,4,3,5,3,1,3,4,5,4,4,4,4,5,3,5,5,2,3,2,5,2,4,5,4,4,4,5,2,4,4,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[3],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[267962,0],[450828,0],[1,0]]>,[[[-405158,-212569],[0,0]],[[-192589,212569],[0,0]],[[0,0],[1,0]],[[73460,0],[262143,0]]]>,<13,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,12,1]>,[[4010523410866675325558,0],[-2459050225418362737980,0],[1,0]]>,[[[-3449311046802857713904,4381276621371253802215],[0,0]],[[990260821384494975919,-4381276621371253802215],[0,0]],[[2459050225418362737983,0],[-1,0]],[[3,0],[1,0]]]>,<181,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,177,1]>,[[195771617187575186235783177405548950850108739,0],[-512922392257340593999675356297204557376582573,0],[1,0]]>,[[[-273501375359045028163464829255701860263157098,-643899523822740976108384227039055082100976834],[0,0]],[[-239421016898295565836210527041502697113425560,643899523822740976108384227039055082100976834],[0,0]],[[512922392257340593999675356297204557376582616,0],[-1,0]],[[43,0],[1,0]]]>*] [x,x^2-4706,x^3-29*x-54,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,181],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*13*181,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,181],[6,6,6],1,[1.000000000,1.142423090,0.9592532490],<"notfaithful",0>,[4,5]>,<2,2^3*13*181,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,13,181],[6,6,6],1,[1.000000000,1.573656551,1.268482015],<"notfaithful",0>,[4,5]>,<3,2^6*13^2*181^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[2,13,181],[6,6,6],1,[0,0,0],<"3.2e6_13e2_181e2.6t8.1",1>,[4,5]>,<3,2^3*13*181,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]]],[2,13,181],[6,6,6],1,[1.000000000,1.755192082,1.201396805],<"3.2e3_13_181.4t5.1",1>,[4,5]>]
x^6-3*x^5-12*x^4+5*x^3+108*x^2+237*x+229 -2^4*3^7*17^3 0 3 12 "D12" [[1,3,2,5,4,6],[2,1,3,4,6,5],[6,5,4,3,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[2,1,3,4,6,5]>,<2,3,[5,6,4,3,1,2]>,<3,2,[3,1,2,5,6,4]>,<6,2,[4,6,5,2,1,3]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 10 [[-5049635606,7426414157],[-7903444567,0],[-5159685503,-7426414157],[-2361203532,-374682236],[-5725027510,0],[261572120,374682236]] 4 [4,3,3,6,3,5,3,5,3,3,2,6,3,1,4,4,4,6,5,3,6,6,4,4,6,4,5,3,2,3,1,3,4,6,4,5,1,6,3,3,4,6,4,6,3,6,6,1,3,1,3,4,6,4,4,4,3,5,2,4,2,4,1,3,6,3,5,6,3,5,4,4,6,5,6,4,4,2,3,5,3,5,3,1,2,4,3,1,4,5,4,3,6,4,2,3,4,3,5,6,6,4,4,4,6,5,4,4,4,2,6,5,3,6,5,3,2,4,3,4,5,6,3,3,2,4,6,3,1,1,1,3,6,5,4,5,4,6,4,3,2,3,6,3,5,3,6,3,5,4,6,3,5,3,6,3,1,3,5,3,3,4,5,4,4,3,6,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+33,2>,<x^3-75*x^2-7101*x-118809,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,3,[[2,3,1,5,6,4],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[2,3,1,5,6,4]],[4,6,5,1,3,2],[1,4,5],[1],[[[2,3,1,5,6,4]]],20,<<[],[1,1,1]>,[[-421006,-222312],[-7882,413132],[421002,-206566],[1,0]]>,[[[0,1],[1,0],[0,0]],[[-495220,31539],[272302,181873],[488673,470052]],[[74218,175029],[251985,342415],[35615,54236]],[[-441559,168439],[523475,221592],[379928,122720]],[[-479075,342717],[6306,126011],[238859,98060]],[[293063,330851],[518795,176685],[429789,303508]]]>,<3,12,6,[[2,3,1,6,4,5],[5,6,4,3,1,2],[2,1,3,4,6,5]],[[1,2,3,4,5,6],[6,5,4,3,2,1],[5,6,4,3,1,2],[2,1,3,4,6,5],[2,3,1,6,4,5],[4,6,5,2,1,3]],[2,1,3,4,6,5],[1,2,4,3,5,6],[1,2],[[[2,3,1,6,4,5],[5,6,4,3,1,2]],[[2,3,1,6,4,5]]],20,<<[],[2,2,1]>,[[951,0],[297,0],[-150,0],[-51,0],[18,0],[9,0],[1,0]]>,[[[-458249362,32527638],[211547720,-565480194],[371208249,516187850],[-26865220,-553156153],[-509214042,295198116],[323916958,154833516]],[[-523304638,-32527638],[180246641,565480194],[501094016,-516187850],[-82814381,553156153],[62651193,-295198116],[14249926,232586973]],[[423172148,0],[-267709507,0],[-78159197,0],[-146762431,0],[82580610,0],[83721620,0]],[[2,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[-548324773,-246384966],[413472037,-105616269],[-418908886,-21837352],[396211124,267990108],[-556283694,-157144080],[384850527,208374290]],[[-55554841,246384966],[-537556892,105616269],[-375234182,21837352],[-139769092,-267990108],[-241995534,157144080],[355522436,179046199]]]>,<17,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,3,4],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,16,1]>,[[990608703593585742209112,0],[-1740530159892612955140374,0],[1,0]]>,[[[1740530159892612955140381,0],[-1,0]],[[7,0],[1,0]],[[1546570507967857797723502,157780038516640046531536],[-92632738665553299224569,26625286131042247129179]],[[-1543715195899415432649521,1221432325062569972049486],[92632738665553299224569,-26625286131042247129179]],[[-977910108298382946781074,-157780038516640046531536],[-40492445391926603597127,-26625286131042247129179]],[[-765475363662672373433292,-1221432325062569972049486],[40492445391926603597127,26625286131042247129179]]]>,<29,2,1,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,4,3,6,5],[1,3],[1],[[]],20,<[],[2,24,1]>,[[-31357122695656066041289713179,0],[31170612521104920544132943612,0],[-2424302582167840530664252070,62761305435505517583947178302],[84255552325687516234683232291,-62761305435505517583947178302],[84862020538724312282376181,-914207399249328187142228390],[-2387205383837365154619541135,914207399249328187142228390]]>,<281,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,4],[1],[[]],20,<[],[3,280,1]>,[[-3009412008005793354572055354100563155064219657862,4370505784443340738579750986545121297076172751134],[1545103371462366827261889652516235065849407889573,3822241460506008246587066339756733723236863281018],[-4037449750055810029235718589591129031718815074554,-3822241460506008246587066339756733723236863281018],[-1938135575846180825711838704688949405968214367252,-4370505784443340738579750986545121297076172751134],[7524787432629433601481221110918010012784096991,11322524508408552222606252466286349936825295199],[-11059867662752546594902200604138586274211744955,-11322524508408552222606252466286349936825295199]]>*] [x,x^2-x+1,x^2-x-4,x^2-x+13,x^3-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,29,281],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,17,29,281],[3,7,3,3,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,17,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,17,29,281],[1,2,7,2,1],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[6,3]>,<1,3*17,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,17,29,281],[2,7,7,1,2],1,[1.000000000,0.8798219250,0.8313330724],<"notfaithful",0>,[6,3]>,<2,2^2*3^3,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3,17,29,281],[7,7,3,3,3],1,[1.000000000,0.8146240592,0.9743024320],<"notfaithful",0>,[6,3]>,<2,2^2*3^3*17^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3,17,29,281],[7,7,7,3,3],1,[1.000000000,1.125702465,1.013610706],<"2.2e2_3e3_17e2.6t3.1",1>,[6,3]>]
