x^2-x+2766 -13*23*37 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-33],[34]] 2 [1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2808,13,1]>,[[-6,-1],[7,1]]>,<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2898,23,1]>,[[-11,-1],[12,1]]>,<37,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3108,37,1]>,[[-18,-1],[19,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[13,23,37],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,13*23*37,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[13,23,37],[3,3,3],1,[1.000000000,3.225798027,1.485201669],<"1.13_23_37.2t1.1",1>,[2,1]>]
x^3-x^2-8*x+25 -13*23*37 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[-156552],[574282],[-417729]] 2 [3,3,2,3,3,1,1,2,1,2,1,1,2,3,2,2,3,3,3,2,2,3,3,2,2,1,1,2,2,1,1,2,3,3,3,2,2,3,1,3,2,2,3,3,2,1,3,2,2,1,3,3,2,1,2,2,1,2,2,2,3,3,2,2,3,2,1,2,2,2,3,3,2,2,3,2,3,2,2,1,2,2,2,2,2,1,3,2,1,3,3,2,1,3,3,3,2,2,3,3,2,2,3,3,2,3,3,2,3,1,2,3,3,1,2,2,2,2,2,2,2,3,2,1,2,3,2,3,1,3,2,1,2,1,2,2,1,1,3,2,2,2,3,2,2,3,1,2,2,2,2,2,2,3,1,3,3,2,2,3,3,2,1,2,2,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[5325693188530015258425,541237622985165513160,1]>,[[541237622985165513157,0],[-541237622985165513158,-1],[2,1]]>,<23,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-740429267111119853787854062,-61887055442250057228041351,1]>,[[-61887055442250057228041378,0],[61887055442250057228041365,-1],[14,1]]>,<37,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-2059508688811328618242951802467,-6965537613815450686801734091666,1]>,[[-6965537613815450686801734091687,0],[6965537613815450686801734091677,-1],[11,1]]>*] [x,x^2-x+2766,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[13,23,37],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,13*23*37,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[13,23,37],[4,4,4],1,[1.000000000,3.225798027,1.485201669],<"notfaithful",0>,[3,2]>,<2,13*23*37,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[13,23,37],[4,4,4],1,[1.000000000,0.4331300136,0.6708701455],<"2.13_23_37.3t2.1",1>,[3,2]>]
x^3-36*x-118 -2^2*3*1753 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[143575],[-838439],[694864]] 2 [2,1,3,2,2,2,2,1,3,2,2,2,2,2,2,2,1,3,2,2,3,2,2,1,2,2,3,2,3,3,2,1,2,2,2,2,2,2,1,2,2,2,2,3,3,1,3,2,3,2,3,2,2,3,2,3,1,2,1,3,2,1,2,1,2,2,2,2,3,2,3,2,2,1,2,1,3,2,2,2,3,2,2,2,3,2,3,3,2,3,2,1,1,2,3,2,3,3,2,1,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,2,2,1,1,2,1,1,2,1,3,2,3,2,1,1,2,3,3,3,3,3,2,1,2,3,3,2,2,2,3,1,3,2,3,2,2,3,3,3,2,2,1,3,2,2,2,3,1,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-118,0],[-36,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[412336,-223904],[120880,241761],[419726,315164]],[[-412336,223904],[403407,282527],[104562,209124]]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1066160319,-921801933,1]>,[[240459532,0],[-240459533,-1],[1,1]]>,<1753,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1570820536565709975200182548158382595968228969846354139001962751,-10077361152364622516007464361300647496811661773478443731505821204,1]>,[[-10077361152364622516007464361300647496811661773478443731505824408,0],[10077361152364622516007464361300647496811661773478443731505822806,-1],[1602,1]]>*] [x,x^2-x+1315,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1753],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*1753,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,1753],[2,4,4],1,[1.000000000,0.5198517776,0.8020904807],<"notfaithful",0>,[3,2]>,<2,2^2*3*1753,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,1753],[4,5,5],1,[1.000000000,1.344724887,1.084888327],<"2.2e2_3_1753.3t2.1",1>,[3,2]>]
x^3+36*x-10 -2^2*3*1753 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 5 x-1 5 [[285],[-38],[-247]] 2 [2,1,1,2,2,2,2,3,3,2,2,2,2,2,2,2,1,3,2,2,3,2,2,3,2,2,3,2,1,3,2,3,2,2,2,2,2,2,3,2,2,2,2,1,3,3,1,2,3,2,3,2,2,3,2,3,3,2,3,3,2,3,2,3,2,2,2,2,3,2,1,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,3,3,2,1,2,1,3,2,3,2,3,3,2,3,2,2,2,3,2,3,2,3,2,3,3,2,2,2,3,1,1,2,2,3,3,2,3,3,2,1,3,2,1,2,3,1,2,3,3,3,3,3,2,1,2,1,3,2,2,2,1,3,3,2,1,2,2,3,3,3,2,2,3,3,2,2,2,3,3,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-10,0],[36,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[-412336,223904],[87504,175009],[419726,315164]],[[412336,-223904],[436783,349279],[104562,209124]]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-990991491,-437234577,1]>,[[-437234579,0],[437234578,-1],[1,1]]>,<1753,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-36629289507133289968584231665312317374981447871126259422962710598,-27453542285525369870705511417076643196297521908665797662867395353,1]>,[[-27453542285525369870705511417076643196297521908665797662867397399,0],[27453542285525369870705511417076643196297521908665797662867396376,-1],[1023,1]]>*] [x,x^2-x+1315,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1753],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*1753,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,1753],[2,4,4],1,[1.000000000,0.5198517776,0.8020904807],<"notfaithful",0>,[3,2]>,<2,2^2*3*1753,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,1753],[4,5,5],1,[1.000000000,2.103941260,1.215416011],<"2.2e2_3_1753.3t2.2",1>,[3,2]>]
x^3-x^2-21*x+99 -2^2*3*1753 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 59 x-1 5 [[-161248045],[-44094845],[205342891]] 2 [2,1,3,2,2,2,2,3,3,2,2,2,2,2,2,2,1,1,2,2,1,2,2,3,2,2,1,2,3,1,2,3,2,2,2,2,2,2,3,2,2,2,2,3,1,3,3,2,3,2,3,2,2,1,2,1,3,2,3,1,2,3,2,3,2,2,2,2,1,2,3,2,2,3,2,3,3,2,2,2,1,2,2,2,3,2,1,3,2,3,2,1,3,2,3,2,1,3,2,3,2,2,2,3,2,1,2,3,2,1,3,2,2,2,1,3,3,2,2,3,3,2,3,3,2,1,3,2,3,2,3,1,2,1,1,3,1,1,2,1,2,3,1,2,2,2,3,3,1,2,3,2,2,1,3,3,2,2,3,3,2,2,2,1,3,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[78,0],[-20,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[199723,399446],[439424,354561],[411488,298688]],[[-199723,-399446],[84863,169727],[112800,225600]]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[252004224,179821602,1]>,[[539464801,0],[-387420486,3],[235376175,387420486]]>,<1753,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-27079465329067829995217498438330874502004320468790902999455014584,8794130299099055481195760572059414396982978607459162580957968267,1]>,[[8794130299099055481195760572059414396982978607459162580957967104,0],[-8794130299099055481195760572059414396982978607459162580957967685,-1],[582,1]]>*] [x,x^2-x+1315,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1753],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*1753,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,1753],[2,4,4],1,[1.000000000,0.5198517776,0.8020904807],<"notfaithful",0>,[3,2]>,<2,2^2*3*1753,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,1753],[4,5,5],1,[1.000000000,1.238607199,1.077228753],<"2.2e2_3_1753.3t2.3",1>,[3,2]>]
x^4+27*x^2+18 2^5*3^2*73^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 7 [[1139670103],[-673985000],[673985000],[-1139670103]] 2 [1,4,5,3,5,5,3,4,1,5,3,4,2,5,3,5,5,4,4,1,1,2,5,1,2,5,3,5,4,3,1,5,1,5,4,3,5,5,3,4,5,4,3,3,5,3,4,1,4,5,3,3,3,4,2,3,4,3,5,3,4,4,5,2,3,4,5,3,4,4,1,2,2,4,5,1,4,4,1,3,4,5,3,3,1,5,3,1,4,1,5,1,1,5,4,2,4,3,4,5,4,4,5,3,5,3,4,1,3,3,2,5,3,4,3,2,5,3,4,4,4,1,5,5,5,5,5,3,1,4,4,3,3,4,3,3,5,4,4,1,4,4,3,4,5,1,4,2,5,3,4,3,5,3,5,2,3,3,1,4,4,1,1,5,3,3,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+162,2>,<x^2-2592,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,3,4],[1,4,4,2],[2,4],[[[2,1,3,4],[1,2,4,3]],[[2,1,3,4]]],20,<[],[131698,50452,-499058,4,1]>,[[21294,201240,7775,89973],[-21294,-201240,254369,172171],[190229,190242,-167023,0],[-190229,-190242,167023,0]]>,<3,4,2,[[3,4,1,2],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[3,2,1,4]],[1,4,3,2],[1,2,4,4],[1],[[[3,4,1,2]]],20,<<[],[2,2,1]>,[[-355233480,0],[0,0],[1,0]]>,[[[0,0],[387420488,0]],[[0,0],[54382580,54382580]],[[0,0],[1,0]],[[0,0],[333037909,333037909]]]>,<73,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[7295003879376796488081630041665761073,8912312340632495121254487227730764052,1]>,[[-8912312340632495121254487227730763992,-1],[60,1],[-60,-1],[8912312340632495121254487227730763992,1]]>*] [x,x^2-x-18,x^2-2,x^2-146,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,73],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,73,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,73],[1,1,6],1,[1.000000000,1.794636484,1.392509374],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,73],[6,4,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^3*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,73],[6,3,6],1,[1.000000000,0.9384833997,0.9287066381],<"notfaithful",0>,[4,3]>,<2,2^5*3^2*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,73],[6,6,7],1,[1.000000000,1.089085696,1.001917789],<"2.2e5_3e2_73.4t3.1",1>,[4,3]>]
x^4+4*x^2-54 -2^11*3*29^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 7 x-1 8 [[-708490],[2255830],[-2255830],[708490]] 4 [1,4,3,1,1,5,5,4,4,3,3,4,5,4,5,3,3,4,5,4,3,3,3,5,3,1,2,3,5,5,3,2,5,5,3,1,4,4,4,3,3,5,5,3,3,2,4,2,3,4,4,4,1,2,4,5,2,3,5,4,5,1,4,5,2,2,4,3,3,5,4,5,3,5,4,4,2,5,4,3,3,4,4,3,2,2,5,1,1,2,1,5,2,1,5,5,3,4,5,4,5,3,1,5,5,3,3,4,5,3,3,5,5,4,2,5,5,4,1,1,5,2,2,3,5,3,5,4,3,4,4,5,3,4,4,3,1,5,2,5,5,3,3,1,4,5,4,4,4,4,5,5,5,5,4,5,2,4,2,3,2,4,3,1,4,5,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+24,2>,<x^2+7776,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[1,2,3,4],[1,2,5,5],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<[],[-54,0,4,0,1]>,[[0,1,0,0],[0,131071,0,0],[0,46025,0,77591],[0,85047,0,53481]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[10937874,0],[0,0],[1,0]]>,[[[-1602053584,-1602053584],[0,0]],[[1602053584,1602053584],[0,0]],[[0,0],[258280329,0]],[[0,0],[129140160,0]]]>,<29,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,24,1]>,[[52495045169356117913140018950,48035184745120506979408088245],[85271563626634912179163139527,-7643584377039570084885291696],[1,0]]>,[[[-85271563626634912179163139524,7643584377039570084885291718],[-1,0]],[[3,22],[1,0]],[[-3,-22],[-1,0]],[[85271563626634912179163139524,-7643584377039570084885291718],[1,0]]]>*] [x,x^2-58,x^2+6,x^2-x+22,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,29],[6,1,6],1,[1.000000000,1.388773658,1.106019933],<"notfaithful",0>,[4,3]>,<1,2^3*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,29],[6,6,1],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[4,3]>,<1,3*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,29],[1,6,6],1,[1.000000000,2.020884518,1.322758729],<"notfaithful",0>,[4,3]>,<2,2^8*3*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,29],[6,7,7],1,[1.000000000,1.192399609,0.9537887583],<"2.2e8_3_29.4t3.5",1>,[4,3]>]
x^4+8*x^2-216 -2^11*3*29^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 7 x-1 9 [[4894780],[-6410464],[6410464],[-4894780]] 4 [1,1,3,1,2,5,5,4,4,1,3,4,5,4,5,3,3,4,5,4,3,3,3,5,3,2,2,3,5,5,3,1,5,5,3,1,4,4,4,3,3,5,5,3,3,2,4,2,3,4,4,4,1,1,4,5,1,3,5,4,5,2,4,5,2,1,4,3,3,5,4,5,3,5,4,4,1,5,4,3,3,4,4,3,2,1,5,1,2,2,2,5,2,2,5,5,3,4,5,4,5,3,2,5,5,3,3,4,5,3,3,5,5,4,2,5,5,4,2,2,5,2,1,3,5,3,5,4,3,4,4,5,3,4,4,3,2,5,1,5,5,3,3,2,4,5,4,4,4,4,5,5,5,5,4,5,2,4,2,3,1,4,3,2,4,5,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+48,2>,<x^2+31104,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[4,3,1,2]],[[1,2,3,4],[2,1,4,3],[4,3,1,2],[3,4,2,1]],[1,2,3,4],[1,2,5,5],[3,5],[[[4,3,1,2]],[[2,1,4,3]]],20,<[],[1594,0,356,0,1]>,[[0,24184,0,20817],[0,-24184,0,11951],[0,-13722,0,9113],[0,13722,0,23655]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[21875748,0,1]>,[[-1441996084,0],[1441996084,0],[0,258280323],[0,129140166]]>,<29,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[57332016932905366040652989065,10484743865747333532096844086,1]>,[[-10484743865747333532096844062,-1],[24,1],[-24,-1],[10484743865747333532096844062,1]]>*] [x,x^2-58,x^2+6,x^2-x+22,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,29],[6,1,6],1,[1.000000000,1.388773658,1.106019933],<"notfaithful",0>,[4,3]>,<1,2^3*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,29],[6,6,1],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[4,3]>,<1,3*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,29],[1,6,6],1,[1.000000000,2.020884518,1.322758729],<"notfaithful",0>,[4,3]>,<2,2^8*3*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,29],[6,7,7],1,[1.000000000,1.773261662,1.156117418],<"2.2e8_3_29.4t3.6",1>,[4,3]>]
