x^2-1999 2^2*1999 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[28],[-28]] 1 [1,1,1,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-1998,2,1]>,[[1,1],[-1,-1]]>,<1999,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1999,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,1999],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*1999,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,1999],[3,3],1,[1.000000000,2.055173255,1.190417534],<"1.2e2_1999.2t1.1",1>,[2,1]>]
x^4-2*x^3+16*x^2-15*x+141 3^2*13*113^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 5 [[-3063063],[-1211699],[1211700],[3063064]] 3 [5,1,4,4,5,4,2,5,1,1,4,5,5,3,4,3,4,1,5,4,5,3,5,4,4,2,3,2,4,3,1,3,4,1,5,5,2,4,4,3,1,3,2,5,4,3,1,5,5,5,3,5,4,3,3,2,2,5,2,4,2,4,4,3,1,5,4,1,3,5,5,4,2,3,5,5,3,5,5,5,1,4,4,3,2,3,4,5,5,4,3,4,5,2,5,3,5,3,3,5,2,5,3,3,3,5,5,5,2,2,3,5,5,5,5,1,5,3,3,2,5,3,3,4,4,2,4,3,2,5,4,4,3,3,5,4,5,4,1,3,5,5,1,5,3,4,4,1,3,5,5,1,3,1,3,3,2,5,3,4,4,3,4,2,4,4,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-15,2>,<x^2+28*x-2001,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-970493331,-988937013,1]>,[[988937013,-1],[0,1],[1,-1],[-988937012,1]]>,<13,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,12,1]>,[[-5403066825626605213,0],[13,0],[1,0]]>,[[[-512456180727429270511,4665831580265628314615],[0,0]],[[512456180727429270512,-4665831580265628314615],[0,0]],[[85,0],[13,0]],[[-84,0],[-13,0]]]>,<113,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,101,1]>,[[1503299800720778269755989951919959466433,-50151437355854154571693682622031986041660],[54524953700971872598923355443093122058635,26179497184565209416958232767019446868976],[1,0]]>,[[[-54524953700971872598923355443093122058586,-26179497184565209416958232767019446868937],[-1,0]],[[49,39],[1,0]],[[-48,-39],[-1,0]],[[54524953700971872598923355443093122058587,26179497184565209416958232767019446868937],[1,0]]]>*] [x,x^2-x+85,x^2-x-3,x^2-x+1102,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,13,113],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*113,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,13,113],[6,1,6],1,[1.000000000,1.023767348,0.8517221134],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,13,113],[1,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,3*13*113,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,13,113],[6,6,6],1,[1.000000000,1.892946496,1.277487307],<"notfaithful",0>,[4,3]>,<2,3*13*113,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,13,113],[6,7,7],1,[1.000000000,1.198260303,1.054043541],<"2.3_13_113.4t3.3",1>,[4,3]>]
x^4-2*x^3+26*x^2-25*x+241 3^2*13*113^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 61 x-1 5 [[128212426],[32560708],[-32560707],[-128212425]] 3 [5,3,4,4,5,4,1,5,2,2,4,5,5,3,4,3,4,1,5,4,5,3,5,4,4,1,3,1,4,1,1,3,4,1,5,5,2,4,4,3,2,3,1,5,4,3,1,5,5,5,3,5,4,3,3,1,1,5,2,4,2,4,4,3,1,5,4,1,3,5,5,4,2,3,5,5,3,5,5,5,2,4,4,3,2,3,4,5,5,4,3,4,5,1,5,3,5,3,3,5,2,5,3,3,3,5,5,5,1,2,3,5,5,5,5,2,5,3,3,1,5,3,3,4,4,1,4,3,2,5,4,4,3,3,5,4,5,4,2,3,5,5,1,5,3,4,4,2,3,5,5,2,3,2,3,3,2,5,3,4,4,3,4,1,4,4,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-25,2>,<x^2+48*x-3181,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[1089283800,-1308282669],[-290073024,-290073021],[1,0]]>,[[[290073024,290073022],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[-290073023,-290073022],[1,0]]]>,<13,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,12,1]>,[[913118293530896288199,0],[13,0],[1,0]]>,[[[6749184963963869797877,5876105104380844826013],[0,0]],[[-6749184963963869797876,-5876105104380844826013],[0,0]],[[-6,0],[-1,0]],[[7,0],[1,0]]]>,<17,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-893518011857814176524649,893518011857814176524650,-111192218109017355525142,111192218109017355525143]>,<113,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[17213759325930391850135966171152072077912,-8217641164869432408968210381205280831704,1]>,[[8217641164869432408968210381205280831765,-1],[61,1],[-60,-1],[-8217641164869432408968210381205280831764,1]]>*] [x,x^2-x+85,x^2-x-3,x^2-x+1102,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,13,17,113],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*113,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,13,17,113],[6,1,1,6],1,[1.000000000,1.023767348,0.8517221134],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,13,17,113],[1,6,1,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,3*13*113,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,13,17,113],[6,6,1,6],1,[1.000000000,1.892946496,1.277487307],<"notfaithful",0>,[4,3]>,<2,3*13*113,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[3,13,17,113],[6,6,1,7],1,[1.000000000,0.6244618398,0.8453607662],<"2.3_13_113.4t3.4",1>,[4,3]>]
x^4-x^3-40*x^2-107*x-77 3^2*13*113^2 4 0 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 139 x-1 5 [[-16426815526],[-1057869062],[21061615385],[-3576930796]] 1 [4,3,5,4,4,1,3,5,3,3,4,5,4,3,5,2,5,2,5,5,5,3,4,5,4,3,3,3,4,1,2,2,5,1,4,5,2,4,5,1,3,3,3,5,5,3,2,5,4,5,2,4,4,1,1,3,3,5,2,5,1,5,4,1,2,4,4,2,1,5,4,5,2,3,5,4,2,5,4,5,3,4,5,3,2,1,5,5,4,4,2,5,5,3,5,2,4,2,3,5,2,4,2,1,3,5,4,4,3,1,3,5,4,5,5,3,5,2,1,3,5,3,1,5,4,3,4,2,1,5,4,5,3,3,4,4,4,4,3,1,5,4,1,4,3,5,4,3,3,4,5,3,3,3,3,2,1,4,3,5,5,1,4,3,5,5,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+119,2>,<x^2+242*x+14524,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[1,1,1]>,[[271672,302819],[-31147,-302819],[-943,0],[-239581,0]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[292198812,-9],[1597292787,-146099409],[1,0]]>,[[[-1597292787,146099411],[-1,0]],[[0,2],[1,0]],[[-295794724,1322638144],[123057479,445364481]],[[-1593696889,-1468737557],[-123057479,-445364481]]]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-5766683006568532789169,-720835375821066598638,1]>,[[3030330147836370553273,0],[-3751165523657437151922,0],[720835375821066598644,-1],[6,1]]>,<113,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-54426555554822168470795815727237469661712,-223607941315516678221787587077272019087,1]>,[[223607941315516678221787587077272019187,-1],[100,1],[44727323957568676330048949792837062020853,10804057413054203004349284571670315213],[-44950931898884193008270737379914334040139,-10804057413054203004349284571670315213]]>*] [x,x^2-x-28,x^2-x-3,x^2-x-367,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,113],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,113,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,113],[1,3,1,6],1,[1.000000000,1.382351709,1.183162979],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,113],[4,1,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,13*113,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,113],[3,3,6,6],1,[1.000000000,0.4951903541,0.7264183368],<"notfaithful",0>,[4,3]>,<2,3^2*13*113,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,13,113],[3,6,7,7],1,[1.000000000,1.304131109,1.070344334],<"2.3e2_13_113.4t3.2",1>,[4,3]>]
x^4-x^3-36*x^2+32*x+403 3^3*2143 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[2214774],[128185],[12904356],[-15247314]] 3 [5,4,3,4,3,4,5,1,3,3,4,2,3,4,3,3,3,4,1,5,4,4,3,3,2,5,4,3,4,5,2,5,5,1,3,4,4,4,5,5,5,2,5,4,5,2,1,4,3,1,5,5,4,3,3,3,5,1,4,3,2,3,1,3,1,3,4,1,3,1,5,5,1,1,4,3,3,4,5,1,3,2,5,2,2,3,5,4,3,2,5,5,1,3,1,3,5,5,2,1,4,3,3,3,2,4,5,5,5,4,1,2,3,1,4,5,4,5,3,3,4,4,3,3,2,3,2,5,4,2,4,5,4,4,3,1,5,2,5,3,4,5,1,3,1,5,1,5,4,5,2,5,4,5,4,3,4,3,4,5,3,3,2,5,3,3,4,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+5,2>,<x^2-65*x-551,3>]*],[*[4],"CYC",0,5*]] [*<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[399,0],[-39,0],[-33,0],[3,0],[1,0]]>,[[[208166230,0],[-104083117,0],[208166233,0],[468374024,0]],[[-738315959,-634232844],[22330241,-29711317],[-211979577,473234273],[-226149749,8037263]],[[1,0],[1,0],[0,0],[0,0]],[[530149729,634232844],[81752875,29711317],[3813344,-473234273],[-242224275,-8037263]]]>,<67,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[1228359294793532160560330690559602449,-1583547301034226249456955561296532510,4091426625873285377322759830635865,3944883615990957153491113589606776]>,<2143,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,2141,1]>,[[1006270799395971184154567236329790657034728093281335506134168375755,0],[-1620168808156733808335093559939850950123953198348899506093586605938,0],[1,0]]>,[[[-65544162387228726117118313060009714714261356902564687340491279570,749137209341003212532211006614327848684118960761691347618726264475],[0,0]],[[-1554624645769505082217975246879841235409691841446334818753095328161,-749137209341003212532211006614327848684118960761691347618726264475],[0,0]],[[1620168808156733808335093559939850950123953198348899506093586606835,0],[-1,0]],[[897,0],[1,0]]]>*] [x,x^2-x+1,x^2-x-1607,x^2-x+536,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,67,2143],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,67,2143],[6,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,3*2143,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,67,2143],[6,1,6],1,[1.000000000,0.8188386007,0.8208396959],<"notfaithful",0>,[4,3]>,<1,2143,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,67,2143],[3,1,6],1,[1.000000000,0.8822306454,1.115383987],<"notfaithful",0>,[4,3]>,<2,3^2*2143,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[3,67,2143],[6,1,7],1,[1.000000000,0.9268795653,0.9472821910],<"2.3e2_2143.4t3.1",1>,[4,3]>]
x^4-23*x^2-14*x+193 2^4*41*73 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 6 [[-69703743],[-189807938],[-64071419],[-271240221]] 3 [3,5,4,3,3,2,2,5,3,1,5,1,4,5,3,2,5,2,5,5,4,5,5,4,4,1,5,5,4,4,3,5,4,5,4,3,1,5,3,1,3,4,3,1,4,3,5,3,5,2,2,3,4,3,4,3,1,5,4,1,3,4,5,5,1,4,3,4,5,1,1,3,3,1,5,5,2,4,1,4,3,1,5,4,5,5,4,4,2,5,5,5,3,5,5,5,4,2,3,4,5,4,3,4,3,1,5,4,5,2,3,4,4,3,5,4,3,5,4,5,2,4,4,3,3,4,2,3,5,1,3,5,3,4,4,4,2,3,2,4,3,2,3,5,4,5,1,2,5,5,2,4,3,3,5,3,3,1,4,2,3,1,5,3,2,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-130,2>,<x^2+34*x-26648,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[-312728,62062],[-143746,-287490],[1,0]]>,[[[0,1],[1,0]],[[143746,-236797],[-1,0]],[[-205545,-227053],[-241877,-198461]],[[61799,-60439],[241877,198461]]]>,<37,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-9679568507128434398407310957155,1251241832801484293293718257626,137262293916582147121787393809,166948497529420297264202623871]>,<41,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[6,38,1]>,[[-66742991156590153274073075182361,0],[36329341148282975818780350504285,0],[1,0]]>,[[[-64860431622166883822540271260871,85714149257352129397202794268559],[0,0]],[[-78978010185971069861709224299695,-85714149257352129397202794268559],[0,0]],[[-36329341148282975818780350504260,0],[-1,0]],[[25,0],[1,0]]]>,<73,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,70,1]>,[[-3044124326103394509451015782175885951,0],[4427139172652335915799517865480608942,0],[1,0]]>,[[[8830977716756973340202694918715396592,5993796389254797730813486156231587753],[0,0]],[[-4403838544104637424403177053234787696,-5993796389254797730813486156231587753],[0,0]],[[-4427139172652335915799517865480608919,0],[-1,0]],[[23,0],[1,0]]]>*] [x,x^2+1,x^2-x-748,x^2+2993,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,37,41,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,37,41,73],[6,1,1,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,41*73,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,37,41,73],[1,1,6,6],1,[1.000000000,1.726951354,1.197791560],<"notfaithful",0>,[4,3]>,<1,2^2*41*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,37,41,73],[6,1,6,6],1,[1.000000000,1.378185753,1.067018727],<"notfaithful",0>,[4,3]>,<2,2^2*41*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,37,41,73],[6,1,6,6],1,[1.000000000,0.5374167121,0.7789526987],<"2.2e2_41_73.4t3.1",1>,[4,3]>]
x^4-2*x^3-7*x^2+8*x+185 2^4*41*73 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[120365],[2970996],[-2970995],[-120364]] 3 [3,5,4,3,3,1,1,5,3,2,5,1,4,5,3,1,5,2,5,5,4,5,5,4,4,2,5,5,4,4,3,5,4,5,4,3,2,5,3,1,3,4,3,2,4,3,5,3,5,1,1,3,4,3,4,3,1,5,4,2,3,4,5,5,2,4,3,4,5,1,1,3,3,1,5,5,2,4,1,4,3,2,5,4,5,5,4,4,2,5,5,5,3,5,5,5,4,1,3,4,5,4,3,4,3,2,5,4,5,1,3,4,4,3,5,4,3,5,4,5,2,4,4,3,3,4,1,3,5,1,3,5,3,4,4,4,1,3,2,4,3,2,3,5,4,5,1,2,5,5,2,4,3,3,5,3,3,2,4,2,3,1,5,3,1,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+8,2>,<x^2-18*x-2912,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[3,4,1,2]],[4,3,2,1],[1,3,3,2],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[128102,130552],[-65278,-130552],[1,0]]>,[[[0,1],[1,0]],[[65278,130553],[-1,0]],[[1,-1],[-1,0]],[[-65277,-130553],[1,0]]]>,<13,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-171980496570099305002,119180901629634354037,-119180901629634354036,171980496570099305003]>,<41,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[6,38,1]>,[[68221913941584102864944981639764,0],[41,0],[1,0]]>,[[[-81679970291613901766787513421991,-84900322390589042239081116051200],[0,0]],[[81679970291613901766787513421992,84900322390589042239081116051200],[0,0]],[[-20,0],[-1,0]],[[21,0],[1,0]]]>,<73,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,70,1]>,[[2144045928074790033711256028848695373,0],[73,0],[1,0]]>,[[[5262378250669690419701304662506435029,-6973630190661583014367709666808287491],[0,0]],[[-5262378250669690419701304662506435028,6973630190661583014367709666808287491],[0,0]],[[-36,0],[-1,0]],[[37,0],[1,0]]]>*] [x,x^2+1,x^2-x-748,x^2+2993,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,41,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,41,73],[6,1,1,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,41*73,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,13,41,73],[1,1,6,6],1,[1.000000000,1.726951354,1.197791560],<"notfaithful",0>,[4,3]>,<1,2^2*41*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,41,73],[6,1,6,6],1,[1.000000000,1.378185753,1.067018727],<"notfaithful",0>,[4,3]>,<2,2^2*41*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,13,41,73],[6,1,6,6],1,[1.000000000,0.7916552899,0.8055406933],<"2.2e2_41_73.4t3.2",1>,[4,3]>]
