x^2-x+63795 -255179 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-24],[25]] 2 [2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<255179,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[16279144305,255179,1]>,[[-127589,-1],[127590,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[255179],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,255179,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[255179],[3],1,[1.000000000,0.8893310276,0.9063062539],<"1.255179.2t1.1",1>,[2,1]>]
x^6-2*x^5-x^4+3*x^2+3*x-1 -255179 4 1 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 97 x^2+96*x+5 5 [[-3585550189,1869964062],[-4234192914,-2317754601],[-4274312461,-340877718],[-2767954744,-1869964062],[3586742357,2317754601],[2687927696,340877718]] 3 [10,9,7,10,10,11,5,10,7,10,8,6,9,11,11,9,10,6,7,10,11,11,8,9,2,10,4,9,10,4,11,9,11,9,8,9,11,10,10,7,9,10,8,2,9,11,10,4,5,11,8,8,9,4,5,8,8,9,4,5,10,9,11,11,10,9,9,10,9,9,11,10,10,10,9,8,4,9,10,8,9,10,8,8,9,9,3,10,4,11,9,9,9,11,10,11,10,2,11,4,2,4,9,6,10,9,10,6,10,10,10,9,9,11,7,11,7,8,4,7,6,4,10,10,7,8,11,2,10,10,8,9,8,9,10,5,11,9,10,4,7,10,3,9,7,4,11,4,9,5,9,2,8,11,10,4,9,7,7,10,8,5,3,10,3,7,11,9] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<255179,4,2,[[1,2,3,4,6,5],[4,3,2,1,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5]],[4,3,2,1,5,6],[1,4,3,2],[1],[[[1,2,3,4,6,5]]],20,<<[],[1,0,1]>,[[-500991377263454403494127293521284335972574013875025886463042140009361831140049915341495520049623367125759039,0],[222100346102562065914035978491258142527713187200759197414153962680792127573113007035452883152190392187812478,0],[1,0]]>,[[[-169521437947840136338711026621678272629719391800446874700775717830276408852868671051638063926813580674881737,-658866862982917087430338118586969173396779302643200737984874652904445157387583803158775709545039199448033096],[0,0]],[[280571610999121169295729015867307343893575985400826473407852699170672472639425174569364505502908776768767306,523734636549211783425304273487660027127163752173450362592980839594848189083409298400151024389430934575635235],[0,0]],[[280571610999121169295729015867307343893575985400826473407852699170672472639425174569364505502908776768767306,-523734636549211783425304273487660027127163752173450362592980839594848189083409298400151024389430934575635235],[0,0]],[[-169521437947840136338711026621678272629719391800446874700775717830276408852868671051638063926813580674881737,658866862982917087430338118586969173396779302643200737984874652904445157387583803158775709545039199448033096],[0,0]],[[-222100346102562065914035978491258142527713187200759197414153962680792127573113007035452883152190392187791807,0],[-1,0]],[[20671,0],[1,0]]]>*] [x,x^2-x+63795,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[255179],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,255179,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[255179],[12],1,[1.000000000,0.8893310276,0.9063062539],<"notfaithful",0>,[6,16]>,<5,255179,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[-2],[0],[1]]],[255179],[12],1,[1.000000000,0.2920744829,0.6958904019],<"5.255179.6t16.1",1>,[6,16]>,<5,255179^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[-1],[-1]]],[255179],[12],1,[0,0,0],<"5.255179e2.12t183.1",1>,[6,16]>,<5,255179^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1]]],[255179],[12],1,[0,0,0],<"5.255179e4.12t183.1",1>,[6,16]>,<5,255179^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]]],[255179],[12],1,[0,0,0],<"5.255179e3.6t16.1",1>,[6,16]>,<9,255179^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-2],[-1],[4],[-1],[-2],[1]]],[255179],[12],1,[0,0,0],<"9.255179e3.10t32.1",1>,[6,16]>,<9,255179^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[1],[-1],[-1]]],[255179],[12],1,[0,0,0],<"9.255179e6.20t145.1",1>,[6,16]>,<10,255179^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[0],[-2],[0],[1]]],[255179],[12],1,[0,0,0],<"10.255179e6.30t176.1",1>,[6,16]>,<10,255179^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[2],[-1],[-4],[-1],[2],[1]]],[255179],[12],1,[0,0,0],<"10.255179e4.30t176.1",1>,[6,16]>,<16,255179^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[-4],[0],[6],[0],[-4],[0],[1]]],[255179],[12],1,[0,0,0],<"16.255179e8.36t1252.1",1>,[6,16]>]
x^3+15*x-90 -2^3*3*5^2*43 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[16385414],[-33412321],[17026907]] 2 [1,1,2,3,2,2,2,2,3,2,2,1,2,1,3,1,2,1,3,2,2,2,2,3,3,1,2,2,2,3,2,3,3,3,2,3,3,2,1,3,1,2,2,1,3,3,2,3,3,2,3,1,2,2,3,2,1,2,3,2,1,3,3,3,2,3,2,3,3,3,2,3,2,3,3,2,2,2,2,2,1,3,3,2,2,2,3,2,3,3,3,3,2,3,2,2,3,3,2,2,3,1,2,2,2,2,3,3,3,2,3,2,2,3,1,3,1,2,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,1,1,3,2,3,3,2,2,1,2,2,3,2,2,2,2,2,2,2,1,2,3,2,2,1,2,3,2,3,2,2,2,2,1,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[107410,-161408,1]>,[[362878,0],[1,1],[161409,262143]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[605195493,-386165775,1]>,[[1254714,-387420489],[386165775,-1],[0,1]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-90,0],[15,0],[0,0],[1,0]]>,[[[-44528875371135,25419278134745],[-1929015177772,-5732879170917],[5083855626949,-6994815350588]],[[0,0],[1,0],[0,0]],[[44528875371135,-25419278134745],[1929015177771,5732879170917],[-5083855626949,6994815350588]]]>,<43,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-175897908994576529177446539926770,-228076736340994307198128536656302,1]>,[[-228076736340994307198128536656320,0],[228076736340994307198128536656311,-1],[9,1]]>*] [x,x^2+258,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,43],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*3*43,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,43],[4,4,2,4],1,[1.000000000,0.7823480619,0.9623093808],<"notfaithful",0>,[3,2]>,<2,2^3*3*5^2*43,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,43],[4,4,5,4],1,[1.000000000,2.633067161,1.470027927],<"2.2e3_3_5e2_43.3t2.1",1>,[3,2]>]
x^4-2*x^3-43*x^2+44*x-597 -3*5*23^2*47^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 107 x-1 5 [[2388853459],[-3812278451],[3812278452],[-2388853458]] 4 [2,1,4,5,4,5,3,2,3,5,3,5,5,4,1,3,4,3,4,4,5,3,3,5,5,4,5,1,1,1,5,4,1,3,5,3,5,5,3,2,5,2,5,5,1,1,3,5,1,1,3,4,3,5,3,3,4,2,4,4,5,2,4,5,4,3,2,5,1,3,1,4,4,4,3,3,4,4,5,3,4,1,5,4,1,3,5,5,5,5,2,5,4,4,3,2,5,5,5,2,5,1,2,4,3,5,3,3,5,1,5,5,3,3,1,4,5,2,1,5,3,5,1,1,3,4,3,4,4,5,2,1,2,4,4,3,3,4,2,5,2,5,4,3,3,4,4,3,3,2,5,4,4,3,5,5,1,4,4,5,1,2,4,4,3,1,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+44,2>,<x^2-90*x+11400,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-189772,144743],[-132678,258931],[189773,-144743],[132679,-258931]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-283722987,3,1]>,[[-980524668,0],[980524669,0],[-1,-1],[2,1]]>,<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[-13021809180,0],[5,0],[1,0]]>,[[[-39928558465595,-43806137142954],[0,0]],[[39928558465596,43806137142954],[0,0]],[[63,0],[25,0]],[[-62,0],[-25,0]]]>,<23,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,21,1]>,[[-206185769124665209157166971,-232254381282233445581048907],[-765545331048774502475784258,-399795904163614017935578504],[1,0]]>,[[[765545331048774502475784274,399795904163614017935578523],[-1,0]],[[16,19],[1,0]],[[-15,-19],[-1,0]],[[-765545331048774502475784273,-399795904163614017935578523],[1,0]]]>,<47,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[923706834750906860238994003600792,-308880366097654350584669309658038,1]>,[[308880366097654350584669309658071,-1],[33,1],[-32,-1],[-308880366097654350584669309658070,1]]>*] [x,x^2-x-270,x^2-x+4,x^2-x+4054,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,23,47],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,23*47,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,23,47],[1,1,1,6,6],1,[1.000000000,2.908921723,1.528409153],<"notfaithful",0>,[4,3]>,<1,3*5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,23,47],[1,6,6,1,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[4,3]>,<1,3*5*23*47,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,23,47],[1,6,6,6,6],1,[1.000000000,2.368441320,1.357309266],<"notfaithful",0>,[4,3]>,<2,3*5*23*47,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,5,23,47],[2,6,7,7,6],1,[1.000000000,0.5221867496,0.6876782296],<"2.3_5_23_47.4t3.5",1>,[4,3]>]
x^4+11*x^2-240 -3*5*23^2*47^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 7 [[381479151],[-215252246],[215252246],[-381479151]] 4 [2,1,1,5,4,5,3,1,1,5,3,5,5,4,1,3,4,3,4,4,5,3,3,5,5,4,5,2,2,2,5,4,2,3,5,3,5,5,3,2,5,1,5,5,1,2,3,5,2,2,3,4,3,5,3,3,4,2,4,4,5,1,4,5,4,3,2,5,1,3,1,4,4,4,3,3,4,4,5,3,4,2,5,4,1,3,5,5,5,5,1,5,4,4,3,1,5,5,5,2,5,2,1,4,3,5,3,3,5,1,5,5,3,3,2,4,5,2,1,5,3,5,2,1,3,4,3,4,4,5,2,2,1,4,4,3,3,4,1,5,2,5,4,3,3,4,4,3,3,2,5,4,4,3,5,5,2,4,4,5,1,1,4,4,3,2,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+66,2>,<x^2+34560,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[1,1,1]>,[[3780,7560],[-3780,-7560],[-172515,179258],[172515,-179258]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[141861489,0,1]>,[[194644019,0],[-194644019,0],[0,-1],[0,1]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-43614400449615,0,1]>,[[36242837257068,0],[-36242837257068,0],[0,-1],[0,1]]>,<23,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[347490779976499968637577604,730330369653161331391111170,1]>,[[-730330369653161331391111158,-1],[12,1],[-12,-1],[730330369653161331391111158,1]]>,<47,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[456494859290036815596360358575752,735203712201104701714816311563136,1]>,[[-735203712201104701714816311563110,-1],[26,1],[-26,-1],[735203712201104701714816311563110,1]]>*] [x,x^2-x-270,x^2-x+4,x^2-x+4054,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,23,47],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,23*47,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,23,47],[1,1,1,6,6],1,[1.000000000,2.908921723,1.528409153],<"notfaithful",0>,[4,3]>,<1,3*5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,23,47],[1,6,6,1,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[4,3]>,<1,3*5*23*47,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,23,47],[1,6,6,6,6],1,[1.000000000,2.368441320,1.357309266],<"notfaithful",0>,[4,3]>,<2,3*5*23*47,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,5,23,47],[2,6,6,6,6],1,[1.000000000,0.9014624349,0.7551541274],<"2.3_5_23_47.4t3.6",1>,[4,3]>]
