x^5-x^4-10*x^3+8*x^2+8*x-4 2^4*61343 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 23 x^2+21*x+5 5 [[1837640,338549],[-1496542,1242239],[-1838189,-1242239],[1164454,-338549],[332638,0]] 1 [3,7,5,6,5,6,7,6,3,7,4,3,5,6,3,2,7,5,7,5,6,7,7,6,7,6,3,2,5,3,4,6,2,6,6,6,4,4,4,7,6,6,3,4,4,4,5,6,4,5,4,7,5,5,7,6,6,7,5,4,6,2,4,5,5,5,5,6,4,6,7,7,7,5,4,6,4,4,3,5,4,5,5,3,7,4,5,7,4,5,5,5,5,3,5,5,7,7,5,5,5,6,6,5,5,4,2,6,4,7,6,3,6,5,3,6,7,6,7,4,3,6,5,7,5,1,2,5,5,3,4,4,4,7,6,2,4,4,5,3,7,2,4,4,4,3,6,6,6,1,7,5,5,7,6,7,5,6,6,4,7,5,5,5,5,7,4,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,8,4,[[1,2,3,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,3,2,4,5],[1,5,4,2,3]],[1,4,5,2,3],[1,3,3,2,5],[2],[[[1,3,2,5,4],[1,2,3,5,4]]],20,<<[],[1,1,1]>,[[301954,154048],[-300432,-408104],[188376,-421180],[-217078,-419604],[1,0]]>,[[[338867,0],[0,0],[0,0],[0,0]],[[85402,108276],[111180,57474],[106563,127410],[128984,116631]],[[-88240,-37230],[-111180,-57474],[24509,3662],[2088,14441]],[[41838,-77088],[-64786,-70034],[104603,77288],[58863,743]],[[-115722,6042],[64786,70034],[26469,53784],[72209,130329]]]>,<61343,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[5,61341,1]>,[[-209028210753703543335461111868121654720401567699841767840392092207648553895176405045078888752578,0],[-257918864827625507765114857539333469980369089501207232582328720140019028263532107762766403747493,0],[1,0]]>,[[[-63182183507570279338505101570727203046530122361447369502676541795051824712183338506709525205991,0],[0,0]],[[994529844935549213158437918626013111221492580418450452703784113146006593085878647238371401125,32715312666131016379707859938101185656504542778792881775152858430117864660983979435791158427834],[0,0]],[[-195731211164990777639768193887232280045060459720178313532355962458113210144434647903295249960744,-32715312666131016379707859938101185656504542778792881775152858430117864660983979435791158427834],[0,0]],[[257918864827625507765114857539333469980369089501207232582328720140019028263532107762766403756552,0],[-1,0]],[[9059,0],[1,0]]]>*] [x,x^2-61343,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,61343],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^2*61343,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,61343],[8,8],1,[1.000000000,0.7732362958,0.8824916242],<"notfaithful",0>,[5,5]>,<4,2^8*61343^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[1]]],[2,61343],[8,9],1,[0,0,0],<"4.2e8_61343e3.10t12.1",1>,[5,5]>,<4,2^4*61343,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[2,61343],[8,9],1,[1.000000000,0.6908234217,0.9292967013],<"4.2e4_61343.5t5.1",1>,[5,5]>,<5,2^6*61343^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[2,61343],[8,9],1,[0,0,0],<"5.2e6_61343e2.10t13.1",1>,[5,5]>,<5,2^8*61343^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[2,61343],[8,9],1,[0,0,0],<"5.2e8_61343e3.6t14.1",1>,[5,5]>,<6,2^10*61343^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1]],[[1],[1],[-1],[-1]]],[2,61343],[8,9],1,[0,0,0],<"6.2e10_61343e3.20t35.1",1>,[5,5]>]
x^2-x+1460 -5839 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1190],[1191]] 2 [1,2,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5839,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[8524940,5839,1]>,[[-2919,-1],[2920,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5839],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5839,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5839],[3],1,[1.000000000,1.521186138,1.211454421],<"1.5839.2t1.1",1>,[2,1]>]
x^2+3953 -2^2*59*67 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[85],[-85]] 2 [1,1,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[3954,2,1]>,[[1,1],[-1,-1]]>,<59,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3953,0,1]>,[[0,-1],[0,1]]>,<67,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3953,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,59,67],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*59*67,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,59,67],[3,3,3],1,[1.000000000,1.499021011,1.103230426],<"1.2e2_59_67.2t1.1",1>,[2,1]>]
x^3+14*x-44 -2^2*59*67 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[-6112880],[9949125],[-3836245]] 2 [1,3,2,3,2,3,3,2,3,1,2,2,2,2,3,2,1,3,1,2,2,3,1,2,1,3,3,2,3,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,3,2,3,3,3,1,3,3,3,2,2,1,3,2,3,3,2,3,3,1,1,3,2,2,3,2,2,2,3,1,3,2,3,1,3,2,1,2,2,2,1,2,3,2,1,2,3,2,3,2,2,2,2,1,1,3,2,2,3,2,2,2,1,2,2,2,3,2,1,2,2,3,2,3,2,3,2,2,3,3,3,3,3,2,2,2,3,2,3,1,2,3,2,3,2,2,3,2,1,1,3,1,3,3,3,2,3,3,2,2,2,3,1,1,2,3,3,2,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[311858,472454,1]>,[[-51834,0],[0,1],[51834,262143]]>,<59,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[60226117963406648805064312530522845,112278952453541844656133266330344077,1]>,[[112278952453541844656133266330344017,0],[-112278952453541844656133266330344047,-1],[30,1]]>,<67,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-903792372816198508453687535228559607,-641415295519652333151056581709970846,1]>,[[-641415295519652333151056581709970932,0],[641415295519652333151056581709970889,-1],[43,1]]>*] [x,x^2+3953,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,59,67],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*59*67,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,59,67],[4,4,4],1,[1.000000000,1.499021011,1.103230426],<"notfaithful",0>,[3,2]>,<2,2^2*59*67,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,59,67],[4,4,4],1,[1.000000000,1.179108174,1.154617352],<"2.2e2_59_67.3t2.1",1>,[3,2]>]
x^2-x+11433 -7*47*139 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-114],[115]] 2 [2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[11445,7,1]>,[[-3,-1],[4,1]]>,<47,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[11985,47,1]>,[[-23,-1],[24,1]]>,<139,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[16263,139,1]>,[[-69,-1],[70,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,47,139],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*47*139,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,47,139],[3,3,3],1,[1.000000000,1.410313804,0.9393809270],<"1.7_47_139.2t1.1",1>,[2,1]>]
x^3-x^2+9*x-126 -7*47*139 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[150203],[118835],[102256]] 2 [2,1,3,1,2,1,3,2,3,2,3,3,3,1,1,2,3,3,2,3,2,3,2,2,3,1,3,2,3,2,2,2,2,1,2,3,3,2,3,2,1,3,1,2,2,2,3,2,2,2,3,3,3,2,3,3,3,3,2,1,2,2,2,2,3,1,2,2,3,1,3,2,1,3,2,3,3,3,2,3,2,2,2,3,1,3,3,2,3,2,2,3,2,2,3,3,2,3,2,1,1,2,1,2,2,2,3,3,3,2,3,1,2,2,3,3,1,2,2,2,3,2,1,1,2,2,2,2,2,2,3,1,3,1,2,3,2,2,2,3,2,1,2,2,2,1,1,2,3,3,3,1,3,2,2,3,3,3,2,2,1,3,2,1,3,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-199352222,420341982,-220989759]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-12422317294606275,-10924889550361416,1]>,[[474005635011720,34196685556119429],[10924889550361420,-1],[4,1]]>,<47,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-468622828926345182075747238716856,-249188882295698696772918082763811,1]>,[[-249188882295698696772918082763884,0],[249188882295698696772918082763848,-1],[37,1]]>,<139,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[2873997031800444710984994527840790069125840,-800826670025364773905369998373402020039568,1]>,[[-800826670025364773905369998373402020039637,0],[800826670025364773905369998373402020039603,-1],[35,1]]>*] [x,x^2-x+11433,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,47,139],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,7*47*139,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,47,139],[1,4,4,4],1,[1.000000000,1.410313804,0.9393809270],<"notfaithful",0>,[3,2]>,<2,7*47*139,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,7,47,139],[1,4,4,4],1,[1.000000000,2.708633994,1.329254343],<"2.7_47_139.3t2.1",1>,[3,2]>]
x^2+13926 -2^3*3*11*211 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-143],[143]] 2 [1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[13926,0,1]>,[[0,1],[0,262143]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13926,0,1]>,[[0,-1],[0,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13926,0,1]>,[[0,-1],[0,1]]>,<211,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13926,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,11,211],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*3*11*211,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,211],[3,3,3,3],1,[1.000000000,1.597305281,1.069823106],<"1.2e3_3_11_211.2t1.1",1>,[2,1]>]
x^3+21*x-270 -2^3*3*11*211 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 5 x-1 5 [[-130],[-608],[738]] 2 [1,1,1,3,1,3,2,1,3,3,2,2,2,3,2,3,3,2,3,2,2,2,2,3,2,2,3,2,3,2,3,1,2,3,3,2,3,2,2,2,3,3,3,2,1,3,1,2,2,1,2,2,2,2,2,3,3,1,1,1,2,2,3,2,2,2,2,2,2,2,3,3,2,2,3,2,3,1,3,3,3,3,3,3,3,3,1,3,3,2,3,2,3,2,3,3,1,2,1,1,3,1,3,2,2,2,2,3,1,2,2,2,3,1,1,3,3,2,1,1,1,3,2,2,2,3,2,1,2,1,2,2,2,1,2,2,2,3,2,3,1,2,2,2,2,1,1,3,3,2,2,2,1,1,1,3,3,1,2,1,3,3,2,2,1,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[178454,203936,1]>,[[-116418,524288],[1,2],[116417,131070]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[335761950,-620079507,1]>,[[542181960,-387420489],[-542181960,-1],[0,1]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[93188128893161649743,-267411916983251242147,1]>,[[-267411916983251242151,0],[267411916983251242149,-1],[2,1]]>,<211,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-11850404398171329402431132536872437638780894181,-9113142793495505769268815139196493453828285740,1]>,[[-9113142793495505769268815139196493453828286080,0],[9113142793495505769268815139196493453828285910,-1],[170,1]]>*] [x,x^2+13926,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,211],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*3*11*211,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,211],[4,4,4,4],1,[1.000000000,1.597305281,1.069823106],<"notfaithful",0>,[3,2]>,<2,2^3*3*11*211,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,3,11,211],[4,4,4,4],1,[1.000000000,3.787216726,1.599284180],<"2.2e3_3_11_211.3t2.1",1>,[3,2]>]
x^4-65*x^2-324 -2^2*5521^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 97 x-1 6 [[232772068172],[-43766001613],[43766001613],[-232772068172]] 4 [4,4,2,5,5,2,2,4,4,3,5,3,3,4,5,2,5,3,5,4,2,5,5,3,1,3,5,4,2,2,4,5,3,4,3,4,3,5,5,1,4,3,5,3,3,5,5,4,4,2,1,4,3,5,2,5,3,5,1,3,4,2,4,4,1,3,4,1,5,3,1,4,4,3,5,5,3,1,2,2,5,2,5,2,5,5,3,3,3,5,5,4,4,5,5,5,3,1,4,3,4,1,4,1,5,3,5,1,4,3,5,2,2,4,5,3,5,4,3,5,1,3,3,4,5,3,2,4,5,3,4,5,4,1,3,3,1,5,1,3,5,3,5,4,2,4,3,3,4,5,1,3,4,5,5,5,5,2,3,2,5,3,5,5,1,5,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-390,2>,<x^2+46656,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,4,3],[1,4,4,2],[2],[[[2,1,3,4]]],20,<<[],[1,1,1]>,[[45934,0],[2,0],[1,0]]>,[[[-131070,0],[-131070,0]],[[131070,0],[131070,0]],[[163621,-197046],[0,0]],[[-163621,197046],[0,0]]]>,<3,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[2,2,1]>,[[1138729829,1138729829],[-1138729829,-1138729829],[-61681050,0],[61681050,0]]>,<5521,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[46665437900295621560576832231722792974201387820505487832341094358285417065,76119601470287276740749018290805942659594318290995987318341090245223974365,1]>,[[-76119601470287276740749018290805942659594318290995987318341090245223971136,-1],[3229,1],[-3229,-1],[76119601470287276740749018290805942659594318290995987318341090245223971136,1]]>*] [x,x^2-x-1380,x^2+1,x^2+5521,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5521],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5521,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5521],[1,1,6],1,[1.000000000,3.234055456,1.534178601],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5521],[6,4,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,2^2*5521,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5521],[6,3,6],1,[1.000000000,1.268417584,0.9688647286],<"notfaithful",0>,[4,3]>,<2,2^2*5521,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5521],[6,3,7],1,[1.000000000,0.3719463524,0.7338453876],<"2.2e2_5521.4t3.2",1>,[4,3]>]
