x^2+1462 -2^3*17*43 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[1107],[-1107]] 2 [1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[1462,0,1]>,[[0,1],[0,262143]]>,<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1462,0,1]>,[[0,-1],[0,1]]>,<43,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1462,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,17,43],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*17*43,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,17,43],[3,3,3],1,[1.000000000,0.6573038459,0.8826757342],<"1.2e3_17_43.2t1.2",1>,[2,1]>]
x^3-x^2-61*x-169 -2^2*5*2287 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[-21016],[-5734],[26751]] 2 [2,3,1,2,1,2,2,2,2,3,3,2,1,2,2,3,2,2,1,2,2,3,2,2,3,1,2,3,2,3,3,2,3,2,2,2,2,2,1,2,2,2,1,3,1,2,3,2,2,3,1,2,1,2,2,3,2,2,2,3,1,2,2,3,2,3,3,2,3,2,2,2,3,2,1,3,2,3,2,3,2,1,2,1,3,2,2,2,2,3,2,3,3,3,2,3,1,2,3,3,3,2,2,2,3,3,1,3,2,3,3,2,1,2,2,3,1,2,2,2,2,3,2,2,2,1,2,2,3,2,2,2,3,2,1,3,3,3,1,1,2,2,3,2,2,3,3,2,1,2,3,3,2,1,3,2,1,3,2,1,3,3,3,2,1,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-230,0],[-60,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[302939,-442698],[404816,285345],[126044,252088]],[[-302939,442698],[119471,238943],[398244,272200]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-34994952620290,43491491239665,1]>,[[43491491239664,0],[-43491491239664,-1],[1,1]]>,<2287,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[6993926447329517179848591036303048035582491356527724837712315164168,-3993392992119588647266400477886700534721818787403065186438314416623,1]>,[[-3993392992119588647266400477886700534721818787403065186438314417036,0],[3993392992119588647266400477886700534721818787403065186438314416830,-1],[207,1]]>*] [x,x^2-x+2859,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,2287],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*2287,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,2287],[2,4,4],1,[1.000000000,0.7638448172,0.8775453408],<"notfaithful",0>,[3,2]>,<2,2^2*5*2287,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,2287],[4,5,5],1,[1.000000000,1.048512079,0.9420537952],<"2.2e2_5_2287.3t2.1",1>,[3,2]>]
x^6-3*x^5+14*x^4-23*x^3+27*x^2-16*x+9 -3^3*2333^2 0 3 48 "C2*S4" [[1,3,2,5,4,6],[1,5,3,4,2,6],[2,3,1,6,4,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[6,2,3,4,5,1]>,<2,3,[6,5,3,4,2,1]>,<2,6,[1,3,2,5,4,6]>,<2,6,[6,3,2,5,4,1]>,<3,8,[2,3,1,6,4,5]>,<4,6,[5,1,3,4,6,2]>,<4,6,[5,1,4,3,6,2]>,<6,8,[5,3,1,6,4,2]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 19 x^2+18*x+2 13 [[-20515739588843967,-5274168078472396],[-9686681100854957,5274168078472396],[-16933727399739068,0],[16933727399739069,0],[9686681100854958,-5274168078472396],[20515739588843968,5274168078472396]] 6 [10,3,10,7,8,9,6,5,10,8,1,9,8,7,10,6,3,4,7,10,4,4,6,10,5,10,5,8,9,10,7,2,6,9,10,7,9,4,8,6,2,7,10,5,3,4,9,5,8,4,3,8,7,8,3,10,10,9,4,8,9,10,7,6,4,10,7,7,8,7,3,3,9,4,9,10,6,7,8,7,6,5,10,5,7,10,8,7,10,7,8,8,9,6,7,3,2,3,7,7,5,8,6,6,7,7,8,8,8,9,7,7,6,5,9,10,4,6,8,8,7,5,8,6,5,8,9,10,9,7,9,10,7,7,8,5,6,5,8,10,9,6,7,8,4,2,9,8,5,10,9,10,5,6,4,10,4,6,7,10,10,10,9,6,8,6,9,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3+8*x^2-368*x+2112,4>,<x^6+98*x^5+3636*x^4+62792*x^3+504304*x^2+2034528*x+9338304,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x-11,2>,<x^6+16*x^5-259*x^4-3056*x^3+33731*x^2-118112*x+281023,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<3,8,4,[[1,2,4,5,6,3],[1,2,3,6,5,4]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[1,2,3,6,5,4],[1,2,4,3,6,5],[1,2,4,5,6,3]],[1,2,3,6,5,4],[1,4,3,5,8],[1],[[[1,2,4,5,6,3]]],20,<<[],[2,2,1]>,[[-1145977248,0],[299511531,0],[99837186,0],[6,0],[1,0]]>,[[[-1356844005,0],[-1162261467,0],[0,0],[1162261467,0]],[[194582539,0],[0,0],[0,0],[0,0]],[[-1,0],[-1,0],[0,0],[0,0]],[[268254800,-1475137401],[186634547,186634547],[7798014,7798014],[389153381,389153381]],[[2,0],[1,0],[0,0],[0,0]],[[-268254799,1475137401],[-186634547,-186634547],[-7798014,-7798014],[-389153381,-389153381]]]>,<11,4,1,[[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[2,3,4,1,5,6],[4,1,2,3,5,6]],[2,3,4,1,5,6],[1,4,8,8],[1],[[]],20,<[],[2,10,8,0,1]>,[[329095839426446664574,55723413875353631125,279542129830713546430,-194909689977195670713],[28952428669097377873,197438153838649322118,3330343253979599913,-42765858908413470184],[-329095839426446664573,-55723413875353631125,-279542129830713546430,194909689977195670713],[-28952428669097377872,-197438153838649322118,-3330343253979599913,42765858908413470184],[-15066262006030928940,0,0,0],[15066262006030928941,0,0,0]]>,<2333,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,6,5,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,2329,1]>,[[-9150069097100377285565696941642149756809986079379322783533796730616,-11382609377597334666443366093198068973344802528555132404117936075415],[661910843263558172431789603147780608375516048645166910922567220200,5849810794581522296709430104513783860344744810978334805806355597793],[1,0]]>,[[[4557870170055253766334088425871373172998282983505917798676811430891,-3023583301044473883389064566347738735710197888406617764418800323632],[0,0]],[[-4557870170055253766334088425871373172998282983505917798676811430890,3023583301044473883389064566347738735710197888406617764418800323632],[0,0]],[[-661910843263558172431789603147780608375516048645166910922567219606,-5849810794581522296709430104513783860344744810978334805806355596340],[-1,0]],[[594,1453],[1,0]],[[-593,-1453],[-1,0]],[[661910843263558172431789603147780608375516048645166910922567219607,5849810794581522296709430104513783860344744810978334805806355596340],[1,0]]]>*] [x,x^2-x-583,x^2-x+1750,x^2-x+1,x^6-31*x^3-343,x^3+21*x-31,x^4-3*x^2-9*x-6,0,0,x^4-3*x^2-9*x-6] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,11,2333],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2333,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,11,2333],[2,1,11],1,[1.000000000,0.5288312914,0.7094350743],<"notfaithful",0>,[6,11]>,<1,3*2333,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,11,2333],[11,5,11],1,[1.000000000,2.478425173,1.392506891],<"notfaithful",0>,[6,11]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,11,2333],[11,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,11]>,<2,3*2333,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[1]]],[3,11,2333],[11,5,11],1,[1.000000000,1.200941879,1.133777147],<"notfaithful",0>,[6,11]>,<2,3*2333,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,11,2333],[11,5,11],1,[1.000000000,0.6426048537,0.8065968857],<"notfaithful",0>,[6,11]>,<3,3^3*2333,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-2],[1]]],[3,11,2333],[11,8,12],1,[1.000000000,1.048195026,1.008078223],<"notfaithful",0>,[6,11]>,<3,3^2*2333,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[-1]],[[1],[2],[1]]],[3,11,2333],[11,8,12],1,[1.000000000,1.394304548,1.112949649],<"3.3e2_2333.6t11.1",1>,[6,11]>,<3,3^3*2333^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[1]]],[3,11,2333],[11,8,12],1,[0,0,0],<"3.3e3_2333e2.6t11.1",1>,[6,11]>,<3,3^2*2333^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[-1]]],[3,11,2333],[11,8,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^6-3*x^5-10*x^4+25*x^3+19*x^2-32*x+73 -3^3*2333^2 0 3 12 "D12" [[1,5,6,4,2,3],[2,1,4,3,5,6],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,3,2,1,6,5]>,<2,3,[4,6,5,1,3,2]>,<2,3,[2,1,4,3,5,6]>,<3,2,[5,1,4,6,2,3]>,<6,2,[3,6,5,2,4,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 8 [[-280884481,-67782186],[292848702,0],[-292848701,0],[280884482,67782186],[-283228970,67782186],[283228971,-67782186]] 3 [6,4,6,5,3,4,3,4,6,3,1,4,3,5,6,3,2,1,5,6,1,1,3,6,4,6,4,3,4,6,5,2,3,4,6,5,4,1,3,3,2,5,6,4,2,1,4,4,3,1,2,3,5,3,2,6,6,4,1,3,4,6,5,3,1,6,5,5,3,5,2,2,4,1,4,6,3,5,3,5,3,4,6,4,5,6,3,5,6,5,3,3,4,3,5,2,2,2,5,5,4,3,3,3,5,5,3,3,3,4,5,5,3,4,4,6,1,3,3,3,5,4,3,3,4,3,4,6,4,5,4,6,5,5,3,4,3,4,3,6,4,3,5,3,1,2,4,3,4,6,4,6,4,3,1,6,1,3,5,6,6,6,4,3,3,3,4,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+13,2>,<x^3-45*x^2+87*x-7731,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,2,1]>,[[-99837168,0],[3,0],[1,0]]>,[[[-1,0],[-1,0]],[[2,0],[1,0]],[[1382538978,813727198],[379207853,0]],[[244915419,813727198],[-379207853,0]],[[-244915418,-813727198],[379207853,0]],[[-1382538977,-813727198],[-379207853,0]]]>,<37,2,1,[[4,3,2,1,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6]],[4,3,2,1,5,6],[1,4],[1],[[]],20,<[],[2,33,1]>,[[5950177897882448046237172230659,9903794980711564888513907963751],[-2839714867657028898885762442089,9903794980711564888513907963751],[-5950177897882448046237172230658,-9903794980711564888513907963751],[2839714867657028898885762442090,-9903794980711564888513907963751],[170173669747331181520360998014,0],[-170173669747331181520360998013,0]]>,<2333,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,2329,1]>,[[-9447939508097290307135238591405305192641572363850963804158301296,10013571002933470970860907417221943755177635350127463068126105913077],[-5276942793669869322570141657559019053685281285483192380503764060317,1092813795915651009484439482291938381471425866274490549451571655860],[1,0]]>,[[[-9665118441898020723106802723648689190201322624353958448615345750791,7320399202764189360391320442152282191084567697529163955192031970085],[0,0]],[[9665118441898020723106802723648689190201322624353958448615345750792,-7320399202764189360391320442152282191084567697529163955192031970085],[0,0]],[[5276942793669869322570141657559019053685281285483192380503764061926,-1092813795915651009484439482291938381471425866274490549451571653748],[-1,0]],[[1609,2112],[1,0]],[[-1608,-2112],[-1,0]],[[-5276942793669869322570141657559019053685281285483192380503764061925,1092813795915651009484439482291938381471425866274490549451571653748],[1,0]]]>*] [x,x^2-x+1750,x^2-x+1,x^2-x-583,x^3+21*x-31,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,37,2333],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*2333,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,37,2333],[7,3,7],1,[1.000000000,2.478425173,1.392506891],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,37,2333],[7,1,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2333,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,37,2333],[2,2,7],1,[1.000000000,0.5288312914,0.7094350743],<"notfaithful",0>,[6,3]>,<2,3*2333,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,37,2333],[7,3,7],1,[1.000000000,0.6426048537,0.8065968857],<"notfaithful",0>,[6,3]>,<2,3*2333,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]]],[3,37,2333],[7,3,7],1,[1.000000000,1.200941879,1.133777147],<"2.3_2333.6t3.2",1>,[6,3]>]
x^6-2*x^5-21*x^4-32*x^3-56*x^2-120*x-132 2^9*3^3*7^3*23^2 2 2 12 "D12" [[3,4,1,2,5,6],[1,2,5,6,3,4],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,4,3,6,5]>,<2,3,[2,1,6,5,4,3]>,<2,3,[3,4,1,2,5,6]>,<3,2,[5,6,1,2,3,4]>,<6,2,[4,3,6,5,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 10 [[10155346575,0],[9020794004,0],[-4357267665,-5072638031],[1149447508,6895566640],[5213773951,5072638031],[4755330230,-6895566640]] 4 [1,1,6,4,4,5,4,4,2,5,3,6,5,6,5,4,3,4,2,3,3,4,2,4,6,3,6,4,6,6,5,3,6,5,4,5,4,3,1,3,5,4,2,5,5,6,3,3,6,4,3,3,6,6,1,6,3,3,3,6,4,2,5,1,2,5,3,4,5,1,5,6,6,2,6,4,4,1,2,3,2,6,6,6,3,5,3,4,3,5,6,4,5,1,3,4,3,4,4,3,3,4,6,6,2,3,3,5,3,3,3,6,2,4,4,6,4,1,5,4,4,5,2,1,5,4,2,5,2,4,3,2,4,2,1,6,6,4,6,3,5,1,5,4,1,4,5,5,5,3,3,4,3,1,6,6,4,5,6,6,5,2,1,2,6,4,1,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+52,2>,<x^3+122*x^2+5624*x+115312,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,2,[[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,3],[3],[[[2,1,5,6,3,4]]],20,<[],[-367258,-465496,1]>,[[1,1],[-58791,262143],[-1296,-15899],[-5844,11877],[-7256,15899],[7652,-11877]]>,<3,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[870974796,1531029747,1]>,[[-1531029747,-1],[0,1],[397273451,300536429],[-505389556,86884060],[-52773592,23603898],[142237490,105536265]]>,<7,4,2,[[2,1,4,3,6,5],[4,3,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[4,3,2,1,5,6],[3,4,1,2,6,5]],[4,3,2,1,5,6],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,6,1]>,[[2122921494956703,0],[16643159365109074,0],[1,0]]>,[[[-10001859549016997,9177401273111336],[5012569102745971,-1103003526602855]],[[-25800278063973592,-23885307038293044],[-5012569102745971,1103003526602855]],[[37719297868172671,23885307038293044],[-231695076989958,-1103003526602855]],[[14725999109926988,-9177401273111336],[231695076989958,1103003526602855]],[[-16643159365109071,0],[-1,0]],[[3,0],[1,0]]]>,<23,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[5,21,1]>,[[-374654189537091430771218907,174362452893826182785897009],[514481094561154740225245568,702833951169072373266782368],[1,0]]>,[[[144106151317296803007099848,-476543740505781182703256910],[0,0]],[[-145410286068816417767876248,476543740505781182703256910],[0,0]],[[-514481094561154740225245556,-702833951169072373266782353],[-1,0]],[[12,15],[1,0]],[[-841090981934895790533958513,-340447102625663591473593573],[28001760449012720896297824,471393232181765296500471]],[[-359279620087016197403914742,-672874777539850378183519290],[-28001760449012720896297824,-471393232181765296500471]]]>*] [x,x^2+966,x^2-42,x^2-x+6,x^3-x^2+24,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*3*7*23,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,23],[7,7,7,7],1,[1.000000000,1.212949041,1.034496024],<"notfaithful",0>,[6,3]>,<1,2^3*3*7,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,23],[7,7,7,2],1,[1.000000000,1.005012886,0.9790155141],<"notfaithful",0>,[6,3]>,<1,23,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,23],[1,1,2,7],1,[1.000000000,1.965202054,1.403216905],<"notfaithful",0>,[6,3]>,<2,2^3*3*7*23,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,7,23],[7,7,7,7],1,[1.000000000,2.413764187,1.459440895],<"notfaithful",0>,[6,3]>,<2,2^3*3*7*23,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]]],[2,3,7,23],[7,7,8,8],1,[1.000000000,2.649260832,1.514778837],<"2.2e3_3_7_23.6t3.10",1>,[6,3]>]
