x^5-2*x^4+x+2 2^9*47 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 31 x^2+29*x+3 5 [[8945424,-1852125],[10415191,-1745199],[102131,0],[3767660,1745199],[5398747,1852125]] 3 [1,6,6,5,5,6,6,5,6,4,3,5,7,2,4,7,4,7,7,7,5,5,4,4,4,5,5,5,4,5,6,6,5,5,2,4,2,7,4,5,7,6,7,5,5,4,5,4,7,6,7,2,4,6,5,7,2,5,5,5,6,3,4,6,5,6,3,6,6,6,3,6,6,6,4,2,3,7,4,5,2,3,7,7,5,7,7,6,6,3,7,2,5,6,5,6,3,6,4,7,7,3,5,7,3,5,5,5,4,4,6,5,4,6,4,5,6,5,5,6,7,7,4,3,5,4,5,5,1,7,3,3,3,6,6,4,2,5,3,5,6,4,7,4,4,4,7,2,5,5,4,5,4,6,3,7,6,3,5,5,4,7,7,7,6,4,7,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,8,8,[[1,2,3,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,3,2,4,5],[1,5,4,2,3]],[1,2,3,4,5],[1,3,3,2,5],[2,4,6],[[[1,2,3,5,4],[1,4,5,2,3]],[[1,3,2,5,4],[1,2,3,5,4]],[[1,3,2,5,4]]],20,<[],[471814,-238480,-144324,-296520,182010,264488,49984,-417908,1]>,[[7230,0,0,0,0,524288,524288,0],[-52963,42162,-70847,-70764,63898,18609,33189,8314],[-8239,102702,-128649,-63444,-78694,73695,28211,75454],[-130669,50848,37901,-11492,119355,-11299,129983,8665],[-77501,66432,-100549,-116444,-104559,-81005,70761,38639]]>,<47,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[42,3,0,1]>,[[-1019965917880867415705976448859040,0,0],[-660374561670139761716632055922956,0,0],[1,0,0]]>,[[[815821531406794199215176008859174,1054750068525885997788021294028055,517973192648420393227026680416755],[0,0,0]],[[-627119157955057280941656839218015,282549929717082030875892522432037,1179837203948662557873984262049361],[0,0,0]],[[-849076935121876679990151225564167,-1337299998242968028663913816460092,1068858315365252858349737068876285],[0,0,0]],[[660374561670139761716632055922983,0,0],[-1,0,0]],[[27,0,0],[1,0,0]]]>*] [x,x^2-94,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,47],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^3*47,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,47],[8,8],1,[1.000000000,1.575083602,1.147925835],<"notfaithful",0>,[5,5]>,<4,2^13*47^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[-1]]],[2,47],[8,9],1,[0,0,0],<"4.2e13_47e3.10t12.1",1>,[5,5]>,<4,2^9*47,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[2,47],[8,9],1,[1.000000000,0.9300934818,1.126548107],<"4.2e9_47.5t5.1",1>,[5,5]>,<5,2^12*47^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[2,47],[8,9],1,[0,0,0],<"5.2e12_47e2.10t13.1",1>,[5,5]>,<5,2^13*47^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[1],[1]]],[2,47],[8,9],1,[0,0,0],<"5.2e13_47e3.6t14.1",1>,[5,5]>,<6,2^19*47^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[0],[0],[-1]]],[2,47],[8,9],1,[0,0,0],<"6.2e19_47e3.20t35.1",1>,[5,5]>]
x^2-x+1464 -5*1171 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-93],[94]] 2 [1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1470,5,1]>,[[-2,-1],[3,1]]>,<1171,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[344274,1171,1]>,[[-585,-1],[586,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,1171],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*1171,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,1171],[3,3],1,[1.000000000,3.120326326,1.509021001],<"1.5_1171.2t1.1",1>,[2,1]>]
x^2+3957 -2^2*3*1319 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[-39936],[39936]] 2 [1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[3958,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3957,0,1]>,[[0,-1],[0,1]]>,<1319,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3957,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,1319],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*1319,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,1319],[3,3,3],1,[1.000000000,0.5993052658,0.9412649327],<"1.2e2_3_1319.2t1.1",1>,[2,1]>]
x^3-15*x-76 -2^2*3*1319 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[-2342692],[861549],[1481143]] 2 [1,1,2,2,3,2,3,2,2,1,2,2,3,2,2,2,2,2,2,3,2,1,3,2,2,2,3,2,2,3,3,2,1,2,2,2,2,3,2,3,2,3,3,3,2,3,1,2,3,3,3,2,2,2,2,2,1,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,3,3,3,2,3,3,2,2,1,2,2,3,1,2,3,3,2,2,1,3,2,1,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,1,2,1,2,2,3,2,2,2,3,3,3,2,2,3,1,2,2,2,2,2,2,2,3,1,2,2,3,2,2,3,3,3,2,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[2],[[[1,3,2]]],20,<[],[448718,-519602,1]>,[[-519604,0],[1,1],[-4685,-1]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1487281620,-1664504982,1]>,[[-502243517,0],[502243516,-1],[1,1]]>,<1319,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[85005042780662913930464463474801908359754741787049669755555304,-115788583027534934808286062216508180967595511330081057036566036,1]>,[[-115788583027534934808286062216508180967595511330081057036567076,0],[115788583027534934808286062216508180967595511330081057036566556,-1],[520,1]]>*] [x,x^2+3957,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1319],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^2*3*1319,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,1319],[4,4,4],1,[1.000000000,0.5993052658,0.9412649327],<"notfaithful",0>,[3,2]>,<2,2^2*3*1319,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,3,1319],[4,4,4],1,[1.000000000,2.725194129,1.487606103],<"2.2e2_3_1319.3t2.1",1>,[3,2]>]
x^2+13930 -2^3*5*7*199 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 19 x-1 5 [[-246407],[246407]] 2 [1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[13930,0,1]>,[[0,1],[0,262143]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13930,0,1]>,[[0,-1],[0,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13930,0,1]>,[[0,-1],[0,1]]>,<199,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[13930,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,5,7,199],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*5*7*199,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,199],[3,3,3,3],1,[1.000000000,0.6388303728,0.8877932683],<"1.2e3_5_7_199.2t1.1",1>,[2,1]>]
x^3-38*x-128 -2^3*5*7*199 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 41 x-1 5 [[-53478094],[55504317],[-2026223]] 2 [1,2,1,1,2,2,2,3,3,2,3,2,1,2,2,3,3,3,3,1,2,2,2,2,2,2,2,3,3,1,2,2,3,2,3,2,2,1,3,1,2,2,3,2,2,1,2,1,3,2,3,2,3,2,3,3,1,3,2,2,2,2,2,3,3,2,3,3,1,2,2,2,3,2,3,2,1,3,2,3,1,2,2,1,2,2,3,3,3,3,2,1,3,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,3,2,1,3,2,3,2,3,3,3,3,2,2,2,2,2,3,2,3,2,2,3,3,3,2,3,2,2,3,1,2,2,2,1,3,2,3,2,2,3,3,1,2,2,2,2,3,2,3,2,2,2,2,3,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[-159782,227648,1]>,[[227648,0],[0,1],[34496,-1]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-23744611400580,22691895259965,1]>,[[22691895259963,0],[-22691895259964,-1],[1,1]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[6061486544486723,-39117448583142545,1]>,[[-39117448583142557,0],[39117448583142551,-1],[6,1]]>,<199,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1332949816744594318576199148051505722754536087,-3236932351191542908504067658144090161190490091,1]>,[[-3236932351191542908504067658144090161190490437,0],[3236932351191542908504067658144090161190490264,-1],[173,1]]>*] [x,x^2+13930,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,199],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*5*7*199,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,199],[4,4,4,4],1,[1.000000000,0.6388303728,0.8877932683],<"notfaithful",0>,[3,2]>,<2,2^3*5*7*199,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,5,7,199],[4,4,4,4],1,[1.000000000,2.869840654,1.428034725],<"2.2e3_5_7_199.3t2.1",1>,[3,2]>]
x^4-2*x^3+56*x^2-55*x+14 5*2969^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 7 [[-297791937],[-269389154],[269389155],[297791938]] 2 [4,5,4,4,3,5,5,1,4,3,3,4,3,5,4,4,2,2,4,1,4,2,4,1,5,3,5,5,2,4,5,3,5,3,3,1,4,4,4,5,3,2,1,5,5,3,3,5,5,3,4,1,1,1,5,5,3,1,5,3,5,4,5,3,4,5,2,4,5,3,5,3,4,5,1,4,1,4,1,1,2,3,3,5,3,4,1,4,1,5,5,3,5,3,3,5,1,3,5,1,5,4,5,3,3,5,5,4,3,2,4,5,5,2,2,1,4,4,4,2,3,5,5,5,3,1,1,2,4,4,3,5,2,4,3,3,4,5,5,3,3,2,5,5,3,3,4,4,3,5,5,3,5,4,4,3,3,2,5,3,5,4,4,3,5,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-55,2>,<x^2+108*x+2911,3>]*],[*[4],"CYC",0,5*]] [*<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[-45714443797310,0],[5,0],[1,0]]>,[[[45660863892049,-1011425964132],[0,0]],[[-45660863892048,1011425964132],[0,0]],[[-2,0],[-1,0]],[[3,0],[1,0]]]>,<2969,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-971151056917959486701917320693379779602148360313477117470573895148845,520253184949304542234651393718924426327520169042658439643160387826493,1]>,[[-520253184949304542234651393718924426327520169042658439643160387823899,-1],[2594,1],[-2593,-1],[520253184949304542234651393718924426327520169042658439643160387823900,1]]>*] [x,x^2-x-742,x^2-x-1,x^2-x-3711,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,2969],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2969,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,2969],[1,6],1,[1.000000000,1.904029873,1.258710277],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,2969],[6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*2969,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,2969],[6,6],1,[1.000000000,0.8837779688,0.8811029737],<"notfaithful",0>,[4,3]>,<2,5*2969,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[5,2969],[6,7],1,[1.000000000,1.134064302,1.018505360],<"2.5_2969.4t3.2",1>,[4,3]>]
x^4-2*x^3+29*x^2-28*x+203 7^2*3137 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 5 [[8066669],[-8066668],[-8881360],[8881361]] 3 [2,5,5,1,4,3,3,5,2,1,5,4,3,2,5,2,5,5,1,4,3,4,5,3,3,3,5,1,4,4,4,5,1,3,4,4,3,2,5,3,4,3,2,1,1,5,1,3,3,5,4,2,3,3,5,1,5,3,1,4,3,5,5,3,5,4,4,2,1,3,5,4,5,2,1,3,1,5,4,3,5,1,1,3,3,1,4,4,5,2,3,5,1,4,1,5,3,3,5,2,2,1,5,4,4,5,5,5,2,5,3,4,4,3,4,4,3,5,4,2,3,4,3,4,3,4,2,3,5,5,2,4,4,4,3,5,5,5,5,4,3,4,1,4,5,5,5,5,3,4,2,3,2,5,4,4,4,5,5,5,1,4,1,5,2,3,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-28,2>,<x^2+54*x-2408,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[63608,127215],[90286,180571],[-63607,-127215],[-90285,-180571]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-4846444571934987,28786567468456182,1]>,[[-28786567468456182,-1],[0,1],[1,-1],[28786567468456183,1]]>,<3137,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[132271986207270417424575126695185567583845955598112005063369239010146,3137,1]>,[[-2007012236277033421968093455711246060258814056381717283691731071112855,0],[2007012236277033421968093455711246060258814056381717283691731071112856,0],[-1568,-1],[1569,1]]>*] [x,x^2-x+2,x^2-x-784,x^2-x+5490,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,3137],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,3137],[1,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,3137,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,3137],[1,1,6],1,[1.000000000,1.516444212,1.178285794],<"notfaithful",0>,[4,3]>,<1,7*3137,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,3137],[1,6,6],1,[1.000000000,3.561663413,1.545998592],<"notfaithful",0>,[4,3]>,<2,7*3137,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,7,3137],[2,6,6],1,[1.000000000,0.4497662622,0.6428625744],<"2.7_3137.4t3.1",1>,[4,3]>]
