x^3+7*x-7 -5*7^2*11 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[264201],[-69015],[-195186]] 2 [3,2,1,1,1,3,1,2,2,2,3,2,2,3,2,2,3,2,2,3,3,2,3,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,3,3,3,3,1,3,3,2,2,3,3,1,2,2,1,2,3,1,2,3,2,1,3,3,3,2,2,3,3,3,2,2,2,2,3,3,2,3,2,3,2,3,1,2,2,2,2,3,3,2,2,2,2,2,2,3,3,3,3,3,2,3,1,3,2,2,2,2,3,3,2,3,3,2,1,3,1,2,2,2,2,1,3,1,2,1,2,3,1,2,1,2,3,3,2,2,2,2,3,2,2,2,2,2,1,3,1,1,3,1,2,3,3,2,3,2,3,2,1,3,2,2,1,3,3,2,2,1,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-24747542453045,-32811540503700,1]>,[[-32811540503708,0],[32811540503704,-1],[4,1]]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[-7,7,0,1]>,[[4798884067889352,-4156949142293566,1028332300262004],[-4798884067889352,4156949142293565,-1028332300262004],[0,1,0]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[98017279457282094107,-140426136340737826887,1]>,[[-140426136340737826901,0],[140426136340737826894,-1],[7,1]]>*] [x,x^2-x+14,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,7,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*11,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[5,7,11],[4,1,4],1,[1.000000000,1.694449068,1.228569278],<"notfaithful",0>,[3,2]>,<2,5*7^2*11,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[5,7,11],[4,5,4],1,[1.000000000,0.8250524082,0.8092074247],<"2.5_7e2_11.3t2.1",1>,[3,2]>]
x^5-2*x^4-20*x^3+10*x^2+56*x-32 2^2*13^2*467^2 5 0 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 431 x-1 5 [[-3287356055940],[6098876069519],[1969726604644],[2190099993669],[-6971346611890]] 1 [2,5,2,4,2,1,5,5,4,4,4,2,4,5,5,4,3,2,3,2,5,3,3,5,5,4,5,3,3,4,3,3,5,3,3,4,3,3,3,2,3,2,3,2,4,3,3,2,3,3,3,4,5,3,5,3,3,3,4,5,3,3,3,5,4,2,3,2,2,3,3,4,3,5,3,4,2,4,3,5,2,2,1,3,5,5,2,2,4,4,2,5,3,4,3,2,3,3,2,4,5,3,3,4,2,5,2,3,3,5,2,3,4,2,2,3,2,4,5,4,5,5,3,3,3,2,5,5,5,3,5,2,2,2,3,4,3,4,4,3,2,4,4,3,3,5,4,2,4,5,3,3,2,3,3,4,2,2,2,1,4,4,3,3,2,4,2,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+194272,4>,<x-194272,5>]*]] [*<2,6,3,[[2,3,1,4,5],[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4],[2,3,1,4,5]],[1,3,2,5,4],[1,2,3],[1],[[[2,3,1,4,5]]],20,<<[],[1,1,1]>,[[-430470,0],[-353372,0],[487826,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[20842,5222],[-242544,39201],[215788,169432]],[[15620,-5222],[242543,-39201],[46356,92712]],[[36632,-21348],[0,0],[0,0]],[[57980,21348],[0,0],[0,0]]]>,<13,3,3,[[1,2,5,3,4]],[[1,2,3,4,5],[1,2,5,3,4],[1,2,4,5,3]],[1,2,3,4,5],[1,3,3],[1],[[[1,2,5,3,4]]],20,<[],[-7408924325726399065525,4180596927594747560901,-8617570198552758210352,1]>,[[5826088656359074954729,0,0],[4561304919968966273719,0,0],[1233038076118181843979,-273833419692593837704,316210047464836564990],[7384532122434576366375,273833419692593837703,-316210047464836564990],[1,1,0]]>,<467,6,3,[[1,2,4,5,3],[2,1,5,4,3]],[[1,2,3,4,5],[2,1,5,4,3],[1,2,4,5,3]],[2,1,5,4,3],[1,2,3],[1],[[[1,2,4,5,3]]],20,<<[],[2,463,1]>,[[76124670079601332726520265966889098916010387994218963,0],[-90982059299208747324279945299653662547201317127304305,0],[77598879752872952423476000158661514773143758694840801,0],[1,0]]>,[[[-78275128228134579037638958759484978060856738764991876,92021450221768760737105292027647513930732694339724858],[0,0],[0,0]],[[-87535540819492913605808359982299134557045495241970955,-92021450221768760737105292027647513930732694339724858],[0,0],[0,0]],[[101811770668332784609816498420883295072519668224871371,-12009949784281797321734450662225198601440433541465881],[-201428777956356368116908251117604570052659465812299,-169731741129151671705614580182362891565047256493769],[-100471768667285753155514654920023966761644376787109,-216576900493621481476343777508109123739304722698838]],[[11,0],[1,0],[0,0]],[[63998898379294708033630820320900817545382565782091451,12009949784281797321734450662225198601440433541465881],[201428777956356368116908251117604570052659465812298,169731741129151671705614580182362891565047256493769],[100471768667285753155514654920023966761644376787109,216576900493621481476343777508109123739304722698838]]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,467],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,2^2*13^2*467^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,13,467],[6,7,6],1,[0,0,0],<"3.2e2_13e2_467e2.12t33.1",1>,[5,4]>,<3,2^2*13^2*467^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,13,467],[6,7,6],1,[0,0,0],<"3.2e2_13e2_467e2.12t33.1",2>,[5,4]>,<4,2^2*13^2*467^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-2],[1]]],[2,13,467],[6,7,6],1,[0,0,0],<"4.2e2_13e2_467e2.5t4.1",1>,[5,4]>,<5,2^4*13^4*467^4,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1]]],[2,13,467],[6,6,6],1,[0,0,0],<"5.2e4_13e4_467e4.6t12.1",1>,[5,4]>]
x^5-22*x^3-43*x^2-14*x+4 5^2*4423^2 5 0 60 "A5" [[2,3,1,4,5],[1,2,4,5,3]] [<1,1,[1,2,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<5,12,[2,3,4,5,1]>,<5,12,[3,1,4,5,2]>] [[1,1,1,1,1],[1,1,3],[1,2,2],[5]] 23 x^2+21*x+5 5 [[-1144986,-286380],[-1567349,286380],[239336,2857465],[-2123002,0],[-1840342,-2857465]] 1 [2,4,2,4,4,4,3,3,2,4,2,3,5,3,3,3,3,3,3,3,5,3,4,5,2,2,2,4,4,4,4,2,3,2,5,2,4,3,2,2,4,3,5,5,2,3,2,3,5,3,2,4,4,3,2,5,2,3,3,3,4,3,4,2,2,3,3,4,3,3,3,3,2,5,3,3,2,2,5,5,4,4,2,4,2,3,5,2,5,5,4,3,5,2,5,5,2,2,3,2,2,2,4,2,2,3,5,3,4,3,2,5,4,2,2,5,5,3,3,3,2,3,2,4,1,2,4,4,5,4,4,5,2,3,3,3,3,2,1,2,5,4,2,2,2,2,2,4,3,3,5,3,2,3,2,4,5,2,5,3,3,5,3,5,3,3,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,3],"CYC",0,3*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+44230,4>,<x-44230,5>]*]] [*<2,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[497435,0],[-460964,-517511],[56547,517511],[124352,-182566],[-217370,182566]]>,<5,6,3,[[1,2,4,5,3],[2,1,5,4,3]],[[1,2,3,4,5],[2,1,5,4,3],[1,2,4,5,3]],[2,1,5,4,3],[1,2,3],[1],[[[1,2,4,5,3]]],20,<<[],[2,4,1]>,[[-41539874012730,0],[35453684136510,0],[10281385828545,0],[1,0]]>,[[[-37230772484665,2656125210689],[0,0],[0,0]],[[47512158313204,-2656125210689],[0,0],[0,0]],[[-28085822371948,-35314422638995],[1455622822593,5496182993328],[5397554860373,-6837965733876]],[[2,0],[1,0],[0,0]],[[17804436543407,35314422638995],[-1455622822594,-5496182993328],[-5397554860373,6837965733876]]]>,<4423,3,3,[[1,2,5,3,4]],[[1,2,3,4,5],[1,2,5,3,4],[1,2,4,5,3]],[1,2,3,4,5],[1,3,3],[1],[[[1,2,5,3,4]]],20,<[],[-2439797819384974738603272056831648364916789104663307776525966094012577922,1817425023982117646296090209999392188435946051001199450011275167524211628,-1420510228810664635392530604761741275965159792766405552735702951902471771,1]>,[[3926191746315563032113924848240176128823469862965267443062780096188459576,0,0],[2863215418986113113271468451555701369904518330191468782941940437389412996,0,0],[2220432566100442702044838282656977015038933842929383328634710731048088869,889681705255481022566524493359215555829831862791275469330788457345268,828509986884585601614771478318310898518578137056413604197102276774915],[-799922337289778066652307677895235739073774050162977775899007779145612526,-889681705255481022566524493359215555829831862791275469330788457345269,-828509986884585601614771478318310898518578137056413604197102276774915],[2286,1,0]]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,4423],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,4]>,<3,5^2*4423^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,-1,-1],[1,0,1,1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,4423],[2,6,7],1,[0,0,0],<"3.5e2_4423e2.12t33.1",1>,[5,4]>,<3,5^2*4423^2,5,[[3,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,1,1],[0,0,-1,-1]],[[[1,0,0,0],[-3,0,0,0],[3,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[-1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[-1,0,-1,-1],[1,0,1,1],[-1,0,0,0]],[[1,0,0,0],[0,0,1,1],[0,0,-1,-1],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,4423],[2,6,7],1,[0,0,0],<"3.5e2_4423e2.12t33.1",2>,[5,4]>,<4,5^2*4423^2,1,[[4],[0],[1],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[1],[1],[1],[1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-2],[1]]],[2,5,4423],[2,6,7],1,[0,0,0],<"4.5e2_4423e2.5t4.1",1>,[5,4]>,<5,5^4*4423^4,1,[[5],[1],[-1],[0],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1]]],[2,5,4423],[2,6,6],1,[0,0,0],<"5.5e4_4423e4.6t12.1",1>,[5,4]>]
