x^2-x-82 7*47 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[662],[-661]] 1 [1,2,1,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-70,7,1]>,[[-3,-1],[4,1]]>,<47,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[470,47,1]>,[[-23,-1],[24,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,47],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*47,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,47],[3,3],1,[1.000000000,1.695219767,1.243723210],<"1.7_47.2t1.1",1>,[2,1]>]
x^3+17*x-306 -17^2*19*29 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 41 x-1 5 [[43614308],[-36175586],[-7438722]] 2 [1,1,3,3,2,2,2,1,3,1,3,3,1,2,2,2,2,2,2,2,2,3,3,3,1,2,2,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,1,3,1,2,2,2,3,3,2,2,2,2,3,2,1,2,3,1,3,2,3,3,3,3,3,3,3,2,2,2,1,2,2,3,2,3,3,1,2,1,2,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,3,1,1,2,3,1,3,3,3,1,2,2,3,3,3,3,2,3,2,2,1,2,3,3,3,1,2,2,2,3,1,2,3,2,3,2,3,2,2,1,2,1,3,1,2,2,2,2,2,2,3,3,3,3,3,3,3,2,2,2,2,1,2,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-89814,-121159,-51171]>,<17,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[3,16,1]>,[[-306,0],[17,0],[0,0],[1,0]]>,[[[-295837161326563134726659,1487107132327019304059768],[12428775659818271222065,-43272484733488589506083],[93432938901996562300636,-107857100479826092135997]],[[0,0],[1,0],[0,0]],[[295837161326563134726659,-1487107132327019304059768],[-12428775659818271222066,43272484733488589506083],[-93432938901996562300636,107857100479826092135997]]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[3481715900346579430886178,-4221609315875426062582513,1]>,[[-4221609315875426062582529,0],[4221609315875426062582521,-1],[8,1]]>,<29,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-77287577717627439617749172269,-41747488859796450387981470844,1]>,[[-41747488859796450387981470898,0],[41747488859796450387981470871,-1],[27,1]]>*] [x,x^2-x+138,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,17,19,29],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,19*29,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,17,19,29],[1,2,4,4],1,[1.000000000,3.479745014,1.570152349],<"notfaithful",0>,[3,2]>,<2,17^2*19*29,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,17,19,29],[1,4,5,5],1,[1.000000000,6.128657883,2.118374354],<"2.17e2_19_29.3t2.1",1>,[3,2]>]
x^3-x^2+23*x+31 -2^2*2411 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[-2546531],[-6211519],[8758051]] 2 [2,1,3,3,3,2,2,2,3,1,1,2,1,1,2,2,2,2,3,3,1,3,2,3,2,3,1,2,2,2,3,2,2,3,2,3,1,3,3,2,1,2,3,3,3,2,3,2,2,3,3,3,1,2,3,2,2,3,2,3,3,3,2,2,2,2,2,3,2,2,3,1,2,2,2,2,3,3,3,2,2,2,2,1,1,2,2,3,2,1,3,2,2,3,1,1,2,1,2,2,3,1,3,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,1,3,1,3,3,2,3,2,2,3,3,1,2,2,1,2,3,2,2,3,2,1,2,2,2,2,2,3,2,2,1,2,3,2,3,2,2,2,3,1,1,1,2,3,2,3,3,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[54,0],[24,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-460029,128518],[364456,204625],[23562,47124]],[[460029,-128518],[159831,319663],[500726,477164]]]>,<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[855236720,121881988,185142760]>,<2411,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[21866297927376501334374719945597618047024599325413993918026755546020,1750394959951019098920244889860629680656026642507396992177946923134,1]>,[[1750394959951019098920244889860629680656026642507396992177946921083,0],[-1750394959951019098920244889860629680656026642507396992177946922108,-1],[1026,1]]>*] [x,x^2-x+603,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,2411],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2411,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,2411],[2,1,4],1,[1.000000000,1.471563826,0.9570749569],<"notfaithful",0>,[3,2]>,<2,2^2*2411,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,2411],[4,1,5],1,[1.000000000,1.607439001,1.185633086],<"2.2e2_2411.3t2.1",1>,[3,2]>]
x^4+x^2+52 2^4*13*23^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 127 x-1 5 [[13141633010],[14736137593],[-14736137593],[-13141633010]] 3 [4,1,5,5,5,1,3,5,3,2,4,5,4,3,4,3,4,3,5,4,4,3,5,5,5,2,3,3,5,3,1,2,5,1,5,4,3,4,4,1,1,3,3,4,4,3,2,4,5,5,2,4,5,3,1,3,1,4,2,5,3,5,4,2,3,4,4,3,2,4,4,5,3,3,5,5,3,4,5,4,3,5,5,3,1,2,4,5,4,4,3,5,4,2,4,3,4,3,3,4,2,5,3,3,3,4,4,4,1,1,1,5,5,5,5,3,5,1,2,3,5,1,3,4,4,3,5,1,3,5,4,5,3,3,4,5,5,5,3,2,4,4,1,5,1,5,4,2,2,4,4,3,2,2,3,3,3,4,3,5,4,3,4,3,5,5,2,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+6,2>,<x^2-7488,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,4,4],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[100498,0],[2,0],[1,0]]>,[[[131070,0],[131070,0]],[[-131070,0],[-131070,0]],[[-152967,218354],[-152967,218354]],[[152967,-218354],[152967,-218354]]]>,<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[552255065,-168969136,-552255065,168969136]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-9052704201260364699756,0,1]>,[[8816544944443680363499,0],[-8816544944443680363499,0],[0,-1],[0,1]]>,<23,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,21,1]>,[[98124684327763355101651662,847340963471518891715860467],[-316415515429492632078583970,133308601514770829604315386],[1,0]]>,[[[316415515429492632078583977,-133308601514770829604315370],[-1,0]],[[7,16],[1,0]],[[-7,-16],[-1,0]],[[-316415515429492632078583977,133308601514770829604315370],[1,0]]]>*] [x,x^2-x+6,x^2-x-3,x^2-x+75,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,23],[1,1,1,6],1,[1.000000000,1.965202054,1.403216905],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,23],[4,1,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,13*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,23],[3,1,6,6],1,[1.000000000,1.453463953,0.9628129467],<"notfaithful",0>,[4,3]>,<2,2^4*13*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,13,23],[6,1,7,8],1,[1.000000000,2.038868957,1.265060048],<"2.2e4_13_23.4t3.2",1>,[4,3]>]
x^6-3*x^5+4*x^4-3*x^3+27*x^2-26*x-181 3^2*31^3*43 2 2 48 "C2*S4" [[2,1,3,6,5,4],[6,2,3,4,5,1],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,4,5,2,3,1]>,<2,3,[1,2,5,4,3,6]>,<2,3,[6,2,5,4,3,1]>,<2,6,[2,1,3,6,5,4]>,<2,6,[2,1,5,6,3,4]>,<3,8,[2,3,1,5,6,4]>,<4,6,[3,2,6,4,1,5]>,<4,6,[3,4,6,2,1,5]>,<6,8,[2,3,6,5,1,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 29 x^2+24*x+2 11 [[4433132883310508,-4145052475574174],[5890195594261778,-4145052475574174],[-3724927390115253,0],[-5890195594261777,4145052475574174],[3724927390115254,0],[-4433132883310507,4145052475574174]] 5 [10,9,10,10,6,8,6,10,6,5,4,9,7,5,4,6,7,5,4,10,5,8,8,5,7,7,7,7,7,10,8,3,5,8,3,9,10,10,8,4,5,8,10,7,8,9,10,5,3,6,10,8,5,6,10,9,8,6,9,7,4,1,7,7,5,7,5,6,9,3,8,7,8,10,4,9,5,7,6,9,10,10,4,5,7,7,9,9,6,5,10,7,8,5,9,10,8,3,5,7,7,6,7,6,9,3,9,10,7,9,3,8,4,8,9,5,6,9,3,7,7,5,9,7,10,7,8,8,10,10,5,9,10,9,9,7,9,8,6,6,2,8,8,8,9,3,4,4,5,5,7,8,8,10,7,5,4,9,3,8,6,5,8,1,7,5,5,10] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-2*x^2+412*x-12408,4>,<x^6-2*x^5-204*x^4-38888*x^3-55856*x^2+8345568*x-66442176,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x-1,2>,<x^6-4*x^5-199*x^4+39704*x^3-173749*x^2-8116372*x-58191557,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<3,4,2,[[2,1,4,5,6,3]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[2,1,4,5,6,3],[2,1,6,3,4,5]],[2,1,4,5,6,3],[1,4,9,9],[1],[[[1,2,5,6,3,4]]],20,<<[],[2,2,1]>,[[577439820,1158664704],[1162261470,1162261467],[1,0]]>,[[[545937369,-1197454832],[0,0]],[[-545937368,1197454832],[0,0]],[[-1,0],[387420488,0]],[[466453895,-178389879],[310969263,268493903]],[[2,0],[1,0]],[[-466453894,178389879],[76451226,118926586]]]>,<31,4,2,[[2,1,4,3,6,5],[4,3,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[4,3,2,1,5,6],[3,4,1,2,6,5]],[4,3,2,1,5,6],[1,6,4,6],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,29,1]>,[[-244677551965120453590087391377,0],[31,0],[1,0]]>,[[[-245325900213730937233813010189,214732878888391756754958620539],[5343801327175918843353887904,1115802237045594271773174251]],[[260806787462897860658359066388,180143009539978334329990218758],[-5343801327175918843353887904,-1115802237045594271773174251]],[[-260806787462897860658359066387,-180143009539978334329990218758],[5343801327175918843353887904,1115802237045594271773174251]],[[245325900213730937233813010190,-214732878888391756754958620539],[-5343801327175918843353887904,-1115802237045594271773174251]],[[-15,0],[-1,0]],[[16,0],[1,0]]]>,<43,4,2,[[1,2,3,4,6,5],[2,1,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5]],[2,1,4,3,5,6],[1,5,3,6],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,42,1]>,[[77882428766003024247231284577968,0],[43,0],[1,0]]>,[[[185220474977459948648109448999409,-4615356852748095085432623506255],[0,0]],[[-87990704984517972204777035231882,4615356852748095085432623506255],[0,0]],[[87990704984517972204777035231883,-4615356852748095085432623506255],[0,0]],[[-185220474977459948648109448999408,4615356852748095085432623506255],[0,0]],[[-21,0],[-1,0]],[[22,0],[1,0]]]>,<61,2,1,[[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,6,5,4,3]],[1,2,6,5,4,3],[1,5],[1],[[]],20,<[],[2,60,1]>,[[233433128386248251339260156119495275,0],[-233433128386248251339260156119495274,0],[2838020643421924133743507328806165,-471024073326666184022882304715609],[2268279850071818263348889778980260,-471024073326666184022882304715609],[-2838020643421924133743507328806164,471024073326666184022882304715609],[-2268279850071818263348889778980259,471024073326666184022882304715609]]>*] [x,x^2-x+11,x^2-x+8,x^2-x-333,x^6-x^5+32*x^4-19*x^3+351*x^2-186*x+1343,x^3+x-1,x^4-x^3-10*x^2-11*x-8,0,0,x^4-x^3-10*x^2-11*x-8] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,31,43,61],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,43,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,31,43,61],[2,1,11,2],1,[1.000000000,0.4790883882,0.6905410722],<"notfaithful",0>,[6,11]>,<1,31,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,31,43,61],[5,11,5,5],1,[1.000000000,1.692740092,1.252979949],<"notfaithful",0>,[6,11]>,<1,31*43,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,31,43,61],[1,11,11,1],1,[1.000000000,0.6230875464,0.8322654640],<"notfaithful",0>,[6,11]>,<2,31*43^2,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[-1]],[[1]]],[3,31,43,61],[5,11,12,5],1,[1.000000000,2.232179857,1.327835651],<"notfaithful",0>,[6,11]>,<2,31,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,31,43,61],[5,11,5,5],1,[1.000000000,0.4313610546,0.7242255250],<"notfaithful",0>,[6,11]>,<3,3^2*31*43^2,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,31,43,61],[11,12,13,5],1,[1.000000000,0.9587990898,0.9220891134],<"notfaithful",0>,[6,11]>,<3,3^2*31^2*43,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[-1]]],[3,31,43,61],[11,11,12,3],1,[1.000000000,0.6220221407,0.8790490734],<"3.3e2_31e2_43.6t11.1",1>,[6,11]>,<3,3^2*31*43,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[-1]],[[1],[0],[-1]]],[3,31,43,61],[11,12,12,4],1,[1.000000000,1.368027470,1.114324989],<"3.3e2_31_43.6t11.1",1>,[6,11]>,<3,3^2*31^2*43^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[3,31,43,61],[11,12,12,3],1,[0,0,0],<"notfaithful",0>,[6,11]>]
