x^2-x-89 3*7*17 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[17681],[-17680]] 1 [2,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-87,3,1]>,[[-1,-1],[2,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-77,7,1]>,[[-3,-1],[4,1]]>,<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-17,17,1]>,[[-8,-1],[9,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,7,17],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*7*17,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,7,17],[3,3,3],1,[1.000000000,0.6227560594,0.7725584441],<"1.3_7_17.2t1.1",1>,[2,1]>]
x^3-x^2-3382*x+16160 73^2*139^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 5 x-1 10 [[2449305],[4215602],[3100719]] 1 [1,2,1,2,2,1,2,1,3,1,3,1,1,3,1,3,2,2,1,1,1,2,2,3,2,1,1,3,1,1,1,3,3,1,1,2,1,2,3,1,1,1,3,2,2,2,3,3,3,3,2,2,2,3,2,1,2,2,3,1,2,3,2,2,3,2,3,3,3,1,3,3,3,1,3,2,3,2,2,2,1,2,1,2,2,1,1,3,3,1,3,3,2,2,3,2,3,3,3,3,2,1,2,2,1,3,2,2,2,1,2,2,2,3,3,1,2,1,1,2,3,3,3,2,3,2,1,1,2,2,1,2,2,1,1,2,3,3,3,1,1,1,1,2,1,1,2,2,3,1,3,1,3,1,1,3,3,2,3,2,3,2,2,3,1,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-385586,2>,<x+385586,3>]*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-119405,-171472,-233410]>,<19,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-5395265626351323108461718,-437595759783929825471286,-102397580845687833438932]>,<73,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-34310,3723,146,1]>,[[-972083566954483804766359231971916204,-19974319868927749413007381478874993,-86555386098686914123031986408458289],[972083566954483804766359231971916156,19974319868927749413007381478874992,86555386098686914123031986408458289],[49,1,0]]>,<139,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[497342,22379,278,1]>,[[-381542045888682255123599803715625387429400,-17841894232204565887074810965119172793463,4117360207431822897017264068873655260031],[381542045888682255123599803715625387429308,17841894232204565887074810965119172793462,-4117360207431822897017264068873655260031],[93,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,73,139],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,73*139,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,19,73,139],[1,1,4,4],0,[0.06657544582+0.9977813939*i,1.934488119+0.8609271676*i,1.293385050+0.1504870158*i],<"1.73_139.3t1.1",1>,[3,1]>,<1,73*139,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,19,73,139],[1,1,4,4],0,[0.06657544582-0.9977813939*i,1.934488119-0.8609271676*i,1.293385050-0.1504870158*i],<"1.73_139.3t1.1",2>,[3,1]>]
x^3-x^2-3382*x+46601 73^2*139^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 11 x-1 7 [[3463450],[-1377867],[-2085582]] 1 [2,2,3,2,1,2,2,2,2,2,1,3,3,3,3,1,3,1,2,2,1,3,2,1,2,3,1,1,3,3,2,2,3,1,1,1,3,2,3,1,3,3,2,1,2,3,3,2,3,3,3,3,2,2,1,2,1,2,2,3,2,3,1,3,3,3,1,2,1,2,2,1,1,1,1,3,3,1,1,3,2,2,1,1,2,3,3,1,2,2,1,2,2,3,2,2,1,3,2,3,1,1,2,1,2,3,2,2,1,1,1,3,1,2,2,2,3,1,3,3,2,1,1,1,1,3,1,3,2,2,1,3,2,1,2,3,3,1,1,2,1,2,2,2,3,3,1,3,3,2,3,3,3,3,2,2,3,3,2,2,1,1,3,3,3,3,1,1] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+314557,2>,<x-314557,3>]*]] [*<31,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1077188291107283985801871583,189726939137656628577818525,-1266915230244940614379690107]>,<73,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-3869,3723,146,1]>,[[-7149517847278138951184835641599899621,-8161550053970478254777209636529570,-57130850377793347783440467455706960],[7149517847278138951184835641599899573,8161550053970478254777209636529569,57130850377793347783440467455706960],[49,1,0]]>,<139,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[527783,22379,278,1]>,[[-3273876909883531608479920896398592034073111,-3364724470589446668530237303595675266269,25235433529420850013976779776967564496964],[3273876909883531608479920896398592034073019,3364724470589446668530237303595675266268,-25235433529420850013976779776967564496964],[93,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,31,73,139],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,73*139,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,31,73,139],[2,1,4,4],0,[0.7395801839+0.6730684598*i,0.3925944647+0.3029958356*i,0.7689987773+0.2175397379*i],<"1.73_139.3t1.2",1>,[3,1]>,<1,73*139,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,31,73,139],[2,1,4,4],0,[0.7395801839-0.6730684598*i,0.3925944647-0.3029958356*i,0.7689987773-0.2175397379*i],<"1.73_139.3t1.2",2>,[3,1]>]
x^4-x^3-5*x^2-21*x+98 2^3*7^2*179 0 2 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 5 [[541954],[1167213],[-2186181],[477015]] 3 [1,3,5,1,4,5,3,3,1,4,5,2,5,2,5,2,3,5,1,2,5,2,3,3,5,5,3,2,1,4,2,5,4,3,4,4,3,4,3,5,1,3,4,1,1,5,4,3,3,3,4,4,5,5,5,2,3,3,2,4,5,3,5,3,5,4,4,1,1,3,5,4,5,4,4,5,4,5,2,3,3,1,2,3,5,2,4,4,3,1,5,5,4,4,1,5,5,5,5,4,4,4,5,4,4,5,5,3,2,3,5,4,2,3,1,4,3,5,4,4,5,4,3,1,5,1,4,5,3,5,4,4,2,2,3,5,5,5,5,2,3,2,4,4,3,3,3,3,5,4,4,5,4,5,2,4,2,5,3,5,2,4,2,3,1,5,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+28,2>,<x^2+40*x+42,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[3],[[[1,2,4,3]]],20,<[],[376286,-237476,1]>,[[262606,0],[24205,0],[1,1],[-24667,-1]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-1548097566,-1622611525],[1697125484,1622611525],[290389411,-216227364],[-439417328,216227364]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-153462083246542,-3375800858528385,1]>,[[832815638952451,-7],[42,7],[-11565531672279770,2153399534098419],[-12065074337419008,-2153399534098419]]>,<179,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-38437144025214782473857152590888587991901512,-344044544231415107696653386924386185716896778,1]>,[[522023275927931788868843875675017151324041596,0],[274341136607834332011037835050069184016733974,0],[344044544231415107696653386924386185716896805,-1],[27,1]]>*] [x,x^2-x+2,x^2-358,x^2+2506,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,179],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,179],[1,3,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,2^3*179,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,179],[6,1,1,6],1,[1.000000000,1.405334995,1.096432019],<"notfaithful",0>,[4,3]>,<1,2^3*7*179,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,179],[6,3,6,6],1,[1.000000000,1.004105445,0.9341201389],<"notfaithful",0>,[4,3]>,<2,2^3*7*179,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,7,179],[6,3,6,6],1,[1.000000000,2.363985401,1.376309913],<"2.2e3_7_179.4t3.1",1>,[4,3]>]
x^4-x^3-10*x^2-15*x+99 2^3*7^2*179 0 2 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 5 [[20524937],[13206042],[34218237],[1394742]] 3 [4,3,5,3,4,5,3,3,2,4,5,1,5,2,5,1,3,5,1,1,5,1,3,3,5,5,3,2,2,4,1,5,4,3,4,4,3,4,3,5,1,3,4,1,2,5,4,3,3,3,4,4,5,5,5,1,3,3,1,4,5,3,5,3,5,4,4,1,1,3,5,4,5,4,4,5,4,5,2,3,3,2,1,3,5,2,4,4,3,2,5,5,4,4,1,5,5,5,5,4,4,4,5,4,4,5,5,3,1,3,5,4,2,3,2,4,3,5,4,4,5,4,3,1,5,2,4,5,3,5,4,4,1,1,3,5,5,5,5,2,3,1,4,4,3,3,3,3,5,4,4,5,4,5,2,4,1,5,3,5,2,4,1,3,1,5,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+27,2>,<x^2+28*x-162,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[3],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[138806,0],[-237476,0],[1,0]]>,[[[289344,-232411],[0,0]],[[521755,232411],[0,0]],[[1,0],[1,0]],[[237477,0],[262143,0]]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[211147332,844944622],[-1478741912,-844944622],[7787670,-44878887],[-31594719,44878887]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[-22273689118652594,-6015438332917699],[9946951307077036,-36580482713113647],[1,0]]>,[[[-9946951307077033,36580482713113652],[-1,0]],[[3,5],[1,0]],[[-31546660989789966,14816321347131656],[3259734086889636,5153999385179377]],[[-38298654000745004,28395462237366688],[-3259734086889636,-5153999385179377]]]>,<179,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[223586756148580252908146394648979727882692510,344044544231415107696653386924386185716896957,1]>,[[-102059974471334953336138771548017626264815468,0],[446104518702750061032792158472403811981712300,0],[-344044544231415107696653386924386185716896894,-1],[63,1]]>*] [x,x^2-x+2,x^2-358,x^2+2506,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,179],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,179],[1,3,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,2^3*179,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,179],[6,1,1,6],1,[1.000000000,1.405334995,1.096432019],<"notfaithful",0>,[4,3]>,<1,2^3*7*179,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,179],[6,3,6,6],1,[1.000000000,1.004105445,0.9341201389],<"notfaithful",0>,[4,3]>,<2,2^3*7*179,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,7,179],[6,3,6,7],1,[1.000000000,0.6575096630,0.7912660686],<"2.2e3_7_179.4t3.2",1>,[4,3]>]
x^5-x^4+3*x^3+41*x^2-208*x+276 73^2*139^2 1 2 10 "D10" [[2,1,3,5,4],[5,3,2,4,1]] [<1,1,[1,2,3,4,5]>,<2,5,[5,3,2,4,1]>,<5,2,[4,3,1,5,2]>,<5,2,[5,1,4,2,3]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 8 [[-89942058,-52768964],[48177164,-36673557],[65081809,52768964],[90533182,36673557],[100508785,0]] 2 [2,2,2,2,2,2,4,2,2,2,2,4,3,3,2,1,3,2,3,4,1,3,2,4,2,3,3,2,2,2,4,2,3,1,2,4,4,2,2,3,4,4,2,2,4,1,2,2,2,3,3,2,4,3,4,2,2,4,3,3,4,2,2,2,2,2,1,4,4,3,2,4,3,2,4,2,2,2,2,2,2,2,1,2,2,3,3,2,4,3,4,2,2,1,2,4,2,4,3,2,2,3,2,2,3,3,4,3,4,2,3,2,3,4,4,2,4,2,2,2,2,4,2,2,4,2,3,2,2,4,4,3,3,2,2,1,2,2,2,2,3,2,4,2,4,3,2,2,2,2,2,2,2,1,4,3,4,1,2,3,3,2,2,2,2,3,3,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+4545856,3>,<x-4545856,4>]*]] [*<2,2,1,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[2,1,3,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[46706,61336],[-14630,-61336],[53845,0],[-88343,40306],[-128649,-40306]]>,<7,2,1,[[3,2,1,5,4]],[[1,2,3,4,5],[3,2,1,5,4]],[3,2,1,5,4],[1,2],[1],[[]],20,<[],[3,6,1]>,[[-27982598172128842,24161007872422482],[-28289868741886128,0],[-13364112811439732,-24161007872422482],[1867482009897586,-1484523296465636],[-624273396681741,1484523296465636]]>,<73,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[2795968404690882346678122073026991651,-1007347239840116427611081111792200792,1]>,[[-6765535029631228531582146967479961881,0],[1007347239840116427611081111792200852,-1],[60,1],[1510269570678454404048755269684229850,30662843105922370526314377367445403],[4247918219112657699922310586003531120,-30662843105922370526314377367445403]]>,<139,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[112781851408074973980098544400751853000508,-669678426356836223850615596707818395821085,1]>,[[-2453858281566721845340890207043890771103243,0],[669678426356836223850615596707818395821143,-1],[58,1],[1316640250785162280659630545098410124145810,-4947226058241101689831131253929577220540],[467539604424723340830644065237662251136233,4947226058241101689831131253929577220540]]>*] [x,x^2-x+2537,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,73,139],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,73*139,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,7,73,139],[2,2,5,5],1,[1.000000000,0.3118753444,0.6681804074],<"notfaithful",0>,[5,2]>,<2,73*139,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,7,73,139],[2,2,5,5],1,[1.000000000,1.507078936,1.082791360],<"2.73_139.5t2.1",1>,[5,2]>,<2,73*139,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,7,73,139],[2,2,5,5],1,[1.000000000,1.438534367,1.076396718],<"2.73_139.5t2.1",2>,[5,2]>]
x^5-2*x^4+11*x^3-148*x^2-6*x-184 2^6*5^2*503^2 1 2 10 "D10" [[4,5,3,1,2],[3,2,1,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[4,5,3,1,2]>,<5,2,[5,4,1,3,2]>,<5,2,[2,3,5,1,4]>] [[1,1,1,1,1],[1,2,2],[5]] 7 x^2+6*x+3 11 [[233331487,-64987974],[-779328590,0],[623259331,64987974],[509949611,-476248673],[-587211837,476248673]] 2 [1,4,1,2,2,4,1,3,2,3,2,2,2,4,2,2,2,2,3,2,2,4,1,2,2,4,4,2,4,2,3,2,3,3,1,2,2,2,3,3,3,4,2,3,3,4,3,2,2,2,2,2,2,4,2,2,3,3,2,1,3,4,2,2,4,3,4,4,2,4,4,2,2,3,2,2,2,3,3,2,1,2,2,2,2,4,2,3,3,2,2,2,1,1,4,1,2,3,2,3,1,1,2,3,4,4,4,1,3,4,2,2,4,4,3,3,2,2,3,2,2,2,2,2,2,2,3,3,2,2,2,4,2,2,1,2,2,2,4,2,2,4,3,3,4,4,3,2,3,1,2,4,3,2,2,2,4,2,4,2,2,2,3,2,2,3,4,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-34204000,3>,<x+34204000,4>]*]] [*<2,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[3],[[[1,3,2,5,4]]],20,<[],[242602,295452,1]>,[[-217076,0],[82908,37829],[-61360,-37829],[-66615,131070],[1,2]]>,<5,2,2,[[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2]],[1,2,3,4,5],[1,2],[1],[[[1,5,4,3,2]]],20,<[],[20710577529505,41623816051320,1]>,[[43997449034864,0],[-3476843395068,-1],[305211369607,-1073174189907],[-2678844353153,1073174189907],[2,1]]>,<17,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-1058839019556255473791526,1042060067669897859314124,-1627292107379835334823104,5821534767194009746196,-35257525297060334375759]>,<503,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[327021115400113515399867445477903036282237828790894654,435189866166602581603108132715709386558921283122086934,1]>,[[94306607728865173285949848060131163181997085072748889,0],[-435189866166602581603108132715709386558921283122086596,-1],[338,1],[-333348729120534993553507395259324513077542677545860605,841499484223439521868477897942016930250492870850092],[-400647316859723512426475959186435150618123263733756425,-841499484223439521868477897942016930250492870850092]]>*] [x,x^2+5030,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,17,503],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^3*5*503,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,17,503],[5,5,1,5],1,[1.000000000,1.328884191,1.102779991],<"notfaithful",0>,[5,2]>,<2,2^3*5*503,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,17,503],[5,5,1,5],1,[1.000000000,2.825352339,1.478756897],<"2.2e3_5_503.5t2.1",1>,[5,2]>,<2,2^3*5*503,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,17,503],[5,5,1,5],1,[1.000000000,1.543036953,1.164256561],<"2.2e3_5_503.5t2.1",2>,[5,2]>]
