x^2-x-93 373 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-84],[85]] 1 [2,1,2,1,2,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<373,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[34689,373,1]>,[[-186,-1],[187,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[373],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,373,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[373],[3],1,[1.000000000,0.9562022267,0.8823123638],<"1.373.2t1.1",1>,[2,1]>]
x^4-16162*x^2+51718400 2^6*8081^3 4 0 4 "C4" [[4,3,2,1],[2,4,1,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[2,4,1,3]>,<4,1,[3,1,4,2]>] [[1,1,1,1],[2,2],[4]] 23 x-1 9 [[5705551260],[592955603186],[-592955603186],[-5705551260]] 1 [1,3,2,3,3,3,4,2,1,4,3,4,1,1,3,2,2,3,4,1,4,2,1,2,3,2,4,1,1,3,3,3,1,3,2,2,3,3,1,3,4,1,1,1,2,2,3,2,1,4,1,4,2,1,2,3,2,4,1,2,1,1,1,3,1,1,4,2,2,4,1,4,2,4,3,1,3,2,4,3,3,2,3,4,4,2,2,4,2,3,4,2,2,1,4,2,3,2,4,2,1,4,4,4,3,2,3,3,2,2,3,1,1,2,1,1,2,4,3,2,4,3,3,4,2,1,4,4,3,3,2,3,4,2,2,4,2,3,2,2,4,4,1,1,3,2,1,2,3,3,3,2,3,1,1,2,2,4,3,3,2,4,4,2,1,2,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-106022720,3>,<x+106022720,4>]*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[3],[[[2,1,4,3]]],20,<[],[12110,0,1]>,[[0,8],[0,16376],[0,62485],[0,68587]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,4,1]>,[[-38024532923993,28671449358316],[38024532923993,-28671449358316],[-8083338931580,-4041669465790],[8083338931580,4041669465790]]>,<41,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[1439992263435134764664859921420,453163087676956311550867353227,-453163087676956311550867353227,-1439992263435134764664859921420]>,<8081,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[51718400,0,-16162,0,1]>,[[0,-1,0,0],[0,-29689124012194684307882058269561069588040973384329065448959992619345903931,0,-80926805775175833032775287863803560651272975837929226788294173430152544578],[0,29689124012194684307882058269561069588040973384329065448959992619345903931,0,80926805775175833032775287863803560651272975837929226788294173430152544578],[0,1,0,0]]>*] [x,0,x^2-x-2020,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,41,8081],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,2^3*8081,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,5,41,8081],[5,2,1,5],0,[0.5214926697-0.8532557620*i,0.6418917721+0.4262873349*i,0.9456182505+0.1347352757*i],<"1.2e3_8081.4t1.1",1>,[4,1]>,<1,8081,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,41,8081],[1,1,1,5],1,[1.000000000,1.450861667,1.207335424],<"notfaithful",0>,[4,1]>,<1,2^3*8081,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,41,8081],[5,2,1,5],0,[0.5214926697+0.8532557620*i,0.6418917721-0.4262873349*i,0.9456182505-0.1347352757*i],<"1.2e3_8081.4t1.1",2>,[4,1]>]
x^4-2*x^3-4039*x^2+4040*x+3821808 2^6*8081^3 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 10 [[-9016268294651],[13712666868783],[-13712666868782],[9016268294652]] 1 [1,4,3,5,4,4,5,3,1,4,5,4,2,3,5,3,3,4,4,2,5,2,3,1,5,3,5,3,3,5,5,4,2,4,3,2,4,4,1,4,4,3,2,1,3,2,4,2,3,4,1,5,1,3,1,5,3,5,3,1,3,3,3,5,1,3,4,2,3,4,1,5,1,4,4,2,4,3,5,5,4,3,5,5,5,3,1,5,3,5,4,2,1,3,4,1,4,1,4,3,3,4,4,5,4,1,4,5,2,1,5,3,2,3,1,2,3,5,4,3,4,5,4,4,3,3,4,5,5,4,3,5,5,3,1,5,3,4,3,1,4,4,2,3,4,2,3,1,4,5,4,2,4,2,3,1,2,5,5,4,3,5,5,3,2,1,5,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+4040,2>,<x^2-8082*x-44835408,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[3],[[[2,1,4,3]]],20,<[],[25282,94876,1]>,[[4,4],[13716,65532],[-13715,4],[-3,65532]]>,<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[-1299198768,0],[1299198769,0],[-580800166,330567],[580800167,-330567]]>,<29,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,24,1]>,[[-23123410409954401861093211334,0],[23123410409954401861093211335,0],[-978804415296003541325011085,1698550828980747222683413563],[978804415296003541325011086,-1698550828980747222683413563]]>,<8081,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[266460569645808,263822346440,97949801,16162,1]>,[[-4040,-1,0,0],[197156540772877059416040545507015746914391448393851708272653370374035236149122,28162557169904102150658273685340360473015474434291027957848748571752495829,14807148700465517458772178939784611165008438100467275078477066317830262164,57691150653440531676196605461452902114872617593307663546460222682520452754],[-197156540772877059416040545507015746914391448393851708272653370374035236149121,-28162557169904102150658273685340360473015474434291027957848748571752495829,-14807148700465517458772178939784611165008438100467275078477066317830262164,-57691150653440531676196605461452902114872617593307663546460222682520452754],[4041,1,0,0]]>*] [x,x^2-16162,x^2-x-2020,x^2-2,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,29,8081],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*8081,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,29,8081],[6,1,1,6],1,[1.000000000,1.244831534,1.070909770],<"notfaithful",0>,[4,3]>,<1,8081,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,29,8081],[1,4,4,6],1,[1.000000000,1.450861667,1.207335424],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,29,8081],[6,3,3,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<2,2^3*8081^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]]],[2,3,29,8081],[6,3,3,7],1,[0,0,0],<"2.2e3_8081e2.4t3.1",1>,[4,3]>]
x^6-13470*x^4+45360225*x^2-7682787308875 2^6*5^3*7^3*97^3*449^3 2 2 12 "D12" [[6,2,4,3,5,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[6,2,4,3,5,1]>,<3,2,[2,6,4,5,3,1]>,<6,2,[3,4,2,6,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 29 x^2+24*x+2 18 [[-102038450202486272590184873,-69277067440141903387969631],[14628272397771706181234729,0],[-87410177804714566408950144,-69277067440141903387969631],[102038450202486272590184873,69277067440141903387969631],[-14628272397771706181234729,0],[87410177804714566408950144,69277067440141903387969631]] 4 [5,4,1,1,6,5,5,5,3,4,3,3,5,6,4,6,6,3,3,3,3,1,6,3,4,3,4,4,2,5,3,5,4,1,4,5,5,6,3,5,3,5,2,6,2,6,3,6,3,3,3,3,4,2,5,3,3,2,3,4,4,4,4,5,3,3,4,4,3,1,3,4,1,3,2,6,6,3,4,5,3,5,6,6,6,4,1,4,4,5,3,3,6,5,4,4,4,3,2,3,1,5,1,4,6,2,6,4,3,2,4,6,5,5,5,4,3,3,4,3,3,6,4,2,4,5,4,1,4,3,3,2,5,4,1,5,4,3,2,5,4,3,2,4,4,6,6,4,6,3,5,4,4,5,3,3,3,6,4,6,3,4,6,3,3,6,4,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-80820,2>,<x^3-4898904300*x-44674039103517000,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,2,[[2,1,4,3,6,5],[4,3,5,6,2,1]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[4,3,5,6,2,1],[6,5,2,1,3,4],[3,4,6,5,1,2],[5,6,1,2,4,3]],[4,3,5,6,2,1],[1,2,5,5,6,6],[2],[[[2,1,4,3,6,5]]],20,<<[],[1,1,0,1]>,[[416092,329104,-417702],[0,2,0],[1,0,0]]>,[[[0,1,0],[1,0,0]],[[0,-1,0],[-1,0,0]],[[-20392,240148,175621],[260540,175621,20392]],[[20392,-240148,-175621],[-260540,-175621,-20392]],[[20392,-240147,-175621],[-260539,-175621,-20392]],[[-20392,240147,175621],[260539,175621,20392]]]>,<3,2,1,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,3,2,4,6,5],[1,4],[1],[[]],20,<[],[2,2,1]>,[[-67007962,0],[168239234,134735253],[-101231272,-134735253],[67007962,0],[101231272,134735253],[-168239234,-134735253]]>,<5,2,2,[[2,1,6,5,4,3]],[[1,2,3,4,5,6],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,2],[1],[[[2,1,6,5,4,3]]],20,<[],[-34616900004720,0,1]>,[[0,259274170278],[0,-259274170278],[0,-45901610971],[0,-1],[0,1],[0,45901610971]]>,<7,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[38761022026124566,0,1]>,[[0,-1],[0,1],[17845847697438865,-5699447592686571],[17845847697438865,5699447592686571],[-17845847697438865,-5699447592686571],[-17845847697438865,5699447592686571]]>,<97,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[5,96,1]>,[[2027979226840593669415482448575844845781,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[-1788720143573373702272665370275793159682,2001963782984190263306721052341302498907],[-28030636233337487497421327572353468816,0]],[[-1788720143573373702272665370275793159682,2001963782984190263306721052341302498907],[28030636233337487497421327572353468816,0]],[[1788720143573373702272665370275793159682,-2001963782984190263306721052341302498907],[-28030636233337487497421327572353468816,0]],[[1788720143573373702272665370275793159682,-2001963782984190263306721052341302498907],[28030636233337487497421327572353468816,0]]]>,<449,2,2,[[6,5,4,3,2,1]],[[1,2,3,4,5,6],[6,5,4,3,2,1]],[1,2,3,4,5,6],[1,2],[1],[[[6,5,4,3,2,1]]],20,<[],[-17238498311125300595866533602270610861562533680311804,0,1]>,[[0,-1],[0,584180838393926339886986356424965271115887238],[0,584180838393926339886986356424965271115887237],[0,-584180838393926339886986356424965271115887237],[0,-584180838393926339886986356424965271115887238],[0,1]]>*] [x,x^2-x+170,x^2-1524355,x^2+2245,x^3+x-5,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,97,449],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,7*97,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,97,449],[1,3,1,7,7,1],1,[1.000000000,2.170138694,1.270337299],<"notfaithful",0>,[6,3]>,<1,2^2*5*7*97*449,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,97,449],[7,1,7,7,7,7],1,[1.000000000,1.437981730,1.125452510],<"notfaithful",0>,[6,3]>,<1,2^2*5*449,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,97,449],[7,2,7,1,2,7],1,[1.000000000,1.060868814,0.9246386578],<"notfaithful",0>,[6,3]>,<2,7*97,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,5,7,97,449],[5,3,1,7,7,1],1,[1.000000000,0.8302603205,0.8359537077],<"notfaithful",0>,[6,3]>,<2,2^4*5^2*7*97*449^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,5,7,97,449],[7,3,7,8,9,7],1,[0,0,0],<"2.2e4_5e2_7_97_449e2.6t3.1",1>,[6,3]>]
