x^2-x+1047 -53*79 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[84],[-83]] 2 [2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<53,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1749,53,1]>,[[-26,-1],[27,1]]>,<79,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2607,79,1]>,[[-39,-1],[40,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[53,79],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,53*79,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[53,79],[3,3],1,[1.000000000,0.6797143330,0.8503421970],<"1.53_79.2t1.1",1>,[2,1]>]
x^4+24*x^2+142 2^11*71 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 6 [[-58902053],[37048503],[-37048503],[58902053]] 2 [1,3,5,2,5,3,4,3,1,5,2,5,4,3,1,3,5,3,5,4,2,4,3,2,4,5,4,3,5,4,1,3,4,5,3,4,5,5,4,3,3,3,4,4,3,4,5,4,5,5,2,1,4,3,4,4,3,4,5,4,5,5,5,4,1,3,5,4,5,3,4,4,4,5,3,2,3,3,4,1,3,3,4,4,1,5,4,4,3,4,5,1,2,5,3,4,5,1,5,3,3,5,5,2,3,1,3,1,1,4,1,5,1,5,1,1,3,4,3,3,3,4,5,5,5,3,3,4,1,3,3,2,2,3,4,4,3,3,5,4,3,5,2,5,5,4,5,2,5,1,5,2,5,2,5,1,1,2,4,5,3,1,1,3,1,4,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+144,2>,<x^2-20448,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[4,3,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[4,3,2,1],[4,3,1,2]],[1,2,3,4],[1,2,4,3,5],[2,4,8],[[[4,3,1,2],[1,2,4,3]],[[4,3,1,2]],[[2,1,4,3]]],20,<[],[-1678,-449944,-117444,386824,183698,-52640,166008,8,1]>,[[49600,80534,14601,120651,120066,11366,98534,70250],[-49600,-80534,116471,10421,11006,119706,32538,60822],[110980,-39982,30821,60335,30160,31414,12691,1813],[-110980,39982,100251,70737,100912,99658,118381,129259]]>,<71,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[7,69,1]>,[[1650276236954167525601459646215211997,0],[0,0],[1,0]]>,[[[-1840385306129760266602550943554930098,2096692426916237303247464319923985122],[0,0]],[[1840385306129760266602550943554930098,-2096692426916237303247464319923985122],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2-2,x^2-142,x^2-71,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,71],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,71],[6,3,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^3*71,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,71],[6,1,6],1,[1.000000000,1.423917789,1.102374181],<"notfaithful",0>,[4,3]>,<1,2^2*71,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,71],[6,3,6],1,[1.000000000,1.050056665,0.9568419685],<"notfaithful",0>,[4,3]>,<2,2^8*71,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,71],[6,3,7],1,[1.000000000,0.8784799108,0.9727566550],<"2.2e8_71.4t3.5",1>,[4,3]>]
x^4-24*x^2+142 2^11*71 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 7 x-1 9 [[-4764136],[-9907349],[9907349],[4764136]] 1 [1,3,5,1,5,3,4,3,2,5,1,5,4,3,2,3,5,3,5,1,2,4,3,2,4,5,4,3,5,4,2,3,4,5,3,4,5,5,4,3,3,3,4,4,3,4,5,4,5,5,2,2,4,3,4,4,3,4,5,4,5,5,5,4,1,3,5,4,5,3,4,4,4,5,3,1,3,3,4,1,3,3,4,4,2,5,4,4,3,4,5,2,1,5,3,4,5,1,5,3,3,5,5,2,3,1,3,1,2,4,2,5,1,5,2,1,3,4,3,3,3,4,5,5,5,3,3,4,2,3,3,1,1,3,4,4,3,3,5,4,3,5,1,5,5,4,5,2,5,2,5,2,5,1,5,2,2,2,4,5,3,1,2,3,1,4,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-144,2>,<x^2-20448,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[4,3,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[4,3,2,1],[4,3,1,2]],[1,2,3,4],[1,2,4,3,5],[2,4,8],[[[4,3,1,2],[1,2,4,3]],[[4,3,1,2]],[[2,1,4,3]]],20,<[],[-426318,-100312,-277924,212296,-445406,67936,186104,8,1]>,[[111596,-32102,2605,11223,12202,46198,34986,4998],[-111596,32102,128467,119849,118870,84874,96086,126074],[100360,62014,45425,106851,27324,108186,77575,104705],[-100360,-62014,85647,24221,103748,22886,53497,26367]]>,<71,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-1650276236954167525601459646215211997,0,1]>,[[2518409649642594287977693150480137552,0],[-2518409649642594287977693150480137552,0],[0,-1],[0,1]]>*] [x,x^2-2,x^2-142,x^2-71,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,71],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,71],[6,3,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^3*71,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,71],[6,1,6],1,[1.000000000,1.423917789,1.102374181],<"notfaithful",0>,[4,3]>,<1,2^2*71,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,71],[6,3,6],1,[1.000000000,1.050056665,0.9568419685],<"notfaithful",0>,[4,3]>,<2,2^8*71,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,71],[6,3,7],1,[1.000000000,1.310167085,1.050071994],<"2.2e8_71.4t3.6",1>,[4,3]>]
x^4-12*x^2-16*x-2 2^11*71 4 0 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 83 x-1 5 [[503072399],[-4644893],[-33138044],[-465289462]] 1 [3,4,5,4,3,4,5,4,4,3,4,5,3,4,4,2,3,2,5,3,4,5,1,4,5,3,3,4,5,5,2,4,5,3,4,5,3,3,5,4,4,4,5,5,4,3,5,3,5,5,4,4,5,4,3,5,4,3,5,5,5,3,5,3,4,2,3,5,3,4,3,5,3,3,2,4,4,2,5,4,2,4,5,3,2,5,3,3,4,3,3,4,2,5,4,5,5,1,5,2,4,3,5,4,2,2,2,4,4,5,2,5,4,5,2,4,4,3,2,4,4,5,3,3,5,4,4,3,4,4,4,4,2,4,5,5,4,4,3,5,2,5,4,3,3,5,5,4,5,4,3,4,3,2,5,4,4,1,5,3,2,2,4,4,2,3,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,2,1],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[3,4,1,2],[3,4,2,1]],[1,2,4,3],[1,2,3,2,5],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<<[],[1,1,1]>,[[-2,0],[-16,0],[-12,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0]],[[13880,0],[57439,0],[84844,0],[112,0]],[[98772,-50720],[12609,82658],[116184,55068],[130285,129610]],[[-112652,50720],[61023,48414],[61116,76004],[675,1462]]]>,<71,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[7,69,1]>,[[-1268857800445405757520917836712533336,0],[-1270274303069669055612292345236643065,0],[1,0]]>,[[[-1088197011953145239469829821818799024,294015962781829284666642999737180433],[0,0]],[[-182077291116523816142462523417844099,-294015962781829284666642999737180433],[0,0]],[[1270274303069669055612292345236643094,0],[-1,0]],[[29,0],[1,0]]]>*] [x,x^2-142,x^3-x^2-6*x-2,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,71],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*71,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,71],[6,6],1,[1.000000000,1.423917789,1.102374181],<"notfaithful",0>,[4,5]>,<2,2^3*71,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,71],[6,6],1,[1.000000000,1.021684994,1.151322441],<"notfaithful",0>,[4,5]>,<3,2^8*71^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[2,71],[6,6],1,[1.000000000,0.7787623010,0.8281620452],<"3.2e8_71e2.6t8.2",1>,[4,5]>,<3,2^11*71,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[2,71],[6,7],1,[1.000000000,0.8472490669,0.9665290542],<"3.2e11_71.4t5.1",1>,[4,5]>]
x^4-8*x+10 2^11*71 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 127 x-1 5 [[-3884552614],[-8186091475],[-1136683297],[13207327386]] 2 [3,4,3,4,5,4,3,4,4,5,4,3,5,4,4,2,3,2,3,3,4,3,2,4,3,3,3,4,5,5,1,4,5,3,4,5,3,5,3,4,4,4,3,3,4,5,5,5,3,5,4,4,5,4,5,3,4,5,3,3,5,5,5,3,4,2,3,3,5,4,3,5,3,5,2,4,4,1,5,4,2,4,5,3,1,3,5,5,4,3,5,4,2,5,4,3,3,1,3,2,4,5,5,4,2,2,1,4,4,5,2,3,4,5,2,4,4,5,1,4,4,5,3,3,5,4,4,5,4,4,4,4,2,4,3,5,4,4,3,5,2,5,4,3,5,5,5,4,5,4,3,4,3,2,5,4,4,2,5,3,1,2,4,4,2,5,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,2,1],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[3,4,1,2],[3,4,2,1]],[1,2,4,3],[1,2,3,2,5],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<<[],[1,1,1]>,[[10,0],[-8,0],[0,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0]],[[14552,0],[5167,0],[107958,0],[84956,0]],[[-83390,109916],[2109,9386],[25418,27722],[57589,69062]],[[68838,-109916],[123795,121686],[128768,103350],[119599,62010]]]>,<71,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[7,69,1]>,[[3398389954423875300853172667920149023,0],[-958805768766194305667756193198395787,0],[1,0]]>,[[[4440484258967440789824551272790585807,603327623418483173671093625495350358],[0,0]],[[5197320548657785937170559674144220709,-603327623418483173671093625495350358],[0,0]],[[958805768766194305667756193198395836,0],[-1,0]],[[49,0],[1,0]]]>*] [x,x^2-142,x^3-x^2-6*x-2,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,71],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*71,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,71],[6,6],1,[1.000000000,1.423917789,1.102374181],<"notfaithful",0>,[4,5]>,<2,2^3*71,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,71],[6,6],1,[1.000000000,1.021684994,1.151322441],<"notfaithful",0>,[4,5]>,<3,2^8*71^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[2,71],[6,6],1,[1.000000000,0.6073516575,0.7748795552],<"3.2e8_71e2.6t8.3",1>,[4,5]>,<3,2^11*71,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[2,71],[6,7],1,[1.000000000,1.281503560,1.038831764],<"3.2e11_71.4t5.2",1>,[4,5]>]
x^6+8*x^4+16*x^2+40 -2^9*5^3*103^2 0 3 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 11 [[-365787118,0],[68595282,742938528],[-434382400,-742938528],[365787118,0],[-68595282,-742938528],[434382400,742938528]] 3 [4,6,1,4,4,4,3,5,4,6,3,1,5,6,5,5,5,6,6,3,6,6,3,4,3,3,1,3,3,6,1,1,3,5,2,3,5,3,4,5,5,3,3,6,5,3,4,4,6,6,2,2,4,4,6,1,6,3,5,4,2,1,2,2,3,4,4,3,3,3,6,6,4,4,4,1,3,5,1,5,5,6,6,6,3,2,4,2,6,5,3,3,5,5,4,4,2,4,3,6,3,5,6,4,5,2,3,2,3,4,4,4,6,5,6,5,3,4,5,1,3,3,4,2,4,6,6,3,5,5,5,5,6,4,4,4,4,3,4,4,4,6,1,6,3,2,4,3,4,5,5,4,3,4,3,3,3,5,2,2,2,3,5,4,3,4,6,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+48,2>,<x^3-1728*x+205632,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[5,6,3,4,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,3,4,1,2],[6,5,4,3,2,1]],[5,6,3,4,1,2],[1,2,4,3],[3],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[-471440,5938],[0,0],[1,0]]>,[[[0,0],[1,0]],[[0,0],[65535,0]],[[0,0],[5794,24651]],[[0,0],[59742,40885]],[[0,0],[59741,40885]],[[0,0],[5795,24651]]]>,<5,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[-2233433244885,0,1]>,[[0,-1],[0,1],[-37431732305901,-9536743164062],[-37431732305901,9536743164062],[37431732305901,-9536743164062],[37431732305901,9536743164062]]>,<103,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-908223692282869450330754973309853428977,-7621696292798582611898758397215520212333,1]>,[[-7621696292798582611898758397215520212457,0],[7621696292798582611898758397215520212457,0],[7621696292798582611898758397215520212395,-1],[62,1],[-62,-1],[-7621696292798582611898758397215520212395,1]]>*] [x,x^2-x+129,x^2+10,x^2-206,x^3-x^2-x-4,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,103],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,5*103,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,103],[3,7,7],1,[1.000000000,0.8306106754,0.8703138695],<"notfaithful",0>,[6,3]>,<1,2^3*5,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,103],[7,7,1],1,[1.000000000,0.9934588266,0.9314284986],<"notfaithful",0>,[6,3]>,<1,2^3*103,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,103],[7,1,7],1,[1.000000000,0.8143043997,0.9113004020],<"notfaithful",0>,[6,3]>,<2,5*103,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,5,103],[3,7,7],1,[1.000000000,1.009416880,0.9842519460],<"notfaithful",0>,[6,3]>,<2,2^6*5*103,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,5,103],[7,8,8],1,[1.000000000,1.703273676,1.156074563],<"2.2e6_5_103.6t3.1",1>,[6,3]>]
x^4-4*x^2-8*x+18 2^11*71 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 53 x-1 5 [[-197640372],[102474432],[-133165740],[-189863813]] 2 [1,4,5,4,3,4,3,4,4,3,4,3,5,4,4,1,5,2,5,3,4,3,2,4,5,5,3,4,3,5,2,4,3,3,4,5,3,5,5,4,4,4,3,3,4,5,5,5,3,3,4,4,3,4,3,5,4,3,3,5,3,5,3,5,4,2,5,3,5,4,5,3,3,3,2,4,4,2,5,4,1,4,5,5,2,5,3,3,4,3,3,4,1,3,4,3,3,2,3,2,4,5,3,4,1,2,2,4,4,5,2,5,4,5,2,4,4,5,1,4,4,3,5,5,5,4,4,3,4,4,4,4,1,4,3,3,4,4,5,5,2,5,4,5,3,3,5,4,3,4,3,4,5,2,5,4,4,2,3,5,1,2,4,4,2,5,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,8,[[3,4,2,1],[2,1,3,4]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[3,4,1,2],[3,4,2,1]],[1,2,3,4],[1,2,3,2,5],[2,4,8],[[[3,4,2,1],[2,1,3,4]],[[3,4,2,1]],[[2,1,4,3]]],20,<[],[-79870,2312,-333396,123144,441386,490320,328496,386504,1]>,[[36860,27282,14373,118151,122427,49784,120744,36507],[-14700,-43954,111075,78945,41611,30860,41998,17013],[-121124,-35518,45561,30851,21955,58100,96843,123698],[98964,52190,91135,34197,76151,123400,2559,84926]]>,<71,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[7,69,1]>,[[3427852637040621034639934130673595546,0],[-2113525845199776656139651141516540876,0],[1,0]]>,[[[3037364576672981532959767973178664530,-4488551627437636105185896045161191334],[0,0]],[[-5150890421872758189099419114695205454,4488551627437636105185896045161191334],[0,0]],[[2113525845199776656139651141516540900,0],[-1,0]],[[24,0],[1,0]]]>*] [x,x^2-142,x^3-x^2-6*x-2,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,71],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*71,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,71],[6,6],1,[1.000000000,1.423917789,1.102374181],<"notfaithful",0>,[4,5]>,<2,2^3*71,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,71],[6,6],1,[1.000000000,1.021684994,1.151322441],<"notfaithful",0>,[4,5]>,<3,2^10*71^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]]],[2,71],[6,7],1,[0,0,0],<"3.2e10_71e2.6t8.5",1>,[4,5]>,<3,2^11*71,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[2,71],[6,7],1,[1.000000000,1.021285809,0.9742924030],<"3.2e11_71.4t5.3",1>,[4,5]>]
