x^2-2114 2^3*7*151 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1192],[-1192]] 1 [1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-2114,0,1]>,[[0,1],[0,262143]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2114,0,1]>,[[0,-1],[0,1]]>,<151,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2114,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,7,151],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*7*151,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,7,151],[3,3,3],1,[1.000000000,0.7264266192,0.9193539812],<"1.2e3_7_151.2t1.1",1>,[2,1]>]
x^6+2*x^4-2 2^11*11^2 2 2 12 "D12" [[6,5,4,3,2,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[1,6,5,4,3,2]>,<3,2,[3,4,5,6,1,2]>,<6,2,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 7 [[-163817,-371702],[99662,0],[-404234,371702],[163817,371702],[-99662,0],[404234,-371702]] 4 [4,6,6,4,3,3,4,3,5,3,5,6,4,3,1,2,6,3,6,5,4,4,3,5,5,3,1,3,3,5,4,3,5,3,3,4,6,2,4,3,6,6,5,4,3,1,3,5,3,6,4,4,4,6,1,4,2,4,3,4,3,3,3,1,5,6,6,4,3,3,5,4,5,3,6,5,6,2,1,4,2,2,4,5,4,6,5,4,3,5,6,4,5,3,2,4,6,5,3,3,3,3,3,4,3,5,2,4,1,4,4,3,1,6,5,5,6,5,6,3,6,4,3,2,6,3,6,5,5,3,3,4,5,2,4,4,2,3,6,4,3,3,5,3,6,5,3,4,6,1,3,5,2,4,2,1,4,1,4,3,6,4,4,6,5,5,1,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+12,2>,<x^3-12*x^2-144*x-3024,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,12,6,[[2,1,4,3,6,5],[3,4,6,5,2,1],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4],[3,4,6,5,2,1],[4,3,5,6,1,2]],[1,2,6,5,4,3],[1,2,4,3,5,6],[1,7],[[[2,1,4,3,6,5],[3,4,6,5,2,1]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[-2,0],[0,0],[0,0],[0,0],[2,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[262143,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[145140,28137],[0,0],[174551,86957],[0,0],[203961,145777]],[[0,0],[117004,234007],[0,0],[87593,175187],[0,0],[58183,116367]],[[0,0],[145141,28137],[0,0],[174550,86957],[0,0],[203960,145777]],[[0,0],[117003,234007],[0,0],[87594,175187],[0,0],[58184,116367]]]>,<11,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,7,1]>,[[133926951655878609613,328123522909694086278],[-191920140301915716977,41272816332675510759],[1,0]]>,[[[-333619609563732045063,-191427030580003442761],[0,0]],[[333619609563732045063,191427030580003442761],[0,0]],[[191920140301915716978,-41272816332675510754],[-1,0]],[[1,5],[1,0]],[[-1,-5],[-1,0]],[[-191920140301915716978,41272816332675510754],[1,0]]]>*] [x,x^2-x+3,x^2-2,x^2+22,x^3-x^2+x+1,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,11,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,11],[3,7],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11],[7,2],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,3]>,<1,2^3*11,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11],[7,7],1,[1.000000000,0.6697898043,0.8558393737],<"notfaithful",0>,[6,3]>,<2,2^2*11,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,11],[7,8],1,[1.000000000,0.5772184495,0.8595438191],<"notfaithful",0>,[6,3]>,<2,2^6*11,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,11],[7,8],1,[1.000000000,1.387860810,1.142887685],<"2.2e6_11.6t3.1",1>,[6,3]>]
x^6-2*x^4+2*x^2-2 2^11*11^2 2 2 48 "C2*S4" [[1,3,2,4,6,5],[3,1,2,6,4,5],[1,2,6,4,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,2,3,1,5,6]>,<2,3,[4,2,6,1,5,3]>,<2,6,[1,3,2,4,6,5]>,<2,6,[4,3,2,1,6,5]>,<3,8,[3,1,2,6,4,5]>,<4,6,[6,2,1,3,5,4]>,<4,6,[6,5,1,3,2,4]>,<6,8,[6,1,2,3,4,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 47 x^2+45*x+5 8 [[-9756867418029,9090876112792],[5243644438350,8170146417847],[-9476277089773,0],[9756867418029,-9090876112792],[-5243644438350,-8170146417847],[9476277089773,0]] 5 [5,10,10,9,3,8,9,8,7,6,7,10,9,6,4,3,10,6,10,7,9,5,6,7,7,8,1,8,6,7,9,8,7,8,8,5,10,3,9,6,10,10,7,5,6,4,6,7,8,10,5,5,5,10,4,9,3,9,6,5,6,8,8,4,7,10,10,9,8,8,7,9,7,8,10,7,10,3,4,5,3,3,9,7,5,10,7,5,6,7,10,9,7,6,3,5,10,7,8,8,6,8,6,5,6,7,2,5,4,9,5,6,4,10,7,7,10,7,10,6,10,5,8,3,10,8,10,7,7,6,6,5,7,3,9,9,2,6,10,9,6,6,7,8,10,7,6,5,10,4,8,7,2,5,3,4,5,4,9,6,10,9,5,10,7,7,4,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3-12*x^2+144*x+1728,4>,<x^6+24*x^5+6048*x^3+202176*x^2+808704*x-8024832,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-12,2>,<x^6-24*x^5-6048*x^3+202176*x^2-808704*x-8024832,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,48,24,[[1,2,3,4,6,5],[4,3,5,6,1,2],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,4,3,6,5],[1,2,4,3,5,6],[1,2,6,5,4,3],[4,3,2,1,6,5],[6,5,1,2,4,3],[1,2,5,6,4,3],[4,3,1,2,6,5],[4,3,5,6,1,2]],[1,2,6,5,4,3],[1,2,4,3,5,6,7,8,9,10],[1,6,10],[[[1,2,3,4,6,5],[4,3,5,6,1,2]],[[2,1,3,4,5,6],[1,2,4,3,6,5],[1,2,3,4,6,5]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[-412994,264912],[414800,266424],[184056,-245968],[45384,-15440],[104324,-347524],[-491976,438464],[-387284,-299512],[59240,-309368],[-506976,-39354],[-307360,72056],[-353748,-63084],[14488,30984],[290988,8496],[480872,-47392],[-420024,-305036],[-391244,-158896],[436948,235476],[380632,265708],[-185624,413608],[-390444,431612],[-154796,-416260],[359012,-300456],[-416400,434724],[-171008,191700],[1,0]]>,[[[-243430,134820],[86656,-217942],[-14666,11244],[225842,182580],[103317,227440],[220434,257974],[14004,104714],[172146,98650],[151066,171017],[34796,107402],[130226,142],[135068,187100],[118063,32666],[92838,111784],[189906,217012],[146000,171670],[142751,60972],[147894,77588],[190045,210326],[121265,175254],[72205,232471],[172974,25493],[93460,86460],[204071,180468]],[[243430,-134820],[-86656,217942],[14666,-11244],[-225842,-182580],[158827,34704],[41710,4170],[248140,157430],[89998,163494],[111078,91127],[227348,154742],[131918,262002],[127076,75044],[144081,229478],[169306,150360],[72238,45132],[116144,90474],[119393,201172],[114250,184556],[72099,51818],[140879,86890],[189939,29673],[89170,236651],[168684,175684],[58073,81676]],[[-257126,191060],[202890,-198000],[160928,-202646],[-177582,-210728],[130600,108685],[181840,148976],[244892,124354],[160214,81682],[2176,129989],[176250,12024],[65294,218712],[57664,88316],[127657,53888],[88226,27232],[236388,152996],[77320,2312],[189472,230447],[54620,199936],[216097,172766],[249666,235875],[69007,244640],[189053,233601],[142422,49314],[197629,96339]],[[257126,-191060],[-202890,198000],[-160928,202646],[177582,210728],[131544,153459],[80304,113168],[17252,137790],[101930,180462],[259968,132155],[85894,250120],[196850,43432],[204480,173828],[134487,208256],[173918,234912],[25756,109148],[184824,259832],[72672,31697],[207524,62208],[46047,89378],[12478,26269],[193137,17504],[73091,28543],[119722,212830],[64515,165805]],[[203508,-169100],[-15126,-174346],[163706,-118158],[-72384,116152],[201373,132189],[104678,95470],[247808,219228],[74528,29416],[224308,50314],[60720,26654],[110306,212124],[102484,49352],[60343,221516],[97220,106112],[211520,91186],[226284,2882],[214822,89360],[16286,210948],[95581,3376],[238963,178267],[246702,44131],[123221,43000],[154232,178922],[7792,31283]],[[-203508,169100],[15126,174346],[-163706,118158],[72384,-116152],[60771,129955],[157466,166674],[14336,42916],[187616,232728],[37836,211830],[201424,235490],[151838,50020],[159660,212792],[201801,40628],[164924,156032],[50624,170958],[35860,259262],[47322,172784],[245858,51196],[166563,258768],[23181,83877],[15442,218013],[138923,219144],[107912,83222],[254352,230861]]]>,<11,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,7,1]>,[[-246334688285733273160,0],[155561214137169311504,0],[1,0]]>,[[[100383829474006443223,220895378401876129264],[0,0]],[[-100383829474006443223,-220895378401876129264],[0,0]],[[-8,0],[-1,0]],[[155561214137169311496,0],[1,0]],[[-155561214137169311496,0],[-1,0]],[[8,0],[1,0]]]>*] [x,x^2+22,x^2-x+3,x^2-2,x^6+6*x^4+20*x^2+22,x^3-x^2+x+1,x^4-2*x^2-4*x-1,0,0,x^4-2*x^2-4*x-1] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^3*11,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11],[11,11],1,[1.000000000,0.6697898043,0.8558393737],<"notfaithful",0>,[6,11]>,<1,11,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11],[5,11],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,11]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11],[11,2],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,11]>,<2,2^6*11,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,11],[11,12],1,[1.000000000,1.387860810,1.142887685],<"notfaithful",0>,[6,11]>,<2,2^2*11,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,11],[11,12],1,[1.000000000,0.5772184495,0.8595438191],<"notfaithful",0>,[6,11]>,<3,2^8*11,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[0],[-1]]],[2,11],[11,12],1,[1.000000000,0.7517481369,0.9698585208],<"notfaithful",0>,[6,11]>,<3,2^9*11,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]]],[2,11],[11,12],1,[1.000000000,0.8286025941,0.9810243262],<"3.2e9_11.6t11.1",1>,[6,11]>,<3,2^9*11^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[-1]]],[2,11],[11,12],1,[1.000000000,1.227108095,1.024847906],<"3.2e9_11e2.6t11.1",1>,[6,11]>,<3,2^8*11^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,11],[11,12],1,[1.000000000,1.210092534,1.023827249],<"notfaithful",0>,[6,11]>]
x^4+44*x^2+242 2^11*11^2 0 2 4 "C4" [[4,3,2,1],[2,4,1,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[2,4,1,3]>,<4,1,[3,1,4,2]>] [[1,1,1,1],[2,2],[4]] 7 x-1 8 [[-2847872],[746979],[-746979],[2847872]] 2 [1,3,4,1,4,4,2,4,2,4,1,4,1,3,1,4,4,4,3,2,1,2,4,2,1,3,2,3,4,1,2,4,2,3,3,1,3,3,1,4,3,4,1,2,3,2,4,1,4,4,1,2,2,4,1,1,3,2,3,1,3,3,4,2,2,3,4,2,3,4,1,1,1,3,4,1,4,3,1,1,3,4,2,1,1,4,1,1,4,1,3,2,2,3,3,1,3,2,3,4,4,4,4,1,3,1,4,2,2,1,2,3,2,4,2,1,3,2,3,4,4,2,3,4,3,4,4,1,2,4,4,1,1,4,1,2,4,4,3,1,3,3,2,3,3,2,3,1,4,1,4,1,3,1,4,1,1,1,1,4,3,1,1,4,1,2,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-968,3>,<x+968,4>]*]] [*<2,4,4,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[1,2,3,4],[1,2,3,4],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<[],[242,0,44,0,1]>,[[0,1,0,0],[0,131071,0,0],[0,131069,0,95325],[0,3,0,35747]]>,<11,4,2,[[2,3,4,1]],[[1,2,3,4],[3,4,1,2],[2,3,4,1],[4,1,2,3]],[2,3,4,1],[1,2,4,3],[1],[[[3,4,1,2]]],20,<<[],[2,7,1]>,[[213194172014859590544,-131301663690771548194],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[2701536424510541058,-816680253994768692]],[[0,0],[1,0]],[[0,0],[-2701536424510541058,816680253994768692]]]>*] [x,0,x^2-2,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,2^4*11,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,11],[5,5],0,[0.3826834324-0.9238795325*i,1.056366367-0.07507364627*i,1.008443042+0.06052588072*i],<"1.2e4_11.4t1.1",1>,[4,1]>,<1,2^3,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11],[5,3],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,1]>,<1,2^4*11,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,11],[5,5],0,[0.3826834324+0.9238795325*i,1.056366367+0.07507364627*i,1.008443042-0.06052588072*i],<"1.2e4_11.4t1.1",2>,[4,1]>]
x^4-44*x^2+242 2^11*11^2 4 0 4 "C4" [[4,3,2,1],[2,4,1,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[2,4,1,3]>,<4,1,[3,1,4,2]>] [[1,1,1,1],[2,2],[4]] 23 x-1 6 [[-58022600],[-64993390],[64993390],[58022600]] 1 [1,4,4,2,4,4,2,3,1,4,2,4,1,4,2,4,3,4,4,1,1,1,3,2,1,3,1,4,4,1,1,3,2,4,3,2,3,4,2,4,4,4,2,2,3,1,3,2,3,4,1,1,2,3,1,2,3,1,3,1,4,3,3,1,2,3,3,2,4,4,1,2,2,3,3,2,4,3,1,1,4,4,1,1,2,3,1,1,4,2,4,1,1,4,4,2,3,2,4,4,3,4,3,1,4,1,3,2,1,1,1,3,2,3,1,1,4,1,3,3,4,2,3,3,4,4,4,2,1,4,3,2,2,4,1,2,4,3,3,1,4,3,1,4,3,1,3,1,3,2,4,1,4,2,3,2,2,1,1,4,4,1,2,3,1,1,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-968,3>,<x+968,4>]*]] [*<2,4,4,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[1,2,3,4],[1,2,3,4],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<[],[242,0,-44,0,1]>,[[0,1,0,0],[0,131071,0,0],[0,131069,0,35747],[0,3,0,95325]]>,<11,4,2,[[2,3,4,1]],[[1,2,3,4],[3,4,1,2],[2,3,4,1],[4,1,2,3]],[2,3,4,1],[1,2,4,3],[1],[[[3,4,1,2]]],20,<<[],[2,7,1]>,[[213194172014859590500,-131301663690771548194],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[-2701536424510541060,816680253994768692]],[[0,0],[1,0]],[[0,0],[2701536424510541060,-816680253994768692]]]>*] [x,0,x^2-2,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,2^4*11,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,11],[5,5],0,[-0.9238795325-0.3826834324*i,0.6578181277-0.4918640942*i,0.9595358226-0.1515779668*i],<"1.2e4_11.4t1.2",1>,[4,1]>,<1,2^3,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11],[5,3],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,1]>,<1,2^4*11,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,11],[5,5],0,[-0.9238795325+0.3826834324*i,0.6578181277+0.4918640942*i,0.9595358226+0.1515779668*i],<"1.2e4_11.4t1.2",2>,[4,1]>]
x^4+242 2^11*11^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 7 [[83311954],[-2283962],[2283962],[-83311954]] 3 [1,4,5,3,4,5,1,4,3,5,3,5,1,4,3,5,4,5,4,3,2,3,4,1,2,5,3,4,5,1,3,4,2,4,5,3,5,4,3,5,4,5,3,1,5,3,4,3,4,5,2,3,1,4,1,3,5,3,5,2,4,5,4,3,2,5,4,2,4,5,1,3,3,5,4,3,5,5,2,1,4,5,3,2,3,4,2,1,5,3,4,3,3,4,4,3,5,2,4,5,4,5,4,1,4,1,4,2,3,2,3,5,1,4,3,2,4,3,5,4,5,1,5,4,4,5,5,3,3,5,4,3,3,5,1,1,5,4,5,1,4,5,3,4,5,3,5,1,4,3,5,1,4,3,4,3,3,2,2,5,4,1,3,4,2,3,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x,2>,<x^2-34848,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[3,4,2,1],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[1,2,4,3],[3,4,2,1]],[1,2,3,4],[1,2,3,4,5],[2,4,8],[[[3,4,2,1],[4,3,2,1]],[[3,4,2,1]],[[2,1,4,3]]],20,<[],[186626,-149176,-523444,417768,-385126,-398576,108352,8,1]>,[[-29230,-31176,70317,43115,97729,82857,123406,36354],[29230,31176,60755,87957,33343,48215,7666,94718],[-14416,-122634,129205,10755,51955,21045,70863,66297],[14416,122634,1867,120317,79117,110027,60209,64775]]>,<11,4,2,[[3,4,1,2],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[3,2,1,4]],[1,4,3,2],[1,2,4,4],[1],[[[3,4,1,2]]],20,<<[],[2,7,1]>,[[-47403649703773525811,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[123005160031664221,829418233365079989]],[[0,0],[1,0]],[[0,0],[-123005160031664221,-829418233365079989]]]>*] [x,x^2+2,x^2-2,x^2+1,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11],[6,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11],[6,4],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11],[6,3],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<2,2^8*11^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]]],[2,11],[6,6],1,[1.000000000,1.269484113,1.019261218],<"2.2e8_11e2.4t3.1",1>,[4,3]>]
