x^6-3*x^5+x^4-x^3+11*x^2-11*x+1 13^4*19^2 2 2 24 "S4" [[1,2,6,5,4,3],[5,6,1,2,3,4],[1,2,5,6,3,4],[6,5,1,2,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,3,[2,1,4,3,5,6]>,<2,6,[1,2,6,5,4,3]>,<3,8,[5,6,1,2,3,4]>,<4,6,[4,3,1,2,6,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,4],[3,3]] 11 x^2+7*x+2 11 [[37371701460,20953895912],[-18276061857,31204214725],[-109305569924,-20953895912],[48606105679,-31204214725],[-55342430052,0],[96946254697,0]] 3 [4,5,5,5,3,1,4,2,4,3,4,4,4,4,3,5,4,4,4,1,5,3,3,2,4,4,3,3,4,3,5,4,3,4,5,4,4,3,4,3,5,5,4,2,3,4,3,2,2,3,4,5,4,2,3,2,3,5,4,4,2,4,4,2,4,2,4,5,2,3,3,5,4,5,2,4,4,5,2,4,4,1,4,5,3,2,4,3,3,5,4,3,2,4,5,2,4,5,5,3,3,5,3,5,2,3,3,3,5,5,5,3,5,5,3,5,5,1,4,5,4,3,5,2,3,4,5,4,4,5,3,4,5,4,5,3,4,4,3,4,4,5,2,4,5,4,3,5,4,4,4,4,4,5,3,3,4,3,4,2,5,5,5,5,4,2,5,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-11*x^2+62*x-135,2>,<x^6-47*x^5+805*x^4-6119*x^3+21203*x^2-42057*x+70691,3>]*],[*[2,4],"CYC",0,5*],[*[3,3],"CYC",0,4*]] [*<13,4,4,[[2,1,4,6,3,5]],[[1,2,3,4,5,6],[1,2,6,5,4,3],[2,1,4,6,3,5],[2,1,5,3,6,4]],[1,2,3,4,5,6],[1,2,5,5],[1],[[[2,1,4,6,3,5]]],20,<[],[3097274370955215012354,-1259303828177239264043,401074021449356957871,8821628633730247226333,1]>,[[8640475287069557833937,-5466756208790550562395,695261168063332463951,-229298520948601118252],[181153346660689392375,5466756208790550562395,-695261168063332463951,229298520948601118252],[8221440384143362777992,150539564061504146541,50106891477570562266,1],[-8961152508699220119648,714775545156585969831,64358686690559648325,107359463968896654642],[-8081916509174389884659,596605181157355994304,-114465578168130210591,-107359463968896654643],[6,1,0,0]]>,<19,4,2,[[1,2,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,5,6,3,4],[1,2,6,5,4,3]],[1,2,5,6,3,4],[1,3,2,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,18,1]>,[[-659167996627135491418294,7371048714594734519788211],[15716594472344882657078307,-15909038532978865077997763],[1,0]]>,[[[-10626650971490172856735975,0],[0,0]],[[-9887227608114114165347543,0],[0,0]],[[-15716594472344882657078307,15909038532978865077997778],[-1,0]],[[0,15],[1,0]],[[-13299262640171162994781254,7991348961056770114425832],[817392941410363967974410,745798932568745565747558]],[[11939762234574374480587481,13689585963510323000931976],[-817392941410363967974410,-745798932568745565747558]]]>*] [x,x^2-x+62,x^3+x-3,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[13,19],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,7]>,<1,13*19,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[13,19],[6,6],1,[1.000000000,1.199368522,1.129343188],<"notfaithful",0>,[6,7]>,<2,13*19,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[13,19],[6,6],1,[1.000000000,0.6174878032,0.7729776935],<"notfaithful",0>,[6,7]>,<3,13^2*19^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1]],[[1],[1]]],[13,19],[6,7],1,[1.000000000,1.877396096,1.190487426],<"3.13e2_19e2.6t8.2",1>,[6,7]>,<3,13^3*19,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[13,19],[6,7],1,[1.000000000,0.6267370411,0.8581607924],<"3.13e3_19.4t5.2",1>,[6,7]>]
x^2-2103 2^2*3*701 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[150546],[-150546]] 1 [1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-2102,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2103,0,1]>,[[0,-1],[0,1]]>,<701,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2103,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,701],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*701,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,701],[3,3,3],1,[1.000000000,0.4857311777,0.9278046634],<"1.2e2_3_701.2t1.1",1>,[2,1]>]
x^2-x+5377 -3*67*107 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-3014],[3015]] 2 [2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[5379,3,1]>,[[-1,-1],[2,1]]>,<67,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[6499,67,1]>,[[-33,-1],[34,1]]>,<107,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[8239,107,1]>,[[-53,-1],[54,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,67,107],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*67*107,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,67,107],[3,3,3],1,[1.000000000,0.7711918937,0.7917776381],<"1.3_67_107.2t1.1",1>,[2,1]>]
x^3-x^2+13*x+18 -3*67*107 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[-258259],[-944912],[1203172]] 2 [2,1,2,3,3,2,3,1,2,2,1,3,3,3,2,3,1,2,1,3,2,2,2,2,1,1,2,1,3,2,2,1,3,3,2,3,2,3,3,1,2,2,2,3,1,3,2,3,2,1,3,3,3,1,3,2,3,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,3,2,3,1,1,3,2,3,3,3,2,3,3,2,3,1,2,2,2,1,3,3,1,3,2,2,2,3,2,3,2,2,3,2,3,2,3,2,2,2,3,2,3,2,3,2,3,3,2,3,3,1,3,2,2,1,2,3,1,2,2,1,2,3,3,3,2,2,2,3,2,3,2,2,2,1,3,3,2,2,2,3,2,1,3,2,2,3,1,1,3,3,2,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[204514845,-1068958338,1]>,[[1255564593,1162261467],[1068958340,-1],[2,1]]>,<67,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-792378335342263434621157920625422049,-1360356699565173090915483552603126199,1]>,[[-1360356699565173090915483552603126308,0],[1360356699565173090915483552603126254,-1],[55,1]]>,<107,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-9345232896160074148854561353469214606079,-263822894329155245138252159380679412995,1]>,[[-263822894329155245138252159380679413026,0],[263822894329155245138252159380679413011,-1],[16,1]]>*] [x,x^2-x+5377,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,67,107],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*67*107,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,67,107],[4,4,4],1,[1.000000000,0.7711918937,0.7917776381],<"notfaithful",0>,[3,2]>,<2,3*67*107,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,67,107],[4,4,4],1,[1.000000000,1.731905935,1.171038078],<"2.3_67_107.3t2.1",1>,[3,2]>]
x^2-x+15350 -13*4723 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[350],[-349]] 2 [1,2,1,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[15392,13,1]>,[[-6,-1],[7,1]]>,<4723,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[5592032,4723,1]>,[[-2361,-1],[2362,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[13,4723],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,13*4723,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[13,4723],[3,3],1,[1.000000000,1.825709670,1.232783200],<"1.13_4723.2t1.1",1>,[2,1]>]
x^3-x^2+6*x-288 -13*4723 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[19524],[-284836],[265313]] 2 [1,2,3,2,3,1,2,1,2,3,2,1,2,2,2,3,3,2,3,3,3,2,3,3,3,1,1,3,2,2,3,2,2,2,2,3,3,2,3,3,3,2,3,3,1,3,2,2,2,3,1,1,2,2,2,1,1,2,2,1,2,2,3,3,2,1,3,2,2,3,3,2,2,2,2,2,3,3,2,3,2,3,2,2,1,2,3,2,2,2,2,3,1,3,2,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,3,2,1,1,2,2,2,3,3,1,3,1,3,3,2,3,2,3,1,2,2,3,3,3,3,1,2,2,3,2,3,3,2,2,2,2,1,3,1,3,2,2,3,3,2,2,3,1,2,2,3,2,2,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-467593,160176,-216870]>,<3,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[2,2,1]>,[[370191280,0],[-146098827,-542133921],[-224092452,542133921]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-7147614166660269354078,3166188642420921960596,1]>,[[3166188642420921960581,0],[-3166188642420921960588,-1],[8,1]]>,<4723,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[14362579963437889038374147666541349616453435639613273241442811601542966528,-8936458178100740789814223730749238573876189323385913266359738387500887257,1]>,[[-8936458178100740789814223730749238573876189323385913266359738387500890742,0],[8936458178100740789814223730749238573876189323385913266359738387500889000,-1],[1743,1]]>*] [x,x^2-x+15350,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,4723],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,13*4723,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,4723],[1,2,4,4],1,[1.000000000,1.825709670,1.232783200],<"notfaithful",0>,[3,2]>,<2,13*4723,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,3,13,4723],[1,2,4,4],1,[1.000000000,3.703548320,1.732178755],<"2.13_4723.3t2.1",1>,[3,2]>]
x^4-57*x^2-300 -3^3*1483^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 7 [[34005205578],[28947489921],[-28947489921],[-34005205578]] 4 [4,4,4,2,4,2,5,3,5,5,2,1,4,3,5,5,5,1,3,5,1,1,5,4,3,4,3,4,2,5,2,5,4,1,5,3,3,3,4,4,4,3,5,3,5,3,3,1,4,3,5,4,3,5,5,5,5,3,3,5,2,4,3,5,3,4,1,3,4,2,4,4,3,2,1,5,5,1,5,2,4,1,4,3,3,5,4,1,5,3,5,4,2,5,2,5,5,5,3,1,1,4,4,5,3,2,5,5,4,2,1,1,4,3,1,5,2,4,4,4,2,3,5,5,3,5,3,4,1,1,3,5,2,3,5,3,4,3,5,4,3,5,1,5,3,4,3,4,1,5,2,4,3,4,3,5,1,4,3,4,4,4,3,5,4,5,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-342,2>,<x^2+43200,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[1,1,1]>,[[-96382,0],[96382,0],[130373,260746],[-130373,-260746]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[-300,0],[0,0],[-57,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[306067373,306067373],[0,0],[125010218,125010218]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[-306067373,-306067373],[0,0],[-125010218,-125010218]]]>,<5,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[2,4,1]>,[[-19932390689983,37717520475321],[19932390689983,-37717520475321],[9314786475640,0],[-9314786475640,0]]>,<1483,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,1482,1]>,[[-1056824341023152361924263202455664919599956066079414449045850640,1273212953798048473471017872157646369877261615929257872767144140],[-356148489382042086074435252211260858125171297974905467183241961,-1247376654659290924123188149351288215520972818573746704639790944],[1,0]]>,[[[356148489382042086074435252211260858125171297974905467183242802,1247376654659290924123188149351288215520972818573746704639792228],[-1,0]],[[841,1284],[1,0]],[[-841,-1284],[-1,0]],[[-356148489382042086074435252211260858125171297974905467183242802,-1247376654659290924123188149351288215520972818573746704639792228],[1,0]]]>*] [x,x^2-x-1112,x^2-x+1,x^2-x+371,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,1483],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*1483,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,1483],[1,6,1,6],1,[1.000000000,2.831767929,1.425869833],<"notfaithful",0>,[4,3]>,<1,3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,1483],[4,6,4,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,3]>,<1,1483,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,1483],[3,3,3,6],1,[1.000000000,0.5710542094,0.7092261795],<"notfaithful",0>,[4,3]>,<2,3^2*1483,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,5,1483],[3,6,3,7],1,[1.000000000,0.9823271863,1.014563316],<"2.3e2_1483.4t3.2",1>,[4,3]>]
