x^2-1554 2^3*3*7*37 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1327],[-1327]] 1 [1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-1554,0,1]>,[[0,1],[0,262143]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1554,0,1]>,[[0,-1],[0,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1554,0,1]>,[[0,-1],[0,1]]>,<37,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1554,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,7,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*3*7*37,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,37],[3,3,3,3],1,[1.000000000,1.286412634,1.041094561],<"1.2e3_3_7_37.2t1.2",1>,[2,1]>]
x^3-x^2+15*x+23 -2^2*8419 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[-1089364],[-798093],[-588641]] 2 [2,2,3,3,2,2,3,1,2,1,2,2,2,1,2,2,2,3,3,3,3,2,2,3,2,1,2,1,3,3,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,2,1,3,3,2,1,2,1,3,3,2,3,2,2,2,1,2,1,1,3,2,2,1,3,2,2,2,2,1,2,3,2,1,3,1,2,3,2,1,3,3,3,2,1,1,2,2,2,1,3,3,3,3,3,1,2,3,2,2,3,3,2,2,3,1,3,2,1,3,3,2,2,2,3,1,2,1,2,1,2,1,2,3,2,3,2,2,3,2,2,1,3,3,1,2,3,2,2,2,2,1,2,2,2,2,2,1,2,2,2,3,3,3,2,2,1,3,3,3,3,1,1,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[38,0],[16,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[435155,-178266],[218296,436593],[255726,511452]],[[-435155,178266],[305991,87695],[268562,12836]]]>,<8419,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[850877956406715751702866450386578343612717860037343194259271217953239253449738,1231158922253831715579633081577431012840209883839123172691668295041406209111902,1]>,[[1231158922253831715579633081577431012840209883839123172691668295041406209102341,0],[-1231158922253831715579633081577431012840209883839123172691668295041406209107121,-1],[4781,1]]>*] [x,x^2-x+2105,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,8419],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,8419,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,8419],[2,4],1,[1.000000000,0.6505388219,0.7573352478],<"notfaithful",0>,[3,2]>,<2,2^2*8419,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,8419],[4,5],1,[1.000000000,0.8977979072,0.9568492993],<"2.2e2_8419.3t2.1",1>,[3,2]>]
x^4+35*x^2+612 17*1223^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 43 x-1 6 [[2796178643],[3130762726],[-3130762726],[-2796178643]] 3 [1,4,5,4,4,2,1,3,5,4,5,5,5,1,3,2,2,4,3,5,4,5,3,3,5,3,1,4,5,5,2,5,3,4,2,2,2,4,5,5,3,4,3,4,4,5,4,2,4,2,4,1,4,3,1,2,5,3,5,3,5,3,3,4,4,5,3,5,5,3,2,3,5,3,5,1,3,5,4,2,4,3,5,3,5,2,5,3,3,3,3,4,4,3,5,4,3,5,3,4,5,1,2,1,5,2,3,1,3,5,5,2,4,5,1,4,4,3,5,2,1,5,5,4,4,3,5,5,2,1,3,4,5,3,3,3,3,4,1,4,5,4,5,5,3,5,5,5,3,2,4,4,1,5,4,5,1,5,3,4,4,2,3,3,2,4,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+210,2>,<x^2-88128,3>]*],[*[4],"CYC",0,5*]] [*<2,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-91710,91710,100069,-100069]>,<3,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,2,1]>,[[1525257134,0],[-1525257134,0],[-284844,-284844],[284844,284844]]>,<17,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-1953784148681009046825633,0,1]>,[[868818370775767781201850,0],[-868818370775767781201850,0],[0,-1],[0,1]]>,<1223,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[3413222298987084459288320278093721534097162534256922696605988,13019647112971171784756871966359946366085750127913119740666536,1]>,[[-13019647112971171784756871966359946366085750127913119740665596,-1],[940,1],[-940,-1],[13019647112971171784756871966359946366085750127913119740665596,1]]>*] [x,x^2-x+306,x^2-x-4,x^2-x+5198,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,1223],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,1223,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,17,1223],[1,1,1,6],1,[1.000000000,3.144160364,1.490282776],<"notfaithful",0>,[4,3]>,<1,17,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,17,1223],[1,4,6,1],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[4,3]>,<1,17*1223,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,17,1223],[1,3,6,6],1,[1.000000000,1.743019198,1.223004459],<"notfaithful",0>,[4,3]>,<2,17*1223,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,17,1223],[1,3,6,6],1,[1.000000000,3.813500044,1.782275778],<"2.17_1223.4t3.2",1>,[4,3]>]
x^6-3*x^5+10*x^4-15*x^3+17*x^2-10*x+16 -11*1951^2 0 3 48 "C2*S4" [[5,6,3,4,1,2],[5,6,1,2,3,4],[2,1,3,4,5,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,4,3,6,5]>,<2,3,[1,2,4,3,5,6]>,<2,3,[2,1,4,3,5,6]>,<2,6,[5,6,3,4,1,2]>,<2,6,[5,6,4,3,1,2]>,<3,8,[5,6,1,2,3,4]>,<4,6,[3,4,2,1,5,6]>,<4,6,[3,4,2,1,6,5]>,<6,8,[5,6,2,1,3,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 89 x^2+82*x+3 8 [[-1233325913807008,0],[1233325913807009,0],[-412046090488003,-1887364493823152],[412046090488004,1887364493823152],[824878980629302,1887364493823152],[-824878980629301,-1887364493823152]] 6 [3,9,7,10,8,10,3,10,7,6,7,7,6,8,9,7,9,3,7,7,6,6,10,5,7,8,5,8,6,7,2,6,5,6,6,8,7,5,6,6,9,5,4,3,10,5,8,4,2,9,8,10,6,5,9,10,9,10,2,10,8,10,8,4,9,7,9,6,10,3,7,3,4,10,9,5,7,4,5,8,7,5,8,5,10,7,5,8,10,7,9,8,7,10,7,10,1,7,10,8,10,10,6,2,10,9,4,8,5,10,10,10,4,5,9,7,5,7,9,8,9,6,8,9,9,6,4,7,5,6,8,10,4,5,8,3,9,10,7,8,3,6,5,6,5,1,8,8,7,9,8,7,5,6,7,5,6,7,10,3,4,6,6,9,5,5,7,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3+4*x^2-96*x+1024,4>,<x^6+58*x^5+1244*x^4+14040*x^3+142096*x^2+1484512*x+7056512,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x-7,2>,<x^6+8*x^5-131*x^4-2864*x^3+29555*x^2-111448*x-122737,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,2,1,[[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6]],[2,1,3,4,5,6],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-472940,102695],[472941,-102695],[-155896,0],[-159986,0],[155897,0],[159987,0]]>,<3,4,1,[[2,3,4,1,6,5]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[2,3,4,1,6,5],[4,1,2,3,6,5]],[2,3,4,1,6,5],[1,4,9,9],[1],[[]],20,<[],[2,0,0,2,1]>,[[1400398974,-459497085,-1170650431,-1513643658],[-473722744,1728296960,1352966465,-864148480],[-1400398973,459497085,1170650431,1513643658],[473722745,-1728296960,-1352966465,864148480],[57458669,0,-136251576,-136251576],[-57458668,0,136251576,136251576]]>,<11,8,2,[[1,2,3,4,6,5],[2,4,1,3,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[2,4,1,3,5,6],[3,1,4,2,5,6],[2,4,1,3,6,5],[3,1,4,2,6,5]],[2,4,1,3,5,6],[1,4,3,2,8,8,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,10,8,0,1]>,[[-321903646568467356745,0,0,0],[11,0,0,0],[1,0,0,0]]>,[[[51882962761105048319,-336200427647317633990,-59425833433318573420,-51088493125090755627],[0,0,0,0]],[[296800211516355472170,83307821360574391762,327073355913620444242,-269415760604928842480],[0,0,0,0]],[[-296800211516355472169,-83307821360574391762,-327073355913620444242,269415760604928842480],[0,0,0,0]],[[-51882962761105048318,336200427647317633990,59425833433318573420,51088493125090755627],[0,0,0,0]],[[-5,0,0,0],[-1,0,0,0]],[[6,0,0,0],[1,0,0,0]]]>,<1951,4,2,[[1,2,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,5,6,3,4],[1,2,6,5,4,3]],[1,2,5,6,3,4],[1,5,5,4],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,1949,1]>,[[-309847797129381830432219459044306853631339998969280337866459953418,-204747323862645981557974879641743723784240060506362631050670852178],[-170291602616377142340210421173885518820212382363472635952931715825,167552457245827721592576846605284131383224312822761378416112011658],[1,0]]>,[[[-245370112046973365819594337040540601972778465240034625171128073143,0],[0,0]],[[245370112046973365819594337040540601972778465240034625171128073144,0],[0,0]],[[170291602616377142340210421173885518820212382363472635952931716959,-167552457245827721592576846605284131383224312822761378416112009865],[-1,0]],[[1134,1793],[1,0]],[[-1133,-1793],[-1,0]],[[-170291602616377142340210421173885518820212382363472635952931716958,167552457245827721592576846605284131383224312822761378416112009865],[1,0]]]>*] [x,x^2-x-5365,x^2-x+488,x^2-x+3,x^6-2*x^5+103*x^4+316*x^3+2183*x^2+21318*x-149468,x^3-x^2-6*x-16,x^4-x^3+7*x^2+20*x+4,0,0,x^4-x^3+7*x^2+20*x+4] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,1951],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,11*1951,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,1951],[2,2,11,11],1,[1.000000000,0.5636811428,0.7306397693],<"notfaithful",0>,[6,11]>,<1,1951,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,1951],[1,5,5,11],1,[1.000000000,2.347119372,1.282206697],<"notfaithful",0>,[6,11]>,<1,11,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,1951],[2,1,11,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,11]>,<2,11^2*1951,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,3,11,1951],[2,5,11,12],1,[1.000000000,0.3933474131,0.6327107071],<"notfaithful",0>,[6,11]>,<2,1951,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,3,11,1951],[1,5,5,11],1,[1.000000000,2.738222728,1.683162128],<"notfaithful",0>,[6,11]>,<3,11^2*1951,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[0],[-1]]],[2,3,11,1951],[3,8,11,12],1,[1.000000000,0.5562426476,0.7506950016],<"notfaithful",0>,[6,11]>,<3,11*1951,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[0],[1]],[[1],[0],[-1]]],[2,3,11,1951],[3,9,11,12],1,[1.000000000,1.737425970,1.266141816],<"3.11_1951.6t11.1",1>,[6,11]>,<3,11*1951^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[0],[1]],[[1],[1]]],[2,3,11,1951],[3,9,11,12],1,[0,0,0],<"3.11_1951e2.6t11.1",1>,[6,11]>,<3,11^2*1951^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[2,3,11,1951],[3,8,11,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^6-10*x^4+25*x^2+128 -2^9*23^2*43^2 0 3 12 "D12" [[6,5,4,3,2,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[1,6,5,4,3,2]>,<3,2,[3,4,5,6,1,2]>,<6,2,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 9 [[916247137,423066830],[-1128973536,0],[312727018,-423066830],[-916247137,-423066830],[1128973536,0],[-312727018,423066830]] 3 [4,4,3,3,4,3,4,5,3,6,3,3,5,1,3,6,5,3,4,6,4,6,4,1,4,3,6,4,2,5,3,4,5,5,3,6,3,4,3,3,4,6,3,5,3,3,4,6,1,6,4,3,5,4,4,3,3,3,6,4,4,2,5,3,5,3,4,4,4,6,5,6,2,3,4,3,3,3,4,4,5,3,6,1,3,5,4,1,3,6,5,6,3,4,4,3,3,5,5,3,5,6,4,4,1,4,4,4,3,4,6,6,4,4,3,5,4,6,6,4,2,4,3,5,4,6,6,3,3,3,4,3,3,3,4,4,3,4,2,5,4,3,3,4,6,3,3,5,4,6,3,4,5,6,4,3,2,4,5,6,5,5,3,4,4,3,2,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-60,2>,<x^3-2700*x+800496,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[3],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[15954,0],[0,0],[1,0]]>,[[[0,0],[32760,0]],[[0,0],[8,0]],[[-7747,-15494],[4,0]],[[-7747,-15494],[16380,0]],[[7747,15494],[4,0]],[[7747,15494],[16380,0]]]>,<23,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[5,21,1]>,[[46547230621280571788009641,273752693786421162756486613],[-822510293465848788323354668,575439336368809198416402522],[1,0]]>,[[[822510293465848788323354680,-575439336368809198416402488],[0,0]],[[-822510293465848788323354680,575439336368809198416402488],[0,0]],[[822510293465848788323354674,-575439336368809198416402505],[-1,0]],[[6,17],[1,0]],[[-6,-17],[-1,0]],[[-822510293465848788323354674,575439336368809198416402505],[1,0]]]>,<43,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-77280843292814842787031365981785,-60794951663954091646719883383622,1]>,[[60794951663954091646719883383700,0],[-60794951663954091646719883383700,0],[60794951663954091646719883383661,-1],[39,1],[-39,-1],[-60794951663954091646719883383661,1]]>*] [x,x^2+1978,x^2+2,x^2-x-247,x^3+10*x-32,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,23,43],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*23*43,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,23,43],[7,7,7],1,[1.000000000,0.4238263748,0.8351854310],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,23,43],[7,2,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<1,23*43,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,23,43],[2,7,7],1,[1.000000000,0.7342103862,0.7641203934],<"notfaithful",0>,[6,3]>,<2,2^3*23*43,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,23,43],[7,7,7],1,[1.000000000,2.136297659,1.348638251],<"notfaithful",0>,[6,3]>,<2,2^3*23*43,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]]],[2,23,43],[7,7,8],1,[1.000000000,0.7727980110,0.8092678717],<"2.2e3_23_43.6t3.2",1>,[6,3]>]
