x^2-1562 2^3*11*71 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[6049],[-6049]] 1 [1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-1562,0,1]>,[[0,1],[0,262143]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1562,0,1]>,[[0,-1],[0,1]]>,<71,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1562,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,11,71],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*11*71,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,11,71],[3,3,3],1,[1.000000000,0.7643182859,0.8826650858],<"1.2e3_11_71.2t1.1",1>,[2,1]>]
x^3-x^2+13*x-35 -2^2*13*647 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 5 x-1 5 [[-130],[1032],[-901]] 2 [2,3,1,2,1,1,3,3,2,3,2,1,2,3,1,3,3,2,2,3,1,3,2,3,2,2,2,3,2,3,3,2,2,2,1,1,3,1,2,2,2,2,3,3,3,2,2,1,2,1,3,3,1,3,1,2,2,2,2,2,2,2,2,2,2,3,1,3,2,2,3,3,3,2,3,2,2,2,3,3,3,3,3,2,2,2,2,3,1,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,3,2,1,3,3,2,3,3,2,3,1,1,1,2,3,2,2,3,1,2,3,2,2,1,2,3,3,1,3,2,3,3,3,2,2,2,1,3,2,3,2,3,2,2,1,2,2,2,2,1,1,2,2,2,3,3,3,2,2,1,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-22,0],[14,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-497921,52734],[412730,301173],[121819,243638]],[[497921,-52734],[111557,223115],[402469,280650]]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-8824875823537192539861,-7261571107917391188456,1]>,[[-7261571107917391188465,0],[7261571107917391188461,-1],[5,1]]>,<647,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[49340084714584057137807785793112316073703236345470638904,-63567959769169224021660120728375022439542415555744287528,1]>,[[-63567959769169224021660120728375022439542415555744287569,0],[63567959769169224021660120728375022439542415555744287549,-1],[21,1]]>*] [x,x^2-x+2103,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,647],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,13*647,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,647],[2,4,4],1,[1.000000000,1.370206576,0.9320316311],<"notfaithful",0>,[3,2]>,<2,2^2*13*647,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,13,647],[4,5,5],1,[1.000000000,1.262107639,0.9819272399],<"2.2e2_13_647.3t2.1",1>,[3,2]>]
x^6-52 2^4*3^6*13^5 2 2 12 "D12" [[6,5,4,3,2,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[1,6,5,4,3,2]>,<3,2,[3,4,5,6,1,2]>,<6,2,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 7 [[68129014,0],[41863047,-204194519],[-26265967,-204194519],[-68129014,0],[-41863047,204194519],[26265967,204194519]] 4 [3,1,3,6,3,1,4,6,4,4,6,6,3,5,3,4,3,1,2,3,2,1,3,3,2,4,5,4,6,4,5,4,3,1,3,6,5,6,3,4,4,5,4,6,3,1,5,2,3,2,4,3,6,4,4,4,4,6,1,3,5,3,6,4,1,3,2,1,4,2,3,3,1,5,2,3,4,6,3,6,4,6,3,5,5,4,3,6,3,2,4,3,6,4,2,4,3,4,5,2,1,3,4,4,5,6,3,3,4,1,5,2,3,6,2,4,6,4,4,4,6,1,4,3,6,4,6,4,5,6,2,3,5,5,3,6,3,2,4,4,6,3,5,3,1,3,6,4,5,3,6,4,1,4,5,4,1,3,5,3,3,4,6,4,3,3,5,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x,2>,<x^3-303264,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,3,[[3,4,6,5,2,1],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[3,4,6,5,2,1]],[2,1,5,6,3,4],[1,3,5],[1],[[[3,4,6,5,2,1]]],20,<<[],[1,1,1]>,[[-24558,-83932],[362240,-337920],[266752,-515072],[1,0]]>,[[[1536,3072],[82817,66560],[4992,76544]],[[-1536,-3072],[48255,64512],[126080,54528]],[[-3072,-1536],[64512,16257],[54528,59520]],[[3072,1536],[66560,114815],[76544,71552]],[[-1536,1536],[16257,82817],[59520,4992]],[[1536,-1536],[114815,48255],[71552,126080]]]>,<3,6,6,[[2,3,1,6,4,5],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[2,3,1,6,4,5]],[1,2,3,4,5,6],[1,4,5],[1,2],[[[2,3,1,6,4,5],[1,3,2,4,6,5]],[[2,3,1,6,4,5]]],20,<[],[-1164959205,-8093214,-1173052419,-8093214,1293774585,-1028050611,1]>,[[-51119713,-574719159,-513254420,-195162471,170394543,-71476406],[-269873581,84219012,112775971,-212759659,-333345405,156952486],[320993294,490500147,400478449,407922130,162950862,-85476080],[51119713,574719159,513254420,195162471,-170394543,71476406],[-320993294,-490500147,-400478449,-407922130,-162950862,85476080],[269873581,-84219012,-112775971,212759659,333345405,-156952486]]>,<13,6,6,[[3,6,2,5,1,4]],[[1,2,3,4,5,6],[6,5,4,3,2,1],[2,4,6,1,3,5],[4,1,5,2,6,3],[3,6,2,5,1,4],[5,3,1,6,4,2]],[1,2,3,4,5,6],[1,2,5,5,6,6],[1],[[[3,6,2,5,1,4]]],20,<[],[-52,0,0,0,0,0,1]>,[[0,-1,0,0,0,0],[0,19065629298411921599,0,0,0,0],[0,19065629298411921598,0,0,0,0],[0,-19065629298411921598,0,0,0,0],[0,-19065629298411921599,0,0,0,0],[0,1,0,0,0,0]]>*] [x,x^2-x+1,x^2-x-3,x^2-x+10,x^3-52,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,13],[3,7,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,13,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13],[2,1,7],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[6,3]>,<1,3*13,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13],[1,7,7],1,[1.000000000,2.012229726,1.359658038],<"notfaithful",0>,[6,3]>,<2,2^2*3^3*13^2,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3,13],[7,7,7],1,[1.000000000,0.8986593005,0.9779615834],<"notfaithful",0>,[6,3]>,<2,2^2*3^3*13^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3,13],[7,7,7],1,[1.000000000,1.285248795,1.026093288],<"2.2e2_3e3_13e2.6t3.6",1>,[6,3]>]
x^6-39*x^4-26*x^3+117*x^2+156*x+52 2^4*3^6*13^5 6 0 12 "D12" [[2,1,5,6,3,4],[3,6,1,5,4,2],[1,4,3,2,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,5,1,6,2,4]>,<2,3,[3,6,1,5,4,2]>,<2,3,[1,4,3,2,6,5]>,<3,2,[5,4,2,3,6,1]>,<6,2,[4,1,6,5,3,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 10 [[-524110902758,0],[356626534834,724745242999],[802701316071,0],[856666049544,-724745242999],[-953091580852,-403892616585],[-538791416839,403892616585]] 1 [3,1,3,3,6,1,4,3,5,4,3,2,3,4,6,4,6,1,3,2,6,4,6,3,6,4,4,5,6,4,4,5,3,4,3,3,5,3,6,4,5,5,5,6,3,4,4,3,6,6,4,2,6,5,4,1,4,3,5,3,4,3,3,5,5,3,3,1,5,6,3,6,4,5,3,2,4,6,3,6,5,2,6,1,4,5,3,6,3,3,1,2,3,5,3,5,3,4,4,2,4,3,1,4,4,2,6,3,5,5,4,6,3,3,3,4,3,1,4,5,6,5,4,2,3,4,6,1,4,2,3,6,4,5,3,2,3,3,4,4,3,3,4,6,5,2,6,4,4,6,2,4,4,5,4,5,4,3,5,3,6,4,3,5,3,6,4,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+78,2>,<x^3-4563*x+45630,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[2],[[[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[-333168,-180238],[322218,-419478],[1,0]]>,[[[-5462,39272],[0,65536]],[[20802,-39272],[0,65536]],[[0,1],[1,0]],[[202070,-104809],[-1,0]],[[-26289,-48121],[-48121,-21833]],[[-191121,152929],[48121,21833]]]>,<3,6,6,[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[3,1,2,5,6,4]],[1,2,3,4,5,6],[1,4,5],[1,2],[[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[3,1,2,5,6,4]]],20,<[],[1628641518,818075502,-570646065,561016440,-472557771,850500129,1]>,[[124297810,126714672,161459399,-141972909,-88902815,179358769],[63428464,30742680,-176118232,47761097,-102521501,65442563],[-187726274,-157457352,14658833,94211812,191424316,142619157],[93697315,-1525998,62357968,185622927,28446919,39959417],[133680898,112013862,175183852,131008733,-55569338,43844834],[160042276,-110487864,149878669,70788829,27122419,-83804251]]>,<13,6,6,[[3,6,2,5,1,4]],[[1,2,3,4,5,6],[6,5,4,3,2,1],[2,4,6,1,3,5],[4,1,5,2,6,3],[3,6,2,5,1,4],[5,3,1,6,4,2]],[1,2,3,4,5,6],[1,2,5,5,6,6],[1],[[[3,6,2,5,1,4]]],20,<[],[52,156,117,-26,-39,0,1]>,[[-52,-105,-12,38,1,-1],[6318391586957654934392,-298741165643736004920,6,-235355212727935245848,676956798290649081540,-649955124842112094641],[-5566559063287858639289,321336301835638393794,273846658639818687121,316552437440941466508,270016734485369868990,-351021754830980829687],[-6318391586957654934340,298741165643736005025,6,235355212727935245810,-676956798290649081541,649955124842112094642],[5566559063287858639289,-321336301835638393795,-273846658639818687121,-316552437440941466508,-270016734485369868990,351021754830980829687],[0,1,0,0,0,0]]>*] [x,x^2-3,x^2-x-3,x^2-39,x^3-39*x-78,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2*3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,13],[7,7,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[6,3]>,<1,13,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13],[2,1,7],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[6,3]>,<1,2^2*3*13,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13],[7,7,7],1,[1.000000000,1.252721864,1.053601021],<"notfaithful",0>,[6,3]>,<2,2^2*3^3*13^2,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,13],[7,8,8],1,[1.000000000,1.824381432,1.323519854],<"notfaithful",0>,[6,3]>,<2,2^2*3^3*13^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1]]],[2,3,13],[7,8,8],1,[1.000000000,0.7358142116,0.8065001596],<"2.2e2_3e3_13e2.6t3.9",1>,[6,3]>]
