x^5-3*x^3-x^2+3*x+3 3^5*139 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 17 x^2+16*x+3 5 [[231566,505799],[623690,-460321],[436993,0],[657924,-505799],[-530316,460321]] 3 [6,1,5,6,5,4,3,7,6,2,6,6,7,5,7,6,4,7,6,5,5,4,5,5,5,6,7,5,7,2,4,7,7,2,6,2,5,3,7,5,4,6,5,4,4,5,5,7,4,2,6,5,7,5,5,5,3,5,2,3,6,4,6,3,3,6,2,5,5,3,4,5,3,7,5,3,4,5,4,3,4,4,6,6,5,6,6,7,7,4,4,3,7,3,2,5,4,4,4,6,7,2,7,5,5,7,5,5,3,6,6,6,4,6,5,6,5,2,4,6,7,6,7,5,5,5,7,7,5,4,6,4,5,5,7,7,7,5,3,6,4,3,5,6,5,5,5,3,4,2,5,5,3,3,2,5,2,4,5,5,7,6,7,7,5,6,7,6] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<3,6,6,[[1,2,5,3,4],[2,1,3,4,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,5,3,4],[1,2,4,5,3],[2,1,5,3,4],[2,1,4,5,3]],[1,2,3,4,5],[1,2,4,4,7,7],[1,3],[[[1,2,5,3,4],[2,1,3,4,5]],[[1,2,5,3,4]]],20,<[],[-1246985301,857005965,1116505035,1544670963,373961595,-1311271362,1]>,[[-203066103,1615358541,1323389187,422916818,-325938729,176231682],[1684213530,-1615358541,-1323389187,-422916818,325938729,-176231682],[93190714,-377592858,537550676,-195583830,104066034,151661549],[-223620722,463955331,-171687487,-187970829,170159390,146180252],[-188455952,-86362473,-365863189,383554659,113195065,89578688]]>,<139,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[2,138,1]>,[[1718612996518278513286737265205449398793047,0],[2344907019326739831509788912190017423211690,0],[1,0]]>,[[[1154204653430802740272912435123668035046301,0],[0,0]],[[1375396303189669302407409882411043609544943,2375206807792077751045331706265329304950571],[0,0]],[[-184693937293732211170533405344694221379810,-2375206807792077751045331706265329304950571],[0,0]],[[-2344907019326739831509788912190017423211562,0],[-1,0]],[[128,0],[1,0]]]>*] [x,x^2-x-104,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,139],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,3*139,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,139],[8,8],1,[1.000000000,1.856470252,1.307388807],<"notfaithful",0>,[5,5]>,<4,3^5*139^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]],[[1],[1]]],[3,139],[8,9],1,[0,0,0],<"4.3e5_139e3.10t12.1",1>,[5,5]>,<4,3^5*139,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[3,139],[8,9],1,[1.000000000,0.6217193358,0.8276893825],<"4.3e5_139.5t5.1",1>,[5,5]>,<5,3^8*139^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[3,139],[8,9],1,[0,0,0],<"5.3e8_139e2.10t13.1",1>,[5,5]>,<5,3^9*139^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[3,139],[8,9],1,[0,0,0],<"5.3e9_139e3.6t14.1",1>,[5,5]>,<6,3^9*139^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[-1]],[[1],[1],[-1],[-1]]],[3,139],[8,9],1,[0,0,0],<"6.3e9_139e3.20t35.1",1>,[5,5]>]
x^2-x-317607 1270429 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[3],[-2]] 1 [2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<1270429,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[403497143403,1270429,1]>,[[-635214,-1],[635215,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[1270429],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,1270429,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[1270429],[3],1,[1.000000000,0.9772300393,0.9166610302],<"1.1270429.2t1.1",1>,[2,1]>]
