x^2-974 2^3*487 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1457],[-1457]] 1 [1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-974,0,1]>,[[0,1],[0,262143]]>,<487,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-974,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,487],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*487,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,487],[3,3],1,[1.000000000,1.105969565,0.9548965727],<"1.2e3_487.2t1.2",1>,[2,1]>]
x^6+10*x^4+33*x^2+64 -2^8*5^2*7^2*19^2 0 3 48 "C2*S4" [[2,1,3,5,4,6],[1,5,3,4,2,6],[3,1,2,6,4,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,2,6,4,5,3]>,<2,3,[1,5,6,4,2,3]>,<2,6,[2,1,3,5,4,6]>,<2,6,[2,1,6,5,4,3]>,<3,8,[3,1,2,6,4,5]>,<4,6,[1,3,5,4,6,2]>,<4,6,[4,3,5,1,6,2]>,<6,8,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 53 x^2+49*x+2 11 [[1281696905248426685,0],[2686371631028872477,-1758543194856386369],[-3835371114730111412,1758543194856386369],[-1281696905248426685,0],[-2686371631028872477,1758543194856386369],[3835371114730111412,-1758543194856386369]] 6 [2,8,5,3,10,7,7,3,10,7,8,9,7,8,8,5,10,7,10,10,4,10,10,4,9,7,10,10,4,7,8,8,9,6,5,3,9,6,10,4,8,5,8,7,4,10,6,2,6,7,9,6,4,6,9,10,5,3,7,9,10,4,6,3,7,9,6,7,8,7,1,8,6,5,6,3,9,5,9,7,6,7,10,5,8,6,5,9,7,10,2,10,8,10,10,6,9,7,6,9,10,7,8,9,10,7,10,7,3,7,10,7,5,6,6,5,3,8,7,6,5,1,7,3,8,9,5,10,6,9,10,8,10,4,5,5,1,6,7,7,10,5,2,3,9,8,9,9,8,6,5,9,6,10,3,3,8,5,7,5,8,4,10,10,7,10,2,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3+60*x^2+1152*x-41472,4>,<x^6-120*x^5+1224*x^4+68256*x^3+17803152*x^2-824504832*x+435767040,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+60,2>,<x^6+120*x^5+1224*x^4-68256*x^3+17803152*x^2+824504832*x+435767040,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,4,[[1,2,4,3,6,5],[2,1,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,4,3,6,5],[2,1,3,4,5,6],[1,2,6,5,4,3],[2,1,5,6,3,4],[1,2,5,6,3,4],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,6,5,3,5,2,4,6],[2,4],[[[1,2,4,3,6,5],[2,1,4,3,6,5]],[[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[391542,0],[-27572,-246880],[219814,230900],[-4484,111668],[1,0]]>,[[[1816,-14864],[-3760,-20480],[-13640,-18848],[23904,5744]],[[-1816,14864],[3760,20480],[13640,18848],[-23904,-5744]],[[41109,-46658],[41662,60630],[81,13728],[53131,58554]],[[-37787,53302],[-41662,-60630],[65455,51808],[12405,6982]],[[-41109,46658],[-41662,-60630],[65455,51808],[12405,6982]],[[37787,-53302],[41662,60630],[81,13728],[53131,58554]]]>,<5,4,2,[[1,2,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,5,6,3,4],[1,2,6,5,4,3]],[1,2,5,6,3,4],[1,5,5,4],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,4,1]>,[[7792765781385,0],[9375652292010,4687826146005],[1,0]]>,[[[-40209958472272,0],[0,0]],[[40209958472272,0],[0,0]],[[-9375652292006,-4687826146003],[-1,0]],[[4,2],[1,0]],[[-4,-2],[-1,0]],[[9375652292006,4687826146003],[1,0]]]>,<7,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,6,1]>,[[34906895964615486,0],[-31942918792530424,0],[1,0]]>,[[[32110920454084046,37301062250565349],[0,0]],[[-32110920454084046,-37301062250565349],[0,0]],[[31942918792530429,0],[-1,0]],[[5,0],[1,0]],[[-5,0],[-1,0]],[[-31942918792530429,0],[1,0]]]>,<19,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,18,1]>,[[4583558403420203013393582,0],[-14793462616839263525549027,0],[1,0]]>,[[[1661774626003001681199352,-16522013244908981232469228],[0,0]],[[-1661774626003001681199352,16522013244908981232469228],[0,0]],[[-16,0],[-1,0]],[[-14793462616839263525549043,0],[1,0]],[[14793462616839263525549043,0],[-1,0]],[[16,0],[1,0]]]>*] [x,x^2-1330,x^2+1330,x^2+1,x^6+2*x^4+x^2-21280,x^3-x^2-28,x^4-5*x^2-8*x-2,0,0,x^4-5*x^2-8*x-2] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,19],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^3*5*7*19,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,7,19],[11,11,11,11],1,[1.000000000,1.615509292,1.126873680],<"notfaithful",0>,[6,11]>,<1,2^3*5*7*19,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,19],[11,11,11,11],1,[1.000000000,1.033725663,0.9180884419],<"notfaithful",0>,[6,11]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,19],[11,1,2,2],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,11]>,<2,2^5*5*7*19,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,5,7,19],[11,12,13,13],1,[1.000000000,1.211395744,1.031218803],<"notfaithful",0>,[6,11]>,<2,2^3*5*7*19,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,5,7,19],[11,11,11,11],1,[1.000000000,2.394199062,1.408138329],<"notfaithful",0>,[6,11]>,<3,2^5*5*7*19,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[0],[-1]]],[2,5,7,19],[11,12,12,12],1,[1.000000000,1.257873080,1.184187412],<"notfaithful",0>,[6,11]>,<3,2^5*5*7*19,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[-1]]],[2,5,7,19],[11,12,12,12],1,[1.000000000,0.9522276559,0.8917454733],<"3.2e5_5_7_19.6t11.1",1>,[6,11]>,<3,2^6*5^2*7^2*19^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[-1]]],[2,5,7,19],[11,11,12,12],1,[0,0,0],<"3.2e6_5e2_7e2_19e2.6t11.1",1>,[6,11]>,<3,2^8*5^2*7^2*19^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,5,7,19],[11,12,12,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^6-3*x^5+4*x^4-3*x^3-15*x^2+16*x+47 -3^3*11^2*191^2 0 3 48 "C2*S4" [[3,5,4,1,6,2],[1,2,3,6,5,4],[4,6,3,1,5,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,5,6,3,4]>,<2,3,[1,2,5,4,3,6]>,<2,3,[1,2,5,6,3,4]>,<2,6,[4,6,3,1,5,2]>,<2,6,[4,6,5,1,3,2]>,<3,8,[3,5,4,1,6,2]>,<4,6,[1,2,6,3,4,5]>,<4,6,[2,1,6,3,4,5]>,<6,8,[3,5,6,1,4,2]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 7 x^2+6*x+3 15 [[-438496329649,2227615311755],[438496329650,-2227615311755],[330680603333,0],[578850712841,-2180830517358],[-330680603332,0],[-578850712840,2180830517358]] 6 [10,4,6,4,3,9,10,7,6,8,9,9,6,5,3,10,8,7,7,10,7,9,8,10,7,8,7,3,5,10,7,6,10,7,10,7,5,7,8,8,10,9,3,9,3,7,9,4,3,9,8,3,5,6,2,10,8,5,9,10,5,10,4,8,5,10,9,7,10,9,8,6,9,7,5,8,10,7,3,9,10,7,10,7,1,10,6,9,10,1,6,3,9,3,7,10,10,10,7,7,4,8,6,8,7,7,10,3,8,7,9,5,3,7,9,8,5,10,6,10,5,5,10,2,4,2,7,3,7,5,4,3,5,4,6,9,8,9,3,10,7,6,7,8,7,8,7,8,9,10,7,6,5,8,9,6,1,10,1,10,10,8,5,8,10,10,7,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-2*x^2-260*x+3528,4>,<x^6-2*x^5+132*x^4+10552*x^3-34736*x^2+1453536*x-3630528,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x-1,2>,<x^6-4*x^5+137*x^4-11080*x^3-2293*x^2-1416244*x-2201045,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<3,8,4,[[1,2,6,3,4,5],[2,1,3,6,5,4]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[2,1,3,6,5,4],[2,1,4,3,6,5],[1,2,6,3,4,5]],[2,1,3,6,5,4],[1,4,4,6,8],[1],[[[1,2,6,3,4,5]]],20,<<[],[2,2,1]>,[[130926,0],[168768,0],[-10104687,0],[98316294,0],[1,0]]>,[[[-668693466,1074698734],[0,0],[0,0],[0,0]],[[668693467,-1074698734],[0,0],[0,0],[0,0]],[[139893179,0],[-44812137,0],[107733780,0],[31200974,0]],[[-151311478,42398766],[165743652,165743652],[-60144669,-60144669],[87052481,87052481]],[[-139893178,0],[44812137,0],[-107733780,0],[97939189,0]],[[151311479,-42398766],[-165743652,-165743652],[60144669,60144669],[42087682,42087682]]]>,<11,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,7,1]>,[[-128675250131046294324,0],[-325602560834695358280,0],[1,0]]>,[[[27203766170253061076,16509517541274381206],[0,0]],[[-27203766170253061075,-16509517541274381206],[0,0]],[[-7,0],[-1,0]],[[-325602560834695358287,0],[1,0]],[[325602560834695358288,0],[-1,0]],[[8,0],[1,0]]]>,<191,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[19,190,1]>,[[-980254501981258165470793120557819214052319137,0],[-1443444464455366483623797774231629198205001696,0],[1,0]]>,[[[-1610511490087778212288470880560459396032694121,1587166326026222805235692899950069849033111717],[0,0]],[[1610511490087778212288470880560459396032694122,-1587166326026222805235692899950069849033111717],[0,0]],[[-144,0],[-1,0]],[[-1443444464455366483623797774231629198205001840,0],[1,0]],[[1443444464455366483623797774231629198205001841,0],[-1,0]],[[145,0],[1,0]]]>*] [x,x^2-x-525,x^2-x+1576,x^2-x+1,x^6-27*x^3-343,x^3+21*x-27,x^4-x^3-3*x^2-4*x-5,0,0,x^4-x^3-3*x^2-4*x-5] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,11,191],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,11*191,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,11,191],[1,11,11],1,[1.000000000,1.338057251,0.9518814720],<"notfaithful",0>,[6,11]>,<1,3*11*191,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,11,191],[11,11,11],1,[1.000000000,1.899404473,1.303432543],<"notfaithful",0>,[6,11]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,11,191],[11,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,11]>,<2,3*11*191,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]]],[3,11,191],[11,12,12],1,[1.000000000,2.390065220,1.432442761],<"notfaithful",0>,[6,11]>,<2,3*11*191,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,11,191],[11,11,11],1,[1.000000000,1.111488003,0.8958713374],<"notfaithful",0>,[6,11]>,<3,3^3*11*191,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[0],[-1]]],[3,11,191],[11,12,12],1,[1.000000000,1.122465769,1.031818755],<"notfaithful",0>,[6,11]>,<3,3^2*11*191,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[-1]]],[3,11,191],[11,12,12],1,[1.000000000,0.4881058840,0.8305759059],<"3.3e2_11_191.6t11.1",1>,[6,11]>,<3,3^3*11^2*191^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[-1]]],[3,11,191],[11,12,12],1,[0,0,0],<"3.3e3_11e2_191e2.6t11.1",1>,[6,11]>,<3,3^2*11^2*191^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1]]],[3,11,191],[11,11,11],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^6-14*x^4+49*x^2+27 -3^3*11^2*191^2 0 3 12 "D12" [[2,1,3,5,4,6],[1,3,2,4,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[2,1,3,5,4,6]>,<3,2,[3,1,2,6,4,5]>,<6,2,[5,6,4,2,3,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 9 [[3149025993,4839514630],[-1902652702,-4839514630],[-1246373291,0],[-3149025993,-4839514630],[1902652702,4839514630],[1246373291,0]] 3 [6,1,3,1,3,4,6,5,3,3,4,4,3,4,2,6,3,5,5,6,5,4,3,6,5,3,5,2,4,6,5,3,6,5,6,5,4,5,3,3,6,4,3,4,2,5,4,1,2,4,3,2,4,3,2,6,3,4,4,6,4,6,1,3,4,6,4,5,6,4,3,3,4,5,4,3,6,5,2,4,6,5,6,5,1,6,3,4,6,1,3,2,4,2,5,6,6,6,5,5,1,3,3,3,5,5,6,2,3,5,4,4,2,5,4,3,4,6,3,6,4,4,6,2,1,2,5,2,5,4,1,2,4,1,3,4,3,4,2,6,5,3,5,3,5,3,5,3,4,6,5,3,4,3,4,3,1,6,1,6,6,3,4,3,6,6,5,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-84,2>,<x^3-5292*x+305640,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,1,[[4,3,6,5,2,1]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,1,2,3,4],[3,4,5,6,1,2],[4,3,6,5,2,1],[6,5,2,1,4,3]],[4,3,6,5,2,1],[1,2,5,5,6,6],[1],[[]],20,<[],[1,1,0,1,1,0,1]>,[[-233933,-192570,70997,91314,123335,192613],[233933,192570,-70997,-91314,-123335,-192613],[-36581,236473,-201973,-17578,-118597,-147896],[36581,-236473,201973,17578,118597,147896],[-253774,-43903,130976,-73736,-4738,-44717],[253774,43903,-130976,73736,4738,44717]]>,<3,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[53970753,0,1]>,[[0,258280329],[0,129140160],[-309040447,193710243],[-309040447,193710246],[309040447,193710243],[309040447,193710246]]>,<11,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,7,1]>,[[-282534618734727745067,-275508752792116254972],[180759431489096176937,-44461590279195379323],[1,0]]>,[[[180759431489096176935,-44461590279195379333],[0,0]],[[-180759431489096176935,44461590279195379333],[0,0]],[[-180759431489096176936,44461590279195379328],[-1,0]],[[1,5],[1,0]],[[-1,-5],[-1,0]],[[180759431489096176936,-44461590279195379328],[1,0]]]>,<191,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[19,190,1]>,[[-446577339582344241547392282937488901711748957,-931961610962823922920368747689253662284216267],[-712888076510226436990900712187823982514915196,-7504085015897120389377902233556041921209320],[1,0]]>,[[[712888076510226436990900712187823982514915420,7504085015897120389377902233556041921209636],[0,0]],[[-712888076510226436990900712187823982514915420,-7504085015897120389377902233556041921209636],[0,0]],[[712888076510226436990900712187823982514915308,7504085015897120389377902233556041921209478],[-1,0]],[[112,158],[1,0]],[[-112,-158],[-1,0]],[[-712888076510226436990900712187823982514915308,-7504085015897120389377902233556041921209478],[1,0]]]>*] [x,x^2-x+1576,x^2-x+1,x^2-x-525,x^3+21*x-27,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,191],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*11*191,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,191],[1,7,7,7],1,[1.000000000,1.899404473,1.303432543],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,191],[2,7,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,11*191,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,191],[2,1,7,7],1,[1.000000000,1.338057251,0.9518814720],<"notfaithful",0>,[6,3]>,<2,3*11*191,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,11,191],[5,7,7,7],1,[1.000000000,1.111488003,0.8958713374],<"notfaithful",0>,[6,3]>,<2,3*11*191,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]]],[2,3,11,191],[6,7,8,8],1,[1.000000000,2.390065220,1.432442761],<"2.3_11_191.6t3.2",1>,[6,3]>]
