x^2-x-447949 7*255971 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 31 x-1 5 [[10735957],[-10735956]] 1 [2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-447937,7,1]>,[[-3,-1],[4,1]]>,<255971,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[16379840261,255971,1]>,[[-127985,-1],[127986,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,255971],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*255971,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,255971],[3,3],1,[1.000000000,0.2703193473,0.6755728489],<"1.7_255971.2t1.1",1>,[2,1]>]
x^5-2*x^4-8*x^3+4*x^2+10*x-3 7*255971 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 53 x^2+49*x+2 5 [[-71933364,206976038],[107490101,0],[-177067394,-206976038],[-142264842,0],[-134419992,0]] 1 [5,5,7,4,7,5,5,7,5,7,4,5,7,5,6,2,4,5,6,7,3,2,5,6,7,5,6,7,5,4,6,7,7,5,7,3,4,5,6,6,7,5,6,5,5,6,3,5,7,5,7,7,2,5,2,2,7,7,6,3,7,4,6,3,4,4,6,6,6,6,7,7,5,6,2,7,4,4,5,3,2,4,2,7,5,7,4,4,6,6,6,5,6,6,6,7,7,5,7,4,6,7,7,3,5,4,2,2,6,3,6,2,5,6,4,7,6,6,7,4,5,5,6,2,6,6,5,3,6,3,5,6,5,2,6,3,6,4,4,5,6,5,5,5,7,6,2,6,4,2,2,5,2,4,4,3,7,4,6,3,6,4,3,5,7,7,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<7,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[4,0,6,1]>,[[-14543834146023427,0,0],[28220821086854529,0,0],[1,0,0]]>,[[[-11220445400314618,564230761155486,39492668580948203],[0,0,0]],[[-26953170975355557,7628927501054292,-31161732270626252],[0,0,0]],[[-13397828835087305,-8193158262209778,-8330936310321951],[0,0,0]],[[-28220821086854524,0,0],[-1,0,0]],[[5,0,0],[1,0,0]]]>,<255971,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[4,1,0,1]>,[[-718892676937446366191266712020147783164474078707510769268866462989761200133526755569116215843729713711389924,0,0],[-321699479966993030534310544837822943021280132424049350273609182238298750955752365789721850757458225461534469,0,0],[1,0,0]]>,[[[349282989620252396469656911387475514186300426087050197362135733911184720347623407810534935670221361515079867,-584433516418480686024899351512032122669149590229207057348129892727786510280870485437125893678488127457088003,684774224413875109971640639500124742790090705342599971180008191985926455999311294610663328884061155003402180],[0,0,0]],[[27004512084464037577631945550814419999686847280607705343827879454431972797678342840717878385841910418843194,-47137407046204388240519128107084856503550325537150717256719251085670709055635690170107687942096422705512857,-527740483739328956413389020121198905692849602723413135820219481808837292405510870355596823112340658501633030],[0,0,0]],[[-697986981671709464581599401776112877207267405791707252979572795603915444101054116440974664813521497395487820,631570923464685074265418479619116979172699915766357774604849143813457219336506175607233581620584550162600860,-157033740674546153558251619378925837097241102619186835359788710177089163593800424255066505771720496501769150],[0,0,0]],[[321699479966993030534310544837822943021280132424049350273609182238298750955752365789721850757458225461549615,0,0],[-1,0,0]],[[15146,0,0],[1,0,0]]]>*] [x,x^2-x-447949,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,255971],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,7*255971,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[7,255971],[8,8],1,[1.000000000,0.2703193473,0.6755728489],<"notfaithful",0>,[5,5]>,<4,7^3*255971^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]]],[7,255971],[8,8],1,[0,0,0],<"4.7e3_255971e3.10t12.1",1>,[5,5]>,<4,7*255971,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[0],[-1]]],[7,255971],[8,8],1,[1.000000000,0.7290666890,0.9540181606],<"4.7_255971.5t5.1",1>,[5,5]>,<5,7^2*255971^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]]],[7,255971],[8,8],1,[0,0,0],<"5.7e2_255971e2.10t13.1",1>,[5,5]>,<5,7^3*255971^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]]],[7,255971],[8,8],1,[0,0,0],<"5.7e3_255971e3.6t14.1",1>,[5,5]>,<6,7^3*255971^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[-1]]],[7,255971],[8,8],1,[0,0,0],<"6.7e3_255971e3.20t35.1",1>,[5,5]>]
x^8+26*x^6+229*x^4+820*x^2+1025 2^16*5^4*41^3 0 4 32 "C4wrC2" [[8,7,6,5,4,3,2,1],[1,3,7,4,5,2,6,8],[4,3,7,8,1,2,6,5],[2,1,5,6,3,4,8,7],[1,7,6,4,5,3,2,8]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[8,7,6,5,4,3,2,1]>,<2,2,[1,7,6,4,5,3,2,8]>,<2,4,[2,1,5,6,3,4,8,7]>,<4,1,[5,3,7,1,8,2,6,4]>,<4,1,[4,6,2,8,1,7,3,5]>,<4,2,[4,3,7,8,1,2,6,5]>,<4,2,[1,3,7,4,5,2,6,8]>,<4,2,[1,6,2,4,5,7,3,8]>,<4,2,[4,7,6,8,1,3,2,5]>,<4,2,[5,7,6,1,8,3,2,4]>,<4,4,[7,1,5,3,6,4,8,2]>,<8,4,[3,1,5,2,7,4,8,6]>,<8,4,[7,5,8,3,6,1,4,2]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[1,1,1,1,4],[2,2,2,2],[2,2,4],[4,4],[8]] 251 x-1 12 [[282878364397115263886445844],[-22884639279241366196652134935],[-30891174296902618687520550449],[16281062892250546726566427600],[-16281062892250546726566427600],[30891174296902618687520550449],[22884639279241366196652134935],[-282878364397115263886445844]] 2 [4,13,4,14,8,13,13,9,4,8,1,12,8,4,13,13,6,7,14,9,12,9,12,11,13,9,12,12,11,4,4,7,13,6,9,11,13,12,14,4,9,9,8,14,4,10,9,4,14,9,14,11,3,1,14,13,3,7,12,10,12,14,4,8,13,13,10,12,14,7,4,7,12,12,3,13,7,13,6,1,2,10,3,4,11,4,5,13,5,14,12,9,12,3,8,14,9,11,12,1,14,14,13,3,8,14,13,13,7,8,12,4,12,3,2,10,13,12,13,8,1,13,4,14,11,3,10,10,14,4,3,12,9,14,1,7,14,4,12,11,2,6,14,13,7,8,4,4,7,12,12,3,14,13,4,5,8,10,13,2,12,4,13,10,14,4,9,13] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,3*],[*[1,1,1,1,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x^2+276*x+11824,8>,<x^2-4*x-16,9>]*],[*[2,2,2,2],"RES",<[1],x^2-3*x+1>,[<x+156,2>,<x^4-23616*x^2+17003520,4>]*],[*[2,2,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x^2-276*x+11824,10>,<x^2+4*x-16,11>]*],[*[4,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x+140,5>,<x-140,6>,<x^2-6480,7>,<x^4-29520*x^2+173512000,12>]*],[*[8],"RES",<[1],x^7+2*x^6+3*x^5+4*x^4+5*x^3+6*x^2+7*x+8>,[<x^4-784063008*x^2+126426889755370496,13>,<x^4-1232294688*x^2+370967129492366336,14>]*]] [*<2,16,8,[[2,1,4,3,5,6,7,8],[4,3,1,2,8,7,5,6],[6,5,8,7,2,1,4,3]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[6,5,8,7,2,1,4,3],[2,1,4,3,5,6,7,8],[8,7,5,6,3,4,2,1],[4,3,1,2,8,7,5,6],[3,4,2,1,7,8,6,5],[7,8,6,5,3,4,2,1],[6,5,8,7,1,2,3,4],[3,4,2,1,8,7,5,6]],[6,5,8,7,2,1,4,3],[1,2,4,3,4,5,6,12,12,7],[2,4],[[[2,1,4,3,5,6,7,8],[4,3,1,2,8,7,5,6]],[[2,1,4,3,6,5,8,7],[2,1,4,3,5,6,7,8]]],20,<<[],[1,1,1]>,[[-82954,-509696],[27120,266320],[-510096,132656],[-395736,-81304],[246986,216304],[-256260,-127400],[-416440,366592],[-375844,427872],[1,0]]>,[[[-49232,90821],[-54124,15868],[-121861,-72104],[-65004,81070],[10084,11676],[114149,-407],[11916,72421],[-36795,77738]],[[49232,-90821],[54124,-15868],[121861,72104],[65004,-81070],[-10084,-11676],[-114149,407],[-11916,-72421],[36795,-77738]],[[90346,85549],[97440,-87066],[66087,66146],[-46886,-108720],[-117153,8278],[-13769,22281],[-97639,64436],[-66025,-94404]],[[-90346,-85549],[-97440,87066],[-66087,-66146],[46886,108720],[117153,-8278],[13769,-22281],[97639,-64436],[66025,94404]],[[52913,-15711],[-4288,124392],[-78127,-122544],[-3186,-92640],[84512,-92720],[2438,-64219],[122079,-71499],[23657,70874]],[[-52913,15711],[4288,-124392],[78127,122544],[3186,92640],[-84512,92720],[-2438,64219],[-122079,71499],[-23657,-70874]],[[64303,33521],[-12434,-106714],[52767,-89578],[-31326,-114522],[-3101,-115870],[-74388,-7235],[45977,48152],[-83945,16266]],[[-64303,-33521],[12434,106714],[-52767,89578],[31326,114522],[3101,115870],[74388,7235],[-45977,-48152],[83945,-16266]]]>,<5,4,2,[[2,1,4,3,7,8,5,6],[3,4,1,2,6,5,8,7]],[[1,2,3,4,5,6,7,8],[2,1,4,3,7,8,5,6],[3,4,1,2,6,5,8,7],[4,3,2,1,8,7,6,5]],[3,4,1,2,6,5,8,7],[1,4,4,2],[1],[[[2,1,4,3,7,8,5,6]]],20,<<[],[2,4,1]>,[[25845903243915,0],[-13628442543140,-6814221271570],[1,0]]>,[[[13628442543142,6814221271571],[-1,0]],[[2,1],[1,0]],[[-2,-1],[-1,0]],[[-13628442543142,-6814221271571],[1,0]],[[-63560050405,349689701360],[-321485538761,0]],[[17013059320,8506529660],[-321485538761,0]],[[-17013059320,-8506529660],[321485538761,0]],[[63560050405,-349689701360],[321485538761,0]]]>,<41,16,4,[[1,2,3,4,6,7,8,5],[4,1,2,3,5,6,7,8]],[[1,2,3,4,5,6,7,8],[3,4,1,2,5,6,7,8],[1,2,3,4,7,8,5,6],[3,4,1,2,7,8,5,6],[4,1,2,3,5,6,7,8],[2,3,4,1,5,6,7,8],[1,2,3,4,6,7,8,5],[1,2,3,4,8,5,6,7],[4,1,2,3,6,7,8,5],[2,3,4,1,8,5,6,7],[2,3,4,1,6,7,8,5],[4,1,2,3,8,5,6,7],[3,4,1,2,6,7,8,5],[3,4,1,2,8,5,6,7],[4,1,2,3,7,8,5,6],[2,3,4,1,7,8,5,6]],[4,1,2,3,5,6,7,8],[1,3,3,2,8,9,8,9,5,6,7,7,11,10,11,10],[1],[[[1,2,3,4,6,7,8,5]]],20,<<[],[6,23,0,0,1]>,[[63135589555934228421935317730838,0,0,0],[0,0,0,0],[-10779320768910494531831842120625,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[-9154911313969645531587693200331,-43414198990366148554771319094650,-31031780033871601686706481127885,77803099180242743521225284190474],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[56960631890200452045995980971054,-74770200427670007826207953749717,-11716027930443277471114424555549,26802211219834640198713804905325],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[9154911313969645531587693200331,43414198990366148554771319094650,31031780033871601686706481127885,-77803099180242743521225284190474],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-56960631890200452045995980971054,74770200427670007826207953749717,11716027930443277471114424555549,-26802211219834640198713804905325],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[0,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,0,0]],[[0,0,0,0],[721106322028774483199883009130,0,0,0],[0,0,0,0],[240368774009591494399961003044,0,0,0]],[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0]],[[0,0,0,0],[-721106322028774483199883009130,0,0,0],[0,0,0,0],[-240368774009591494399961003044,0,0,0]]]>*] [x,x^2-x-51,x^2-x-10,x^2-x-1,x^4-82*x^2+656,x^4-410*x^2+16400,x^4-82*x^2+656,x^4-410*x^2+16400,x^4-82*x^2+1476,x^4-13*x^2+41,0,0,0,0] [1,2,2,2,2,4,2,2,5,5,11,12,13,14] <[1],[2],[3],[4],[5,7],[6,8],[9],[10],[11,12],[13,14]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,29,41,523,72883],[1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,17]>,<1,5*41,1,[[1],[1],[1],[-1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,29,41,523,72883],[4,1,15,4,15,4,1],1,[1.000000000,1.050623227,0.9146140274],<"notfaithful",0>,[8,17]>,<1,41,1,[[1],[1],[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,29,41,523,72883],[1,8,1,8,15,1,8],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[8,17]>,<1,5,1,[[1],[1],[1],[-1],[1],[1],[1],[1],[1],[1],[1],[-1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,29,41,523,72883],[4,4,15,1,1,4,4],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[8,17]>,<1,2^3*41,4,[[1,0],[1,0],[-1,0],[1,0],[-1,0],[-1,0],[1,0],[0,1],[0,-1],[0,1],[0,-1],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,5,29,41,523,72883],[15,8,1,8,15,3,9],0,[0.3310069414+0.9436283191*i,1.139346014+0.4205240791*i,1.031625321+0.1099958558*i],<"notfaithful",0>,[8,17]>,<1,2^3*5*41,4,[[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[0,-1],[0,1],[0,-1],[0,1],[1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,5,29,41,523,72883],[15,9,15,8,15,1,8],0,[-0.3310069414+0.9436283191*i,0.9035020430+0.3202015221*i,0.9888961547+0.09365376861*i],<"notfaithful",0>,[8,17]>,<1,2^3*41,4,[[1,0],[1,0],[-1,0],[1,0],[-1,0],[-1,0],[1,0],[0,-1],[0,1],[0,-1],[0,1],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,29,41,523,72883],[15,8,1,8,15,3,9],0,[0.3310069414-0.9436283191*i,1.139346014-0.4205240791*i,1.031625321-0.1099958558*i],<"notfaithful",0>,[8,17]>,<1,2^3*5*41,4,[[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[1,0],[0,1],[0,-1],[0,1],[0,-1],[1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,29,41,523,72883],[15,9,15,8,15,1,8],0,[-0.3310069414-0.9436283191*i,0.9035020430-0.3202015221*i,0.9888961547-0.09365376861*i],<"notfaithful",0>,[8,17]>,<2,2^6*5*41^2,1,[[2],[2],[-2],[0],[2],[2],[-2],[0],[0],[0],[0],[0],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,5,29,41,523,72883],[15,4,16,8,15,4,4],1,[1.000000000,1.484792297,1.057226385],<"notfaithful",0>,[8,17]>,<2,2^4*5*41,1,[[2],[2],[2],[0],[-2],[-2],[-2],[0],[0],[0],[0],[0],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,5,29,41,523,72883],[15,13,16,4,17,4,13],1,[1.000000000,1.066369349,1.028798667],<"notfaithful",0>,[8,17]>,<2,2^6*5*41^2,4,[[2,0],[-2,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[-1,1],[-1,-1],[1,-1],[1,1],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[1,-1],[0,-1]],[[1,0],[1,1],[0,1]],[[1,0],[-1,1],[0,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,1]],[[1,0],[0,0],[0,-1]],[[1,0]],[[1,0],[1,0]]],[2,3,5,29,41,523,72883],[15,13,16,8,15,7,14],0,[0.9013032363+0.4331887305*i,0.7220780798-0.01127971683*i,0.9514746893-0.004719661713*i],<"2.2e6_5_41e2.8t17.1",1>,[8,17]>,<2,2^6*5*41^2,4,[[2,0],[-2,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[-1,-1],[-1,1],[1,1],[1,-1],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[1,1],[0,1]],[[1,0],[1,-1],[0,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[-1,1],[0,-1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,-1]],[[1,0],[0,0],[0,1]],[[1,0]],[[1,0],[1,0]]],[2,3,5,29,41,523,72883],[15,13,16,8,15,7,14],0,[0.9013032363-0.4331887305*i,0.7220780798+0.01127971683*i,0.9514746893+0.004719661713*i],<"2.2e6_5_41e2.8t17.1",2>,[8,17]>,<2,2^6*5*41,4,[[2,0],[-2,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[1,-1],[1,1],[-1,1],[-1,-1],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[-1,1],[0,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[1,-1],[0,-1]],[[1,0],[1,1],[0,1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,1]],[[1,0],[0,0],[0,-1]],[[1,0]],[[1,0],[1,0]],[[1,0],[0,1]]],[2,3,5,29,41,523,72883],[15,13,16,8,17,7,14],0,[0.9013032363-0.4331887305*i,1.081237167-0.1372659219*i,0.9755057875-0.01780465643*i],<"2.2e6_5_41.8t17.1",1>,[8,17]>,<2,2^6*5*41,4,[[2,0],[-2,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[1,1],[1,-1],[-1,-1],[-1,1],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[-1,-1],[0,1]],[[1,0],[-1,1],[0,-1]],[[1,0],[1,1],[0,1]],[[1,0],[1,-1],[0,-1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,-1]],[[1,0],[0,0],[0,1]],[[1,0]],[[1,0],[1,0]],[[1,0],[0,-1]]],[2,3,5,29,41,523,72883],[15,13,16,8,17,7,14],0,[0.9013032363+0.4331887305*i,1.081237167+0.1372659219*i,0.9755057875+0.01780465643*i],<"2.2e6_5_41.8t17.1",2>,[8,17]>]
