x^2-x+45 -179 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-117],[118]] 2 [2,1,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<179,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[8055,179,1]>,[[-89,-1],[90,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[179],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,179,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[179],[3],1,[1.000000000,1.174068298,0.9221228348],<"1.179.2t1.1",1>,[2,1]>]
x^3-9*x-22 -2^3*3^3*47 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[47322],[56686],[57043]] 2 [1,1,2,2,1,3,2,2,2,2,3,2,3,2,1,3,2,2,2,3,2,2,2,2,3,1,2,3,3,3,1,2,3,2,3,1,2,2,2,3,3,1,3,2,3,3,2,3,3,1,1,3,3,2,1,1,3,2,2,3,3,2,3,2,2,2,3,1,2,3,2,2,3,3,3,3,2,2,2,2,3,1,3,2,2,3,1,3,2,3,3,3,2,2,2,2,2,2,3,2,2,2,3,1,3,2,3,3,2,3,1,2,2,1,3,3,3,3,3,2,2,2,2,2,2,2,2,3,1,2,3,2,3,3,2,1,3,2,2,3,3,2,2,2,3,2,2,1,2,3,3,3,3,2,3,1,3,2,2,3,2,3,2,1,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[403166,462180,1]>,[[-62110,524288],[1,1],[62109,262143]]>,<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-976299621,557885538,-1046035266,-697356828,488149845,-1394713752,1]>,[[295848382,10566048,359244506,-517734603,105660159,5],[528300619,-158490327,-211320451,-158490358,-528300735,105660122],[338112466,147924279,-147924055,-486036506,422640576,-105660127]]>,<47,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[534800589305212842272402758359786,-816783707914438343051691891351045,1]>,[[-816783707914438343051691891351069,0],[816783707914438343051691891351057,-1],[12,1]]>*] [x,x^2+282,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,47],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*3*47,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,47],[4,4,4],1,[1.000000000,0.7483164803,0.9470770709],<"notfaithful",0>,[3,2]>,<2,2^3*3^3*47,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,47],[4,5,4],1,[1.000000000,2.160208822,1.347804348],<"2.2e3_3e3_47.3t2.1",1>,[3,2]>]
x^4-x^3-3*x^2-2*x+2 -2^3*3^3*47 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 101 x-1 5 [[95128701],[3659336391],[-3442724436],[-311740655]] 3 [3,1,5,5,2,4,5,5,3,5,4,3,4,5,3,4,5,5,3,4,5,3,5,3,4,1,5,4,4,4,2,5,4,3,4,2,5,5,3,4,4,2,4,3,4,4,3,4,4,1,1,4,4,3,2,2,4,3,5,4,4,3,4,5,5,5,4,2,5,4,3,3,4,4,4,4,3,5,3,5,4,2,4,5,5,4,2,4,3,4,4,4,3,5,5,5,5,5,4,3,5,5,4,1,4,3,4,4,5,4,2,3,5,2,4,4,4,4,4,5,5,3,5,3,3,3,3,4,2,5,4,3,4,4,5,2,4,5,5,4,4,3,5,5,4,5,3,2,3,4,4,4,4,5,4,2,4,3,3,4,3,4,3,1,5,3,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[3],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[296038,0],[431572,0],[1,0]]>,[[[-504554,-392105],[0,0]],[[-112449,392105],[0,0]],[[0,0],[1,0]],[[92716,0],[262143,0]]]>,<3,6,6,[[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1,2],[[[1,3,4,2],[1,2,4,3]],[[1,3,4,2]]],20,<[],[1699690143,1612286028,596251182,-332379549,1152533862,-1318215693,1]>,[[1186437850,0,0,0,0,0],[-79550503,571914006,-345998144,397675269,567307742,-220377139],[-409554742,-373192671,-340509227,189599951,90554390,323445090],[464928863,-198721335,-475754096,574986247,504399335,-103067951]]>,<47,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[5,45,1]>,[[-220894873008458533975549486714986,0],[-1221039128110654442591760077280766,0],[1,0]]>,[[[818363417361149941666661475983811,-1350569209162239317587602694036150],[0,0]],[[727266166490531425192326458077739,1350569209162239317587602694036150],[0,0]],[[1221039128110654442591760077280809,0],[-1,0]],[[43,0],[1,0]]]>*] [x,x^2+282,x^3-9*x-22,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,47],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*3*47,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,47],[6,6,6],1,[1.000000000,0.7483164803,0.9470770709],<"notfaithful",0>,[4,5]>,<2,2^3*3^3*47,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]],[[1]]],[2,3,47],[6,7,6],1,[1.000000000,2.160208822,1.347804348],<"notfaithful",0>,[4,5]>,<3,2^6*3^4*47^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1]]],[2,3,47],[6,7,6],1,[0,0,0],<"3.2e6_3e4_47e2.6t8.1",1>,[4,5]>,<3,2^3*3^3*47,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,3,47],[6,7,6],1,[1.000000000,1.131332261,1.113053154],<"3.2e3_3e3_47.4t5.1",1>,[4,5]>]
x^4-2*x^3-24*x^2+25*x+107 37*197^2 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 107 x-1 5 [[5402482216],[-5402482215],[-5621493977],[5621493978]] 1 [5,3,5,1,3,5,5,4,4,4,5,1,2,4,2,2,4,4,3,3,3,5,2,5,4,2,5,1,4,5,1,5,1,3,3,3,2,4,5,2,5,1,4,4,1,5,3,2,5,3,1,4,5,4,4,3,3,3,5,5,5,2,3,4,4,3,4,3,4,3,4,3,3,3,2,5,5,3,4,4,1,5,4,2,5,1,4,4,5,5,5,4,4,2,4,4,3,2,5,5,5,4,4,4,3,5,4,3,3,2,4,2,2,1,4,3,5,5,4,3,4,3,3,4,2,5,5,3,4,1,1,3,1,5,3,4,1,2,4,5,1,1,3,4,4,1,4,5,5,3,3,1,5,3,5,5,5,3,3,3,5,3,5,3,5,3,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+25,2>,<x^2-52*x-1137,3>]*],[*[4],"CYC",0,5*]] [*<7,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-24522648714535680,24522648714535681,4567906867211615,-4567906867211614]>,<37,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-8943633055872734699559572088683,37,1]>,[[-2908733188877200702316190046028,0],[2908733188877200702316190046029,0],[-18,-1],[19,1]]>,<197,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1142775249668434234363802568737170463134097445,3402360821072575534746192401602600650825236040,1]>,[[-3402360821072575534746192401602600650825235869,-1],[171,1],[-170,-1],[3402360821072575534746192401602600650825235870,1]]>*] [x,x^2-x-49,x^2-x-9,x^2-x-1822,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,37,197],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,197,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[7,37,197],[1,1,6],1,[1.000000000,0.4750008885,0.6996107555],<"notfaithful",0>,[4,3]>,<1,37,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[7,37,197],[1,6,1],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[4,3]>,<1,37*197,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[7,37,197],[1,6,6],1,[1.000000000,2.093990563,1.271829415],<"notfaithful",0>,[4,3]>,<2,37*197,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[7,37,197],[1,6,6],1,[1.000000000,1.053263678,0.9892695549],<"2.37_197.4t3.1",1>,[4,3]>]
x^6-x^5-126*x^4+81*x^3+5595*x^2-2288*x-87029 3^2*29^2*173^3 2 2 12 "D12" [[1,6,4,3,5,2],[6,2,3,5,4,1],[5,3,2,6,1,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,3,2,6,1,4]>,<2,3,[6,2,3,5,4,1]>,<2,3,[4,3,2,1,6,5]>,<3,2,[2,6,4,5,3,1]>,<6,2,[3,4,6,1,2,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 23 x^2+21*x+5 9 [[777099823560,0],[-373676574876,-139258127892],[58415400715,-139258127892],[-619469236479,139258127892],[-591960862312,0],[749591449393,139258127892]] 3 [6,2,4,6,6,5,6,4,3,1,3,3,1,3,5,4,4,4,5,4,3,4,3,5,4,6,2,4,5,5,4,6,1,5,3,1,3,3,3,3,3,6,2,4,3,6,3,6,3,3,3,4,6,5,3,1,5,4,6,4,2,6,4,5,5,5,3,3,3,2,4,1,3,2,3,3,5,1,3,4,3,4,3,4,6,6,6,6,2,5,1,1,2,2,6,5,3,4,5,3,6,3,6,6,1,4,4,4,6,4,3,6,2,3,6,5,5,4,6,5,5,6,5,3,5,3,2,4,3,3,3,5,4,4,4,3,1,1,2,5,5,4,4,1,3,6,4,4,3,4,2,5,2,5,4,6,5,3,6,4,6,3,4,1,4,1,5,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+37,2>,<x^3+133*x^2+5943*x+89163,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,3,4],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,2,1]>,[[-802163550,-80889030],[1652472309,-1237149153],[1,0]]>,[[[21411644,-1124817622],[0,0]],[[-1215737513,1124817622],[0,0]],[[-1652472309,1237149155],[-1,0]],[[0,2],[1,0]],[[597162935,-2],[-1,0]],[[-1237149157,-1237149155],[1,0]]]>,<29,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[1,2,4,3,6,5]]],20,<[],[-56364263313389935765567235395,28738883668352129661520500218,1]>,[[-17397933585107604334766117258,0],[-79155261859077114879445103766,0],[-28738883668352129661520500193,-1],[25,1],[-15807645367102551033472311037,-1],[12931238301249578628048189181,1]]>,<53,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,4],[1],[[]],20,<[],[2,49,1]>,[[10295336885453361069389027916321407,2436998124468571702934765051340743],[1277386213215421981246139198749361,8406695196431168817588924436635060],[-13037523630885186162317121335775366,-8406695196431168817588924436635060],[13224937949886167292752936357730604,-2436998124468571702934765051340743],[167376126026767177863954377423939,70175103247058817365600108752472],[191319911167851721303343273753913,-70175103247058817365600108752472]]>,<173,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,3,4],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,169,1]>,[[120295815814235040337574381917736859930833726,0],[52220829040425591859248740028544177011047832,0],[1,0]]>,[[[-52220829040425591859248740028544177011047770,0],[-1,0]],[[62,0],[1,0]],[[28530182396897689086519196740547090185440996,-209358590100510794176471645845997490795025668],[-1,0]],[[80751011437323280945767936769091267196488828,-209358590100510794176471645845997490795025668],[1,0]],[[233690886873949127910087091062001489709325627,209358590100510794176471645845997490795025668],[-1,0]],[[285911715914374719769335831090545666720373459,209358590100510794176471645845997490795025668],[1,0]]]>,<103423,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[7227555912056137502947475734717011023543946951406745100725111728111372899034537485760121923785085474,1893125467597977292345174307495827881312867624996120472924564525340618734285881467572306150367976037,8963059703307408072961105436877009598614303583322979123253208731899442810908954556269192429712393591,6080506207920725390536631418741912956399179003849625859946910010457649938203899760587624435837686855,4034913275068165545218822288015522814986901381818062278704182732902576592193988849304901086186,56626166011741262619812498073841400125379786561788265571036521823747854020891138450677982098392]>*] [x,x^2-x+22,x^2-x+3763,x^2-x-43,x^3-x^2+2*x+1,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,29,53,173,103423],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*29,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,29,53,173,103423],[7,7,3,3,1],1,[1.000000000,2.020884518,1.322758729],<"notfaithful",0>,[6,3]>,<1,3*29*173,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,29,53,173,103423],[7,7,1,7,1],1,[1.000000000,0.7170100222,0.8126948869],<"notfaithful",0>,[6,3]>,<1,173,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,29,53,173,103423],[2,1,2,7,1],1,[1.000000000,0.3909108412,0.6766361381],<"notfaithful",0>,[6,3]>,<2,3*29,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,29,53,173,103423],[7,7,3,3,1],1,[1.000000000,0.6297378250,0.8275488556],<"notfaithful",0>,[6,3]>,<2,3*29*173^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,29,53,173,103423],[7,8,3,9,1],1,[0,0,0],<"2.3_29_173e2.6t3.2",1>,[6,3]>]
x^6+2*x^4+x^2-84 2^6*3^3*7^3*71^2 2 2 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 8 [[-2810356816,0],[-2162356820,3393231419],[-647999996,-3393231419],[2810356816,0],[2162356820,-3393231419],[647999996,3393231419]] 4 [3,4,4,4,3,3,4,6,6,6,6,4,4,4,4,3,5,3,5,3,3,5,4,5,6,4,3,6,4,2,4,4,6,3,3,5,6,1,5,5,6,3,3,4,3,3,5,3,1,6,3,2,6,4,4,3,1,3,4,6,3,4,3,5,3,3,1,4,3,3,4,3,3,4,4,4,3,3,6,3,4,5,3,2,6,3,2,4,5,5,5,4,4,3,4,1,4,1,3,5,4,6,1,3,4,3,4,1,6,2,6,4,3,3,4,3,6,1,3,6,3,4,4,3,3,3,5,5,6,3,4,2,4,1,4,2,5,6,4,6,6,6,4,3,6,5,6,5,3,6,4,1,5,4,5,6,4,5,6,4,6,3,4,4,3,1,4,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+12,2>,<x^3-108*x-490320,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[3],[[[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[50462,0],[43072,20608],[1,0]]>,[[[44930,89860],[131072,131072]],[[-44930,-89860],[131072,131072]],[[1,2],[2,0]],[[-20607,24322],[32766,0]],[[20607,-24322],[2,0]],[[-1,-2],[32766,0]]]>,<3,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,2,1]>,[[-20242398,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[-817030117,-817030117],[-581130733,0]],[[-817030117,-817030117],[581130733,0]],[[817030117,817030117],[-581130733,0]],[[817030117,817030117],[581130733,0]]]>,<7,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,6,1]>,[[-25930756353940494,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[10259996380965369,3419998793655123],[-5699447592686571,0]],[[10259996380965369,3419998793655123],[5699447592686571,0]],[[-10259996380965369,-3419998793655123],[-5699447592686571,0]],[[-10259996380965369,-3419998793655123],[5699447592686571,0]]]>,<71,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[7,69,1]>,[[-885230361615907585614108833710851442,5181000422093953737280412374823625780],[-1418382427304710887233142177709307096,1341054062795845906079703187040292999],[1,0]]>,[[[1418382427304710887233142177709307100,-1341054062795845906079703187040292861],[0,0]],[[-1418382427304710887233142177709307100,1341054062795845906079703187040292861],[0,0]],[[1418382427304710887233142177709307098,-1341054062795845906079703187040292930],[-1,0]],[[2,69],[1,0]],[[-2,-69],[-1,0]],[[-1418382427304710887233142177709307098,1341054062795845906079703187040292930],[1,0]]]>*] [x,x^2+2982,x^2-x-5,x^2+142,x^3-x^2-84,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,71],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*3*7*71,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,71],[7,7,7,7],1,[1.000000000,0.6903626691,0.9487859803],<"notfaithful",0>,[6,3]>,<1,3*7,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,71],[2,7,7,2],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[6,3]>,<1,2^3*71,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,71],[7,2,2,7],1,[1.000000000,0.5272731981,0.8504824094],<"notfaithful",0>,[6,3]>,<2,2^3*3*7*71,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,7,71],[7,7,7,7],1,[1.000000000,2.967820444,1.522184912],<"notfaithful",0>,[6,3]>,<2,2^3*3*7*71,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]]],[2,3,7,71],[7,7,7,7],1,[1.000000000,0.5246462379,0.7111270187],<"2.2e3_3_7_71.6t3.3",1>,[6,3]>]
