x^2-x-14902 11*5419 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1073],[1074]] 1 [1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-14872,11,1]>,[[-5,-1],[6,1]]>,<5419,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[7326488,5419,1]>,[[-2709,-1],[2710,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[11,5419],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,11*5419,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[11,5419],[3,3],1,[1.000000000,2.361707327,1.283257225],<"1.11_5419.2t1.1",1>,[2,1]>]
x^5-x^4-2*x^3+3*x^2+3*x-1 11*5419 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 13 x^2+12*x+2 5 [[-55278,11138],[-2441,0],[-24479,99130],[-100160,-99130],[182359,-11138]] 3 [6,5,6,6,2,3,2,6,4,7,2,2,6,4,5,6,3,4,7,3,6,5,7,6,5,6,7,4,5,5,5,6,6,4,4,7,6,5,6,7,5,4,3,4,7,5,3,6,7,2,2,6,6,4,6,5,5,5,5,5,6,7,5,6,3,5,5,7,5,6,7,4,7,6,6,7,2,7,6,7,4,5,7,4,7,7,5,5,5,5,4,4,7,7,6,4,4,2,2,5,7,3,5,4,3,5,6,6,6,2,5,4,1,4,7,6,4,5,6,6,5,6,4,5,5,6,7,3,6,4,6,4,5,6,2,7,5,5,6,7,5,3,5,3,5,6,6,4,7,4,4,5,5,5,6,7,6,5,6,5,6,6,4,7,5,5,5,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<11,4,2,[[1,2,3,5,4],[2,1,3,4,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,3,5,4],[2,1,3,5,4]],[2,1,3,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[2,7,1]>,[[-97019695510477846766,0],[307720055923491082201,0],[1,0]]>,[[[-141450125270748161113,163957506205338895320],[0,0]],[[56347321156999590049,-163957506205338895320],[0,0]],[[-279927134895320355941,0],[0,0]],[[-307720055923491082198,0],[-1,0]],[[3,0],[1,0]]]>,<5419,2,2,[[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,2,3,5,4]]],20,<[],[151023397087377660567165754168404313568580921624205032044509841388326258733,107969327661403499422620627924992215162164396578871729251863267013964098220,1]>,[[50301307798789032010915780149420679386875048192531772523726028135412286004,0],[49122606973502900654863692026275208016926693467929418282209415468455643381,0],[8545412889111566756841155749296327758362654918410538445927823410096161252,0],[-107969327661403499422620627924992215162164396578871729251863267013964094428,-1],[3792,1]]>*] [x,x^2-x-14902,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[11,5419],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,11*5419,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[11,5419],[8,8],1,[1.000000000,2.361707327,1.283257225],<"notfaithful",0>,[5,5]>,<4,11^3*5419^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[-1]]],[11,5419],[8,9],1,[0,0,0],<"4.11e3_5419e3.10t12.1",1>,[5,5]>,<4,11*5419,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-3],[3],[-1]]],[11,5419],[8,9],1,[1.000000000,0.4402911653,0.7172855769],<"4.11_5419.5t5.1",1>,[5,5]>,<5,11^2*5419^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1],[-1],[1]],[[1],[-3],[3],[-1]]],[11,5419],[8,9],1,[0,0,0],<"5.11e2_5419e2.10t13.1",1>,[5,5]>,<5,11^3*5419^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-2],[1]]],[11,5419],[8,9],1,[0,0,0],<"5.11e3_5419e3.6t14.1",1>,[5,5]>,<6,11^3*5419^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1],[-1],[-1]],[[1],[-3],[3],[-1]]],[11,5419],[8,9],1,[0,0,0],<"6.11e3_5419e3.20t35.1",1>,[5,5]>]
x^6-2*x^5-x^3+3*x+1 -2^2*17*11003 4 1 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 19 x^2+18*x+2 5 [[-105401,619948],[-170195,0],[-329660,0],[562048,90826],[1116030,-619948],[-1072820,-90826]] 3 [11,10,5,10,5,10,8,4,9,7,8,7,9,10,4,10,2,9,11,10,7,9,7,10,9,9,9,6,5,4,10,8,10,8,8,9,6,10,8,9,9,8,4,11,11,4,8,8,11,6,8,10,10,7,11,9,5,10,6,10,11,11,7,10,10,8,11,6,7,10,5,2,8,10,11,10,4,9,11,9,8,10,9,8,9,8,10,11,9,9,8,11,9,9,5,10,5,11,9,4,11,5,4,10,7,11,10,9,10,8,7,11,9,7,7,7,10,10,9,8,5,11,4,7,4,9,5,8,8,10,10,10,10,11,8,8,9,11,7,9,11,9,10,10,6,9,9,9,9,7,5,11,11,8,9,7,7,11,7,10,11,11,6,9,9,8,5,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<2,18,3,[[1,2,3,5,6,4],[3,1,2,4,6,5]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[2,3,1,4,5,6],[3,1,2,4,5,6],[1,2,3,5,6,4],[3,1,2,6,4,5],[2,3,1,5,6,4],[3,1,2,4,6,5],[2,3,1,4,6,5]],[3,1,2,4,6,5],[1,3,6,6,6,5,5,11,11],[1],[[[1,2,3,5,6,4]]],20,<<[],[1,1,0,1,1,0,1]>,[[-480922,0,0,0,0,0],[260574,0,0,0,0,0],[453902,0,0,0,0,0],[1,0,0,0,0,0]]>,[[[1208,159956,514993,190750,-321469,-376339],[0,0,0,0,0,0],[0,0,0,0,0,0]],[[-322017,-187183,-481932,249384,263520,369807],[0,0,0,0,0,0],[0,0,0,0,0,0]],[[-273866,27227,-33061,-440134,57949,6532],[0,0,0,0,0,0],[0,0,0,0,0,0]],[[1,0,0,0,0,0],[1,0,0,0,0,0],[0,0,0,0,0,0]],[[-510997,504562,436350,326902,205980,313916],[57814,118421,151619,378255,283414,346790],[160573,451914,509798,505214,523756,71436]],[[57097,-504562,-436350,-326902,-205980,-313916],[466473,405867,372669,146033,240874,177498],[363715,72374,14490,19074,532,452852]]]>,<17,8,2,[[1,2,3,4,6,5],[2,4,1,3,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[2,4,1,3,5,6],[3,1,4,2,5,6],[2,4,1,3,6,5],[3,1,4,2,6,5]],[2,4,1,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,10,7,0,1]>,[[947349580762840584368571,0,0,0],[-1491199346636503230777116,0,0,0],[1,0,0,0]]>,[[[2023707032007108724272659,1016835294601512646604618,1801669267691971034336040,1917294101554454968346401],[0,0,0,0]],[[1683235448577261723618525,-620047833570860147229682,1011781787012128636832272,-1281821837680161032320446],[0,0,0,0]],[[-325994665193545187973360,557156238827125918934809,-1530700857514039049918827,1533414037698143477071896],[0,0,0,0]],[[-807915755379755968293359,-953943699857778418309745,-1282750197190060621249485,1895345105075135109303750],[0,0,0,0]],[[1491199346636503230777127,0,0,0],[-1,0,0,0]],[[11,0,0,0],[1,0,0,0]]]>,<11003,8,2,[[1,2,3,4,6,5],[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[2,3,4,1,5,6],[4,1,2,3,5,6],[2,3,4,1,6,5],[4,1,2,3,6,5]],[2,3,4,1,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,10996,8,0,1]>,[[-109353730145180046552089561070777904132527604428005746713518533920629365034092307,0,0,0],[-234549164012913700672380089545309139136859441679974713884819629860822201756924647,0,0,0],[1,0,0,0]]>,[[[-216086877054290925310354868568342815689125366568417906888002766765094990591765660,216248869880378143633743766499305843090243495574730429306592206823267294764971281,-67403619959577533749561557648962600721532972063434726468350864610861517515587666,-60251496233150461826679178622871325216410461868213305881856438906961828206882592],[0,0,0,0]],[[82758463275359571780782430112611762003630904178239393389114708396254074193698901,-242301636793837407455597439131965126338916734833203509827592005551165242128914253,-276680930597558923972933890422166428733422307628217296580986857606360256682829482,-76435978958078367873613486248646711212555470826574041804973406933471039367223434],[0,0,0,0]],[[157959963551591330493629613714075888054398914940968192227688447620636618863872307,44978894887534821405921285555084008414134513987084704281969550369782962383605961,227377435482552016378425654186646331498424666876415443135309416866432249268567253,2725207097594463658395032420694944624218682866152629780911916132089358646668188],[0,0,0,0]],[[-259180713785573677636437264803653973505763894230764392613620019112617904222735175,-18926127974075557584067612922424725165461274728611623760969751641885015019662989,116707115074584441344069793884482697956530612815236579914028305350789524929849895,133962268093634366041897632450823091804747249828634717905917929708343508927437838],[0,0,0,0]],[[234549164012913700672380089545309139136859441679974713884819629860822201756927138,0,0,0],[-1,0,0,0]],[[2491,0,0,0],[1,0,0,0]]]>*] [x,x^2-x+46763,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,17,11003],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,17*11003,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,17,11003],[2,12,12],1,[1.000000000,0.6392231982,0.7410564528],<"notfaithful",0>,[6,16]>,<5,2^2*17*11003,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[0],[-1]],[[1],[0],[0],[0],[-1]]],[2,17,11003],[12,13,13],1,[1.000000000,0.4358667368,0.8380226974],<"5.2e2_17_11003.6t16.1",1>,[6,16]>,<5,2^4*17^2*11003^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[1],[1],[1]]],[2,17,11003],[12,13,13],1,[0,0,0],<"5.2e4_17e2_11003e2.12t183.1",1>,[6,16]>,<5,2^2*17^4*11003^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[0],[0],[1]],[[1],[1]]],[2,17,11003],[12,13,13],1,[0,0,0],<"5.2e2_17e4_11003e4.12t183.1",1>,[6,16]>,<5,2^4*17^3*11003^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[1]],[[1],[0],[-1]]],[2,17,11003],[12,13,13],1,[0,0,0],<"5.2e4_17e3_11003e3.6t16.1",1>,[6,16]>,<9,2^6*17^3*11003^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[2,17,11003],[12,13,13],1,[0,0,0],<"9.2e6_17e3_11003e3.10t32.1",1>,[6,16]>,<9,2^6*17^6*11003^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1]],[[1],[-1],[1],[-1]]],[2,17,11003],[12,13,13],1,[0,0,0],<"9.2e6_17e6_11003e6.20t145.1",1>,[6,16]>,<10,2^6*17^6*11003^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[0],[0],[-1]]],[2,17,11003],[12,13,13],1,[0,0,0],<"10.2e6_17e6_11003e6.30t176.1",1>,[6,16]>,<10,2^6*17^4*11003^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[2,17,11003],[12,13,13],1,[0,0,0],<"10.2e6_17e4_11003e4.30t176.1",1>,[6,16]>,<16,2^12*17^8*11003^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[2,17,11003],[12,13,13],1,[0,0,0],<"16.2e12_17e8_11003e8.36t1252.1",1>,[6,16]>]
x^3-15*x-85 -3*5^2*269 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 17 x-1 5 [[-248931],[-153486],[402417]] 2 [3,1,2,2,2,3,1,2,2,3,2,3,2,3,2,2,3,3,1,1,3,1,3,2,1,1,1,1,2,3,3,2,3,2,2,3,2,2,3,2,3,2,2,2,3,3,1,2,3,2,2,2,2,1,3,2,1,2,2,3,3,2,1,1,3,3,3,2,2,1,2,1,2,2,2,3,2,2,3,2,2,1,3,1,3,3,2,1,3,2,3,3,3,2,2,3,1,3,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,3,1,2,3,1,2,2,2,2,3,1,2,3,2,3,3,2,2,2,3,2,1,1,2,1,1,3,3,2,3,2,2,3,2,3,3,2,3,1,2,2,1,3,2,3,2,3,3,1,2,2,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[529354365,820796550,1]>,[[-341464919,0],[341464918,-1],[1,1]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-85,0],[-15,0],[0,0],[1,0]]>,[[[46844373144510,23422186572255],[1670744516583,5603743840323],[-4684437314451,7194524506837]],[[0,0],[1,0],[0,0]],[[-46844373144510,-23422186572255],[-1670744516584,-5603743840323],[4684437314451,-7194524506837]]]>,<269,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1035716427300062764134607952092262645964361187901,-1652203471600247722295918594229683844811142882304,1]>,[[-1652203471600247722295918594229683844811142882556,0],[1652203471600247722295918594229683844811142882430,-1],[126,1]]>*] [x,x^2-x+202,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,269],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*269,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,269],[4,2,4],1,[1.000000000,1.548250187,1.254115359],<"notfaithful",0>,[3,2]>,<2,3*5^2*269,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[3,5,269],[4,5,4],1,[1.000000000,0.8940553357,0.8569543212],<"2.3_5e2_269.3t2.1",1>,[3,2]>]
