x^2-x+44411 -401*443 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 19 x-1 5 [[-155129],[155130]] 2 [2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<401,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[84611,401,1]>,[[-200,-1],[201,1]]>,<443,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[93473,443,1]>,[[-221,-1],[222,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[401,443],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,401*443,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[401,443],[3,3],1,[1.000000000,0.3130582215,0.6690657818],<"1.401_443.2t1.1",1>,[2,1]>]
x^6-x^5+2*x^4-2*x^3+3*x^2+1 -401*443 0 3 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 47 x^2+45*x+5 5 [[43566832,-72259347],[-11009642,-27906594],[98062053,27906594],[-101355982,0],[-113670609,0],[84407349,72259347]] 2 [11,10,11,10,10,10,10,9,9,8,7,11,7,10,4,5,10,8,11,10,10,8,11,9,5,4,4,11,9,5,7,8,8,8,5,9,6,8,8,11,11,5,8,5,9,9,7,11,11,6,10,8,8,7,8,9,5,10,9,8,7,10,6,4,2,7,4,11,11,10,6,10,11,4,10,4,2,11,6,9,9,11,4,10,7,8,7,5,9,9,9,9,11,4,9,11,10,9,9,10,10,7,4,10,6,11,7,9,9,10,9,11,11,3,10,10,10,11,2,7,9,9,8,7,9,8,11,8,11,10,8,11,4,9,6,7,2,8,11,11,10,11,11,10,8,9,9,9,10,11,5,10,8,10,7,6,9,9,3,11,9,6,11,2,8,8,11,7] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<401,6,2,[[1,2,3,4,6,5],[1,4,2,3,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[1,4,2,3,5,6],[1,3,4,2,5,6],[1,4,2,3,6,5],[1,3,4,2,6,5]],[1,4,2,3,5,6],[1,3,6,6,11,11],[1],[[[1,2,3,4,6,5]]],20,<<[],[398,3,0,1]>,[[2968194799573747058940112694647909391170318015228158,0,0],[276788380078090243360973384706306224791810864642119,0,0],[1,0,0]]>,[[[5390952834927803139483921823395870837108098770503080,0,0],[0,0,0]],[[-4724068199531790218680342794613079902716021783040544,1797318054314391029486167507079158844378981353420753,-5362382270757627520801479224703181478586984570679428],[0,0,0]],[[423289736155827858196774417883693818622996711833946,-2154345911050213836770451305073608958664337028168902,-2788703302913818482362920618454794617917475323242183],[0,0,0]],[[-813385991473750535639380061960178528223262834654468,357027856735822807284283797994450114285355674748149,-3407041166728607679280997858376730791340605096486390],[0,0,0]],[[-276788380078090243360973384706306224791810864642066,0,0],[-1,0,0]],[[53,0,0],[1,0,0]]]>,<443,8,2,[[1,2,3,4,6,5],[4,1,2,3,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[4,1,2,3,5,6],[2,3,4,1,5,6],[4,1,2,3,6,5],[2,3,4,1,6,5]],[4,1,2,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,383,4,0,1]>,[[40514606537088640931841811087720298444809547309170750,0,0,0],[-29623867883808369595893370550836072616657644175183474,0,0,0],[1,0,0,0]]>,[[[19890280267893643771876435086615731730016024813516800,11918962151054207111413108998577542551747457037395199,32210051808953001380296633548592765890284912543652679,-40248543329085834203211568172225829436263315169801889],[0,0,0,0]],[[-29659588859667056583744461136072896988982245990568294,14290789332647593375174062806798009618600380177394683,-29553218697081432910203931449695947186936135766393346,-31878649859417417546619438259617125797494253136918923],[0,0,0,0]],[[-3539072113623897361319389276421451878683090218191141,15517622334713133101276818508717577910815054206379639,-11314600841950665007300533832233007626198439845457258,-34643407276787164157277187311451282192299704453112944],[0,0,0,0]],[[-16315487178411059422705955224957455479008332779941680,-41727373818414933587863990314093130081162891421169521,8657767730079096537207831733336188922849663068197925,22033319473372433493264227066095643869658391191483755],[0,0,0,0]],[[29623867883808369595893370550836072616657644175183895,0,0,0],[-1,0,0,0]],[[421,0,0,0],[1,0,0,0]]]>*] [x,x^2-x+44411,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[401,443],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,401*443,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[401,443],[12,12],1,[1.000000000,0.3130582215,0.6690657818],<"notfaithful",0>,[6,16]>,<5,401*443,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[401,443],[12,13],1,[1.000000000,0.6955953658,0.9276492068],<"5.401_443.6t16.1",1>,[6,16]>,<5,401^2*443^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]]],[401,443],[12,13],1,[0,0,0],<"5.401e2_443e2.12t183.1",1>,[6,16]>,<5,401^4*443^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1]],[[1],[1]]],[401,443],[12,13],1,[0,0,0],<"5.401e4_443e4.12t183.1",1>,[6,16]>,<5,401^3*443^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]]],[401,443],[12,13],1,[0,0,0],<"5.401e3_443e3.6t16.1",1>,[6,16]>,<9,401^3*443^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[401,443],[12,13],1,[0,0,0],<"9.401e3_443e3.10t32.1",1>,[6,16]>,<9,401^6*443^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]]],[401,443],[12,13],1,[0,0,0],<"9.401e6_443e6.20t145.1",1>,[6,16]>,<10,401^6*443^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[401,443],[12,13],1,[0,0,0],<"10.401e6_443e6.30t176.1",1>,[6,16]>,<10,401^4*443^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[401,443],[12,13],1,[0,0,0],<"10.401e4_443e4.30t176.1",1>,[6,16]>,<16,401^8*443^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[401,443],[12,13],1,[0,0,0],<"16.401e8_443e8.36t1252.1",1>,[6,16]>]
x^3+30*x-45 -3*5^2*241 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[343461],[2130311],[-2473772]] 2 [2,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,3,3,1,2,1,2,3,3,1,2,2,2,2,2,3,3,2,3,3,2,2,3,3,1,3,2,3,1,2,3,3,1,1,2,2,1,2,2,3,1,3,3,2,2,3,2,3,3,3,3,1,2,3,3,2,2,2,2,1,3,2,2,2,3,3,1,3,2,3,3,3,3,2,2,2,1,2,2,3,2,3,3,1,2,2,2,2,2,2,3,1,3,3,3,2,2,2,2,2,3,3,3,2,2,3,3,2,3,3,2,2,3,3,3,2,2,2,3,2,2,3,1,1,2,2,1,3,3,2,2,2,2,3,3,2,3,2,2,2,3,3,1,3,3,1,3,3,3,1,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1589124786,230421399,1]>,[[-156999090,0],[-230421399,-1],[0,1]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-45,0],[30,0],[0,0],[1,0]]>,[[[42369334353120,21184667176560],[-4770193049337,2383275057363],[2118466717656,1059233358828]],[[0,0],[1,0],[0,0]],[[-42369334353120,-21184667176560],[4770193049336,-2383275057363],[-2118466717656,-1059233358828]]]>,<241,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-12939489598050772401995754118348808619696097990,47000506373396327426656551017487476198828766688,1]>,[[47000506373396327426656551017487476198828766322,0],[-47000506373396327426656551017487476198828766505,-1],[183,1]]>*] [x,x^2-x+181,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,241],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*241,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,241],[4,2,4],1,[1.000000000,0.4673483518,0.7542487370],<"notfaithful",0>,[3,2]>,<2,3*5^2*241,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[3,5,241],[4,5,4],1,[1.000000000,1.865392409,1.190921663],<"2.3_5e2_241.3t2.1",1>,[3,2]>]
x^4-2*x^3-12*x^2+13*x+1012 3^2*5*431^2 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 8 [[24306579],[-24306578],[57277849],[-57277848]] 3 [4,4,1,5,1,5,5,1,4,2,3,5,2,5,5,4,1,2,5,3,5,3,5,3,4,3,5,5,2,5,5,3,5,2,2,2,4,4,5,4,2,3,3,5,4,3,3,4,4,2,5,3,3,3,5,4,3,3,4,3,4,5,4,3,5,5,3,4,4,3,4,3,5,5,1,5,1,4,3,3,3,3,1,4,2,4,1,5,1,4,4,1,5,1,3,4,3,2,4,1,4,5,4,2,3,5,5,4,3,3,4,4,5,3,1,3,4,4,5,1,1,4,4,5,3,1,1,2,5,4,3,5,2,4,1,2,4,5,4,3,1,3,4,4,3,3,5,5,3,4,4,2,5,4,4,2,1,3,4,3,5,4,5,1,4,4,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+13,2>,<x^2-28*x-16049,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[3,4,1,2],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[3,2,1,4]],[1,4,3,2],[1,2,4,4],[1],[[[3,4,1,2]]],20,<<[],[2,2,1]>,[[-1481504100,0],[3,0],[1,0]]>,[[[-1,0],[387420488,0]],[[-53837434,527293299],[351528866,351528866]],[[2,0],[1,0]],[[53837435,-527293299],[35891623,35891623]]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-28347200794120,5,1]>,[[20643411737004,0],[-20643411737003,0],[-2,-1],[3,1]]>,<19,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-5144802753183861250316586,5144802753183861250316587,430654883099426892127780,-430654883099426892127779]>,<431,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-17437450112974445768284472313256327930641233469269211,5364299330580883818860217776347629359438814930176155,1]>,[[-5364299330580883818860217776347629359438814930175885,-1],[270,1],[-269,-1],[5364299330580883818860217776347629359438814930175886,1]]>*] [x,x^2-x+108,x^2-x-1,x^2-x+539,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,19,431],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,431,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,19,431],[1,1,1,6],1,[1.000000000,3.177829061,1.534737948],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,19,431],[4,6,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*431,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,19,431],[3,6,1,6],1,[1.000000000,0.8120962059,0.7508611935],<"notfaithful",0>,[4,3]>,<2,3^2*5*431,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[3,5,19,431],[6,7,1,7],1,[1.000000000,1.853778357,1.130926682],<"2.3e2_5_431.4t3.1",1>,[4,3]>]
x^4+14*x^2+325 2^6*3^2*13*23^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 7 [[-188347487],[129050780],[-129050780],[188347487]] 3 [4,3,4,4,5,1,1,4,1,3,5,5,5,1,4,2,4,3,4,4,4,2,5,4,5,3,1,3,5,2,3,2,4,3,4,5,3,5,4,3,1,3,3,4,5,2,3,5,5,5,3,4,5,3,3,3,3,5,2,4,2,4,5,1,3,5,5,3,1,4,5,5,2,3,4,5,1,4,4,4,3,5,5,3,3,2,5,5,5,5,3,5,5,1,5,3,5,2,2,4,3,4,3,2,1,4,4,5,1,1,3,5,4,4,4,2,4,1,3,3,5,2,1,4,5,2,5,2,2,5,5,5,1,3,5,5,4,4,2,3,5,5,3,5,2,5,4,3,3,4,4,1,3,1,1,3,1,5,3,4,4,1,5,3,4,5,3,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+84,2>,<x^2-46800,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[4,3,2,1],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[2,1,3,4],[3,4,2,1]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[4,3,2,1]]],20,<<[],[1,1,1]>,[[1390,0],[12852,0],[56,0],[262126,0],[1,0]]>,[[[-14787,0],[33800,0],[9101,0],[194,0]],[[14787,0],[-33800,0],[-9101,0],[-194,0]],[[-31783,-63566],[-32760,-65520],[33207,-64658],[7136,14272]],[[31783,63566],[32760,65520],[-33207,64658],[-7136,-14272]]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[1443433044,0],[1235852883,1235852883],[1,0]]>,[[[-1235852881,-1235852881],[-1,0]],[[2,2],[1,0]],[[-2,-2],[-1,0]],[[1235852881,1235852881],[1,0]]]>,<5,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,4,1]>,[[-6953507174256,0],[6953507174256,0],[-7711436159230,-3855718079615],[7711436159230,3855718079615]]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-3413757482401319498224,0,1]>,[[-7938414917511782251345,0],[7938414917511782251345,0],[0,-1],[0,1]]>,<23,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[289846716824853119588626168,-653613934558794700356789548,1]>,[[653613934558794700356789567,-1],[19,1],[-19,-1],[-653613934558794700356789567,1]]>*] [x,x^2+69,x^2-x-3,x^2+897,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,13,23],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*3*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,13,23],[6,6,1,1,6],1,[1.000000000,1.512813247,1.065557766],<"notfaithful",0>,[4,3]>,<1,13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,13,23],[4,1,4,6,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,3]>,<1,2^2*3*13*23,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,13,23],[6,6,3,6,6],1,[1.000000000,0.8391578047,0.9514720378],<"notfaithful",0>,[4,3]>,<2,2^4*3*13*23,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,5,13,23],[6,7,3,8,8],1,[1.000000000,0.9712307856,0.9151204337],<"2.2e4_3_13_23.4t3.13",1>,[4,3]>]
