x^2-1335 2^2*3*5*89 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[-39928],[39928]] 1 [1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-1334,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1335,0,1]>,[[0,-1],[0,1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1335,0,1]>,[[0,-1],[0,1]]>,<89,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1335,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,5,89],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*5*89,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,89],[3,3,3,3],1,[1.000000000,1.249157091,1.004406743],<"1.2e2_3_5_89.2t1.1",1>,[2,1]>]
x^6+5*x^4-17*x^2+31 -2^6*5^2*31^3 0 3 48 "C2*S4" [[1,5,3,4,2,6],[1,3,2,4,6,5],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,2,3,1,5,6]>,<2,3,[4,5,3,1,2,6]>,<2,6,[1,3,2,4,6,5]>,<2,6,[4,3,2,1,6,5]>,<3,8,[2,3,1,5,6,4]>,<4,6,[5,1,3,2,4,6]>,<4,6,[5,1,6,2,4,3]>,<6,8,[5,3,1,2,6,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 47 x^2+45*x+5 11 [[-384162260370549645,0],[-999139932197196845,577525043613922507],[-205984471100425673,577525043613922507],[384162260370549645,0],[999139932197196845,-577525043613922507],[205984471100425673,-577525043613922507]] 6 [5,10,5,9,8,3,10,7,3,8,4,10,7,10,5,10,7,6,9,7,10,8,10,8,5,7,5,5,7,9,2,7,10,8,7,8,9,5,10,9,8,6,4,5,3,8,1,10,9,8,9,6,8,6,9,10,8,8,10,7,5,9,9,7,10,5,6,10,3,7,3,4,10,9,7,10,6,5,8,8,7,7,7,3,7,5,6,3,8,3,5,4,10,6,8,9,6,7,10,4,9,2,9,6,8,9,3,5,1,8,9,10,9,6,6,6,10,10,5,7,7,10,10,9,7,1,6,6,5,5,6,10,4,10,6,7,2,3,2,8,7,8,10,10,6,7,5,9,8,10,9,8,10,9,5,8,7,6,9,6,10,10,2,7,9,3,8,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3+30*x^2-3348*x-154008,4>,<x^6-60*x^5+2124*x^4-284256*x^3+10428912*x^2-420666048*x+7024760640,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+30,2>,<x^6+60*x^5+2124*x^4+284256*x^3+10428912*x^2+420666048*x+7024760640,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,24,12,[[2,1,3,4,6,5],[4,3,5,6,2,1],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,3,4,6,5],[1,2,5,6,3,4],[4,3,5,6,2,1],[2,1,6,5,3,4]],[1,2,5,6,3,4],[1,4,5,7,9],[1,2],[[[2,1,3,4,6,5],[4,3,5,6,2,1]],[[1,2,4,3,6,5],[2,1,3,4,6,5]]],20,<<[],[1,1,1]>,[[307906,182564],[191644,167400],[-514648,-19996],[110166,-289144],[515568,195284],[-354308,429568],[113288,451770],[284448,-73318],[27004,-518210],[-137480,-45898],[-487562,406658],[-266454,315900],[1,0]]>,[[[53009,-44266],[-69994,-111690],[-128472,-109952],[-119912,568],[43031,1890],[121124,-98548],[-120676,92398],[103565,-127006],[21054,91622],[130732,81830],[130159,129237],[35033,70477]],[[-53009,44266],[69994,111690],[128472,109952],[119912,-568],[-43031,-1890],[-121124,98548],[120676,-92398],[-103565,127006],[110018,39450],[340,49242],[913,1835],[96039,60595]],[[-92487,-87154],[-75518,119164],[-127650,-112382],[61278,113788],[134,-108835],[44548,-90864],[-125146,-112758],[-43494,89479],[92584,32518],[62106,11670],[75135,91870],[36804,22832]],[[92487,87154],[75518,-119164],[127650,112382],[-61278,-113788],[-134,108835],[-44548,90864],[125146,112758],[43494,-89479],[38488,98554],[68966,119402],[55937,39202],[94268,108240]],[[110813,20452],[-117176,51398],[54922,74726],[23312,102608],[24741,-31763],[34204,-64164],[-107478,62758],[-76333,34881],[96554,3854],[50172,129042],[11686,91537],[49663,92781]],[[-110813,-20452],[117176,-51398],[-54922,-74726],[-23312,-102608],[-24741,31763],[-34204,64164],[107478,-62758],[76333,-34881],[34518,127218],[80900,2030],[119386,39535],[81409,38291]]]>,<5,4,2,[[1,2,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,6,5,4,3],[1,2,5,6,3,4]],[1,2,6,5,4,3],[1,5,5,4],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,4,1]>,[[963922323765,-842715255425],[5677662274035,-6697912027040],[1,0]]>,[[[-20605265103416,0],[0,0]],[[20605265103416,0],[0,0]],[[17,21],[5,0]],[[-9314825042033,-4657412521029],[-5,0]],[[-17,-21],[-5,0]],[[9314825042033,4657412521029],[5,0]]]>,<31,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,6,4,6],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,29,1]>,[[-125809378032415268513442557238,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[203431483455286751395308759556,-240787339658597641365756934431],[-4891246478079527094054242661,-6315441059169731853304231210]],[[203431483455286751395308759556,-240787339658597641365756934431],[4891246478079527094054242661,6315441059169731853304231210]],[[-203431483455286751395308759556,240787339658597641365756934431],[-4891246478079527094054242661,-6315441059169731853304231210]],[[-203431483455286751395308759556,240787339658597641365756934431],[4891246478079527094054242661,6315441059169731853304231210]]]>*] [x,x^2-x-1,x^2-x+39,x^2-x+8,x^6-3*x^5+2*x^4+x^3-6*x^2+5*x-5,x^3-x^2-5*x-5,x^4-2*x-2,0,0,x^4-2*x-2] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,31],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,5,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,31],[2,11,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,11]>,<1,5*31,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,31],[5,11,11],1,[1.000000000,1.009355177,0.8874743248],<"notfaithful",0>,[6,11]>,<1,31,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,31],[1,1,11],1,[1.000000000,1.692740092,1.252979949],<"notfaithful",0>,[6,11]>,<2,2^2*5*31,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,5,31],[11,12,12],1,[1.000000000,1.365318121,1.141154445],<"notfaithful",0>,[6,11]>,<2,2^2*5*31,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,31],[11,12,12],1,[1.000000000,0.8965379313,0.9344097312],<"notfaithful",0>,[6,11]>,<3,2^4*5*31,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[0],[-1]]],[2,5,31],[11,12,12],1,[1.000000000,0.7342839108,0.9661016290],<"notfaithful",0>,[6,11]>,<3,2^4*5*31^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]],[[1],[1]]],[2,5,31],[11,12,13],1,[1.000000000,1.091272688,0.9962669950],<"3.2e4_5_31e2.6t11.1",1>,[6,11]>,<3,2^4*5^2*31,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[1]],[[1],[0],[-1]]],[2,5,31],[11,12,13],1,[1.000000000,0.8774552702,0.9776066645],<"3.2e4_5e2_31.6t11.1",1>,[6,11]>,<3,2^4*5^2*31^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,5,31],[11,12,12],1,[1.000000000,1.006328987,0.9830919420],<"notfaithful",0>,[6,11]>]
x^4-x^3-8*x^2+84*x-44 -2^2*67*71^2 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 263 x-1 5 [[89439452026],[-211952691700],[560262546658],[-437749306983]] 3 [3,5,3,5,3,3,4,4,4,4,5,4,5,3,4,3,4,5,1,2,4,5,2,4,3,5,2,4,5,3,4,2,3,3,4,4,4,4,2,4,3,4,5,4,5,4,2,4,4,5,5,3,4,3,4,1,1,5,2,3,4,2,4,3,3,2,5,3,5,2,3,4,3,5,5,3,2,4,5,5,4,4,4,3,4,5,4,4,4,3,2,4,5,4,5,3,4,3,4,3,3,2,5,4,4,5,3,5,5,4,2,4,4,2,5,5,2,5,3,4,5,5,3,3,4,3,2,4,3,5,5,2,4,5,4,3,4,5,1,5,3,4,4,4,4,4,4,5,2,4,4,4,5,4,4,4,5,5,3,3,4,4,2,4,4,5,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,4,2,3],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,4,2,3]],[1,2,4,3],[1,3,4],[1],[[[1,4,2,3]]],20,<<[],[1,1,1]>,[[42126,0],[21328,0],[304216,0],[1,0]]>,[[[250465,0],[0,0],[0,0]],[[137824,0],[141436,0],[215805,0]],[[49024,-37952],[-14764,111908],[25312,4285]],[[86976,37952],[-126672,-111908],[21027,257859]]]>,<13,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,3],[1],[[]],20,<[],[2,12,1]>,[[-5606219911922076052089,0],[6627700118691983753910,0],[483077322029465484521,-565323907618653166100],[-42637238423927075664,565323907618653166100]]>,<67,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[-1260398156708160591989698793806776506,-758403720283554149675434750233056306,1]>,[[1483526597482135991301960654522479016,0],[1080807343937395531381081283847044262,0],[758403720283554149675434750233056315,-1],[9,1]]>,<71,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,2,2],[1],[[[2,1,4,3]]],20,<<[],[7,69,1]>,[[3347277302017760934523405241709865158,304110189186302655757544480280242690],[-802952099969058048301824890908002969,-5091218162621087103977945875452343180],[1,0]]>,[[[802952099969058048301824890908003015,5091218162621087103977945875452343223],[-1,0]],[[46,43],[1,0]],[[3060192415064510538867114124757658326,-3961662272688602216049503010104482231],[24279243132536297426461291106641215,-39773524335081204200559239727814434]],[[-3863144515033568587168939015665661386,-1129555889932484887928442865347861035],[-24279243132536297426461291106641215,39773524335081204200559239727814434]]]>*] [x,x^2-x+17,x^3-x^2-3*x+5,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,67,71],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,67,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,67,71],[3,3,6,1],1,[1.000000000,0.3838066289,0.6747182041],<"notfaithful",0>,[4,5]>,<2,2^2*67,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,13,67,71],[6,3,7,1],1,[1.000000000,0.9676660675,1.004349134],<"notfaithful",0>,[4,5]>,<3,2^2*67^2*71^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,13,67,71],[6,2,7,6],1,[0,0,0],<"3.2e2_67e2_71e2.6t8.1",1>,[4,5]>,<3,2^2*67*71^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]],[[1],[1]]],[2,13,67,71],[6,3,7,8],1,[0,0,0],<"3.2e2_67_71e2.4t5.1",1>,[4,5]>]
x^6-3*x^5-10*x^4+25*x^3+55*x^2-68*x-153 13^3*17^2*83^2 2 2 12 "D12" [[2,1,4,3,6,5],[6,5,4,3,2,1],[1,4,5,2,3,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[2,1,4,3,6,5]>,<2,3,[5,6,3,4,1,2]>,<3,2,[5,4,1,6,3,2]>,<6,2,[4,1,2,5,6,3]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 23 x^2+21*x+5 7 [[541478312,-721061907],[1340348877,-721061907],[1471491136,0],[-1471491135,0],[-1340348876,721061907],[-541478311,721061907]] 4 [6,4,3,6,6,4,1,6,4,4,6,6,2,4,2,4,3,4,6,3,3,5,3,6,3,4,4,5,2,4,1,4,6,1,6,3,4,3,2,4,4,5,5,6,6,4,5,6,2,3,5,6,2,4,4,4,5,6,4,6,1,3,6,1,4,2,6,1,1,3,3,3,5,5,3,3,4,6,6,3,4,2,6,4,1,5,3,2,6,3,4,2,3,4,2,5,3,4,5,3,4,3,5,4,5,2,2,3,4,5,4,6,6,6,2,1,3,4,1,5,2,4,5,3,2,5,3,1,1,3,3,3,4,5,2,6,3,2,4,5,6,3,5,3,4,6,6,4,1,3,3,4,4,5,4,4,4,2,4,6,3,1,2,4,3,2,4,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+13,2>,<x^3-37*x^2-25*x+19413,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<13,4,2,[[2,1,4,3,6,5],[5,6,3,4,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,3,4,1,2],[6,5,4,3,2,1]],[5,6,3,4,1,2],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,12,1]>,[[9193425305146518130253,0],[13,0],[1,0]]>,[[[-6271247273059611403817,9304668024179929336760],[679710429837478555604,0]],[[3897480913933966812132,9304668024179929336760],[-679710429837478555604,0]],[[-6,0],[-1,0]],[[7,0],[1,0]],[[-3897480913933966812131,-9304668024179929336760],[679710429837478555604,0]],[[6271247273059611403818,-9304668024179929336760],[-679710429837478555604,0]]]>,<17,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-695765031818327555123723,1719685223225009566864859,1]>,[[996613648337555425776809,0],[-996613648337555425776808,0],[-1719685223225009566864859,-1],[0,1],[1,-1],[1719685223225009566864860,1]]>,<29,2,1,[[2,1,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6]],[2,1,4,3,5,6],[1,4],[1],[[]],20,<[],[2,24,1]>,[[55607240020311298455294256445,59470622110539489268268239155],[44268918576241581599149639933,-59470622110539489268268239155],[-55607240020311298455294256444,-59470622110539489268268239155],[-44268918576241581599149639932,59470622110539489268268239155],[1512541476183708193580060101,0],[-1512541476183708193580060100,0]]>,<83,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,82,1]>,[[-30945938322867335531163022700347674323,-32780340109428169508222855435514244276],[77044956285279771478120411869332107458,-68583547638818082692352882706152444785],[1,0]]>,[[[93216645321240848193751011631483234975,40440868710272820590335036703085536741],[0,0]],[[-93216645321240848193751011631483234974,-40440868710272820590335036703085536741],[0,0]],[[-77044956285279771478120411869332107438,68583547638818082692352882706152444829],[-1,0]],[[20,44],[1,0]],[[-19,-44],[-1,0]],[[77044956285279771478120411869332107439,-68583547638818082692352882706152444829],[1,0]]]>*] [x,x^2-x+4586,x^2-x-3,x^2-x+353,x^3-x^2+12*x-25,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[13,17,29,83],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,13*17*83,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[13,17,29,83],[7,7,3,7],1,[1.000000000,1.670118113,1.189102962],<"notfaithful",0>,[6,3]>,<1,13,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[13,17,29,83],[7,1,1,2],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[6,3]>,<1,17*83,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[13,17,29,83],[2,7,2,7],1,[1.000000000,0.3345386940,0.7177019507],<"notfaithful",0>,[6,3]>,<2,13*17*83,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[13,17,29,83],[7,7,3,7],1,[1.000000000,0.5955981386,0.7557803768],<"notfaithful",0>,[6,3]>,<2,13*17*83,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]]],[13,17,29,83],[7,8,3,7],1,[1.000000000,1.933708734,1.284148955],<"2.13_17_83.6t3.2",1>,[6,3]>]
