x^2-1311 2^2*3*19*23 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1206],[-1206]] 1 [1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-1310,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1311,0,1]>,[[0,-1],[0,1]]>,<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1311,0,1]>,[[0,-1],[0,1]]>,<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1311,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,19,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*19*23,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,23],[3,3,3,3],1,[1.000000000,1.421556219,1.055400562],<"1.2e2_3_19_23.2t1.1",1>,[2,1]>]
x^3-x^2-43*x-128 -3*5^2*7*47 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[526206],[-139907],[-386298]] 2 [2,1,2,1,3,3,3,1,3,1,3,3,2,2,1,2,3,2,2,2,1,1,3,3,2,1,2,3,2,1,2,3,1,3,2,2,2,2,2,3,3,3,2,2,2,3,2,3,2,3,3,2,2,1,2,2,3,2,3,1,2,2,2,2,3,3,3,3,2,1,3,3,1,2,3,3,1,2,2,3,2,2,2,1,2,1,3,3,2,2,2,3,3,2,2,2,2,3,2,3,2,3,2,3,3,3,2,2,3,2,3,3,2,2,2,3,2,3,2,2,2,2,2,2,3,3,3,1,3,2,1,3,2,2,3,2,3,3,2,1,2,3,3,2,3,2,2,2,3,2,2,2,1,2,3,2,2,1,1,3,2,3,1,2,2,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[33003645,-427417230,1]>,[[-1282251703,0],[119990230,387420486],[7,3]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-210,0],[-35,0],[5,0],[1,0]]>,[[[-13602713899343,17040500960485],[-6402637462652,-7969690313357],[-7938363144634,-3969181572317]],[[2,0],[1,0],[0,0]],[[13602713899342,-17040500960485],[6402637462651,7969690313357],[7938363144634,3969181572317]]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1446164452878726,-375099016679331,1]>,[[-375099016679334,0],[375099016679333,-1],[2,1]]>,<47,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1210208098010815822359947884157615,970321553223387784581903511273626,1]>,[[970321553223387784581903511273591,0],[-970321553223387784581903511273608,-1],[18,1]]>*] [x,x^2-x+247,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,7,47],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*7*47,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,7,47],[4,2,4,4],1,[1.000000000,0.7999839674,0.7878853316],<"notfaithful",0>,[3,2]>,<2,3*5^2*7*47,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[3,5,7,47],[4,5,4,4],1,[1.000000000,2.011681728,1.209431663],<"2.3_5e2_7_47.3t2.1",1>,[3,2]>]
x^4-2*x^3+13*x^2-12*x+25 2^4*11^2*353 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 5 [[-212588],[-443208],[443209],[212589]] 2 [3,5,4,4,3,5,3,1,3,3,5,4,3,2,3,4,5,3,5,5,3,4,1,4,2,5,5,4,3,2,2,1,4,4,5,4,2,5,1,5,5,2,3,5,3,5,4,3,4,4,3,4,5,5,4,4,1,1,3,3,2,3,1,3,4,1,3,3,4,3,1,4,5,5,5,3,2,1,4,5,5,2,1,4,2,5,4,5,5,5,5,4,5,4,3,4,2,1,4,3,1,5,4,5,1,4,5,3,5,5,1,3,4,5,5,1,5,5,4,2,4,5,3,3,3,5,4,5,3,5,4,4,5,4,5,5,4,1,1,5,4,5,5,1,4,5,5,5,3,3,3,4,3,1,3,5,1,1,3,5,5,5,2,3,2,3,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-12,2>,<x^2+22*x-232,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[3,4,1,2]],[4,3,2,1],[1,3,3,2],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[331490,-216304],[-416138,216304],[1,0]]>,[[[0,1],[1,0]],[[-108150,-216303],[-1,0]],[[1,-1],[-1,0]],[[108151,216303],[1,0]]]>,<11,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,7,1]>,[[-123015859902582814926,-293578934349120847559],[153734147840267408986,43924042240076402580],[1,0]]>,[[[-153734147840267408976,-43924042240076402571],[-1,0]],[[10,9],[1,0]],[[-9,-9],[-1,0]],[[153734147840267408977,43924042240076402571],[1,0]]]>,<353,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[277495584822518991832870175141095336641740761085808,353,1]>,[[-364794082564652231827605535632358846416761702662670,0],[364794082564652231827605535632358846416761702662671,0],[-176,-1],[177,1]]>*] [x,x^2-11,x^2-x-88,x^2-3883,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,353],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,353],[6,6,1],1,[1.000000000,0.9024906449,0.9468447206],<"notfaithful",0>,[4,3]>,<1,353,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11,353],[1,1,6],1,[1.000000000,1.263264627,1.142875459],<"notfaithful",0>,[4,3]>,<1,2^2*11*353,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,353],[6,6,6],1,[1.000000000,1.124266587,1.062322418],<"notfaithful",0>,[4,3]>,<2,2^2*11*353,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,11,353],[6,6,7],1,[1.000000000,0.6335429193,0.7888080529],<"2.2e2_11_353.4t3.1",1>,[4,3]>]
x^4-17*x^2-22*x-2 2^4*11^2*353 4 0 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 43 x-1 6 [[-2909524581],[152126892],[2084519205],[672878484]] 1 [1,5,4,4,1,5,3,2,3,3,5,4,3,1,3,4,5,3,5,5,3,4,2,4,2,5,5,4,3,2,1,2,4,4,5,4,2,5,2,5,5,2,3,5,3,5,4,3,4,4,3,4,5,5,4,4,1,2,3,3,1,3,2,3,4,1,3,3,4,3,1,4,5,5,5,3,2,1,4,5,5,2,2,4,1,5,4,5,5,5,5,4,5,4,3,4,2,1,4,3,2,5,4,5,2,4,5,3,5,5,2,3,4,5,5,1,5,5,4,1,4,5,3,3,3,5,4,5,3,5,4,4,5,4,5,5,4,2,1,5,4,5,5,2,4,5,5,5,3,3,3,4,3,2,3,5,2,1,3,5,5,5,1,3,2,3,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-14,2>,<x^2-22*x-3056,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[2],[[[2,1,4,3]]],20,<[],[465366,-327034,1]>,[[0,1],[-197254,-1],[56477,56478],[-121367,-56478]]>,<11,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[171791443481394820204,-263803613346757562859,1]>,[[263803613346757562865,-1],[6,1],[239990320716715981263,28285497403057258954],[168956060869086465067,-28285497403057258954]]>,<353,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-346983160060389694133562175697651544992673489514223,-277495584822518991832870175141095336641740761054038,1]>,[[-298133992626085262716108764697654069466913075102901,0],[20638407803566270883238589556558732825172314048251,0],[277495584822518991832870175141095336641740761054344,-1],[306,1]]>*] [x,x^2-11,x^2-x-88,x^2-3883,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,353],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,353],[6,6,1],1,[1.000000000,0.9024906449,0.9468447206],<"notfaithful",0>,[4,3]>,<1,353,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11,353],[1,1,6],1,[1.000000000,1.263264627,1.142875459],<"notfaithful",0>,[4,3]>,<1,2^2*11*353,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,353],[6,6,6],1,[1.000000000,1.124266587,1.062322418],<"notfaithful",0>,[4,3]>,<2,2^2*11*353,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,11,353],[6,6,6],1,[1.000000000,1.817742980,1.323671487],<"2.2e2_11_353.4t3.2",1>,[4,3]>]
x^4-x^3+535*x^2+537*x+22389 3^2*5^2*11^2*13^3 0 2 4 "C4" [[2,3,4,1],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[2,3,4,1]>,<4,1,[4,1,2,3]>] [[1,1,1,1],[2,2],[4]] 17 x-1 6 [[7218455],[-3387652],[-579228],[-3251574]] 2 [4,1,4,4,3,1,1,4,2,1,3,3,3,2,4,1,3,2,4,4,4,2,4,3,4,2,1,2,4,1,2,1,4,2,3,3,2,3,3,1,1,2,2,4,4,2,2,4,4,4,1,3,3,1,2,2,2,3,2,4,2,3,4,1,2,3,3,2,2,3,3,4,2,1,3,3,1,3,3,4,2,3,3,1,1,1,3,3,3,3,2,4,4,2,3,2,4,2,1,3,1,3,1,2,1,4,3,3,2,2,1,3,3,4,4,1,4,2,1,1,4,2,2,4,3,2,4,1,1,3,3,4,2,2,4,4,3,4,2,1,4,3,1,3,2,3,4,1,1,3,3,1,1,2,1,2,2,4,1,3,4,1,3,2,3,4,1,1] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x-1608,3>,<x+537,4>]*]] [*<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[1661974449,42835440,1]>,[[-42835440,-1],[0,1],[42835442,42835442],[-1,-42835442]]>,<5,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,4,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-20945315670450,43721994294055],[43343091614225,45513403717275],[1,0]]>,[[[-43343091614225,-45513403717272],[-1,0]],[[0,3],[1,0]],[[-39002467408137,10851560515222],[5196118957977,7366431061019]],[[-13021872618262,34661843202047],[-5196118957977,-7366431061019]]]>,<11,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,3,4],[1],[[[2,1,4,3]]],20,<<[],[2,7,1]>,[[-54663235339889554587,94652406186717501034],[-112873484633347352926,-320570993437767819054],[1,0]]>,[[[112873484633347352935,320570993437767819062],[-1,0]],[[9,8],[1,0]],[[-76774563708798873437,-36098920924548479533],[-9444696263481739640,14775541195695087615]],[[-36098920924548479506,-284472072513219339537],[9444696263481739640,-14775541195695087615]]]>,<13,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[90259,14937,1105,39,1]>,[[-6733389270430398107028,-142692726795934899208,242699595148641409762,250017170881766276388],[5455252709044588069721,293547364986509072733,362876704304192103966,-551820262336416224283],[1278136561385810037298,-150854638190574173526,-605576299452833513728,301803091454649947895],[10,1,0,0]]>,<15583,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[173024689361634313665633307595649819220763763312938513624959634187311307177736761178,-244281454753141500731231810589669693039862640961988581102928150177169651985203176416,20795180912800555941285968432007015505375240938694452365577579098423955844897486,6624469904830608299833117267074948819272633494152853562087365567669056796121774]>*] [x,0,x^2-x-3,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,13,15583],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,3*5*11*13,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[3,5,11,13,15583],[5,5,5,5,1],0,[0.2897841487+0.9570920265*i,0.7004336266-0.4955673541*i,0.9374820440-0.2560919508*i],<"1.3_5_11_13.4t1.1",1>,[4,1]>,<1,13,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,13,15583],[1,3,3,5,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[4,1]>,<1,3*5*11*13,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[3,5,11,13,15583],[5,5,5,5,1],0,[0.2897841487-0.9570920265*i,0.7004336266+0.4955673541*i,0.9374820440+0.2560919508*i],<"1.3_5_11_13.4t1.1",2>,[4,1]>]
x^5-x^4-x^3+x^2+69*x+96 3^2*5^2*11^2*13^3 1 2 20 "F5" [[3,4,1,2,5],[4,3,1,5,2],[4,1,2,3,5]] [<1,1,[1,2,3,4,5]>,<2,5,[3,4,1,2,5]>,<4,5,[4,1,2,3,5]>,<4,5,[2,3,4,1,5]>,<5,4,[4,3,1,5,2]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 23 x^2+21*x+5 10 [[-11743054571139,1891540360678],[19476484252492,0],[-5975533416804,3266499730634],[-10038890931728,-1891540360678],[8280994667180,-3266499730634]] 2 [4,1,4,4,4,1,5,4,2,5,3,3,3,2,4,5,3,2,4,4,4,2,4,3,4,2,5,2,4,5,2,5,4,2,3,3,2,3,3,1,5,2,2,4,4,2,2,4,4,4,5,3,3,5,2,2,2,3,2,4,2,3,4,5,2,3,3,2,2,3,3,4,2,5,3,3,1,3,3,4,2,3,3,5,5,5,3,3,3,3,2,4,4,2,3,2,4,2,1,3,5,3,5,2,5,4,3,3,2,2,5,3,3,4,4,5,4,2,5,1,4,2,2,4,3,2,4,5,5,3,3,4,2,2,4,4,3,4,2,5,4,3,5,3,2,3,4,5,5,3,3,5,5,2,5,2,2,4,5,3,4,5,3,2,3,4,5,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-3*x^4-2733*x^3+54091*x^2+3561093*x-216422904,3>,<x^5-3*x^4-2733*x^3+238561*x^2-20282727*x+676323951,4>]*],[*[5],"CYC",0,5*]] [*<3,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-1700414490,478964118,1]>,[[-878483179,0],[-478964118,-1],[0,1],[-1450567682,-16295752],[-678769421,16295752]]>,<5,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[1],[[[1,3,2,5,4]]],20,<<[],[2,4,1]>,[[2574878138650,12938988328545],[-19882722062465,-40916699121055],[1,0]]>,[[[28533920718666,0],[0,0]],[[19882722062469,40916699121057],[-1,0]],[[4,2],[1,0]],[[11037137123136,40137583135588],[-9054402389923,-1521971127456]],[[35913651736351,14313149383978],[9054402389923,1521971127456]]]>,<11,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[1],[[[1,3,2,5,4]]],20,<<[],[2,7,1]>,[[98268944037377286536,-120458393416989591117],[-80149967736028209569,-40763861269175825264],[1,0]]>,[[[125047093412174357777,0],[0,0]],[[80149967736028209570,40763861269175825269],[-1,0]],[[1,5],[1,0]],[[-193291438201349615161,193439227566566727191],[17612474155059047115,28737562762633319226]],[[-11905622946852952186,-234203088835742552465],[-17612474155059047115,-28737562762633319226]]]>,<13,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,4,3],[1],[[[1,3,5,2,4]]],20,<[],[8069339440335909086806,-5999301526554333673728,2078577364977665970210,-6416301819469197007365,1]>,[[-6416301819469197007380,0,0,0],[8273553090404153889497,285527742599220102461,-401644419757901184867,337904727230793188202],[7229523177366737530066,-694283525777941739749,-88980326034751210336,517744137061519907808],[-9086774448301694412186,408755783178721637287,490624745792652395203,606271426083133014667],[4,1,0,0]]>,<107,2,1,[[3,2,1,5,4]],[[1,2,3,4,5],[3,2,1,5,4]],[3,2,1,5,4],[1,2],[1],[[]],20,<[],[2,103,1]>,[[1201290731293804231313112022356621600038,3271597810614996674797250994876834952104],[7269285775246254239095988069871417858371,0],[12498317861705264218484887796429014515335,-3271597810614996674797250994876834952104],[25339500678094018578794350597620293302,-38198705069240714975564297381492922140],[-18374165727305788994339416523198884951,38198705069240714975564297381492922140]]>*] [x,x^2-x-3,x^4-x^3+535*x^2+537*x+22389,x^4-x^3+535*x^2+537*x+22389,0] [1,2,4,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,13,107,479],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,13,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,13,107,479],[1,3,3,6,1,3],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[5,3]>,<1,3*5*11*13,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[3,5,11,13,107,479],[6,6,6,6,2,4],0,[0.2897841487-0.9570920265*i,0.7004336266+0.4955673541*i,0.9374820440+0.2560919508*i],<"notfaithful",0>,[5,3]>,<1,3*5*11*13,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[3,5,11,13,107,479],[6,6,6,6,2,4],0,[0.2897841487+0.9570920265*i,0.7004336266-0.4955673541*i,0.9374820440-0.2560919508*i],<"notfaithful",0>,[5,3]>,<4,3^2*5^2*11^2*13^3,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,5,11,13,107,479],[6,7,7,8,2,3],1,[0,0,0],<"4.3e2_5e2_11e2_13e3.5t3.1",1>,[5,3]>]
x^4-x^3+4096*x^2-4096*x+3357901 5^3*29^2*113^2 0 2 4 "C4" [[2,3,4,1],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[2,3,4,1]>,<4,1,[4,1,2,3]>] [[1,1,1,1],[2,2],[4]] 59 x-1 5 [[-334933469],[-324849654],[65566399],[-120707574]] 2 [3,3,1,4,2,3,4,2,4,1,2,4,2,3,4,3,1,2,3,2,3,2,3,2,3,1,4,3,2,3,3,2,4,2,2,2,3,4,3,3,1,2,1,3,3,1,2,4,4,2,3,2,1,2,4,3,2,1,4,2,3,3,3,2,3,3,2,3,4,1,3,2,3,4,2,3,1,3,1,2,1,2,2,3,2,4,2,3,2,3,3,2,3,1,1,4,2,1,4,1,4,4,4,1,2,4,4,3,2,2,4,4,3,2,2,1,4,4,4,2,2,4,3,4,1,2,2,2,3,3,1,3,1,4,1,1,4,4,4,1,2,1,4,3,2,2,4,3,2,3,3,1,4,4,4,2,2,2,3,2,4,3,3,1,3,3,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x+12289,3>,<x-4096,4>]*]] [*<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[3407245,28880,4180,15,1]>,[[-17651968065826,-8473607635031,2968206287482,1554309271496],[-21235795398486,5609237287108,7477094264761,3389981357655],[38887763464309,2864370347922,8628185775882,-4944290629151],[4,1,0,0]]>,<29,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[65987489487446648216058696406,-6949258151021871488942118435,1]>,[[6949258151021871488942118447,-1],[12,1],[76441839661240586378363303049,845996904431879999363268790],[-83391097812262457867305421507,-845996904431879999363268790]]>,<113,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,3,4],[1],[[[2,1,4,3]]],20,<<[],[3,101,1]>,[[-47986257165976350254518150415515180791538,-51486974477908100952774597993283729096840],[-35324942518171401774403159192089748412888,-14390301156466809428016632127563133936019],[1,0]]>,[[[35324942518171401774403159192089748412925,14390301156466809428016632127563133936027],[-1,0]],[[37,8],[1,0]],[[-39808624239268473593268701379340789672345,-19379847349433243194577860766501796544005],[366037284069138936386349235262313589233,-113909235570593143700828756622309135157]],[[4483681721097071818865542187251041259384,4989546192966433766561228638938662607970],[-366037284069138936386349235262313589233,113909235570593143700828756622309135157]]]>,<179,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-332735653710966646666105587005666954388375230,513039605138202514173477471748371680645435992,1045787033347450799584115097849579893235613,-2961745223258880317330397973597710677587842]>,<3761,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-128396414960771465166178056797392889750159602633638167044355660173663215,93765296345567784277167171483594040886498204918109718675361121829283123,-34137587297047550624860461006603457576989984682331684205709792536958,-37002592458778783218072998676090244232021014912236264408539919634636]>*] [x,0,x^2-x-1,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,29,113,179,3761],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,5*29*113,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[5,29,113,179,3761],[5,5,5,1,1],0,[0.5257311121+0.8506508084*i,0.4766915358+0.3978354837*i,0.8979067679+0.3139172556*i],<"1.5_29_113.4t1.1",1>,[4,1]>,<1,5,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,29,113,179,3761],[5,1,3,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,1]>,<1,5*29*113,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[5,29,113,179,3761],[5,5,5,1,1],0,[0.5257311121-0.8506508084*i,0.4766915358-0.3978354837*i,0.8979067679-0.3139172556*i],<"1.5_29_113.4t1.1",2>,[4,1]>]
