x^2-3802 2^3*1901 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-20],[20]] 1 [1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-3802,0,1]>,[[0,1],[0,262143]]>,<1901,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-3802,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,1901],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*1901,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,1901],[3,3],1,[1.000000000,1.108297054,1.079968959],<"1.2e3_1901.2t1.1",1>,[2,1]>]
x^6+8*x^4-10*x^3+24*x^2+27 -2^9*337^2 0 3 48 "C2*S4" [[5,2,3,6,1,4],[4,2,3,1,5,6],[5,1,4,6,2,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,3,2,1,6,5]>,<2,3,[1,3,2,4,5,6]>,<2,3,[4,3,2,1,5,6]>,<2,6,[5,2,3,6,1,4]>,<2,6,[5,3,2,6,1,4]>,<3,8,[5,1,4,6,2,3]>,<4,6,[2,4,1,3,5,6]>,<4,6,[2,4,1,3,6,5]>,<6,8,[5,4,1,6,2,3]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 59 x^2+58*x+2 9 [[-3473742260728631,2417017279716991],[3610184432819854,-2417017279716991],[2195342067334621,-4255003003139075],[-2241362491592260,4255003003139075],[-255005895346246,0],[164584147512662,0]] 6 [4,7,3,8,9,8,9,9,10,10,10,6,7,7,8,10,5,10,9,3,5,8,5,5,9,10,8,7,10,7,10,4,4,9,6,2,10,9,8,8,7,6,10,7,2,10,7,2,7,8,7,8,7,7,5,8,10,10,10,7,7,10,9,8,7,10,4,5,5,6,7,3,10,8,7,10,8,10,7,4,4,6,6,7,3,5,4,9,10,6,9,10,8,9,1,2,8,5,5,3,9,6,7,9,7,9,5,7,6,9,3,3,9,4,8,9,5,6,6,5,6,7,6,1,9,8,3,10,10,10,5,10,3,3,5,7,2,4,6,5,7,8,6,9,6,6,6,9,5,6,3,5,7,10,7,6,10,7,7,10,7,9,10,5,9,6,3,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-30*x^2+179*x+13520,4>,<x^6-30*x^5+184*x^4+14320*x^3-307136*x^2+2168960*x-5120000,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x,2>,<x^6+30*x^5+162*x^4-18680*x^3-398991*x^2-2914830*x-7279200,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,6,4,6],[3],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[62422,0],[62420,0],[1,0]]>,[[[1,0],[1,0]],[[-62419,0],[262143,0]],[[147676,-23463],[95890,26421]],[[-34316,187765],[166254,235723]],[[-222081,-187765],[192675,26421]],[[171139,23463],[69469,235723]]]>,<3,3,1,[[2,3,1,6,4,5]],[[1,2,3,4,5,6],[2,3,1,6,4,5],[3,1,2,5,6,4]],[2,3,1,6,4,5],[1,7,7],[1],[[]],20,<[],[1,2,0,1]>,[[620205807,-409650694,1425525675],[1636398685,79984427,444278133],[875479031,329666267,1616980593],[42257700,161055753,136728300],[-189403389,-136261257,-133872639],[114426078,-24794496,-2855661]]>,<13,4,1,[[3,4,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[3,4,2,1,5,6],[4,3,1,2,5,6]],[3,4,2,1,5,6],[1,4,8,8],[1],[[]],20,<[],[2,12,3,0,1]>,[[-4168079930969624405656,-281373846854503591293,-2122525738981399722158,-3329633384034720360481],[65095850444008541707,-2576670973829736187006,5360952422588624938968,4340123686918812274061],[8209628496488275843448,-4124477431484649065158,7923395385248556975604,9041323214898364287882],[-2206790529987622924665,6982522252168888843457,7843141706025017246387,8953150257098343237339],[-412873119607376832270,0,0,0],[-25060475992214111887,0,0,0]]>,<337,4,2,[[1,2,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,5,6,3,4],[1,2,6,5,4,3]],[1,2,5,6,3,4],[1,5,5,4],[1],[[[1,2,4,3,6,5]]],20,<<[],[10,332,1]>,[[-61680254646987092322333219333082827302091391027204,135161261155823007098917857169215887971259735990214],[-16100333361864658320989273143745831161107450990092,86980279971706430669239550814006386145865379519179],[1,0]]>,[[[-54154487659030922586514006335533660016490036471684,0],[0,0]],[[56827149105204101249354019416751871944516384133409,0],[0,0]],[[16100333361864658320989273143745831161107450990210,-86980279971706430669239550814006386145865379519027],[-1,0]],[[118,152],[1,0]],[[-109835597303692704281333156256368617635823746357933,12251812335701608228144271322908109589611483573373],[38797747212441487341212409097057832852304573979,457325218468652819181862470497142307857863489066]],[[91062602495654867297503870031404574546689947705880,74728467636004822441095279491098276556253895945502],[-38797747212441487341212409097057832852304573979,-457325218468652819181862470497142307857863489066]]]>*] [x,x^2-x-84,x^2+674,x^2+2,x^6+23*x^4-18*x^3+48*x^2-544*x-256,x^3-x-10,x^4-x^3-3*x+1,0,0,x^4-x^3-3*x+1] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,337],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,337,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,337],[1,1,1,11],1,[1.000000000,2.334963546,1.454955573],<"notfaithful",0>,[6,11]>,<1,2^3*337,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,337],[11,1,5,11],1,[1.000000000,1.452115531,1.130045391],<"notfaithful",0>,[6,11]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,337],[11,1,2,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,11]>,<2,2^3*337,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[-1]]],[2,3,13,337],[11,7,5,11],1,[1.000000000,1.059432208,1.101499449],<"notfaithful",0>,[6,11]>,<2,2^3*337,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,3,13,337],[11,7,5,11],1,[1.000000000,1.844241090,1.281053536],<"notfaithful",0>,[6,11]>,<3,2^3*337,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[0],[-1]]],[2,3,13,337],[11,7,8,11],1,[1.000000000,0.7728936779,0.9875296409],<"notfaithful",0>,[6,11]>,<3,2^6*337,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[-1]]],[2,3,13,337],[11,7,8,12],1,[1.000000000,0.8956699825,0.8456771813],<"3.2e6_337.6t11.1",1>,[6,11]>,<3,2^3*337^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[0],[-1]],[[1],[1]]],[2,3,13,337],[11,7,8,12],1,[1.000000000,1.601409145,1.100426686],<"3.2e3_337e2.6t11.1",1>,[6,11]>,<3,2^6*337^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1]]],[2,3,13,337],[11,7,8,11],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^6+8*x^4-8*x^3+53*x^2-24*x+34 -2^9*337^2 0 3 12 "D12" [[6,3,2,5,4,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,3,2,1,6,5]>,<2,3,[6,3,2,5,4,1]>,<2,3,[5,2,3,6,1,4]>,<3,2,[5,4,1,6,3,2]>,<6,2,[2,5,6,3,4,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 8 [[10646942,87241434],[-5027361,-35628118],[43033547,-87241434],[30010584,35628118],[46231612,0],[89463557,0]] 3 [1,5,2,3,4,3,4,4,6,6,6,3,5,5,3,6,4,6,4,2,4,3,4,4,4,6,3,5,6,5,6,1,1,4,3,2,6,4,3,3,5,3,6,5,2,6,5,2,5,3,5,3,5,5,4,3,6,6,6,5,5,6,4,3,5,6,1,1,4,3,5,2,6,3,5,6,3,6,5,1,1,3,3,5,2,4,1,4,6,3,4,6,3,4,1,2,3,4,4,2,4,3,5,4,5,4,4,5,3,4,2,2,4,1,3,4,4,3,3,4,3,5,3,1,4,3,2,6,6,6,4,6,2,2,4,5,2,1,3,4,5,3,3,4,3,3,3,4,4,3,2,4,5,6,5,3,6,5,5,6,5,4,6,4,4,3,2,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-2,2>,<x^3+32*x^2+1232*x+10880,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[3],[[[2,1,4,3,6,5]]],20,<[],[-56494,112504,1]>,[[0,1],[-112504,262143],[5845,5236],[5237,11148],[-10841,10844],[13959,5540]]>,<5,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,2],[1],[[]],20,<[],[2,4,1]>,[[17524017596340,39200754335144],[33725136639362,43637261480871],[-43911568103611,-39200754335144],[-45456477643497,-43637261480871],[-1967862897262,-976911162420],[1939781752418,976911162420]]>,<337,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-132300151215637775689181884543954237326873167636787,141659503043971115514878274906473961940970443620532,1]>,[[107424254809913729053520366835931928306685118141089,0],[-104751593363740550390680353754713716378658770479364,0],[-141659503043971115514878274906473961940970443620289,-1],[243,1],[-148412041432255669923809085094949958585544961778811,305846739366625649893288425480580661419316217779],[-69543416707927102822823633692372440471604118187669,-305846739366625649893288425480580661419316217779]]>*] [x,x^2+674,x^2+2,x^2-x-84,x^3-x-10,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,337],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*337,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,337],[7,1,7],1,[1.000000000,1.452115531,1.130045391],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,337],[7,2,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<1,337,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,337],[1,2,7],1,[1.000000000,2.334963546,1.454955573],<"notfaithful",0>,[6,3]>,<2,2^3*337,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,5,337],[7,1,7],1,[1.000000000,1.844241090,1.281053536],<"notfaithful",0>,[6,3]>,<2,2^3*337,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]]],[2,5,337],[7,2,7],1,[1.000000000,1.059432208,1.101499449],<"2.2e3_337.6t3.2",1>,[6,3]>]
x^4-x^3-3*x^2-8*x-6 -2^2*7^2*13*41 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 271 x-1 5 [[19324263685],[412528344093],[177306548101],[-609159155878]] 3 [3,4,5,5,3,3,3,5,5,5,4,5,1,3,3,3,4,4,5,3,3,2,4,4,4,5,5,3,4,4,5,5,4,5,4,3,5,4,3,4,4,3,2,4,3,4,4,4,5,4,5,5,3,5,5,4,4,1,4,2,5,4,2,4,5,4,3,4,2,5,5,4,5,4,1,5,4,4,3,5,5,2,4,4,4,5,5,4,3,5,3,3,2,3,5,2,2,5,3,3,2,4,4,2,2,1,5,4,5,5,3,5,5,4,2,5,5,3,3,4,3,5,1,5,3,4,4,4,4,5,4,4,4,3,3,3,2,4,4,5,2,5,4,3,4,5,5,2,3,4,5,4,4,4,3,3,4,4,5,5,4,4,3,2,4,4,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-336862,0],[300174,0],[1,0]]>,[[[273524,246873],[0,0]],[[26651,-246873],[0,0]],[[0,0],[1,0]],[[224114,0],[-1,0]]]>,<7,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[4780291889192393,24306013068628977],[2058713627295787,-39209895273040730],[1,0]]>,[[[-2058713627295784,39209895273040735],[-1,0]],[[3,5],[1,0]],[[34846635156869866,-30297464883711541],[-2707398547506181,136265378149623]],[[-32787921529574084,-8912430389329199],[2707398547506181,-136265378149623]]]>,<13,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,12,1]>,[[3105583956394356628633,0],[8373010500390330822599,0],[1,0]]>,[[[1685383262211880555870,-416853664663880809238],[0,0]],[[6687627238178450266726,416853664663880809238],[0,0]],[[-8373010500390330822597,0],[-1,0]],[[2,0],[1,0]]]>,<41,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[-21690051476203674846878358658120,-85867619566746557353534124771735,1]>,[[70723474487060692763968846081535,0],[23576688902613679385526875211488,0],[85867619566746557353534124771757,-1],[22,1]]>*] [x,x^2+533,x^3-x^2-3*x+19,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,13,41],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^2*13*41,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,13,41],[6,3,6,6],1,[1.000000000,0.8164648990,1.040944416],<"notfaithful",0>,[4,5]>,<2,2^2*13*41,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,7,13,41],[6,3,6,6],1,[1.000000000,1.460118265,1.194644144],<"notfaithful",0>,[4,5]>,<3,2^4*7^2*13^2*41^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,7,13,41],[6,7,6,7],1,[0,0,0],<"3.2e4_7e2_13e2_41e2.6t8.1",1>,[4,5]>,<3,2^2*7^2*13*41,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[1]],[[1],[-2],[1]]],[2,7,13,41],[6,7,6,8],1,[1.000000000,1.036848488,1.012474596],<"3.2e2_7e2_13_41.4t5.1",1>,[4,5]>]
x^6-2*x^5-24*x^4+18*x^3+155*x^2+104*x+4 3^3*11^5*13^2 6 0 12 "D12" [[5,6,4,3,1,2],[2,1,5,4,3,6],[1,4,6,2,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,3,2,6,1,4]>,<2,3,[5,6,4,3,1,2]>,<2,3,[2,1,5,4,3,6]>,<3,2,[4,1,5,2,6,3]>,<6,2,[3,6,4,5,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 31 x^2+29*x+3 7 [[536815130,0],[-85633153,-1884816531],[-12583093882,-10253583173],[-451181976,1884816531],[2938416858,0],[9644677025,10253583173]] 1 [4,6,3,3,4,2,5,3,6,5,4,4,4,6,3,6,3,6,4,3,3,6,4,3,4,5,5,5,3,2,6,5,3,6,4,3,5,4,4,5,6,5,2,3,4,5,2,4,4,4,1,4,3,6,2,5,2,3,2,4,2,4,3,6,5,3,4,2,1,3,3,4,1,2,4,3,6,4,3,3,2,4,4,5,6,6,3,3,4,4,6,4,4,5,4,5,3,6,6,3,6,4,5,1,6,4,3,4,2,6,6,3,3,4,4,6,4,6,6,5,4,2,1,3,4,1,4,6,1,3,3,4,1,5,4,3,3,3,2,5,3,4,5,4,5,3,3,5,5,3,3,2,1,1,5,6,6,3,6,4,3,5,3,6,3,3,5,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+34,2>,<x^3-52*x^2-9512*x-205688,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[2,1,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6]],[2,1,4,3,5,6],[1,4],[1],[[]],20,<[],[1,1,1]>,[[-48150,38692],[-86842,-38692],[15569,-22298],[37867,22298],[3921,0],[12101,0]]>,<3,6,2,[[3,4,6,5,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[6,5,2,1,3,4],[4,3,5,6,2,1],[3,4,6,5,1,2],[5,6,1,2,4,3]],[3,4,6,5,1,2],[1,2,5,5,6,6],[1],[[[2,1,4,3,6,5]]],20,<<[],[1,2,0,1]>,[[-1019175828,594242997,577227072],[-36150057,289175196,844583562],[1,0,0]]>,[[[36150057,-289175196,-844583560],[-1,0,0]],[[0,0,2],[1,0,0]],[[38508488,-1021730317,-799875205],[-501974678,-171449608,-153202553]],[[1346097341,-676166332,966633476],[501974678,171449608,153202553]],[[-38508487,1021730317,799875203],[501974677,171449608,153202553]],[[-1382247397,965341528,-122049916],[-501974677,-171449608,-153202553]]]>,<11,12,6,[[2,3,4,5,6,1],[1,6,5,4,3,2]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,6,5,4,3,2],[2,1,6,5,4,3],[3,4,5,6,1,2],[2,3,4,5,6,1]],[1,6,5,4,3,2],[1,2,4,3,5,6],[1],[[[2,3,4,5,6,1]]],20,<<[],[2,7,1]>,[[-44,0],[-352,0],[627,0],[594,0],[176,0],[22,0],[1,0]]>,[[[336374997466280004599,0],[-12,0],[22934658918155454876,0],[-7644886306051818275,0],[-22934658918155454857,0],[-22934658918155454859,0]],[[267691664918983883098,-19623809299227463286],[4323485157881301162,-24975757289925862364],[-1319696416279880245,-9114069040139186683],[2442424633160907360,697835609474544960],[22454545377005413752,23889610235834274298],[13728787781483270175,30133549558315739889]],[[229829166010235520898,-78495237196909853144],[10399996770719959462,-14502598193627024810],[-23718846264762034864,5236579548149418777],[-19232859972299788798,19623809299227463286],[14589299120318460224,891991331783066513],[-19112215765129545716,0]],[[4,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[106545831456044483705,78495237196909853144],[-10399996770719959450,14502598193627024810],[784187346606579988,-5236579548149418777],[26877746278351607073,-19623809299227463286],[8345359797836994633,-891991331783066513],[-19112215765129545716,0]],[[-267691664918983883101,19623809299227463286],[-4323485157881301163,24975757289925862364],[1319696416279880245,9114069040139186683],[-2442424633160907360,-697835609474544960],[-22454545377005413752,-23889610235834274298],[-13728787781483270175,-30133549558315739889]]]>,<13,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[2,1,5,6,3,4],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,4,2,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,12,1]>,[[-2048829092917891581713,7542513418198585562645],[493860229705994060026,-7815473907301632830414],[1,0]]>,[[[-745271757078409168756,7815473907301632830436],[0,0]],[[493860229705994060017,-7815473907301632830436],[0,0]],[[-493860229705994060021,7815473907301632830425],[-1,0]],[[5,11],[1,0]],[[1236646889087434391739,-7936977604062161886593],[-696441170125946326771,-332854761249087195033]],[[-491375132009025222982,121503696760529056157],[696441170125946326771,332854761249087195033]]]>*] [x,x^2-x-3,x^2-x-8,x^2-x-107,x^3-x^2-7*x+2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,13],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,13,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,13],[3,1,3,7],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[6,3]>,<1,3*11,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,13],[1,7,7,2],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[6,3]>,<1,3*11*13,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,13],[2,7,7,7],1,[1.000000000,0.9611066912,0.8530510603],<"notfaithful",0>,[6,3]>,<2,11^2*13,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,11,13],[3,5,7,8],1,[1.000000000,0.8517110177,0.9493142195],<"notfaithful",0>,[6,3]>,<2,3^2*11^2*13,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,11,13],[3,7,7,8],1,[1.000000000,1.237392309,1.060345122],<"2.3e2_11e2_13.6t3.3",1>,[6,3]>]
