x^2-1067 2^2*11*97 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[-89881],[89881]] 1 [1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-1066,2,1]>,[[1,1],[-1,-1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1067,0,1]>,[[0,-1],[0,1]]>,<97,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1067,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,11,97],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*11*97,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,11,97],[3,3,3],1,[1.000000000,0.6463302165,0.8557513171],<"1.2e2_11_97.2t1.1",1>,[2,1]>]
x^4-2*x^3-18*x^2+19*x+573 5*1931^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 7 [[-2860383],[-3223250],[3223251],[2860384]] 3 [5,4,4,4,1,5,5,1,4,3,3,4,2,4,5,5,2,3,5,1,5,2,4,3,4,3,4,4,1,5,5,1,5,3,2,1,4,4,5,5,3,2,1,4,4,3,1,4,4,2,5,2,2,3,5,4,3,3,5,2,5,5,5,3,5,5,3,4,5,3,4,3,4,4,3,5,3,5,3,3,1,1,3,4,3,4,3,5,1,5,5,3,5,2,3,4,1,3,4,3,5,4,4,1,2,4,5,4,3,1,4,5,5,1,2,2,4,5,4,3,3,5,4,5,3,2,1,2,5,5,2,5,3,5,3,1,4,5,4,3,1,2,4,5,3,1,4,5,2,4,4,1,4,4,5,2,3,3,4,2,4,4,5,3,5,5,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+19,2>,<x^2-40*x-8845,3>]*],[*[4],"CYC",0,5*]] [*<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[-17812162867085,0],[5,0],[1,0]]>,[[[28522655681175,-9580530069569],[0,0]],[[-28522655681174,9580530069569],[0,0]],[[-2,0],[-1,0]],[[3,0],[1,0]]]>,<43,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[3,42,1]>,[[-67536064870923855878577643966372,0],[67536064870923855878577643966373,0],[-2503797924246500261581788428152,5311657199247041628331205036851],[2503797924246500261581788428153,-5311657199247041628331205036851]]>,<1931,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,1927,1]>,[[-66057779787357402083051793422236258618285368606555584173448632108,-169518051223340049467548207364502640326772453447944168961405088650],[-151259872905622941358615652044138201167366767779378947482789621007,-207230707844027609088216929485276770625633549710906791774887982772],[1,0]]>,[[[151259872905622941358615652044138201167366767779378947482789622027,207230707844027609088216929485276770625633549710906791774887984676],[-1,0]],[[1020,1904],[1,0]],[[-1019,-1904],[-1,0]],[[-151259872905622941358615652044138201167366767779378947482789622026,-207230707844027609088216929485276770625633549710906791774887984676],[1,0]]]>*] [x,x^2-x+483,x^2-x-1,x^2-x+2414,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,43,1931],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,1931,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,43,1931],[1,1,6],1,[1.000000000,1.501336456,0.9595320012],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,43,1931],[6,4,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*1931,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,43,1931],[6,3,6],1,[1.000000000,1.662559042,1.196126437],<"notfaithful",0>,[4,3]>,<2,5*1931,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[5,43,1931],[6,3,6],1,[1.000000000,0.9549906298,0.9357722238],<"2.5_1931.4t3.2",1>,[4,3]>]
x^4-x^3+33*x^2-2*x+244 5^2*3761 0 2 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 6 [[-439121445],[-191631667],[81719775],[-338470343]] 2 [3,5,1,3,4,3,3,4,3,2,1,5,4,5,3,5,4,4,3,4,3,4,3,4,3,1,5,3,4,3,5,4,5,4,1,2,5,5,3,5,4,4,4,5,5,4,4,5,3,2,3,1,4,4,5,5,1,2,3,4,5,5,3,4,5,3,1,3,5,1,3,4,3,3,2,5,2,3,4,1,1,1,4,3,4,3,2,5,1,3,3,4,5,2,1,5,4,1,3,2,3,5,3,1,4,5,5,5,4,4,5,5,3,4,4,4,5,5,3,2,2,5,3,5,2,1,4,2,3,5,1,3,4,5,4,4,3,5,3,4,4,4,3,5,4,2,3,5,2,3,5,2,3,3,5,1,2,2,3,4,5,5,3,2,5,5,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-32,2>,<x^2+5*x-934,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[493774,-35491],[-519311,35491],[-163156,172438],[188694,-172438]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[5610742762555,39401221024615,1]>,[[-39401221024613,-1],[2,1],[-989260838694,179407575200],[-1571188058569,-179407575200]]>,<3761,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,3760,1]>,[[-28771990491128492456022540419400415267663707628494528772033619615964376,0],[-38259658616908972837691470216186294791021758826557872035382562836148280,0],[1,0]]>,[[[-52558026628140804793649484155561747818431463726137421393519135824194102,56526977331369576203564933853154142043877438707658087635633884627667079],[0,0]],[[14298368011231831955958013939375453027409704899579549358136572988039121,-56526977331369576203564933853154142043877438707658087635633884627667079],[0,0]],[[38259658616908972837691470216186294791021758826557872035382562836151631,0],[-1,0]],[[3351,0],[1,0]]]>*] [x,x^2-x-1,x^2-x-940,x^2-x-4701,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,3761],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,3761],[3,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,3761,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,3761],[1,1,6],1,[1.000000000,2.136202667,1.276176185],<"notfaithful",0>,[4,3]>,<1,5*3761,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,3761],[3,6,6],1,[1.000000000,0.6388229038,0.8636170888],<"notfaithful",0>,[4,3]>,<2,5*3761,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,5,3761],[3,6,7],1,[1.000000000,1.583382196,1.098074385],<"2.5_3761.4t3.1",1>,[4,3]>]
x^6+12*x^4+36*x^2+63 -3^6*7^3*31^2 0 3 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 37 x^2+33*x+2 7 [[-32433401277,0],[39908709160,-36872589705],[22589766696,36872589705],[32433401277,0],[-39908709160,36872589705],[-22589766696,-36872589705]] 3 [4,2,6,1,5,6,3,3,5,1,3,4,2,4,2,1,6,2,5,4,6,4,3,3,3,6,3,4,5,4,4,2,5,6,4,4,3,5,3,6,5,6,4,5,5,6,1,2,6,6,4,5,2,3,6,1,3,6,4,4,3,6,3,6,2,4,4,4,5,3,3,4,6,5,5,3,5,3,5,6,6,1,4,2,3,4,1,4,3,4,6,6,4,1,4,6,3,6,6,5,5,1,2,5,4,3,3,2,4,2,3,4,4,2,4,5,6,3,4,4,3,4,3,4,3,4,4,3,3,3,4,5,5,4,3,3,3,2,3,1,3,5,4,5,6,6,3,2,6,1,5,3,4,6,5,5,5,3,3,3,1,5,4,2,4,3,4,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+72,2>,<x^3-3888*x+274104,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,6,5,4,3]],[1,2,6,5,4,3],[1,4],[1],[[]],20,<[],[1,1,1]>,[[-173927,0],[173927,0],[58222,-57483],[-58222,57483],[-115705,-57483],[115705,57483]]>,<3,12,6,[[3,1,2,5,6,4],[1,3,2,4,6,5],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[1,3,2,4,6,5],[4,5,6,1,2,3],[3,1,2,5,6,4],[5,4,6,3,2,1]],[4,6,5,1,3,2],[1,2,4,3,5,6],[1,2],[[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[3,1,2,5,6,4]]],20,<<[],[2,2,1]>,[[1448556339,0],[-776890782,0],[15715533,0],[1661056866,0],[524760060,0],[-680775912,0],[1,0]]>,[[[-8955315,-8955315],[88827036,88827036],[-110818564,-110818564],[-29845464,-29845464],[2997371,2997371],[-85562001,-85562001]],[[610623,610623],[20881770,20881770],[-33151789,-33151789],[-45004648,-45004648],[-101781274,-101781274],[-9225772,-9225772]],[[8344692,8344692],[-109708806,-109708806],[143970353,143970353],[74850112,74850112],[98783903,98783903],[94787773,94787773]],[[8955315,8955315],[-88827036,-88827036],[110818564,110818564],[29845464,29845464],[-2997371,-2997371],[85562001,85562001]],[[-8344692,-8344692],[109708806,109708806],[-143970353,-143970353],[-74850112,-74850112],[-98783903,-98783903],[-94787773,-94787773]],[[-610623,-610623],[-20881770,-20881770],[33151789,33151789],[45004648,45004648],[101781274,101781274],[9225772,9225772]]]>,<7,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[-8422714132520800,0,1]>,[[0,-1],[0,1],[20105838583972434,-5699447592686571],[20105838583972434,5699447592686571],[-20105838583972434,-5699447592686571],[-20105838583972434,5699447592686571]]>,<31,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,29,1]>,[[-140453282595295475447841723528,111734395909569018280118335946],[277891022965489025368147501813,-166156627055920007088029165836],[1,0]]>,[[[277891022965489025368147501753,-166156627055920007088029165838],[0,0]],[[-277891022965489025368147501753,166156627055920007088029165838],[0,0]],[[-277891022965489025368147501783,166156627055920007088029165837],[-1,0]],[[30,1],[1,0]],[[-30,-1],[-1,0]],[[277891022965489025368147501783,-166156627055920007088029165837],[1,0]]]>*] [x,x^2-x+163,x^2-x+2,x^2-x-23,x^3-12*x-47,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,31],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*7*31,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,31],[3,7,7,7],1,[1.000000000,0.9850297910,0.8430142954],<"notfaithful",0>,[6,3]>,<1,7,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,31],[1,2,7,2],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[6,3]>,<1,3*31,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,31],[2,7,1,7],1,[1.000000000,0.6980975828,0.7923331363],<"notfaithful",0>,[6,3]>,<2,3^3*7*31,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,7,31],[3,7,8,8],1,[1.000000000,1.188942544,1.034593918],<"notfaithful",0>,[6,3]>,<2,3^3*7*31,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,7,31],[3,7,8,9],1,[1.000000000,1.672264594,1.127070627],<"2.3e3_7_31.6t3.1",1>,[6,3]>]
x^6-3*x^5-4*x^4-59*x^3-186*x^2-37*x-81 2^4*3^2*13^2*61^3 2 2 12 "D12" [[1,6,3,5,4,2],[6,2,4,3,5,1],[3,4,1,2,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,5,1,6,2,4]>,<2,3,[3,4,1,2,6,5]>,<2,3,[6,2,4,3,5,1]>,<3,2,[2,6,5,3,4,1]>,<6,2,[4,3,6,2,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 73 x^2+70*x+5 7 [[2753895967467,0],[4446435679697,-3882160123848],[-5329161628485,0],[-3334003406544,4666254287859],[1450152016236,-4666254287859],[12681371632,3882160123848]] 4 [3,1,5,6,3,1,6,4,6,2,6,2,1,3,5,6,3,1,2,3,4,3,1,3,4,2,5,4,4,4,5,4,5,3,5,6,3,4,1,6,4,3,6,2,5,5,3,6,3,4,6,1,4,2,4,4,4,4,3,3,1,5,6,2,3,1,2,3,4,6,5,3,5,3,4,3,2,6,3,6,6,6,5,3,5,4,5,6,5,4,6,5,4,4,6,4,3,6,3,2,3,3,4,4,5,6,3,3,2,5,5,4,3,4,2,2,6,2,2,4,6,3,6,5,4,6,6,4,5,4,2,3,5,5,3,6,5,2,4,4,6,3,3,5,5,5,4,4,5,5,6,4,3,6,3,4,5,1,5,3,3,2,4,4,1,3,5,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+49,2>,<x^3+5*x^2+1331*x+236071,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,3,[[2,3,1,5,6,4],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[2,3,1,5,6,4]],[4,6,5,1,3,2],[1,3,5],[1],[[[2,3,1,5,6,4]]],20,<<[],[1,1,1]>,[[225222,346556],[-86636,-69316],[17326,34658],[1,0]]>,[[[0,1],[1,0],[0,0]],[[-471584,-116025],[519976,442985],[137062,73992]],[[454258,81369],[4311,81303],[387226,450296]],[[512937,390343],[33499,428808],[470448,316992]],[[-483751,316601],[66608,58763],[405266,82328]],[[-11857,376287],[424181,36717],[172862,124968]]]>,<3,2,2,[[1,2,5,6,3,4]],[[1,2,3,4,5,6],[1,2,5,6,3,4]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,5,6,3,4]]],20,<[],[504517800,-728090226,1]>,[[-1654044948,-1162261467],[-548482139,0],[-46750750,-1],[169596008,167708036],[2,1],[142579385,-167708036]]>,<13,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[7147361431649776431029,-1584731259311082273079,1]>,[[1462604482785204381029,0],[6001750739517095705340,0],[1584731259311082273085,-1],[6,1],[2734821338013692941694,-329260130819335049535],[7221055955253724137650,329260130819335049535]]>,<19,2,1,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,4,3,6,5],[1,4],[1],[[]],20,<[],[2,18,1]>,[[-520305280205900207089408,0],[5099580650879575048141242,0],[-9434479915422773093412425,-2107093936979080968191133],[-9096762507345273859327632,2107093936979080968191133],[-305174297381178323991046,70280088801432219628973],[408203759853355311811419,-70280088801432219628973]]>,<61,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[46651820467178677267934946538600577,253894730819246234034912576104226617,1]>,[[-253894730819246234034912576104226558,-1],[59,1],[-2413874857714437781825542875165249,-29089959689728746871593441844296],[2631523158427330639466651491147545,29089959689728746871593441844296],[-29050690626837853482793556148827550,-901390754493963207819938447355296],[24127750223894915511958674358968785,901390754493963207819938447355296]]>*] [x,x^2-x+595,x^2-x-15,x^2-x+10,x^3+12*x-54,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,13,19,61],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*13*61,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,13,19,61],[3,7,3,7,3,7],1,[1.000000000,1.030558464,0.8486022078],<"notfaithful",0>,[6,3]>,<1,61,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,13,19,61],[2,1,2,1,1,7],1,[1.000000000,0.9383101983,0.9115020912],<"notfaithful",0>,[6,3]>,<1,3*13,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,13,19,61],[1,7,1,7,2,1],1,[1.000000000,2.012229726,1.359658038],<"notfaithful",0>,[6,3]>,<2,2^2*3*13*61,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,11,13,19,61],[7,8,3,8,3,8],1,[1.000000000,1.180861114,1.063082758],<"notfaithful",0>,[6,3]>,<2,2^2*3*13*61,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,3,11,13,19,61],[7,8,3,8,3,8],1,[1.000000000,1.535792980,1.112498816],<"2.2e2_3_13_61.6t3.3",1>,[6,3]>]
