x^2-1502 2^3*751 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[4223],[-4223]] 1 [1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-1502,0,1]>,[[0,1],[0,262143]]>,<751,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1502,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,751],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*751,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,751],[3,3],1,[1.000000000,0.5986867927,0.8691074010],<"1.2e3_751.2t1.2",1>,[2,1]>]
x^4-x^3-13*x+19 2^2*3^3*5^2*17 0 2 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 47 x-1 5 [[12882850],[-101869097],[65526066],[23460182]] 3 [4,4,2,3,5,3,1,4,4,3,2,5,3,5,1,4,3,4,5,5,5,1,1,5,5,5,5,4,4,1,5,5,4,1,5,4,3,3,4,2,3,4,3,5,1,1,2,5,4,2,2,3,4,3,4,1,3,4,5,5,3,4,5,5,5,1,4,5,4,2,4,3,3,3,1,2,5,5,3,2,5,2,5,3,2,2,3,3,5,5,2,5,3,3,1,4,5,3,5,4,3,4,2,5,2,3,1,4,3,4,3,3,2,2,4,3,3,2,2,3,2,5,1,4,1,5,4,5,5,3,4,4,1,3,5,1,4,3,4,3,1,3,3,4,1,5,5,2,4,2,5,3,5,4,3,5,4,3,3,3,4,4,5,3,4,4,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+17,2>,<x^2+22*x+70,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-467566,0],[467566,0],[1,0]]>,[[[-369358,-157705],[0,0]],[[-211653,157705],[0,0]],[[1,0],[1,0]],[[56723,0],[-1,0]]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[6,0],[-12,0],[3,0],[3,0],[1,0]]>,[[[7,0],[-7,0],[-4,0],[-1,0]],[[1394347810,-349044387],[-198327529,-198327532],[11456244,11456242],[408721218,-172409516]],[[1,0],[1,0],[0,0],[0,0]],[[-1394347817,349044387],[198327535,198327532],[-11456240,-11456242],[-408721217,172409516]]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[17444925784580,-16634765373065],[6234336094900,-20724689862700],[1,0]]>,[[[-6234336094900,20724689862703],[-1,0]],[[0,3],[1,0]],[[19002893573838,19403829329522],[5869547068743,1234164157488]],[[-12768557478937,-40128519192228],[-5869547068743,-1234164157488]]]>,<17,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[669854578433802246772221,669854578433802246772221,1]>,[[-485507274102138018821317,0],[1155361852535940265593533,0],[-669854578433802246772218,-1],[3,1]]>*] [x,x^2-x+4,x^2-51,x^2+85,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[1,6,6,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[4,3]>,<1,2^2*3*17,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,17],[6,6,1,6],1,[1.000000000,1.289677609,1.056839625],<"notfaithful",0>,[4,3]>,<1,2^2*5*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,17],[6,3,6,6],1,[1.000000000,0.6815071326,0.8812312902],<"notfaithful",0>,[4,3]>,<2,2^2*3^2*5*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]],[[1],[-1]]],[2,3,5,17],[6,7,6,8],1,[1.000000000,0.6163196051,0.7718859422],<"2.2e2_3e2_5_17.4t3.1",1>,[4,3]>]
x^4-x^3-3*x^2+11*x+16 2^2*3^3*5^2*17 0 2 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 5 [[888124],[-6370308],[-8709162],[14191347]] 3 [1,4,2,3,5,3,1,4,4,3,1,5,3,5,2,4,3,4,5,5,5,2,2,5,5,5,5,4,4,1,5,5,4,2,5,4,3,3,4,2,3,4,3,5,1,2,1,5,4,2,2,3,4,3,4,2,3,4,5,5,3,4,5,5,5,1,4,5,4,2,4,3,3,3,2,1,5,5,3,2,5,2,5,3,1,1,3,3,5,5,1,5,3,3,2,4,5,3,5,4,3,4,1,5,1,3,2,4,3,4,3,3,2,1,4,3,3,1,2,3,2,5,1,4,2,5,4,5,5,3,4,4,2,3,5,1,4,3,4,3,2,3,3,4,1,5,5,2,4,1,5,3,5,4,3,5,4,3,3,3,4,4,5,3,4,4,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-4,2>,<x^2-26*x+118,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[2],[[[1,2,4,3]]],20,<[],[-113450,-56722,1]>,[[-14640,0],[-42083,0],[1,1],[56723,262143]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[24,0],[6,0],[0,0],[3,0],[1,0]]>,[[[4,0],[-1,0],[-581130733,0],[-581130733,0]],[[-314675663,-314675661],[-48830500,-48830500],[367426560,-504269540],[281221802,571787169]],[[1,0],[1,0],[0,0],[0,0]],[[314675659,314675661],[48830500,48830500],[213704173,504269540],[299908931,-571787169]]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[3951026678615,-24645247861425],[-14449544203395,16617085808465],[1,0]]>,[[[14449544203397,-16617085808461],[-1,0]],[[2,4],[1,0]],[[-10423008811989,13289875180246],[-1848040008616,-8926882065795]],[[-4026535391409,3327210628211],[1848040008616,8926882065795]]]>,<17,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-624750642389043205003878,-669854578433802246772204,1]>,[[-1072375303350871770536685,0],[402520724917069523764470,0],[669854578433802246772210,-1],[6,1]]>*] [x,x^2-x+4,x^2-51,x^2+85,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[1,6,6,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[4,3]>,<1,2^2*3*17,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,17],[6,6,1,6],1,[1.000000000,1.289677609,1.056839625],<"notfaithful",0>,[4,3]>,<1,2^2*5*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,17],[6,3,6,6],1,[1.000000000,0.6815071326,0.8812312902],<"notfaithful",0>,[4,3]>,<2,2^2*3^2*5*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]],[[1],[1]]],[2,3,5,17],[6,7,8,6],1,[1.000000000,1.733003406,1.287656730],<"2.2e2_3e2_5_17.4t3.2",1>,[4,3]>]
x^4-12*x^2+51 2^2*3^3*5^2*17 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 5 [[8332963],[4938376],[-4938376],[-8332963]] 3 [4,4,1,3,5,3,4,4,4,3,1,5,3,5,1,4,3,4,5,5,5,2,1,5,5,5,5,4,4,2,5,5,4,2,5,4,3,3,4,1,3,4,3,5,2,2,1,5,4,2,1,3,4,3,4,1,3,4,5,5,3,4,5,5,5,2,4,5,4,2,4,3,3,3,2,2,5,5,3,2,5,2,5,3,1,2,3,3,5,5,2,5,3,3,2,4,5,3,5,4,3,4,2,5,1,3,1,4,3,4,3,3,1,1,4,3,3,2,1,3,2,5,2,4,2,5,4,5,5,3,4,4,2,3,5,1,4,3,4,3,2,3,3,4,1,5,5,1,4,2,5,3,5,4,3,5,4,3,3,3,4,4,5,3,4,4,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-72,2>,<x^2-7344,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[113442,0],[-524286,0],[1,0]]>,[[[89177,-83790],[0,0]],[[-89177,83790],[0,0]],[[1,0],[1,0]],[[-1,0],[-1,0]]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[51,0],[0,0],[-12,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[172409516,172409516],[0,0],[-547371919,-547371919]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[-172409516,-172409516],[0,0],[547371919,547371919]]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-25458293355615,-22370297461875,1]>,[[22370297461879,-1],[4,1],[-4,-1],[-22370297461879,1]]>,<17,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,16,1]>,[[1339709156867604493544425,0],[0,0],[1,0]]>,[[[350596631425594452917280,43824578928199306614660],[0,0]],[[-350596631425594452917280,-43824578928199306614660],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2-x+4,x^2-51,x^2+85,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[1,6,6,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[4,3]>,<1,2^2*3*17,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,17],[6,6,1,6],1,[1.000000000,1.289677609,1.056839625],<"notfaithful",0>,[4,3]>,<1,2^2*5*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,17],[6,3,6,6],1,[1.000000000,0.6815071326,0.8812312902],<"notfaithful",0>,[4,3]>,<2,2^2*3^2*5*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]],[[1],[-1]]],[2,3,5,17],[6,7,8,6],1,[1.000000000,0.8458148766,0.8329800515],<"2.2e2_3e2_5_17.4t3.3",1>,[4,3]>]
x^4+12*x^2+51 2^2*3^3*5^2*17 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 79 x-1 5 [[599862019],[1350952626],[-1350952626],[-599862019]] 3 [1,4,1,3,5,3,4,4,4,3,2,5,3,5,2,4,3,4,5,5,5,1,2,5,5,5,5,4,4,2,5,5,4,1,5,4,3,3,4,1,3,4,3,5,2,1,2,5,4,2,1,3,4,3,4,2,3,4,5,5,3,4,5,5,5,2,4,5,4,2,4,3,3,3,1,1,5,5,3,2,5,2,5,3,2,1,3,3,5,5,1,5,3,3,1,4,5,3,5,4,3,4,1,5,2,3,2,4,3,4,3,3,1,2,4,3,3,1,1,3,2,5,2,4,1,5,4,5,5,3,4,4,1,3,5,1,4,3,4,3,1,3,3,4,1,5,5,1,4,1,5,3,5,4,3,5,4,3,3,3,4,4,5,3,4,4,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+72,2>,<x^2-7344,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[2],[[[1,2,4,3]]],20,<[],[113454,2,1]>,[[-29423,0],[29423,0],[1,1],[-1,-1]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[51,0],[0,0],[12,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[172409516,172409516],[0,0],[547371919,547371919]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[-172409516,-172409516],[0,0],[-547371919,-547371919]]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-6832349040635,-44514771943325,1]>,[[44514771943328,-1],[3,1],[-3,-1],[-44514771943328,1]]>,<17,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,16,1]>,[[-1339709156867604493544425,0],[0,0],[1,0]]>,[[[-1934151713571307472962668,1790346739127372827080467],[0,0]],[[1934151713571307472962668,-1790346739127372827080467],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2-x+4,x^2-51,x^2+85,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[1,6,6,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[4,3]>,<1,2^2*3*17,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,17],[6,6,1,6],1,[1.000000000,1.289677609,1.056839625],<"notfaithful",0>,[4,3]>,<1,2^2*5*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,17],[6,3,6,6],1,[1.000000000,0.6815071326,0.8812312902],<"notfaithful",0>,[4,3]>,<2,2^2*3^2*5*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]],[[1],[1]]],[2,3,5,17],[6,7,6,8],1,[1.000000000,2.154375161,1.380466515],<"2.2e2_3e2_5_17.4t3.4",1>,[4,3]>]
x^4-2*x^3+14*x^2-13*x+7 3^2*47^2*61 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 41 x-1 5 [[32280214],[-53798788],[53798789],[-32280213]] 2 [5,3,2,4,4,3,5,3,4,4,5,4,1,5,3,5,5,4,5,5,3,4,3,5,2,5,2,1,3,2,3,3,2,5,3,5,4,3,1,5,2,5,5,5,3,3,5,5,4,3,4,3,1,5,1,3,3,1,4,4,2,1,4,4,5,2,4,4,3,5,3,4,3,5,2,5,4,4,5,5,4,5,3,5,2,2,1,4,1,3,4,3,2,3,5,1,4,5,4,4,5,4,1,2,2,5,4,4,4,2,3,1,5,2,5,4,4,5,5,3,4,5,4,3,3,4,4,3,3,2,4,4,3,3,5,4,3,5,1,1,4,4,4,3,3,1,2,2,3,3,5,2,4,4,4,3,3,3,3,5,5,4,2,2,3,4,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-13,2>,<x^2+24*x+83,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[194437824,-651586212],[434390805,434390808],[1,0]]>,[[[-434390805,-434390807],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[434390806,434390807],[1,0]]]>,<47,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,45,1]>,[[-617942638172286379859205324116793,-1030358496609228794766862943637839],[755296438987690623998108321745391,-1257543334960748238899322035437705],[1,0]]>,[[[-755296438987690623998108321745354,1257543334960748238899322035437739],[-1,0]],[[37,34],[1,0]],[[-36,-34],[-1,0]],[[755296438987690623998108321745355,-1257543334960748238899322035437739],[1,0]]]>,<61,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,60,1]>,[[33741803058000903560814074879643982,0],[61,0],[1,0]]>,[[[-196883612910557720584425280736945036,-65929566552647822512083751907226108],[0,0]],[[196883612910557720584425280736945037,65929566552647822512083751907226108],[0,0]],[[-30,0],[-1,0]],[[31,0],[1,0]]]>*] [x,x^2-x-35,x^2-x-15,x^2-x-2150,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,47,61],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*47,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,47,61],[6,6,1],1,[1.000000000,0.8837536146,0.8488551122],<"notfaithful",0>,[4,3]>,<1,61,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,47,61],[1,1,6],1,[1.000000000,0.9383101983,0.9115020912],<"notfaithful",0>,[4,3]>,<1,3*47*61,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,47,61],[6,6,6],1,[1.000000000,1.967931079,1.342227092],<"notfaithful",0>,[4,3]>,<2,3*47*61,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[3,47,61],[6,6,6],1,[1.000000000,0.4256819770,0.7835932148],<"2.3_47_61.4t3.3",1>,[4,3]>]
