x^2-x-1512 23*263 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-54],[55]] 1 [1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1380,23,1]>,[[-11,-1],[12,1]]>,<263,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[15780,263,1]>,[[-131,-1],[132,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[23,263],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,23*263,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[23,263],[3,3],1,[1.000000000,3.711782354,1.585303056],<"1.23_263.2t1.1",1>,[2,1]>]
x^4-x^3+9*x^2+2*x+4 3^3*11*17^2 0 2 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 5 [[-4657542],[3653772],[-5677611],[6681382]] 3 [3,4,4,5,4,4,1,4,4,1,3,3,2,4,5,5,5,5,2,4,5,5,3,5,3,3,2,2,5,4,4,1,5,5,3,4,2,3,1,2,5,3,5,5,2,3,5,2,1,2,1,3,5,5,5,3,4,4,5,3,5,3,4,4,3,4,2,5,2,4,5,3,3,4,3,5,5,3,4,4,4,1,1,1,5,5,4,4,3,1,5,2,3,3,3,2,5,4,4,5,5,3,3,3,5,1,5,3,5,5,5,4,4,3,1,4,3,5,4,3,1,5,2,4,3,3,3,4,1,4,4,1,3,2,3,4,5,5,5,2,5,1,3,1,2,4,5,2,2,5,5,4,1,2,3,4,4,4,4,1,4,3,4,5,5,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+2,2>,<x^2-17*x+64,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[217058,458497],[-241439,-458497],[-179564,140778],[203946,-140778]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[15,0],[21,0],[12,0],[3,0],[1,0]]>,[[[-1743392195,0],[5,0],[1,0],[-581130733,0]],[[1545256480,-1069831818],[-204560533,-204560530],[-44030160,537100574],[-414175551,-123610184]],[[1,0],[1,0],[0,0],[0,0]],[[198135715,1069831818],[204560527,204560530],[44030159,-537100574],[-166955183,123610184]]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[19395223885054260914,0],[-333950594480648221978,0],[1,0]]>,[[[-81312315987363274619,120582279634068811708],[0,0]],[[-252638278493284947374,-120582279634068811708],[0,0]],[[333950594480648221986,0],[-1,0]],[[8,0],[1,0]]]>,<17,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1688242690888667978701865,827880758243880494099346,1]>,[[-827880758243880494099332,-1],[14,1],[-1800362274550816961880852,-60290895129300833035160],[-1435988373852875066421430,60290895129300833035160]]>*] [x,x^2-x+13,x^2-x-8,x^2-x+47,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,17],[3,6,1,6],1,[1.000000000,0.8798219250,0.8313330724],<"notfaithful",0>,[4,3]>,<1,3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,17],[1,6,6,1],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[4,3]>,<1,11*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,17],[3,3,6,6],1,[1.000000000,0.4594720151,0.7002711307],<"notfaithful",0>,[4,3]>,<2,3^2*11*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,11,17],[3,6,7,8],1,[1.000000000,1.274307138,1.063297298],<"2.3e2_11_17.4t3.1",1>,[4,3]>]
x^4-2*x^3+3*x^2-2*x+52 3^3*11*17^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 41 x-1 5 [[-54330530],[43916676],[-43916675],[54330531]] 3 [3,4,4,5,1,4,3,4,4,2,3,3,1,4,5,5,5,5,2,4,5,5,3,5,3,3,2,1,5,4,4,2,5,5,3,4,2,3,2,1,5,3,5,5,1,3,5,2,2,2,2,3,5,5,5,3,4,4,5,3,5,3,4,4,3,4,2,5,1,4,5,3,3,4,3,5,5,3,4,4,4,1,2,1,5,5,4,4,3,1,5,1,3,3,3,1,5,4,4,5,5,3,3,3,5,1,5,3,5,5,5,4,4,3,1,4,3,5,4,3,1,5,1,4,3,3,3,4,1,4,4,2,3,2,3,4,5,5,5,1,5,2,3,2,2,4,5,1,2,5,5,4,1,1,3,4,4,4,4,2,4,3,4,5,5,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-2,2>,<x^2+2*x-824,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[113028,-168102],[-243158,168102],[-113027,168102],[243159,-168102]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[60,0],[18,0],[15,0],[6,0],[1,0]]>,[[[-1,0],[-1,0],[0,0],[0,0]],[[132090479,-1611301722],[555808895,555808895],[467748576,467748576],[-412616524,-412616524]],[[2,0],[1,0],[0,0],[0,0]],[[-132090478,1611301722],[-555808895,-555808895],[-467748576,-467748576],[412616524,412616524]]]>,<5,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,4,1]>,[[-31304489049831,0],[31304489049832,0],[8821610804418,9179176984240],[-8821610804417,-9179176984240]]>,<11,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[4848805971263565245,11,1]>,[[281928071642030180815,0],[-281928071642030180814,0],[-5,-1],[6,1]]>,<17,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,16,1]>,[[-1804771493072055054075305,813444845626454446717792],[1497999478749476947947999,-828807916818208512106894],[1,0]]>,[[[-1497999478749476947947984,828807916818208512106899],[-1,0]],[[15,5],[1,0]],[[-14,-5],[-1,0]],[[1497999478749476947947985,-828807916818208512106899],[1,0]]]>*] [x,x^2-x+13,x^2-x-8,x^2-x+47,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,11,17],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11,17],[3,6,1,1,6],1,[1.000000000,0.8798219250,0.8313330724],<"notfaithful",0>,[4,3]>,<1,3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,11,17],[1,6,4,6,1],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[4,3]>,<1,11*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,11,17],[3,3,3,6,6],1,[1.000000000,0.4594720151,0.7002711307],<"notfaithful",0>,[4,3]>,<2,3^2*11*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,5,11,17],[3,6,3,7,8],1,[1.000000000,1.313499393,1.071124711],<"2.3e2_11_17.4t3.2",1>,[4,3]>]
x^4-x^3-4*x^2+16*x-3 -37^2*83 2 1 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 7 x-1 6 [[-48928],[31832],[7830],[9267]] 4 [5,1,5,1,2,5,3,5,3,3,3,2,2,5,4,4,3,3,4,4,4,5,4,5,5,4,5,4,3,3,2,3,4,4,4,1,4,5,3,1,5,4,3,3,2,3,4,4,3,2,4,5,3,5,5,4,4,4,3,5,5,1,4,5,3,1,5,4,5,2,3,2,4,2,4,3,5,2,3,3,2,5,3,4,5,1,5,5,5,3,5,3,5,4,3,5,2,1,3,5,3,3,3,5,4,5,5,1,4,4,3,4,1,1,5,4,5,5,5,2,5,1,4,5,1,3,5,4,3,1,2,4,2,3,4,5,2,1,5,5,1,4,4,5,5,1,3,3,3,2,4,2,5,4,3,3,5,1,4,2,5,1,5,4,3,1,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-21,2>,<x^2-23*x+153,3>]*],[*[4],"CYC",0,5*]] [*<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-562500105,1447511495,-248215034,525465112]>,<37,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,33,1]>,[[-2058977002048684096226818108089,-4020234670059090559115601021069],[1611807501508894453125332039280,-10412534545360593696789186143098],[1,0]]>,[[[-1611807501508894453125332039255,10412534545360593696789186143118],[-1,0]],[[25,20],[1,0]],[[-4906511664741055700699070919842,-1299271942679513744867746130896],[-173266852127791272184489065497,-215646816279714168698820589817]],[[6518319166249950153824402959073,-9113262602681079951921440012242],[173266852127791272184489065497,215646816279714168698820589817]]]>,<83,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,82,1]>,[[-28911369155817787001486842599356244210,0],[53333171785645192574204639085079949443,0],[1,0]]>,[[[77335935219859277843618241802858142807,-98586310506466503197194746302526589198],[0,0]],[[-24002763434214085269413602717778193391,98586310506466503197194746302526589198],[0,0]],[[-53333171785645192574204639085079949429,0],[-1,0]],[[14,0],[1,0]]]>*] [x,x^2-x-9,x^2-x+21,x^2-x+768,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,37,83],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,37,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,37,83],[1,6,1],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[4,3]>,<1,83,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,37,83],[1,1,6],1,[1.000000000,1.034503778,0.8892453794],<"notfaithful",0>,[4,3]>,<1,37*83,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,37,83],[1,6,6],1,[1.000000000,4.308474796,1.608782308],<"notfaithful",0>,[4,3]>,<2,37*83,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[3,37,83],[1,6,6],1,[1.000000000,1.796164725,1.216497917],<"2.37_83.4t3.2",1>,[4,3]>]
x^4-2*x^3-6*x^2+7*x-118 -11*521^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 5 [[-13288085],[-8292394],[8292395],[13288086]] 4 [4,3,2,5,4,4,5,5,3,4,1,2,5,5,2,1,1,5,3,1,5,5,4,3,1,4,3,5,5,1,4,5,3,5,5,4,3,3,5,5,3,3,3,5,4,2,4,3,5,3,4,5,5,3,3,4,3,4,5,5,4,4,5,2,2,1,3,5,5,5,2,4,3,4,2,1,3,2,3,5,1,1,4,1,5,3,2,4,5,2,3,4,3,5,2,4,3,3,4,4,4,4,4,5,4,3,3,4,3,4,5,5,3,1,2,3,3,3,3,4,3,5,5,1,3,4,1,2,3,4,5,5,3,2,5,4,3,4,2,4,4,5,2,5,3,3,4,4,2,3,5,1,3,4,3,3,4,2,4,4,3,5,5,2,2,2,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+7,2>,<x^2-16*x+1923,3>]*],[*[4],"CYC",0,5*]] [*<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[118011479176422809681,0],[11,0],[1,0]]>,[[[288145389868605024727,-109887030018272852707],[0,0]],[[-288145389868605024726,109887030018272852707],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<13,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,12,1]>,[[1657738318707193073125,0],[-1657738318707193073124,0],[480914969311782935274,201979185749917665102],[-480914969311782935273,-201979185749917665102]]>,<521,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,515,1]>,[[-275450608938951452000866833443984965152006530684116818,-83447900647798995204961675175929088533114709379284449],[214936589901608136371483109134185227832258134523890206,-576819320225993842743675856253376561630411864064320535],[1,0]]>,[[[-214936589901608136371483109134185227832258134523889903,576819320225993842743675856253376561630411864064321042],[-1,0]],[[303,507],[1,0]],[[-302,-507],[-1,0]],[[214936589901608136371483109134185227832258134523889904,-576819320225993842743675856253376561630411864064321042],[1,0]]]>*] [x,x^2-x-130,x^2-x+3,x^2-x+1433,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[11,13,521],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,521,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[11,13,521],[1,1,6],1,[1.000000000,1.696672141,1.234940665],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[11,13,521],[6,4,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,11*521,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[11,13,521],[6,3,6],1,[1.000000000,0.8299743371,0.7668570332],<"notfaithful",0>,[4,3]>,<2,11*521,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[11,13,521],[6,3,6],1,[1.000000000,1.005984624,0.9915902110],<"2.11_521.4t3.1",1>,[4,3]>]
x^4-x^3+616*x^2-628*x+110113 13^2*197^3 0 2 4 "C4" [[2,3,4,1],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[2,3,4,1]>,<4,1,[4,1,2,3]>] [[1,1,1,1],[2,2],[4]] 19 x-1 5 [[-1043551],[643841],[697214],[-297503]] 2 [3,4,3,1,3,4,3,1,1,1,3,2,1,2,1,1,2,1,3,4,3,3,1,4,1,1,4,2,1,3,2,4,1,3,4,4,2,1,3,2,4,2,1,2,1,4,3,1,4,3,1,2,4,1,1,3,4,3,4,3,3,1,4,1,2,3,1,4,1,3,2,3,4,4,2,4,3,3,1,1,2,4,2,2,3,1,1,2,3,3,4,2,1,2,2,2,3,2,3,3,4,1,2,1,4,3,2,3,3,2,1,1,1,2,2,3,4,4,2,4,2,3,3,1,2,3,3,3,2,2,1,3,2,3,3,2,2,1,2,3,2,1,3,1,2,2,1,4,3,4,4,2,3,3,4,3,4,4,3,3,3,3,3,4,3,4,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x-8311,3>,<x+9616,4>]*]] [*<7,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[20822583099427973,-531523252361104,88744400863542,91680982943806]>,<13,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,4,3],[1],[[[2,1,4,3]]],20,<<[],[2,12,1]>,[[-4083810987132582115397,8941717817166281031599],[2322287528703350401596,5138288865170758259976],[1,0]]>,[[[-2322287528703350401595,-5138288865170758259971],[-1,0]],[[1,5],[1,0]],[[-3298396394573340222065,9422372734544097049756],[-712473417596268593113,-101341756618718026106]],[[5620683923276690623660,-4284083869373338789790],[712473417596268593113,101341756618718026106]]]>,<197,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[490053457,13083164,131596,591,1]>,[[1649503583251779892938982266794882576613996652,-1605802806864955044930516079210649890313526,5505609623536988725476055128722228195360008,5735010024517696589037557425752321036833343],[-542302547918393389459391430179139477242948426,-9634816841189730269583096475263899341879785,-11125919447564331382732861405959502811456684,-5735010024517696589037557425752321036833343],[-1107201035333386503479590836615743099371048373,11240619648054685314513612554474549232193310,5620309824027342657256806277237274616096676,0],[148,1,0,0]]>*] [x,0,x^2-x-49,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,13,197],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,13*197,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[7,13,197],[1,5,5],0,[-0.6814517408+0.7318630507*i,0.9870160875+0.5797363570*i,0.9723714942+0.1842170950*i],<"1.13_197.4t1.2",1>,[4,1]>,<1,197,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[7,13,197],[1,3,5],1,[1.000000000,0.4750008885,0.6996107555],<"notfaithful",0>,[4,1]>,<1,13*197,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[7,13,197],[1,5,5],0,[-0.6814517408-0.7318630507*i,0.9870160875-0.5797363570*i,0.9723714942-0.1842170950*i],<"1.13_197.4t1.2",2>,[4,1]>]
