x^5-x^4-9*x^3+x^2+8*x-3 3^3*17^2*227 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 457 x-1 5 [[1331544770227],[608921870770],[-3748864377137],[722525660058],[1085872076083]] 1 [6,1,6,6,5,5,3,4,7,7,7,7,3,6,5,5,2,5,5,5,3,3,6,7,3,5,6,4,6,5,7,7,4,3,3,5,5,5,7,2,6,6,4,7,4,5,2,7,4,7,6,5,2,4,7,5,6,6,7,6,2,3,7,7,5,5,6,4,7,3,6,5,7,5,5,3,4,7,6,3,5,7,6,7,6,3,5,1,7,1,6,5,4,4,5,2,3,6,4,3,7,5,5,4,5,5,7,7,6,4,5,4,3,5,6,4,6,4,6,5,3,4,4,6,3,4,6,6,5,2,5,7,3,3,4,2,5,5,5,3,5,4,5,4,5,6,3,5,5,7,6,4,5,3,2,7,3,7,6,5,6,4,6,7,7,5,2,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<3,6,6,[[1,2,4,5,3],[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4],[1,2,4,5,3]],[1,2,3,4,5],[1,2,4],[1,2],[[[1,2,4,5,3],[1,2,3,5,4]],[[1,2,4,5,3]]],20,<[],[-94206453,-282619359,-1031573094,-1592113923,-113304354,635649381,1]>,[[-789814389,0,-1162261467,-1162261467,1162261467,-1162261467],[-1051839344,0,0,0,0,0],[-464199676,-237220764,246145417,-96275613,-467676527,454302822],[346603673,-520399698,-169493615,-550070353,163514551,-529137658],[-365273197,-404641005,-76651802,-515915501,304161976,74834836]]>,<17,6,3,[[1,2,4,5,3],[2,1,5,4,3]],[[1,2,3,4,5],[2,1,5,4,3],[1,2,4,5,3]],[2,1,5,4,3],[1,3,4],[1],[[[1,2,4,5,3]]],20,<<[],[3,16,1]>,[[-742240299091172583164479,0],[1257605330724675166379544,0],[-751381290084219082982502,0],[1,0]]>,[[[-49886942252596328786450,1564812240341528847488701],[0,0],[0,0]],[[-701494347831622754196060,-1564812240341528847488701],[0,0],[0,0]],[[-1800177118604003674619788,744074381206128978586520],[101323572545821860753819,-91928744044025972026402],[51822766532871772058901,96130009198540718325045]],[[3,0],[1,0],[0,0]],[[-1512672997959349764799305,-744074381206128978586520],[-101323572545821860753820,91928744044025972026402],[-51822766532871772058901,-96130009198540718325045]]]>,<227,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[225,2,0,1]>,[[-63626137455526592035030914730457853734010375127,0,0],[-42925529958273115546870591973396753563023887806,0,0],[1,0,0]]>,[[[-27950552253576443287220205875852530595868181670,-58038251191640859821336295539514683427787774490,-43227216978929408778664390430403991697734435557],[0,0,0]],[[12784616586037598919123700052119137469302778415,21488181881629114675494351594172534329501055206,20319844929096478076060423032438541492733055807],[0,0,0]],[[-27759594290734271178774086149663360436458484728,36550069310011745145841943945342149098286719284,22907372049832930702603967397965450205001379750],[0,0,0]],[[42925529958273115546870591973396753563023887895,0,0],[-1,0,0]],[[89,0,0],[1,0,0]]]>*] [x,x^2-x-170,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,17,227],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,3*227,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,17,227],[8,1,8],1,[1.000000000,2.352733410,1.399521641],<"notfaithful",0>,[5,5]>,<4,3^5*17^2*227^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[0],[-1]],[[1],[-1]]],[3,17,227],[8,9,10],1,[0,0,0],<"4.3e5_17e2_227e3.10t12.1",1>,[5,5]>,<4,3^3*17^2*227,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[0],[-1]]],[3,17,227],[8,9,10],1,[1.000000000,0.7094475581,0.8912999008],<"4.3e3_17e2_227.5t5.1",1>,[5,5]>,<5,3^6*17^4*227^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[3,17,227],[8,8,9],1,[0,0,0],<"5.3e6_17e4_227e2.10t13.1",1>,[5,5]>,<5,3^7*17^4*227^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[-1]],[[1],[1],[1]]],[3,17,227],[8,9,10],1,[0,0,0],<"5.3e7_17e4_227e3.6t14.1",1>,[5,5]>,<6,3^7*17^4*227^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[-1]],[[1],[2],[1]],[[1],[0],[0],[-1]]],[3,17,227],[8,9,10],1,[0,0,0],<"6.3e7_17e4_227e3.20t35.1",1>,[5,5]>]
x^2-x+654210 -61*42899 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[54],[-53]] 2 [1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<61,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[655140,61,1]>,[[-30,-1],[31,1]]>,<42899,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[460735260,42899,1]>,[[-21449,-1],[21450,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[61,42899],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,61*42899,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[61,42899],[3,3],1,[1.000000000,3.239346589,1.520962303],<"1.61_42899.2t1.1",1>,[2,1]>]
