x^2-x-55444 463*479 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[126247],[-126246]] 1 [1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<463,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1852,463,1]>,[[-231,-1],[232,1]]>,<479,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1916,479,1]>,[[-239,-1],[240,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[463,479],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,463*479,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[463,479],[3,3],1,[1.000000000,1.022366810,1.123708314],<"1.463_479.2t1.1",1>,[2,1]>]
x^3+25*x-90 -5^2*19*37 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[7741502],[-2015016],[-5726486]] 2 [1,2,2,3,3,3,2,1,2,1,3,1,2,2,3,2,1,2,2,2,3,3,1,3,3,1,3,2,3,3,2,2,1,3,3,2,3,2,3,2,3,2,2,3,3,2,2,2,3,3,1,2,1,2,3,3,2,3,2,3,2,2,2,2,2,2,3,2,2,1,2,3,3,2,2,3,2,1,1,3,3,3,3,2,3,3,3,2,2,2,2,2,3,3,2,2,2,2,3,2,1,2,1,3,3,2,2,3,2,2,1,3,3,1,2,2,2,2,2,2,3,2,2,3,3,2,2,3,2,1,3,2,2,2,1,2,2,2,3,2,2,1,1,3,3,2,2,3,2,2,2,1,2,2,1,3,2,3,1,2,2,2,2,2,1,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[261538,-19407,20013]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-90,0],[25,0],[0,0],[1,0]]>,[[[25828467500250,12914233750125],[8749893196643,9143318180353],[-2264989215610,-1132494607805]],[[0,0],[1,0],[0,0]],[[-25828467500250,-12914233750125],[-8749893196644,-9143318180353],[2264989215610,1132494607805]]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1438709713327759441784100,-4144954631393480057447779,1]>,[[-4144954631393480057447805,0],[4144954631393480057447792,-1],[13,1]]>,<37,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-9105397978827776106026027710035,-1827823988030846843580821042378,1]>,[[-1827823988030846843580821042448,0],[1827823988030846843580821042413,-1],[35,1]]>*] [x,x^2-x+176,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,19,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,19*37,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,19,37],[1,2,4,4],1,[1.000000000,1.658823755,1.190454855],<"notfaithful",0>,[3,2]>,<2,5^2*19*37,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,19,37],[1,4,5,5],1,[1.000000000,3.469229264,1.746081748],<"2.5e2_19_37.3t2.1",1>,[3,2]>]
x^4-23*x^2-7 -7*557^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 6 [[98157896],[-117586431],[117586431],[-98157896]] 4 [3,5,5,1,3,5,4,4,3,1,5,3,5,1,5,3,4,5,2,2,4,1,4,5,4,4,5,3,2,2,1,4,2,4,2,3,4,3,4,4,2,4,3,3,1,5,3,5,4,4,2,3,4,5,5,2,5,5,1,1,5,5,4,5,5,1,3,2,3,5,5,2,4,2,2,4,1,4,1,5,5,3,3,5,5,2,3,2,4,2,4,5,2,3,3,4,5,4,5,2,2,1,4,3,3,5,5,4,1,5,5,3,1,4,1,3,5,4,2,2,4,2,5,3,5,1,3,5,4,5,2,3,3,3,5,5,4,5,4,1,5,3,3,3,4,5,4,5,4,3,3,4,2,4,3,1,3,4,5,4,2,3,3,4,1,4,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-138,2>,<x^2+1008,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-159956,104217],[159956,-104217],[-260115,104217],[260115,-104217]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[37866454933086640,0,1]>,[[-15994053791115046,0],[15994053791115046,0],[0,-1],[0,1]]>,<557,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1678118465642287114072439211390628504935456194467987563,1467378971983116439159247602847719853662854084010297599,1]>,[[-1467378971983116439159247602847719853662854084010297154,-1],[445,1],[-445,-1],[1467378971983116439159247602847719853662854084010297154,1]]>*] [x,x^2-x-139,x^2-x+2,x^2-x+975,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,557],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,557,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,557],[3,1,6],1,[1.000000000,0.4630214887,0.6997338199],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,557],[1,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,7*557,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,557],[3,6,6],1,[1.000000000,1.207492653,0.9306140155],<"notfaithful",0>,[4,3]>,<2,7*557,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,7,557],[3,6,6],1,[1.000000000,1.387400106,1.076607614],<"2.7_557.4t3.1",1>,[4,3]>]
x^5-30*x^3+180*x-52 2^4*5^5*71^2 5 0 20 "F5" [[5,3,1,2,4],[1,4,5,2,3],[1,3,4,5,2]] [<1,1,[1,2,3,4,5]>,<2,5,[1,4,5,2,3]>,<4,5,[1,3,4,5,2]>,<4,5,[1,5,2,3,4]>,<5,4,[5,3,1,2,4]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 11 x^2+7*x+2 15 [[-1704548846259423,0],[-799900758567986,-1015072075718109],[-579185968806411,974290056919171],[-2048892567372525,1015072075718109],[955279971590694,-974290056919171]] 1 [4,3,1,3,2,4,3,2,4,2,2,4,2,3,3,4,1,2,3,1,3,2,3,2,3,5,3,4,2,4,3,5,3,5,5,5,4,4,4,4,2,2,5,4,3,2,2,3,3,2,3,5,2,5,3,3,5,5,4,2,4,3,3,5,3,3,2,3,3,5,4,2,4,3,2,4,5,3,2,2,2,2,5,4,5,4,5,3,2,3,3,5,3,2,2,3,2,5,4,2,4,4,4,2,5,4,4,3,5,2,3,3,4,5,2,5,3,4,4,2,2,4,4,4,2,2,1,2,3,4,2,4,2,3,2,5,4,4,4,1,5,5,4,3,2,2,3,4,5,4,4,5,4,3,3,2,5,2,3,5,4,3,3,5,4,3,2,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-27000*x^3+145800000*x+3351400000,3>,<x^5-27000*x^3+145800000*x-1263600000,4>]*],[*[5],"CYC",0,5*]] [*<2,20,5,[[3,4,5,1,2],[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,4,2,5,3],[1,3,5,2,4],[3,4,5,1,2]],[1,3,5,2,4],[1,2,3,4,5],[1],[[[3,4,5,1,2]]],20,<<[],[1,1,0,0,1]>,[[28374,0,0,0],[21610,0,0,0],[117032,0,0,0],[259444,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[186192,0,0,0],[-119390,0,0,0],[8713,0,0,0],[9641,0,0,0],[82086,0,0,0]],[[130896,61040,-249936,236592],[193692,-78852,-198096,-131066],[87034,200306,220612,206331],[137079,6933,63421,11223],[219575,29809,175927,145366]],[[-234528,-136848,154528,-250640],[-112864,-147928,243862,-190282],[3720,11168,261919,182627],[113842,48041,205784,155003],[209782,2447,165321,219690]],[[-139840,-91104,-230064,225136],[-109564,-215646,31536,-185882],[129530,127965,54508,175611],[80144,75764,102675,22691],[86390,177295,8393,229930]],[[57280,166912,-198816,-211088],[148126,-81862,-77302,-17058],[33147,184849,249393,221863],[183582,131406,152408,73227],[188599,52593,174647,191446]]]>,<5,20,20,[[3,4,5,1,2],[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,4,2,5,3],[1,3,5,2,4],[3,4,5,1,2]],[1,2,3,4,5],[1,2,3,4,5],[1,2],[[[3,4,5,1,2],[1,3,5,2,4]],[[3,4,5,1,2]]],20,<[],[-35437879664995,17703152008775,7235122599950,-44780978035600,4368264310205,-24202643551500,14793618397145,25705611081955,-44890298034420,-36520786222935,6919712557990,3162181909370,26488615295720,-33767971478125,-10731954044330,15103558376815,27234583069235,42612744524540,44107439582550,8583068851655,1]>,[[-3745545262848,-7482079676910,3657344082990,-286418041500,1866184336845,-1503071413220,-610742547415,1433166006405,-1468426700469,1133877057875,1764375751108,1309875748527,-1276696575472,-1882565425776,1159667014333,-310354709206,1762289643834,-234210688413,-47566797553,-360538285977],[-5371337965068,-8019045652925,6625334719680,-1436471933075,-608326901960,-797823715620,-1810912346110,1581807681520,451321398131,-198561104271,755635557092,-1016759004437,-775564587223,162082187177,990116372938,490876573849,-336374149190,1816336182312,168723528767,604115116404],[-2928207706643,8541232385250,1519150790375,3724871905665,-231246666735,-606646054010,-1507564184265,-1400745703230,438267604756,277115929538,-1719198644051,7086287664,-314201002524,1328864353475,1536679657914,380051965309,-1390461412470,856376374433,617692402390,330234036979],[-5620777542738,-3227313535280,-1594946315080,-7443413837325,-1343878066695,-309732378190,809363726540,1328900572845,11680030046,-73627301848,1795356045204,-1771904270905,139036014465,-1865220487202,-1538358549089,-403771946226,-775722992106,148945578420,-1071558217984,-712887954721],[-1407617850828,-8886279848260,8866603050160,5441431906235,317267298545,-597423704585,-694841914375,871568708085,567157667536,-1138804581294,1218528556272,1471701239151,-1587271114871,-1557857893299,1666592769529,-156801883726,740268909932,1227249818873,332709084380,139077087315]]>,<71,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[3053571476600893533666385027637827900,-5261202141984250007354977151173737618,1]>,[[-1863084950668563461463726457221724640,0],[5261202141984250007354977151173737679,-1],[61,1],[5154382641430629540025381162834267856,-56794796578606720889780929055141867],[2044110743645104946746235283346921445,56794796578606720889780929055141867]]>*] [x,x^2-x-1,x^4-x^3-89*x^2+89*x+1531,x^4-x^3-89*x^2+89*x+1531,0] [1,2,4,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,13,71],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,13,71],[3,6,3,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,5*71,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,5,13,71],[4,6,4,6],0,[-0.8506508084-0.5257311121*i,0.6506346376+4.768968494E-5*i,0.9440329483+0.1116261276*i],<"notfaithful",0>,[5,3]>,<1,5*71,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,5,13,71],[4,6,4,6],0,[-0.8506508084+0.5257311121*i,0.6506346376-4.768968494E-5*i,0.9440329483-0.1116261276*i],<"notfaithful",0>,[5,3]>,<4,2^4*5^5*71^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1]],[[1],[-2],[1]]],[2,5,13,71],[6,6,3,7],1,[0,0,0],<"4.2e4_5e5_71e2.5t3.1",1>,[5,3]>]
x^5-10*x^3+20*x-472 2^4*5^5*71^2 1 2 20 "F5" [[2,4,1,5,3],[1,5,4,2,3],[1,3,2,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[1,3,2,5,4]>,<4,5,[1,5,4,2,3]>,<4,5,[1,4,5,3,2]>,<5,4,[2,4,1,5,3]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 29 x^2+24*x+2 10 [[-170201804572684,201309695838191],[70035768556602,44314240301648],[205405273185486,0],[-152091532082548,-44314240301648],[46852294913144,-201309695838191]] 2 [3,4,1,4,5,4,3,5,3,2,5,4,2,4,4,4,2,2,4,1,3,5,4,2,3,1,4,3,2,4,4,2,3,2,5,2,4,3,3,4,5,2,2,4,3,5,1,4,4,2,3,2,2,2,3,4,5,2,4,2,3,3,4,2,3,3,5,3,4,5,4,5,3,3,1,3,5,3,2,2,1,2,2,4,2,3,5,3,2,4,4,2,4,5,5,4,2,5,3,2,3,4,3,2,2,4,3,3,2,2,4,3,4,2,5,1,4,3,4,5,2,4,4,3,5,2,5,5,4,4,5,3,5,3,2,5,4,3,4,5,2,5,3,4,2,5,3,4,2,3,4,5,3,4,4,5,2,2,3,1,3,3,4,2,4,4,5,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-1000*x^3+200000*x-328464800000,3>,<x^5-1000*x^3+200000*x-47200000,4>]*],[*[5],"CYC",0,5*]] [*<2,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[2],[[[1,3,2,5,4]]],20,<<[],[1,1,1]>,[[-76820,-273894],[520486,167202],[1,0]]>,[[[87338,0],[0,0]],[[0,0],[1,0]],[[3802,94942],[131071,0]],[[-3802,-94942],[62599,125197]],[[-87338,0],[68473,5875]]]>,<5,20,20,[[5,1,2,3,4],[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3],[5,1,2,3,4]],[1,2,3,4,5],[1,2,4,3,5],[1,2],[[[5,1,2,3,4],[1,3,5,2,4]],[[5,1,2,3,4]]],20,<[],[-46382163774845,13015520454675,-15862377926125,10817139730075,20986953012430,46644316164875,-23572805602950,-27555645951000,17226022887575,-30549676021455,-5245297801075,27401581567175,47483654891400,21857336405175,-28866400531495,-29823018397000,-28527215295530,-28008664093685,10927518209110,39736429850285,1]>,[[-2113168645508,1667374978420,8425394906785,2996637380550,-2404477421171,4039665460860,-1549918406840,4342815236810,-8917272265419,2158746954061,6717475429230,-3351057906570,-6196399577091,5202818520888,21990705899,5290497205475,-6152562984056,-5179166489110,8015777762596,-6683685084717],[-862167345623,-7009266996365,-284755458920,179119269860,9109565944814,1769700411314,3523587407620,-4370690677655,-5475562602959,-9012137648968,5389686056266,2530053652760,9248533890764,2550390529272,5127679049247,7690605512374,4184446712659,1312454408439,-280524976519,8283088803474],[7101462669052,-1462552431400,-2935681683600,-3228833774695,-135400490266,110865663188,-9383613176865,6454597584555,7777179033206,8244919035578,8393679362374,8504013133665,-9520613594766,8630571255551,6846694233393,7448530275782,603740915304,-1845730576927,1606050860417,3805747861826],[5284421763902,9153757829440,410426127195,4996361008260,2200532368454,5538482657307,-8775217855170,38707743025,-3367018723049,3457523491359,-2139866894591,-4309929211800,-8821129793576,8258008796160,-8481667659213,-9374871257522,3054352265364,4733620470787,6060749087609,-3895208993862],[-9410548441823,-2349313380095,-5615383891460,-4943283883975,-8770220401831,7614772135456,-2888324296870,-6465429886735,-9090811769904,-4849051832030,712512374846,-3373079668055,-3783877253456,-5568302773746,-3514696329326,8018724592016,-1689976909271,978822186811,3671433594022,-1509942586721]]>,<7,4,1,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[1],[[]],20,<[],[3,4,5,0,1]>,[[-6095807365831142,0,0,0],[-1724914326907392,5573837280321811,1359336401590767,5383527732801397],[1033844435364771,1738265754541705,1310693355076180,4443833994758750],[5484181026945133,-3474867204054236,2306207392414536,-2501578962745188],[1302696230428630,-3837235830809280,-4976237149081483,4073112420558184]]>,<71,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[3448325588184592350452862818528393879,-3420480803218267602191052025539037053,1]>,[[-5100210613949956772486609056947478224,0],[3420480803218267602191052025539037099,-1],[46,1],[2175600549961994459364344853520579678,-56794796578606720889780929055141867],[-495870739230305289068787822112138599,56794796578606720889780929055141867]]>*] [x,x^2-x-1,x^4+355*x^2+25205,x^4+355*x^2+25205,0] [1,2,2,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,71],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,71],[3,6,3,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,2^2*5*71,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,5,7,71],[6,6,4,6],0,[-0.8506508084-0.5257311121*i,0.8510170586+0.5259574672*i,0.9943175711+0.1339207777*i],<"notfaithful",0>,[5,3]>,<1,2^2*5*71,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,5,7,71],[6,6,4,6],0,[-0.8506508084+0.5257311121*i,0.8510170586-0.5259574672*i,0.9943175711-0.1339207777*i],<"notfaithful",0>,[5,3]>,<4,2^4*5^5*71^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-2],[1]]],[2,5,7,71],[6,7,3,8],1,[0,0,0],<"4.2e4_5e5_71e2.5t3.2",1>,[5,3]>]
x^6-14*x^4+49*x^2-28 2^10*7^5*11^2 6 0 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 8 [[6892840752,1233936974],[-8425184028,0],[-1665538261,1233936974],[-6892840752,-1233936974],[8425184028,0],[1665538261,-1233936974]] 1 [1,5,3,1,3,6,3,4,3,5,4,4,3,3,4,4,5,6,6,3,3,6,4,2,6,6,4,3,1,5,6,4,5,4,1,6,3,6,5,6,6,3,3,4,5,4,3,4,4,3,4,6,3,1,6,6,3,5,5,4,4,2,4,4,6,4,6,4,3,2,2,6,4,5,6,4,4,3,5,3,1,4,6,2,5,2,1,4,6,3,1,5,3,3,2,5,3,2,4,5,3,1,4,4,3,6,5,3,3,3,1,1,5,1,3,5,5,4,4,3,3,4,2,6,5,5,4,4,4,6,3,2,3,4,3,3,3,4,3,4,4,5,3,3,3,4,2,3,5,3,5,6,6,5,2,3,2,6,3,6,2,4,2,5,1,4,3,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-84,2>,<x^3-5292*x-15120,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[1,2,4,3,6,5],[2,1,6,5,4,3]],[[1,2,3,4,5,6],[2,1,6,5,4,3],[1,2,4,3,6,5],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,2,4,3],[2,4],[[[1,2,4,3,6,5],[2,1,6,5,4,3]],[[1,2,4,3,6,5]]],20,<[],[-58726,439548,304518,262140,1]>,[[95846,82996,89574,0],[-95846,-82996,-89574,0],[35225,-35072,17460,44787],[1,-47924,24038,20749],[-1,47924,41498,44787],[-35225,35072,48076,20749]]>,<7,6,6,[[3,6,2,5,1,4]],[[1,2,3,4,5,6],[6,5,4,3,2,1],[2,4,6,1,3,5],[4,1,5,2,6,3],[3,6,2,5,1,4],[5,3,1,6,4,2]],[1,2,3,4,5,6],[1,2,5,5,6,6],[1],[[[3,6,2,5,1,4]]],20,<[],[-28,0,49,0,-14,0,1]>,[[0,-1,0,0,0,0],[0,1543111241226441,0,-318895693493657,0,4261209271152338],[0,1543111241226440,0,-318895693493657,0,4261209271152338],[0,-1543111241226440,0,318895693493657,0,-4261209271152338],[0,-1543111241226441,0,318895693493657,0,-4261209271152338],[0,1,0,0,0,0]]>,<11,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,7,1]>,[[48913871993652957038,-48289787496079900991],[91788742187963616444,-262096071488821827807],[1,0]]>,[[[91788742187963616442,-262096071488821827817],[0,0]],[[-91788742187963616442,262096071488821827817],[0,0]],[[-91788742187963616443,262096071488821827812],[-1,0]],[[1,5],[1,0]],[[-1,-5],[-1,0]],[[91788742187963616443,-262096071488821827812],[1,0]]]>*] [x,x^2-22,x^2-7,x^2-154,x^3-x^2-16*x+8,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*11,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,7,11],[7,1,7],1,[1.000000000,1.274160922,1.099926244],<"notfaithful",0>,[6,3]>,<1,2^2*7,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,11],[7,7,2],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[6,3]>,<1,2^3*7*11,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,11],[7,7,7],1,[1.000000000,1.717913793,1.167151153],<"notfaithful",0>,[6,3]>,<2,2^3*7^2*11,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,7,11],[7,8,7],1,[1.000000000,1.321027294,1.188926744],<"notfaithful",0>,[6,3]>,<2,2^5*7^2*11,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,7,11],[7,7,8],1,[1.000000000,0.7219344612,0.8889429128],<"2.2e5_7e2_11.6t3.5",1>,[6,3]>]
