x^2-595 2^2*5*7*17 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[55],[-55]] 1 [1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-594,2,1]>,[[1,1],[-1,-1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-595,0,1]>,[[0,-1],[0,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-595,0,1]>,[[0,-1],[0,1]]>,<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-595,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,5,7,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*5*7*17,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,17],[3,3,3,3],1,[1.000000000,1.725018283,1.141080420],<"1.2e2_5_7_17.2t1.1",1>,[2,1]>]
x^5-3*x^3-2*x^2+3*x-3 3^5*5*43 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 47 x^2+45*x+5 5 [[55745593,88550510],[-57600055,-81005362],[-30162238,-88550510],[113895577,0],[-81878877,81005362]] 3 [5,2,4,6,7,7,6,7,6,4,6,4,7,4,3,4,5,5,5,4,4,6,4,6,7,5,7,6,6,2,5,4,5,4,4,7,6,4,4,6,6,3,4,5,3,7,7,4,5,6,5,7,7,5,5,7,5,6,4,7,2,4,5,7,4,6,7,7,7,5,4,5,2,4,4,7,6,7,5,2,3,5,2,6,6,4,6,6,7,4,5,5,5,4,5,7,5,6,6,4,7,3,4,7,5,3,5,7,7,2,3,7,3,6,7,3,2,7,7,5,6,4,5,3,5,2,6,2,4,4,7,7,2,6,4,4,2,5,6,2,7,7,7,3,2,6,7,4,5,7,5,2,5,7,5,4,4,6,6,5,4,7,5,7,3,7,5,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<3,12,6,[[1,2,5,3,4],[2,1,3,4,5],[1,2,3,5,4]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,3,5,4],[2,1,3,5,4],[1,2,5,3,4],[2,1,5,3,4]],[1,2,3,5,4],[1,2,2,3,4,7],[1,3],[[[1,2,5,3,4],[2,1,3,4,5]],[[1,2,5,3,4]]],20,<<[],[2,2,1]>,[[1669142229,0],[369166347,0],[1438078563,0],[1466803197,0],[1616393859,0],[782756712,0],[1,0]]>,[[[107865786,0],[993414624,0],[339562341,0],[-118885867,0],[387615273,0],[-57990828,0]],[[-168930348,0],[-993414624,0],[-339562341,0],[118885867,0],[-387615273,0],[57990828,0]],[[499363142,0],[-472595328,0],[550727939,0],[-146234355,0],[343004598,0],[320202898,0]],[[-534096952,-314947662],[211886574,-24411090],[-245339668,-551106432],[56888184,564901740],[255984131,40065941],[329993446,102674406]],[[95798372,314947662],[260708754,24411090],[-305388271,551106432],[89346171,-564901740],[175852249,347354548],[124644634,284746083]]]>,<5,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[3,3,0,1]>,[[925310498845,0,0],[-3030394939100,0,0],[1,0,0]]>,[[[39994273867888,-431423328897,-9266677830345],[0,0,0]],[[-4550917223275,-17004965151108,16144442444386],[0,0,0]],[[44772100300496,17436388480005,-6877764614041],[0,0,0]],[[-3921511632617,0,0],[-5,0,0]],[[8,0,0],[5,0,0]]]>,<43,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[40,1,0,1]>,[[-93102774224024336164219696477361,0,0],[-164686820936728875534289033646342,0,0],[1,0,0]]>,[[[176020146608255974918802690980195,223698299355277570787189016348027,112845546492049442924820217546491],[0,0,0]],[[95329889594617915258136958493103,-79436710736258612981091471521975,-8189839028407646566178381184147],[0,0,0]],[[31019310637795148729827988374305,-144261588619018957806097544826052,-104655707463641796358641836362344],[0,0,0]],[[164686820936728875534289033646370,0,0],[-1,0,0]],[[28,0,0],[1,0,0]]]>*] [x,x^2-x-161,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,43],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,3*5*43,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,43],[8,8,8],1,[1.000000000,0.7629489551,0.8097658215],<"notfaithful",0>,[5,5]>,<4,3^5*5^3*43^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[-1]]],[3,5,43],[8,9,9],1,[0,0,0],<"4.3e5_5e3_43e3.10t12.1",1>,[5,5]>,<4,3^5*5*43,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[3,5,43],[8,9,9],1,[1.000000000,1.020532455,1.082826210],<"4.3e5_5_43.5t5.1",1>,[5,5]>,<5,3^8*5^2*43^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[3,5,43],[8,9,9],1,[0,0,0],<"5.3e8_5e2_43e2.10t13.1",1>,[5,5]>,<5,3^9*5^3*43^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[1],[1]]],[3,5,43],[8,9,9],1,[0,0,0],<"5.3e9_5e3_43e3.6t14.1",1>,[5,5]>,<6,3^9*5^3*43^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1]],[[1],[0],[0],[-1]]],[3,5,43],[8,9,9],1,[0,0,0],<"6.3e9_5e3_43e3.20t35.1",1>,[5,5]>]
x^3-63*x-78 3^5*5*43 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[-7286],[-2497],[-7024]] 1 [2,1,1,1,2,2,3,2,3,3,3,3,2,1,3,3,2,2,2,3,1,3,3,3,2,2,2,3,3,2,2,1,2,3,1,2,3,3,1,3,1,3,3,2,3,2,2,1,2,3,2,2,2,2,2,2,2,3,3,2,2,1,2,2,1,3,2,2,2,2,3,2,2,1,3,2,1,2,2,2,3,2,2,3,3,3,3,3,2,3,2,2,2,3,2,2,2,3,3,3,2,3,1,2,2,3,2,2,2,2,3,2,1,3,2,1,2,2,2,2,3,3,2,3,2,2,3,2,3,3,2,2,2,1,3,1,2,2,1,2,2,2,2,3,2,3,2,1,2,2,2,2,2,2,2,3,3,1,3,2,3,2,2,2,3,2,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-69450,0],[-82477,27740],[-110217,-27740]]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,4],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[1704264915,0,-1002545127,-426722418,-700239564,938749644,1]>,[[242270490,51023262,68828389,313222467,78475805,320967954],[-293909901,162891429,271421056,207750033,160680197,30393503],[51639411,-213914691,47171044,253868478,148264487,36059032]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-17181253839030,38719947203565,1]>,[[38719947203563,0],[-38719947203564,-1],[1,1]]>,<43,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-100791517766056106073045819844430,221758707542347229471454790572606,1]>,[[221758707542347229471454790572536,0],[-221758707542347229471454790572571,-1],[35,1]]>*] [x,x^2-x-161,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,43],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*5*43,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,43],[2,4,4,4],1,[1.000000000,0.7629489551,0.8097658215],<"notfaithful",0>,[3,2]>,<2,3^5*5*43,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,43],[2,4,5,5],1,[1.000000000,1.794449143,1.147727624],<"2.3e5_5_43.3t2.1",1>,[3,2]>]
x^4-x^3+14*x^2+44*x+49 3*37^2*71 0 2 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 41 x-1 5 [[42553393],[-52086045],[-46939310],[56471963]] 2 [5,4,5,4,2,5,3,3,3,5,5,3,1,3,2,2,3,5,4,4,2,3,4,5,5,4,3,4,3,3,4,5,2,4,2,1,2,5,5,2,5,4,5,5,1,3,4,2,3,2,4,3,5,5,3,4,1,1,3,3,5,4,4,5,3,1,5,4,3,4,3,4,1,1,2,3,3,4,3,3,4,5,5,4,5,1,3,5,3,3,3,3,5,1,3,5,4,4,5,5,3,5,3,5,1,3,5,4,1,4,5,2,4,4,5,4,3,5,3,4,5,4,4,3,4,3,5,4,5,4,2,1,4,5,1,5,2,2,5,3,2,4,4,3,3,4,3,5,5,1,1,4,5,2,5,3,5,4,4,4,5,4,5,4,5,4,5,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-67,2>,<x^2-79*x+1507,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-810715125,0],[810715143,0],[1,0]]>,[[[444724874,39367304],[0,0]],[[365990266,-39367304],[0,0]],[[-810715141,0],[-1,0]],[[2,0],[1,0]]]>,<19,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,18,1]>,[[-5356665091785352747523749,-10680373057703366012215019],[-1059817340854555494431412,10680373057703366012215019],[-860048120981138566625077,647089882333386139779693],[-637148069020207547915677,-647089882333386139779693]]>,<37,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,33,1]>,[[6100373235072193397580009284785,-9810232600128400058109574194068],[-6554827155778229042217323571294,-4601350191258285164986429389783],[1,0]]>,[[[6554827155778229042217323571304,4601350191258285164986429389792],[-1,0]],[[10,9],[1,0]],[[-11134004917356667143809689822323,-5908891555596682425281470401160],[229060852637558072452756278391,-281454005988545205039296007165]],[[4579177761578438101592366251010,1307541364338397260295041011359],[-229060852637558072452756278391,281454005988545205039296007165]]]>,<71,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[7,69,1]>,[[-806241284515749687394843253959878198,0],[5039149564084183909057394697473576685,0],[1,0]]>,[[[-8352006640177955010803497978269342,2691059953589580272012356620709674318],[0,0]],[[5047501570724361864068198195451845934,-2691059953589580272012356620709674318],[0,0]],[[-5039149564084183909057394697473576638,0],[-1,0]],[[47,0],[1,0]]]>*] [x,x^2-x-9,x^2-x-53,x^2-x-1970,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,19,37,71],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,37,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,19,37,71],[1,3,6,1],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[4,3]>,<1,3*71,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,19,37,71],[6,1,1,6],1,[1.000000000,0.5879291511,0.7619765077],<"notfaithful",0>,[4,3]>,<1,3*37*71,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,19,37,71],[6,3,6,6],1,[1.000000000,2.397467407,1.373209952],<"notfaithful",0>,[4,3]>,<2,3*37*71,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[3,19,37,71],[6,3,6,6],1,[1.000000000,0.4447019901,0.8306490105],<"2.3_37_71.4t3.1",1>,[4,3]>]
x^4-2*x^3-8*x^2+9*x+11 3*37^2*71 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 6 [[-556776],[556777],[818361],[-818360]] 1 [5,4,5,4,1,5,3,3,3,5,5,3,2,3,1,1,3,5,4,1,2,3,4,5,5,4,3,4,3,3,4,5,1,4,1,1,2,5,5,1,5,4,5,5,2,3,4,2,3,2,4,3,5,5,3,4,2,1,3,3,5,4,4,5,3,2,5,4,3,4,3,4,1,1,2,3,3,4,3,3,4,5,5,4,5,2,3,5,3,3,3,3,5,2,3,5,4,4,5,5,3,5,3,5,1,3,5,4,2,4,5,2,4,4,5,4,3,5,3,4,5,4,4,3,4,3,5,4,5,4,2,2,4,5,2,5,1,2,5,3,2,4,4,3,3,4,3,5,5,2,1,4,5,1,5,3,5,4,4,4,5,4,5,4,5,4,5,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+9,2>,<x^2-20*x-113,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[810715137,0],[3,0],[1,0]]>,[[[540843921,-1202548280],[0,0]],[[-540843920,1202548280],[0,0]],[[-1,0],[-1,0]],[[2,0],[1,0]]]>,<37,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,33,1]>,[[8880298837913602151847559366866,2910217956944381542074014186177],[-9077847382605968187858170355093,-6155623154500036551188071848568],[1,0]]>,[[[9077847382605968187858170355093,6155623154500036551188071848596],[-1,0]],[[0,28],[1,0]],[[1,-28],[-1,0]],[[-9077847382605968187858170355092,-6155623154500036551188071848596],[1,0]]]>,<71,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-5039149564084183909057394697473575336,71,1]>,[[-2656280285413037495816218218245946816,0],[2656280285413037495816218218245946817,0],[-35,-1],[36,1]]>*] [x,x^2-x-9,x^2-x-53,x^2-x-1970,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,37,71],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,37,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,37,71],[1,6,1],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[4,3]>,<1,3*71,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,37,71],[6,1,6],1,[1.000000000,0.5879291511,0.7619765077],<"notfaithful",0>,[4,3]>,<1,3*37*71,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,37,71],[6,6,6],1,[1.000000000,2.397467407,1.373209952],<"notfaithful",0>,[4,3]>,<2,3*37*71,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[3,37,71],[6,6,7],1,[1.000000000,0.6981810917,0.8598739395],<"2.3_37_71.4t3.2",1>,[4,3]>]
x^4-x^3+2*x^2+x-5 -2^3*3^2*521 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 191 x-1 5 [[-14614725392],[26072332985],[-98039867536],[86582259944]] 3 [3,5,3,4,4,3,5,5,2,5,5,5,3,3,5,5,4,2,5,5,5,4,4,3,4,5,4,3,4,4,5,3,5,5,4,5,4,5,4,4,3,4,1,5,3,3,4,1,3,2,4,4,5,5,3,3,4,3,2,5,4,5,3,5,4,3,5,3,3,4,4,3,4,3,4,5,4,5,5,3,4,3,3,4,2,3,4,4,2,5,3,5,4,5,4,3,4,1,2,3,4,5,4,3,2,5,5,2,4,4,4,4,3,2,5,5,3,4,4,4,2,3,4,2,3,5,5,5,2,5,3,4,4,5,5,4,4,4,3,1,4,4,5,3,4,2,5,4,1,4,4,4,3,5,5,4,3,4,4,3,5,5,4,2,4,3,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[3],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-237014,0],[-99640,0],[1,0]]>,[[[15176,129993],[0,0]],[[-114817,-129993],[0,0]],[[1,0],[1,0]],[[99641,0],[262143,0]]]>,<3,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[730101195,-7913238],[-26279400,1717112805],[1,0]]>,[[[26279400,-1717112803],[-1,0]],[[0,2],[1,0]],[[1661665559,1074809254],[-324165417,268834418]],[[-1687944958,642303547],[324165417,-268834418]]]>,<521,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[55594672883601962717393204661894494389544155367622643,268629874789578923832886639988143696717470602383365010,1]>,[[302868641277471320016778612896060674139227730639886565,0],[-34238766487892396183891972907916977421757128256521712,0],[-268629874789578923832886639988143696717470602383364931,-1],[79,1]]>*] [x,x^2+1042,x^3-14*x-32,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,521],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*521,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,521],[6,3,6],1,[1.000000000,0.5839387066,0.8774784975],<"notfaithful",0>,[4,5]>,<2,2^3*521,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,3,521],[6,3,6],1,[1.000000000,1.882346885,1.317927186],<"notfaithful",0>,[4,5]>,<3,2^6*3^2*521^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,3,521],[6,7,7],1,[0,0,0],<"3.2e6_3e2_521e2.6t8.2",1>,[4,5]>,<3,2^3*3^2*521,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[1]],[[1],[-2],[1]]],[2,3,521],[6,7,8],1,[1.000000000,1.065706329,0.9960534333],<"3.2e3_3e2_521.4t5.1",1>,[4,5]>]
