x^2+457 -2^2*457 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[18836],[-18836]] 2 [1,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[458,2,1]>,[[1,1],[-1,-1]]>,<457,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[457,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,457],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*457,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,457],[3,3],1,[1.000000000,0.5878300235,0.8526465960],<"1.2e2t457.2.1.2t1.1",1>,[2,1]>]
x^5-x^4+4*x^3-4*x^2+5*x-4 11^2*397 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 167 x-1 5 [[16469234244],[-36711405712],[-6726240576],[-56466095550],[-46457478012]] 3 [5,6,5,5,3,5,7,4,4,4,6,4,7,6,6,7,7,2,6,5,6,6,4,5,6,5,7,6,5,7,4,3,6,7,5,3,7,4,1,6,6,2,3,7,2,5,7,5,7,6,7,5,5,7,3,5,5,6,6,6,5,4,6,5,5,5,5,2,5,4,4,5,6,2,7,4,2,2,3,3,5,5,4,4,6,5,5,5,6,7,5,6,4,7,3,4,7,3,6,6,7,3,5,6,2,5,3,3,3,7,7,2,7,7,4,2,4,4,4,5,5,4,5,6,5,4,6,4,3,5,7,5,4,4,3,3,5,5,6,5,2,4,6,3,3,2,5,7,4,3,6,4,5,6,7,5,7,5,5,3,5,2,6,5,2,7,7,7] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<11,4,2,[[1,3,2,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,5,4,3,2]],[1,4,5,2,3],[1,3,3,3],[1],[[[1,3,2,5,4]]],20,<<[],[2,7,1]>,[[-134116542364499171114,67144820758268151096],[298229210315740940093,-261064842305693404165],[1,0]]>,[[[-267087662958904327432,0],[0,0]],[[-298229210315740940090,261064842305693404168],[-1,0]],[[3,3],[1,0]],[[132761532237377992249,158206727218536524833],[2846228857417474473,-17439620754530146700]],[[-240194653895292733930,253478425408330080197],[-2846228857417474473,17439620754530146700]]]>,<397,4,2,[[1,2,3,5,4],[3,2,1,4,5]],[[1,2,3,4,5],[3,2,1,4,5],[1,2,3,5,4],[3,2,1,5,4]],[3,2,1,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[5,392,1]>,[[-3499305317753447689530369886418163009738876612417025,0],[-2210777970850676855912367763028624342613284780161631,0],[1,0]]>,[[[186923454739197267299385119621339479246494880090535,1670597802303815329218902288640954919704666703039925],[0,0]],[[-328553876348215904192311018782669600230923813432235,0],[0,0]],[[-2069147549241658219019441863867294221628855846820396,-1670597802303815329218902288640954919704666703039925],[0,0]],[[2210777970850676855912367763028624342613284780161864,0],[-1,0]],[[233,0],[1,0]]]>*] [x,x^2-x-99,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[11,397],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,397,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[11,397],[1,8],1,[1.000000000,0.8175977269,0.8534342873],<"notfaithful",0>,[5,5]>,<4,11^2*397^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[-1]],[[1],[1]]],[11,397],[8,9],1,[0,0,0],<"4.11e2t397e3.120.1.10t12.1",1>,[5,5]>,<4,11^2*397,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[11,397],[8,9],1,[1.000000000,0.6785216507,0.8921371915],<"4.11e2t397.120.1.5t5.1",1>,[5,5]>,<5,11^2*397^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1],[-1],[1]]],[11,397],[8,8],1,[0,0,0],<"5.11e2t397e2.120.1.10t13.1",1>,[5,5]>,<5,11^2*397^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[-1]]],[11,397],[8,9],1,[0,0,0],<"5.11e2t397e3.120.1.6t14.1",1>,[5,5]>,<6,11^4*397^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[2],[1]],[[1],[1],[-1],[-1]]],[11,397],[8,9],1,[0,0,0],<"6.11e4t397e3.120.1.20t35.1",1>,[5,5]>]
x^6-3*x^5+4*x^4-x^3-2*x^2+x-1 2^4*5^2*19*47 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 67 x^2+63*x+2 5 [[613637456,-269966943],[69928474,269966943],[-14797198,-448907555],[65151078,0],[-647671327,0],[-86248480,448907555]] 4 [10,10,11,7,10,9,6,6,8,7,7,10,7,10,8,11,10,9,4,11,10,10,9,11,8,7,11,5,7,7,6,9,10,11,7,9,9,8,7,10,9,7,4,9,4,8,9,7,6,11,10,9,8,9,5,7,10,4,6,6,4,9,8,10,10,9,3,8,4,11,5,10,10,6,10,8,10,5,11,7,11,5,11,7,11,10,9,9,8,11,8,9,10,9,8,10,4,11,8,9,5,11,4,9,7,11,8,10,9,8,9,4,6,9,11,7,5,6,6,10,10,9,4,10,2,10,5,6,10,9,7,9,9,10,9,9,10,9,9,8,10,11,4,11,9,9,4,9,10,11,9,8,4,9,10,11,11,9,3,11,5,9,5,4,10,9,10,11] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<2,18,3,[[2,3,1,5,6,4],[4,6,5,2,1,3]],[[1,2,3,4,5,6],[6,5,4,3,2,1],[2,3,1,6,4,5],[3,1,2,5,6,4],[2,3,1,5,6,4],[1,2,3,5,6,4],[1,2,3,6,4,5],[4,6,5,2,1,3],[5,4,6,1,3,2]],[4,6,5,2,1,3],[1,2,5,5,5,6,6,10,10],[1],[[[2,3,1,5,6,4]]],20,<<[],[1,1,0,1,1,0,1]>,[[-227488,476478,107986,403098,444164,237668],[60030,-281752,-234152,505016,68400,402352],[497798,6306,286030,459014,-518852,-134692],[1,0,0,0,0,0]]>,[[[-190596,-467391,488759,-53933,455358,-185330],[1,0,0,0,0,0],[0,0,0,0,0,0]],[[346496,392371,-223691,124105,-90022,104266],[215088,227863,283569,286005,465554,144578],[243385,456531,145045,429737,307994,203786]],[[-176910,-284883,-133397,357591,471014,-340234],[309199,296425,240719,238283,58734,379710],[280903,67757,379243,94551,216294,320502]],[[-79543,265085,371965,418023,-335234,-225966],[449780,6921,242891,38696,171,164201],[215154,426682,432651,86760,179473,99616]],[[389255,517811,3557,81183,6144,516548],[508473,441319,38170,145876,304429,224201],[236,351372,293913,285282,458984,226177]],[[-288699,-422993,-507193,121607,-507260,130716],[90323,76048,243227,339716,219688,135886],[308898,270522,322012,152246,410119,198495]]]>,<5,18,3,[[1,2,3,5,6,4],[2,3,1,6,5,4]],[[1,2,3,4,5,6],[1,2,3,6,5,4],[3,1,2,4,5,6],[2,3,1,4,5,6],[1,2,3,5,6,4],[2,3,1,6,4,5],[3,1,2,5,6,4],[2,3,1,6,5,4],[3,1,2,6,5,4]],[2,3,1,6,5,4],[1,3,6,6,6,5,5,11,11],[1],[[[1,2,3,5,6,4]]],20,<<[],[2,0,1,4,1,0,1]>,[[7673923902910,0,0,0,0,0],[-38645182298400,0,0,0,0,0],[28047668186510,0,0,0,0,0],[1,0,0,0,0,0]]>,[[[8598410439157,-18561544561067,4687140011984,-12541147228292,-37250758728917,37127909298547],[0,0,0,0,0,0],[0,0,0,0,0,0]],[[-44216601926354,1209012624694,20785506737067,22810293789662,-5969539273432,-25982938567658],[0,0,0,0,0,0],[0,0,0,0,0,0]],[[-31701571966927,17352531936373,-25472646749051,-10269146561370,43220298002349,-11144970730889],[0,0,0,0,0,0],[0,0,0,0,0,0]],[[-39694328925996,-39057441088435,-8470051214265,24653929217175,32541134131080,43974100599935],[6094053745601,-2903142752568,4990328619758,-8461438464035,9162870759874,-8350782213357],[5154190128985,381663911930,6970789641170,615727318475,4132471495635,3748202731695]],[[4,0,0,0,0,0],[1,0,0,0,0,0],[0,0,0,0,0,0]],[[11646660739494,39057441088435,8470051214265,-24653929217175,-32541134131080,-43974100599935],[-6094053745602,2903142752568,-4990328619758,8461438464035,-9162870759874,8350782213357],[-5154190128985,-381663911930,-6970789641170,-615727318475,-4132471495635,-3748202731695]]]>,<19,6,2,[[1,2,3,4,6,5],[4,2,1,3,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[4,2,1,3,5,6],[3,2,4,1,5,6],[4,2,1,3,6,5],[3,2,4,1,6,5]],[4,2,1,3,5,6],[1,3,6,6,11,11],[1],[[[1,2,3,4,6,5]]],20,<<[],[17,4,0,1]>,[[9853869840383424404705735,0,0],[3289184517527686303135810,0,0],[1,0,0]]>,[[[-6163376166743927587050201,-15391299416252054159729475,3949876196121288835214878],[0,0,0]],[[15788349129183821552649817,0,0],[0,0,0]],[[3937390510445487695293918,-13416297300522090547259869,-15756069710898904304753328],[0,0,0]],[[-10273178955357695357757743,-8782376740771813486366257,11806193514777615469538450],[0,0,0]],[[-3289184517527686303135799,0,0],[-1,0,0]],[[11,0,0],[1,0,0]]]>,<47,8,2,[[1,2,3,4,6,5],[4,1,2,3,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[4,1,2,3,5,6],[2,3,4,1,5,6],[4,1,2,3,6,5],[2,3,4,1,6,5]],[4,1,2,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[5,40,8,0,1]>,[[-617007895272783786533679413484210,0,0,0],[1231657669144620070017456566628024,0,0,0],[1,0,0,0]]>,[[[513101596928183152048742627611430,-977360449397394170606709441203551,574998415190354142288456927332090,-369549326499899327177479342007891],[0,0,0,0]],[[-1195893366050818877658085256895574,795578005882658784297756047321929,-886547129959015304160436322153745,137246075682361305952245229952307],[0,0,0,0]],[[1070666595668845130545459182983923,704510053621958343070132897308810,439636142469895417897429667221194,-978471556303694453513959691460582],[0,0,0,0]],[[843782842598410665081340012928208,-522727610107222956761179503427188,-128087427701234256025450272399539,1210774807121232474739193803516166],[0,0,0,0]],[[-1231657669144620070017456566628004,0,0,0],[-1,0,0,0]],[[20,0,0,0],[1,0,0,0]]]>*] [x,x^2-x-223,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,19,47],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,19*47,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,19,47],[2,2,12,12],1,[1.000000000,0.5180919953,0.7071482078],<"notfaithful",0>,[6,16]>,<5,2^4*5^2*19*47,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1]],[[1],[0],[0],[-1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[2,5,19,47],[12,13,14,15],1,[1.000000000,0.3717021186,0.6959924408],<"5.2e4t5e2t19t47.720.1.6t16.1",1>,[6,16]>,<5,2^2*5^4*19^2*47^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[-1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]]],[2,5,19,47],[12,13,14,15],1,[0,0,0],<"5.2e2t5e4t19e2t47e2.720.1.12t183.1",1>,[6,16]>,<5,2^4*5^2*19^4*47^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1]],[[1],[0],[0],[1]],[[1],[1]]],[2,5,19,47],[12,13,12,14],1,[0,0,0],<"5.2e4t5e2t19e4t47e4.720.1.12t183.1",1>,[6,16]>,<5,2^2*5^4*19^3*47^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[1],[1]],[[1],[0],[-1]]],[2,5,19,47],[12,13,14,15],1,[0,0,0],<"5.2e2t5e4t19e3t47e3.720.1.6t16.1",1>,[6,16]>,<9,2^6*5^6*19^3*47^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[2,5,19,47],[12,12,13,14],1,[0,0,0],<"9.2e6t5e6t19e3t47e3.720.1.10t32.1",1>,[6,16]>,<9,2^6*5^6*19^6*47^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]]],[2,5,19,47],[12,12,13,14],1,[0,0,0],<"9.2e6t5e6t19e6t47e6.720.1.20t145.1",1>,[6,16]>,<10,2^6*5^6*19^6*47^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1],[0],[1],[-1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[2,5,19,47],[12,13,14,15],1,[0,0,0],<"10.2e6t5e6t19e6t47e6.720.1.30t176.1",1>,[6,16]>,<10,2^6*5^6*19^4*47^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[2,5,19,47],[12,13,14,15],1,[0,0,0],<"10.2e6t5e6t19e4t47e4.720.1.30t176.1",1>,[6,16]>,<16,2^12*5^12*19^8*47^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[2,5,19,47],[12,12,13,14],1,[0,0,0],<"16.2e12t5e12t19e8t47e8.720.1.36t1252.1",1>,[6,16]>]
