x^2-x-7021 5*41*137 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[6209],[-6208]] 1 [2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-7015,5,1]>,[[-2,-1],[3,1]]>,<41,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-6601,41,1]>,[[-20,-1],[21,1]]>,<137,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2329,137,1]>,[[-68,-1],[69,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,41,137],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*41*137,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,41,137],[3,3,3],1,[1.000000000,0.5224567436,0.7262828730],<"1.5_41_137.2t1.1",1>,[2,1]>]
x^5+x^3-2*x^2+x+1 5*41*137 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 29 x^2+24*x+2 5 [[-9432145,-8825967],[-9055692,-2887421],[1988150,0],[-1291035,2887421],[-2720427,8825967]] 3 [5,7,4,4,7,7,6,7,6,3,7,5,2,4,5,7,3,6,5,3,5,6,6,4,7,7,7,7,5,6,3,5,1,4,6,5,7,3,4,5,6,5,4,6,2,3,5,6,5,4,2,4,5,5,4,3,5,5,3,7,2,4,4,7,3,7,6,7,4,5,6,5,7,5,3,6,6,6,5,3,6,4,5,2,5,7,4,5,6,5,2,7,5,5,5,5,5,4,5,6,3,4,4,7,4,7,4,5,5,3,5,5,7,5,7,5,5,5,4,4,7,5,5,4,4,6,6,5,7,4,5,6,6,4,4,7,4,6,5,4,6,6,3,7,6,5,4,4,4,6,4,6,6,3,3,5,4,7,3,3,6,4,3,3,3,6,5,6] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<5,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[3,3,0,1]>,[[39365851271165,0,0],[-45105081999270,0,0],[1,0,0]]>,[[[-12197804485621,-25090171255512,-14475960516369],[0,0,0]],[[27502888541933,-32617781411907,5374385997408],[0,0,0]],[[34957265585039,-37659478973206,9101574518961],[0,0,0]],[[45105081999272,0,0],[-1,0,0]],[[2,0,0],[1,0,0]]]>,<41,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[6,38,1]>,[[-980584765286058785049969062071,0],[51985881113296413844539890677365,0],[1,0]]>,[[[19434999433262895434372086126735,0],[0,0]],[[-12869996798244159761313262507919,83808663629975128766361655252632],[0,0]],[[45420878478277678171481067058483,-83808663629975128766361655252632],[0,0]],[[-51985881113296413844539890677332,0],[-1,0]],[[33,0],[1,0]]]>,<137,2,2,[[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,2,3,5,4]]],20,<[],[183040777996034434114123651187328019222579,-2592265126094883672017185516624250561835333,1]>,[[-1411386406358237854802616285328454303212683,0],[389817895777021210968964506412755138861583,0],[-1570696615513667028183533737708551397484319,0],[2592265126094883672017185516624250561835376,-1],[43,1]]>*] [x,x^2-x-7021,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,41,137],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,5*41*137,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,41,137],[8,8,8],1,[1.000000000,0.5224567436,0.7262828730],<"notfaithful",0>,[5,5]>,<4,5^3*41^3*137^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]],[[1],[1]]],[5,41,137],[8,9,8],1,[0,0,0],<"4.5e3_41e3_137e3.10t12.1",1>,[5,5]>,<4,5*41*137,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]],[[1],[-3],[3],[-1]]],[5,41,137],[8,9,10],1,[1.000000000,0.6765255778,0.9025008751],<"4.5_41_137.5t5.1",1>,[5,5]>,<5,5^2*41^2*137^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]],[[1],[-3],[3],[-1]]],[5,41,137],[8,9,10],1,[0,0,0],<"5.5e2_41e2_137e2.10t13.1",1>,[5,5]>,<5,5^3*41^3*137^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-2],[1]]],[5,41,137],[8,9,10],1,[0,0,0],<"5.5e3_41e3_137e3.6t14.1",1>,[5,5]>,<6,5^3*41^3*137^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]],[[1],[-3],[3],[-1]]],[5,41,137],[8,9,10],1,[0,0,0],<"6.5e3_41e3_137e3.20t35.1",1>,[5,5]>]
x^5-2*x^4-6*x^3+6*x^2+9*x-2 2^4*3*89*191 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 43 x^2+42*x+3 5 [[13873567,0],[45064801,-24341527],[38349834,24341527],[-54629891,0],[-42658309,0]] 1 [2,4,7,6,6,7,5,6,6,7,4,6,7,2,4,6,6,6,6,3,7,6,5,4,6,2,5,7,3,5,6,4,5,2,6,6,7,5,4,4,4,4,4,5,6,4,7,3,5,6,3,6,2,7,4,7,7,4,4,3,3,4,2,7,4,4,5,6,5,2,6,5,5,5,4,3,2,5,4,6,7,7,4,7,4,6,7,7,5,6,5,5,7,3,2,4,6,7,5,3,4,2,2,5,6,7,4,4,4,5,6,3,5,6,5,5,5,7,6,2,3,6,6,5,6,7,5,5,5,6,4,4,5,6,4,3,6,2,6,7,2,6,4,5,2,6,1,7,4,7,3,2,6,7,5,7,4,6,7,6,4,5,7,5,4,4,5,7] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,24,12,[[1,4,5,2,3],[1,2,4,5,3],[1,2,3,5,4]],[[1,2,3,4,5],[1,4,5,2,3],[1,2,3,5,4],[1,5,3,2,4],[1,4,5,3,2]],[1,2,3,5,4],[1,3,2,4,5],[1,2],[[[1,4,5,2,3],[1,2,4,5,3]],[[1,3,2,5,4],[1,4,5,2,3]]],20,<<[],[1,1,1]>,[[-272718,0],[460844,0],[172256,0],[132130,0],[435880,0],[-271432,0],[-450210,0],[327924,0],[-493352,0],[70942,0],[208332,0],[-71644,0],[1,0]]>,[[[199242,0],[524288,0],[524288,0],[524288,0],[0,0],[524288,0],[524288,0],[0,0],[0,0],[524288,0],[0,0],[0,0]],[[-129817,0],[-207418,0],[105856,0],[-169975,0],[186700,0],[-64452,0],[-60097,0],[123666,0],[117928,0],[47487,0],[217218,0],[113010,0]],[[-14429,0],[-169196,0],[61318,0],[171109,0],[172677,0],[134552,0],[151455,0],[145321,0],[116618,0],[-102197,0],[-181975,0],[239084,0]],[[155707,-157880],[-64266,19142],[222514,87914],[-211087,103248],[-181132,-2887],[160346,-133496],[-234565,146516],[149666,44031],[94162,-101418],[257875,-63248],[-172962,213607],[26558,-119078]],[[-210701,157880],[-83408,-19142],[134600,-87914],[209953,-103248],[-178245,2887],[-230446,133496],[143207,-146516],[105635,-44031],[195580,101418],[-203165,63248],[137719,-213607],[145636,119078]]]>,<3,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[1,2,0,1]>,[[-1115494140,0,0],[-858706185,0,0],[1,0,0]]>,[[[-1156445274,-1392172139,219038691],[0,0,0]],[[-1341903979,1336393165,-791751438],[0,0,0]],[[1639643068,55778974,572712747],[0,0,0]],[[858706186,0,0],[-1,0,0]],[[1,0,0],[1,0,0]]]>,<89,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[86,3,0,1]>,[[305211240235772418418379807059193368865,0,0],[46385470562702344695551488158526361730,0,0],[1,0,0]]>,[[[191251723368164661538189399711068822859,295346977221687613258856345827505229299,-398254878971793208980838654541973979115],[0,0,0]],[[247059065067931646107329455378887249767,-132117597366234699894850614609086687801,-370351208121909716696268626708064765661],[0,0,0]],[[-391925317873393962949967366931429710962,-163229379855452913364005731218418541498,-203693570697147372257575598158802582425],[0,0,0]],[[-46385470562702344695551488158526361696,0,0],[-1,0,0]],[[34,0,0],[1,0,0]]]>,<191,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[172,4,0,1]>,[[43935834527963185171437072015450103181438469,0,0],[305893740868239899913185697822251853544149822,0,0],[1,0,0]]>,[[[1115401688107974195239090326050918251850451113,-1804721064450953677568266870959381785402051051,-1185625253704124712661605398614342223422164352],[0,0,0]],[[-1790179652074955455682985823263627241947576740,1075976515055591586776046693909427403903825055,1377998138378141781145886848922565084140726404],[0,0,0]],[[980671704835221160357081195034960843641275379,728744549395362090792220177049954381498225996,-192372884674017068484281450308222860718562052],[0,0,0]],[[-305893740868239899913185697822251853544149786,0,0],[-1,0,0]],[[36,0,0],[1,0,0]]]>*] [x,x^2-x-12749,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,89,191],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,3*89*191,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,89,191],[2,8,8,8],1,[1.000000000,0.7434090959,0.7889509419],<"notfaithful",0>,[5,5]>,<4,2^4*3^3*89^3*191^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,3,89,191],[8,9,9,9],1,[0,0,0],<"4.2e4_3e3_89e3_191e3.10t12.1",1>,[5,5]>,<4,2^4*3*89*191,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]]],[2,3,89,191],[8,9,9,9],1,[1.000000000,1.075847924,1.232575787],<"4.2e4_3_89_191.5t5.1",1>,[5,5]>,<5,2^6*3^2*89^2*191^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1]],[[1],[0],[0],[-1]]],[2,3,89,191],[8,9,9,9],1,[0,0,0],<"5.2e6_3e2_89e2_191e2.10t13.1",1>,[5,5]>,<5,2^6*3^3*89^3*191^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[1],[1]]],[2,3,89,191],[8,9,9,9],1,[0,0,0],<"5.2e6_3e3_89e3_191e3.6t14.1",1>,[5,5]>,<6,2^8*3^3*89^3*191^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[0],[0],[-1]]],[2,3,89,191],[8,9,9,9],1,[0,0,0],<"6.2e8_3e3_89e3_191e3.20t35.1",1>,[5,5]>]
x^3-56*x-132 2^2*17*853 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[-2034],[-5798],[7832]] 1 [2,2,3,1,1,2,1,3,2,3,2,3,2,3,3,2,1,2,3,2,2,3,1,2,3,1,3,3,3,2,2,3,2,3,2,3,3,2,2,3,2,2,2,2,2,2,2,2,2,2,3,1,1,3,2,3,1,3,2,3,2,1,2,3,3,3,3,2,2,3,2,3,3,3,2,1,2,1,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,3,2,3,1,1,1,3,1,3,3,2,2,2,3,1,1,2,3,3,3,1,3,3,3,2,2,3,1,3,2,3,2,2,3,2,2,2,3,1,2,3,2,2,2,2,1,2,2,3,1,3,1,2,3,2,1,2,2,2,3,3,2,2,1,3,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[128894,0],[784,0],[524232,0],[1,0]]>,[[[0,0],[103268,0],[99297,0]],[[-7904,-15808],[61772,226812],[171680,180513]],[[7904,15808],[-165040,-226812],[253311,81631]]]>,<17,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[957750099007227914444548,1789843134200368176393355,1]>,[[1789843134200368176393339,0],[-1789843134200368176393347,-1],[8,1]]>,<853,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-3629270080609162819379213151181452858098385354773575489014,6366484172759056356804324902046856238697041435702306681855,1]>,[[6366484172759056356804324902046856238697041435702306680217,0],[-6366484172759056356804324902046856238697041435702306681036,-1],[819,1]]>*] [x,x^2-x-3625,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,17,853],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,17*853,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,17,853],[2,4,4],1,[1.000000000,0.7927560726,0.7690801188],<"notfaithful",0>,[3,2]>,<2,2^2*17*853,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,17,853],[4,5,5],1,[1.000000000,1.319597900,1.027747637],<"2.2e2_17_853.3t2.1",1>,[3,2]>]
x^4-2*x^3+21*x^2-20*x-6 -2^6*7*53^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 373 x-1 5 [[-465819118531],[2426889432165],[-2426889432164],[465819118532]] 4 [1,4,4,4,3,5,4,4,3,3,5,3,5,3,4,3,5,4,2,3,5,3,4,4,4,4,5,3,2,2,3,5,3,4,3,3,4,3,5,4,2,4,3,3,3,4,3,4,5,5,3,3,4,4,5,3,5,4,2,2,4,5,5,4,5,3,3,3,3,4,5,3,4,1,1,5,1,4,3,4,4,1,2,4,4,1,2,3,5,3,5,5,2,2,1,5,4,4,5,3,3,2,4,3,1,4,5,4,2,5,4,1,3,5,3,3,5,4,3,1,5,2,4,3,4,2,1,5,4,5,2,1,1,3,5,5,4,4,4,3,5,1,1,2,4,4,4,4,5,1,3,5,1,5,3,1,3,4,4,5,3,2,1,5,3,4,2,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-20,2>,<x^2+38*x+536,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[3],[[[2,1,4,3]]],20,<[],[-40570,-57672,1]>,[[0,1],[57672,262143],[-57671,1],[1,262143]]>,<5,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[2,4,1]>,[[-25714414875931,-36699065348122],[25714414875932,36699065348122],[7637461087218,0],[-7637461087217,0]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[8016706766541235,0],[7,0],[1,0]]>,[[[-32482057515424466,-24126063554743489],[0,0]],[[32482057515424467,24126063554743489],[0,0]],[[-3,0],[-1,0]],[[4,0],[1,0]]]>,<53,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,49,1]>,[[-11408626806354486252576017673795315,11736893948128596753406318401058117],[-10722467096282927286832355439360920,186544757107803068227084451235829],[1,0]]>,[[[10722467096282927286832355439360925,-186544757107803068227084451235818],[-1,0]],[[5,11],[1,0]],[[-4,-11],[-1,0]],[[-10722467096282927286832355439360924,186544757107803068227084451235818],[1,0]]]>*] [x,x^2-106,x^2-x+2,x^2+742,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*53,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,53],[6,1,1,6],1,[1.000000000,1.746070116,1.180188719],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,7,53],[1,4,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,2^3*7*53,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,53],[6,3,6,6],1,[1.000000000,0.4613259783,0.8547598800],<"notfaithful",0>,[4,3]>,<2,2^3*7*53,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,5,7,53],[6,3,7,7],1,[1.000000000,1.890489371,1.323612058],<"2.2e3_7_53.4t3.3",1>,[4,3]>]
